Date,iShares MSCI Ireland_Open_average,iShares MSCI Ireland_Open_max,iShares MSCI Ireland_Open_min,iShares MSCI Ireland_Open_volatility,iShares MSCI Ireland_Open_change,iShares MSCI Ireland_High_average,iShares MSCI Ireland_High_max,iShares MSCI Ireland_High_min,iShares MSCI Ireland_High_volatility,iShares MSCI Ireland_High_change,iShares MSCI Ireland_Low_average,iShares MSCI Ireland_Low_max,iShares MSCI Ireland_Low_min,iShares MSCI Ireland_Low_volatility,iShares MSCI Ireland_Low_change,iShares MSCI Ireland_Close_average,iShares MSCI Ireland_Close_max,iShares MSCI Ireland_Close_min,iShares MSCI Ireland_Close_volatility,iShares MSCI Ireland_Close_change
2018-11-11,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2018-11-18,39.94,39.94,39.94,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-11-25,40.1,40.1,40.1,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-12-02,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2018-12-09,37.4,37.4,37.4,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-12-16,36.54,36.54,36.54,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2018-12-23,37.04,37.04,37.04,0.0,0.0,37.69,37.69,37.69,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2018-12-30,38.67,38.67,38.67,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-01-06,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2019-01-13,39.79,39.79,39.79,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2019-01-20,40.22,40.22,40.22,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2019-01-27,40.02,40.02,40.02,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-02-03,39.87,39.87,39.87,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2019-02-10,40.21,40.21,40.21,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2019-02-17,40.88,40.88,40.88,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2019-02-24,41.91,41.91,41.91,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-03-03,40.6,40.6,40.6,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.14,40.14,40.14,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-03-10,42.59,42.59,42.59,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2019-03-17,41.2,41.2,41.2,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-03-24,41.85,41.85,41.85,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-03-31,42.8,42.8,42.8,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2019-04-07,43.28,43.28,43.28,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2019-04-14,43.72,43.72,43.72,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-04-21,42.78,42.78,42.78,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.76,42.76,42.76,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2019-04-28,43.31,43.31,43.31,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-05-05,41.97,41.97,41.97,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2019-05-12,42.15,42.15,42.15,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2019-05-19,41.89,41.89,41.89,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-05-26,41.01,41.01,41.01,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2019-06-02,42.26,42.26,42.26,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2019-06-09,41.2,41.2,41.2,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-06-16,41.57,41.57,41.57,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2019-06-23,42.01,42.01,42.01,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2019-06-30,41.8,41.8,41.8,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.78,41.78,41.78,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-07-07,42.69,42.69,42.69,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2019-07-14,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-07-21,41.95,41.95,41.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2019-07-28,39.3,39.3,39.3,0.0,0.0,39.43,39.43,39.43,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-08-04,39.76,39.76,39.76,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-08-11,39.35,39.35,39.35,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-08-18,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2019-08-25,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-09-01,40.76,40.76,40.76,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2019-09-08,41.47,41.47,41.47,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-09-15,40.36,40.36,40.36,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-09-22,41.05,41.05,41.05,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-09-29,40.55,40.55,40.55,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-10-06,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-10-13,43.27,43.27,43.27,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2019-10-20,43.22,43.22,43.22,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2019-10-27,43.94,43.94,43.94,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-11-03,43.71,43.71,43.71,0.0,0.0,44.22,44.22,44.22,0.0,0.0,43.68,43.68,43.68,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-11-10,44.54,44.54,44.54,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-11-17,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2019-11-24,45.17,45.17,45.17,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2019-12-01,45.56,45.56,45.56,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2019-12-08,46.28,46.28,46.28,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2019-12-15,45.73,45.73,45.73,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-12-22,46.6,46.6,46.6,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2019-12-29,46.12,46.12,46.12,0.0,0.0,46.3,46.3,46.3,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.21,46.21,46.21,0.0,0.0
