Date,PowerShares Preferred Portfolio_Open_average,PowerShares Preferred Portfolio_Open_max,PowerShares Preferred Portfolio_Open_min,PowerShares Preferred Portfolio_Open_volatility,PowerShares Preferred Portfolio_Open_change,PowerShares Preferred Portfolio_High_average,PowerShares Preferred Portfolio_High_max,PowerShares Preferred Portfolio_High_min,PowerShares Preferred Portfolio_High_volatility,PowerShares Preferred Portfolio_High_change,PowerShares Preferred Portfolio_Low_average,PowerShares Preferred Portfolio_Low_max,PowerShares Preferred Portfolio_Low_min,PowerShares Preferred Portfolio_Low_volatility,PowerShares Preferred Portfolio_Low_change,PowerShares Preferred Portfolio_Close_average,PowerShares Preferred Portfolio_Close_max,PowerShares Preferred Portfolio_Close_min,PowerShares Preferred Portfolio_Close_volatility,PowerShares Preferred Portfolio_Close_change
2018-10-14,14.02,14.02,14.02,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2018-10-21,13.97,13.97,13.97,0.0,0.0,14.02,14.02,14.02,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2018-10-28,14.03,14.03,14.03,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.96,13.96,13.96,0.0,0.0
2018-11-04,14.03,14.03,14.03,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2018-11-11,13.9,13.9,13.9,0.0,0.0,13.94,13.94,13.94,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2018-11-18,13.73,13.73,13.73,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.74,13.74,13.74,0.0,0.0
2018-11-25,13.68,13.68,13.68,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.61,13.61,13.61,0.0,0.0
2018-12-02,13.54,13.54,13.54,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2018-12-09,13.52,13.52,13.52,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.53,13.53,13.53,0.0,0.0
2018-12-16,13.37,13.37,13.37,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.32,13.32,13.32,0.0,0.0
2018-12-23,13.2,13.2,13.2,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2018-12-30,13.7,13.7,13.7,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.86,13.86,13.86,0.0,0.0
2019-01-06,13.9,13.9,13.9,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2019-01-13,13.97,13.97,13.97,0.0,0.0,14.01,14.01,14.01,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2019-01-20,13.99,13.99,13.99,0.0,0.0,14.07,14.07,14.07,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2019-01-27,14.24,14.24,14.24,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-02-03,14.14,14.14,14.14,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2019-02-10,14.33,14.33,14.33,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2019-02-17,14.32,14.32,14.32,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-02-24,14.39,14.39,14.39,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2019-03-03,14.42,14.42,14.42,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.46,14.46,14.46,0.0,0.0
2019-03-10,14.55,14.55,14.55,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2019-03-17,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2019-03-24,14.46,14.46,14.46,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-03-31,14.6,14.6,14.6,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2019-04-07,14.57,14.57,14.57,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2019-04-14,14.6,14.6,14.6,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-04-21,14.53,14.53,14.53,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.49,14.49,14.49,0.0,0.0
2019-04-28,14.55,14.55,14.55,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2019-05-05,14.53,14.53,14.53,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2019-05-12,14.64,14.64,14.64,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2019-05-19,14.54,14.54,14.54,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.57,14.57,14.57,0.0,0.0
2019-05-26,14.59,14.59,14.59,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.57,14.57,14.57,0.0,0.0
2019-06-02,14.62,14.62,14.62,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.65,14.65,14.65,0.0,0.0
2019-06-09,14.65,14.65,14.65,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2019-06-16,14.75,14.75,14.75,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2019-06-23,14.65,14.65,14.65,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2019-06-30,14.71,14.71,14.71,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-07-07,14.76,14.76,14.76,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-07-14,14.88,14.88,14.88,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2019-07-21,14.85,14.85,14.85,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2019-07-28,14.9,14.9,14.9,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2019-08-04,14.82,14.82,14.82,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2019-08-11,15.01,15.01,15.01,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2019-08-18,14.99,14.99,14.99,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2019-08-25,14.99,14.99,14.99,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-09-01,15.03,15.03,15.03,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2019-09-08,14.96,14.96,14.96,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2019-09-15,14.97,14.97,14.97,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-09-22,14.97,14.97,14.97,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2019-09-29,14.99,14.99,14.99,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-10-06,15.01,15.01,15.01,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2019-10-13,15.11,15.11,15.11,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2019-10-20,15.06,15.06,15.06,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2019-10-27,14.99,14.99,14.99,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-11-03,14.83,14.83,14.83,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2019-11-10,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2019-11-17,14.83,14.83,14.83,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2019-11-24,14.82,14.82,14.82,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-12-01,14.72,14.72,14.72,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2019-12-08,14.84,14.84,14.84,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-12-15,15.0,15.0,15.0,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2019-12-22,15.0,15.0,15.0,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-12-29,15.07,15.07,15.07,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.18,15.18,15.18,0.0,0.0
