Date,Columbia Sustainable International Equity Income_Open_average,Columbia Sustainable International Equity Income_Open_max,Columbia Sustainable International Equity Income_Open_min,Columbia Sustainable International Equity Income_Open_volatility,Columbia Sustainable International Equity Income_Open_change,Columbia Sustainable International Equity Income_High_average,Columbia Sustainable International Equity Income_High_max,Columbia Sustainable International Equity Income_High_min,Columbia Sustainable International Equity Income_High_volatility,Columbia Sustainable International Equity Income_High_change,Columbia Sustainable International Equity Income_Low_average,Columbia Sustainable International Equity Income_Low_max,Columbia Sustainable International Equity Income_Low_min,Columbia Sustainable International Equity Income_Low_volatility,Columbia Sustainable International Equity Income_Low_change,Columbia Sustainable International Equity Income_Close_average,Columbia Sustainable International Equity Income_Close_max,Columbia Sustainable International Equity Income_Close_min,Columbia Sustainable International Equity Income_Close_volatility,Columbia Sustainable International Equity Income_Close_change
2018-09-09,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-09-16,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2018-09-23,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2018-09-30,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-10-07,27.29,27.29,27.29,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-10-14,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-10-21,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2018-10-28,27.14,27.14,27.14,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-11-04,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-11-11,26.44,26.44,26.44,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-11-18,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-11-25,26.66,26.66,26.66,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2018-12-02,25.32,25.32,25.32,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-12-09,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-12-16,22.7,22.7,22.7,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-12-23,23.31,23.31,23.31,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2018-12-30,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-01-06,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-01-13,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-01-20,25.14,25.14,25.14,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-01-27,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-02-03,24.98,24.98,24.98,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-02-10,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-02-17,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-02-24,25.75,25.75,25.75,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-03-03,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-03-10,25.65,25.65,25.65,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-03-17,25.02,25.02,25.02,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-03-24,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-03-31,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-04-07,26.07,26.07,26.07,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-04-14,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-04-21,26.04,26.04,26.04,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-04-28,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-05-05,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-05-12,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-05-19,24.51,24.51,24.51,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-05-26,24.24,24.24,24.24,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2019-06-02,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-06-09,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-06-16,25.03,25.03,25.03,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-06-23,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-06-30,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-07-07,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-07-14,24.75,24.75,24.75,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-07-21,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2019-07-28,23.49,23.49,23.49,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-08-04,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-08-11,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-08-18,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2019-08-25,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-09-01,24.32,24.32,24.32,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-09-08,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-09-15,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-09-22,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-09-29,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-10-06,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-10-13,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-10-20,25.67,25.67,25.67,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-10-27,26.05,26.05,26.05,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2019-11-03,26.27,26.27,26.27,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-11-10,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-11-17,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-11-24,25.84,25.84,25.84,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-12-01,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-12-08,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2019-12-15,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-12-22,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-12-29,26.18,26.18,26.18,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
