Date,iShares MSCI USA ESG Optimized_Open_average,iShares MSCI USA ESG Optimized_Open_max,iShares MSCI USA ESG Optimized_Open_min,iShares MSCI USA ESG Optimized_Open_volatility,iShares MSCI USA ESG Optimized_Open_change,iShares MSCI USA ESG Optimized_High_average,iShares MSCI USA ESG Optimized_High_max,iShares MSCI USA ESG Optimized_High_min,iShares MSCI USA ESG Optimized_High_volatility,iShares MSCI USA ESG Optimized_High_change,iShares MSCI USA ESG Optimized_Low_average,iShares MSCI USA ESG Optimized_Low_max,iShares MSCI USA ESG Optimized_Low_min,iShares MSCI USA ESG Optimized_Low_volatility,iShares MSCI USA ESG Optimized_Low_change,iShares MSCI USA ESG Optimized_Close_average,iShares MSCI USA ESG Optimized_Close_max,iShares MSCI USA ESG Optimized_Close_min,iShares MSCI USA ESG Optimized_Close_volatility,iShares MSCI USA ESG Optimized_Close_change
2018-04-29,58.05,58.05,58.05,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2018-05-06,59.76,59.76,59.76,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.71,59.71,59.71,0.0,0.0
2018-05-13,59.54,59.54,59.54,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.41,59.41,59.41,0.0,0.0
2018-05-20,59.66,59.66,59.66,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2018-05-27,59.78,59.78,59.78,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2018-06-03,60.61,60.61,60.61,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2018-06-10,60.66,60.66,60.66,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.98,60.98,60.98,0.0,0.0
2018-06-17,60.52,60.52,60.52,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2018-06-24,59.83,59.83,59.83,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2018-07-01,60.11,60.11,60.11,0.0,0.0,60.55,60.55,60.55,0.0,0.0,59.94,59.94,59.94,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2018-07-08,61.38,61.38,61.38,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2018-07-15,61.59,61.59,61.59,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2018-07-22,62.51,62.51,62.51,0.0,0.0,62.51,62.51,62.51,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2018-07-29,62.26,62.26,62.26,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2018-08-05,62.48,62.48,62.48,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.11,62.11,62.11,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2018-08-12,62.34,62.34,62.34,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2018-08-19,63.15,63.15,63.15,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2018-08-26,63.88,63.88,63.88,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2018-09-02,63.22,63.22,63.22,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2018-09-09,64.0,64.0,64.0,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2018-09-16,64.77,64.77,64.77,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2018-09-23,63.79,63.79,63.79,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2018-09-30,63.76,63.76,63.76,0.0,0.0,63.76,63.76,63.76,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2018-10-07,60.6,60.6,60.6,0.0,0.0,60.6,60.6,60.6,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2018-10-14,60.75,60.75,60.75,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2018-10-21,57.99,57.99,57.99,0.0,0.0,58.42,58.42,58.42,0.0,0.0,57.39,57.39,57.39,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2018-10-28,59.96,59.96,59.96,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2018-11-04,60.81,60.81,60.81,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2018-11-11,59.82,59.82,59.82,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.6,59.6,59.6,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2018-11-18,57.86,57.86,57.86,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.86,57.86,57.86,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2018-11-25,60.19,60.19,60.19,0.0,0.0,60.57,60.57,60.57,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.57,60.57,60.57,0.0,0.0
2018-12-02,59.33,59.33,59.33,0.0,0.0,59.43,59.43,59.43,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2018-12-09,57.91,57.91,57.91,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2018-12-16,54.44,54.44,54.44,0.0,0.0,54.77,54.77,54.77,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-12-23,54.83,54.83,54.83,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2018-12-30,54.31,54.31,54.31,0.0,0.0,55.43,55.43,55.43,0.0,0.0,54.31,54.31,54.31,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2019-01-06,56.64,56.64,56.64,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-01-13,58.93,58.93,58.93,0.0,0.0,58.93,58.93,58.93,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2019-01-20,58.23,58.23,58.23,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2019-01-27,59.42,59.42,59.42,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.2,59.2,59.2,0.0,0.0
2019-02-03,59.2,59.2,59.2,0.0,0.0,59.27,59.27,59.27,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2019-02-10,60.71,60.71,60.71,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2019-02-17,61.28,61.28,61.28,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2019-02-24,61.6,61.6,61.6,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2019-03-03,60.01,60.01,60.01,0.0,0.0,60.24,60.24,60.24,0.0,0.0,59.81,59.81,59.81,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2019-03-10,61.95,61.95,61.95,0.0,0.0,62.24,62.24,62.24,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2019-03-17,62.09,62.09,62.09,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2019-03-24,62.03,62.03,62.03,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2019-03-31,63.38,63.38,63.38,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-04-07,64.04,64.04,64.04,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2019-04-14,63.67,63.67,63.67,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-04-21,64.37,64.37,64.37,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.54,64.54,64.54,0.0,0.0
2019-04-28,64.62,64.62,64.62,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2019-05-05,63.06,63.06,63.06,0.0,0.0,63.17,63.17,63.17,0.0,0.0,62.29,62.29,62.29,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-05-12,63.0,63.0,63.0,0.0,0.0,63.51,63.51,63.51,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.98,62.98,62.98,0.0,0.0
2019-05-19,62.43,62.43,62.43,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2019-05-26,60.78,60.78,60.78,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-06-02,62.95,62.95,62.95,0.0,0.0,63.55,63.55,63.55,0.0,0.0,62.95,62.95,62.95,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2019-06-09,63.53,63.53,63.53,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2019-06-16,64.91,64.91,64.91,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2019-06-23,64.34,64.34,64.34,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2019-06-30,65.41,65.41,65.41,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2019-07-07,66.02,66.02,66.02,0.0,0.0,66.15,66.15,66.15,0.0,0.0,65.93,65.93,65.93,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-07-14,65.96,65.96,65.96,0.0,0.0,65.98,65.98,65.98,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2019-07-21,66.33,66.33,66.33,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2019-07-28,64.88,64.88,64.88,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2019-08-04,64.49,64.49,64.49,0.0,0.0,64.49,64.49,64.49,0.0,0.0,63.79,63.79,63.79,0.0,0.0,64.24,64.24,64.24,0.0,0.0
2019-08-11,63.07,63.07,63.07,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2019-08-18,63.89,63.89,63.89,0.0,0.0,64.22,64.22,64.22,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.61,62.61,62.61,0.0,0.0
2019-08-25,64.82,64.82,64.82,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2019-09-01,65.48,65.48,65.48,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2019-09-08,66.51,66.51,66.51,0.0,0.0,66.51,66.51,66.51,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2019-09-15,66.46,66.46,66.46,0.0,0.0,66.46,66.46,66.46,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.95,65.95,65.95,0.0,0.0
2019-09-22,65.78,65.78,65.78,0.0,0.0,65.78,65.78,65.78,0.0,0.0,64.87,64.87,64.87,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2019-09-29,64.34,64.34,64.34,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2019-10-06,65.5,65.5,65.5,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2019-10-13,65.97,65.97,65.97,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2019-10-20,66.2,66.2,66.2,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2019-10-27,67.48,67.48,67.48,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.43,67.43,67.43,0.0,0.0,67.58,67.58,67.58,0.0,0.0
2019-11-03,67.98,67.98,67.98,0.0,0.0,68.35,68.35,68.35,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.35,68.35,68.35,0.0,0.0
2019-11-10,69.14,69.14,69.14,0.0,0.0,69.14,69.14,69.14,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.92,68.92,68.92,0.0,0.0
2019-11-17,68.91,68.91,68.91,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.83,68.83,68.83,0.0,0.0
2019-11-24,70.08,70.08,70.08,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.59,69.59,69.59,0.0,0.0
2019-12-01,69.43,69.43,69.43,0.0,0.0,69.84,69.84,69.84,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2019-12-08,70.3,70.3,70.3,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.08,70.08,70.08,0.0,0.0,70.24,70.24,70.24,0.0,0.0
2019-12-15,71.09,71.09,71.09,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.04,71.04,71.04,0.0,0.0,71.2,71.2,71.2,0.0,0.0
2019-12-22,71.64,71.64,71.64,0.0,0.0,71.72,71.72,71.72,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.61,71.61,71.61,0.0,0.0
2019-12-29,71.32,71.32,71.32,0.0,0.0,71.77,71.77,71.77,0.0,0.0,71.32,71.32,71.32,0.0,0.0,71.55,71.55,71.55,0.0,0.0
