Date,PowerShares DWA Energy Momentum Portfolio_Open_average,PowerShares DWA Energy Momentum Portfolio_Open_max,PowerShares DWA Energy Momentum Portfolio_Open_min,PowerShares DWA Energy Momentum Portfolio_Open_volatility,PowerShares DWA Energy Momentum Portfolio_Open_change,PowerShares DWA Energy Momentum Portfolio_High_average,PowerShares DWA Energy Momentum Portfolio_High_max,PowerShares DWA Energy Momentum Portfolio_High_min,PowerShares DWA Energy Momentum Portfolio_High_volatility,PowerShares DWA Energy Momentum Portfolio_High_change,PowerShares DWA Energy Momentum Portfolio_Low_average,PowerShares DWA Energy Momentum Portfolio_Low_max,PowerShares DWA Energy Momentum Portfolio_Low_min,PowerShares DWA Energy Momentum Portfolio_Low_volatility,PowerShares DWA Energy Momentum Portfolio_Low_change,PowerShares DWA Energy Momentum Portfolio_Close_average,PowerShares DWA Energy Momentum Portfolio_Close_max,PowerShares DWA Energy Momentum Portfolio_Close_min,PowerShares DWA Energy Momentum Portfolio_Close_volatility,PowerShares DWA Energy Momentum Portfolio_Close_change
2018-03-25,37.97,37.97,37.97,0.0,0.0,37.97,37.97,37.97,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-04-01,37.37,37.37,37.37,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2018-04-08,40.03,40.03,40.03,0.0,0.0,40.63,40.63,40.63,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-04-15,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.54,41.54,41.54,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2018-04-22,41.97,41.97,41.97,0.0,0.0,42.62,42.62,42.62,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-04-29,43.71,43.71,43.71,0.0,0.0,44.39,44.39,44.39,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2018-05-06,44.58,44.58,44.58,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2018-05-13,45.97,45.97,45.97,0.0,0.0,46.3,46.3,46.3,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-05-20,43.79,43.79,43.79,0.0,0.0,43.79,43.79,43.79,0.0,0.0,42.3,42.3,42.3,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2018-05-27,43.74,43.74,43.74,0.0,0.0,44.51,44.51,44.51,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2018-06-03,43.44,43.44,43.44,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2018-06-10,41.38,41.38,41.38,0.0,0.0,42.7,42.7,42.7,0.0,0.0,41.38,41.38,41.38,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-06-17,41.66,41.66,41.66,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2018-06-24,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-07-01,43.9,43.9,43.9,0.0,0.0,44.52,44.52,44.52,0.0,0.0,43.68,43.68,43.68,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2018-07-08,42.13,42.13,42.13,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.55,41.55,41.55,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2018-07-15,42.45,42.45,42.45,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2018-07-22,42.94,42.94,42.94,0.0,0.0,43.28,43.28,43.28,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2018-07-29,42.42,42.42,42.42,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-08-05,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2018-08-12,40.44,40.44,40.44,0.0,0.0,41.32,41.32,41.32,0.0,0.0,40.44,40.44,40.44,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2018-08-19,43.3,43.3,43.3,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2018-08-26,43.23,43.23,43.23,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2018-09-02,41.3,41.3,41.3,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2018-09-09,42.3,42.3,42.3,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2018-09-16,43.07,43.07,43.07,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.07,43.07,43.07,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2018-09-23,44.71,44.71,44.71,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2018-09-30,44.03,44.03,44.03,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.59,43.59,43.59,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2018-10-07,41.5,41.5,41.5,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2018-10-14,40.19,40.19,40.19,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.7,39.7,39.7,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2018-10-21,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2018-10-28,37.19,37.19,37.19,0.0,0.0,37.65,37.65,37.65,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2018-11-04,36.33,36.33,36.33,0.0,0.0,36.49,36.49,36.49,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-11-11,34.59,34.59,34.59,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2018-11-18,32.84,32.84,32.84,0.0,0.0,33.52,33.52,33.52,0.0,0.0,32.84,32.84,32.84,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-11-25,34.68,34.68,34.68,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2018-12-02,31.96,31.96,31.96,0.0,0.0,31.99,31.99,31.99,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-12-09,30.25,30.25,30.25,0.0,0.0,30.66,30.66,30.66,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2018-12-16,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-12-23,28.47,28.47,28.47,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2018-12-30,30.27,30.27,30.27,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-01-06,31.15,31.15,31.15,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-01-13,32.47,32.47,32.47,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-01-20,31.41,31.41,31.41,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2019-01-27,32.19,32.19,32.19,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-02-03,30.8,30.8,30.8,0.0,0.0,31.35,31.35,31.35,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-02-10,32.83,32.83,32.83,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2019-02-17,32.5,32.5,32.5,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-02-24,32.44,32.44,32.44,0.0,0.0,32.61,32.61,32.61,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2019-03-03,30.87,30.87,30.87,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.87,30.87,30.87,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-03-10,31.96,31.96,31.96,0.0,0.0,32.27,32.27,32.27,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-03-17,31.57,31.57,31.57,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-03-24,32.55,32.55,32.55,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2019-03-31,33.09,33.09,33.09,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.89,32.89,32.89,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-04-07,33.15,33.15,33.15,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-04-14,33.06,33.06,33.06,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-04-21,32.15,32.15,32.15,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-04-28,30.6,30.6,30.6,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.6,30.6,30.6,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-05-05,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-05-12,30.32,30.32,30.32,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2019-05-19,28.78,28.78,28.78,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-05-26,27.5,27.5,27.5,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-06-02,28.25,28.25,28.25,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-06-09,27.62,27.62,27.62,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.62,27.62,27.62,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-06-16,29.5,29.5,29.5,0.0,0.0,29.53,29.53,29.53,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-06-23,30.34,30.34,30.34,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-06-30,29.25,29.25,29.25,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2019-07-07,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-07-14,28.61,28.61,28.61,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-07-21,27.84,27.84,27.84,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-07-28,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-08-04,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-08-11,24.85,24.85,24.85,0.0,0.0,25.35,25.35,25.35,0.0,0.0,24.85,24.85,24.85,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-08-18,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-08-25,24.96,24.96,24.96,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-09-01,25.9,25.9,25.9,0.0,0.0,26.59,26.59,26.59,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-09-08,28.18,28.18,28.18,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-09-15,26.87,26.87,26.87,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.81,26.81,26.81,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-09-22,25.9,25.9,25.9,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-09-29,25.24,25.24,25.24,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-10-06,25.27,25.27,25.27,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-10-13,25.41,25.41,25.41,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-10-20,26.65,26.65,26.65,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-10-27,27.21,27.21,27.21,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-11-03,26.86,26.86,26.86,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-11-10,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-11-17,25.96,25.96,25.96,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-11-24,25.55,25.55,25.55,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-12-01,26.07,26.07,26.07,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-12-08,26.75,26.75,26.75,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.75,26.75,26.75,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-12-15,27.6,27.6,27.6,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-12-22,27.89,27.89,27.89,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2019-12-29,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.23,28.23,28.23,0.0,0.0
