Date,VanEck Vectors Morningstar International Moat_Open_average,VanEck Vectors Morningstar International Moat_Open_max,VanEck Vectors Morningstar International Moat_Open_min,VanEck Vectors Morningstar International Moat_Open_volatility,VanEck Vectors Morningstar International Moat_Open_change,VanEck Vectors Morningstar International Moat_High_average,VanEck Vectors Morningstar International Moat_High_max,VanEck Vectors Morningstar International Moat_High_min,VanEck Vectors Morningstar International Moat_High_volatility,VanEck Vectors Morningstar International Moat_High_change,VanEck Vectors Morningstar International Moat_Low_average,VanEck Vectors Morningstar International Moat_Low_max,VanEck Vectors Morningstar International Moat_Low_min,VanEck Vectors Morningstar International Moat_Low_volatility,VanEck Vectors Morningstar International Moat_Low_change,VanEck Vectors Morningstar International Moat_Close_average,VanEck Vectors Morningstar International Moat_Close_max,VanEck Vectors Morningstar International Moat_Close_min,VanEck Vectors Morningstar International Moat_Close_volatility,VanEck Vectors Morningstar International Moat_Close_change
2018-04-08,34.62,34.62,34.62,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-04-15,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2018-04-22,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2018-04-29,33.91,33.91,33.91,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2018-05-06,34.59,34.59,34.59,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-05-13,34.12,34.12,34.12,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-05-20,33.46,33.46,33.46,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2018-05-27,33.52,33.52,33.52,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2018-06-03,33.64,33.64,33.64,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2018-06-10,33.57,33.57,33.57,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-06-17,33.05,33.05,33.05,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-06-24,32.53,32.53,32.53,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-07-01,32.61,32.61,32.61,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-07-08,32.94,32.94,32.94,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2018-07-15,32.98,32.98,32.98,0.0,0.0,33.22,33.22,33.22,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2018-07-22,33.73,33.73,33.73,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2018-07-29,33.18,33.18,33.18,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2018-08-05,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-08-12,32.19,32.19,32.19,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-08-19,32.87,32.87,32.87,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-08-26,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-09-02,32.02,32.02,32.02,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-09-09,32.77,32.77,32.77,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-09-16,33.59,33.59,33.59,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2018-09-23,33.1,33.1,33.1,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-09-30,32.11,32.11,32.11,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-10-07,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-10-14,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-10-21,29.4,29.4,29.4,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-10-28,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-11-04,30.84,30.84,30.84,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2018-11-11,30.67,30.67,30.67,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-11-18,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2018-11-25,31.3,31.3,31.3,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2018-12-02,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-12-09,30.08,30.08,30.08,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-12-16,28.24,28.24,28.24,0.0,0.0,28.26,28.26,28.26,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-12-23,28.51,28.51,28.51,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2018-12-30,28.37,28.37,28.37,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2019-01-06,29.67,29.67,29.67,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-01-13,30.32,30.32,30.32,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-01-20,30.48,30.48,30.48,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2019-01-27,30.95,30.95,30.95,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-02-03,30.57,30.57,30.57,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-02-10,31.04,31.04,31.04,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-02-17,31.58,31.58,31.58,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2019-02-24,31.5,31.5,31.5,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2019-03-03,30.64,30.64,30.64,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-03-10,31.31,31.31,31.31,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-03-17,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-03-24,31.33,31.33,31.33,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-03-31,31.91,31.91,31.91,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-04-07,32.02,32.02,32.02,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-04-14,32.34,32.34,32.34,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-04-21,31.84,31.84,31.84,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-04-28,32.03,32.03,32.03,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-05-05,30.83,30.83,30.83,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-05-12,30.32,30.32,30.32,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-05-19,29.94,29.94,29.94,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2019-05-26,29.34,29.34,29.34,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-06-02,30.09,30.09,30.09,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-06-09,30.19,30.19,30.19,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-06-16,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2019-06-23,30.93,30.93,30.93,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-06-30,31.07,31.07,31.07,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-07-07,30.95,30.95,30.95,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-07-14,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-07-21,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-07-28,30.0,30.0,30.0,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-08-04,29.4,29.4,29.4,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-08-11,28.75,28.75,28.75,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-08-18,29.17,29.17,29.17,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-08-25,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-09-01,30.12,30.12,30.12,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-09-08,31.07,31.07,31.07,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-09-15,30.99,30.99,30.99,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-09-22,30.6,30.6,30.6,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2019-09-29,30.09,30.09,30.09,0.0,0.0,30.21,30.21,30.21,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2019-10-06,30.82,30.82,30.82,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-10-13,31.16,31.16,31.16,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-10-20,31.41,31.41,31.41,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-10-27,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-11-03,32.17,32.17,32.17,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-11-10,31.89,31.89,31.89,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-11-17,31.88,31.88,31.88,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-11-24,32.01,32.01,32.01,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-12-01,32.2,32.2,32.2,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-12-08,32.52,32.52,32.52,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-12-15,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2019-12-22,32.09,32.09,32.09,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-12-29,32.13,32.13,32.13,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.16,32.16,32.16,0.0,0.0
