Date,iShares Morningstar Mid-Cap Value_etf_Open_average,iShares Morningstar Mid-Cap Value_etf_Open_max,iShares Morningstar Mid-Cap Value_etf_Open_min,iShares Morningstar Mid-Cap Value_etf_Open_volatility,iShares Morningstar Mid-Cap Value_etf_Open_change,iShares Morningstar Mid-Cap Value_etf_High_average,iShares Morningstar Mid-Cap Value_etf_High_max,iShares Morningstar Mid-Cap Value_etf_High_min,iShares Morningstar Mid-Cap Value_etf_High_volatility,iShares Morningstar Mid-Cap Value_etf_High_change,iShares Morningstar Mid-Cap Value_etf_Low_average,iShares Morningstar Mid-Cap Value_etf_Low_max,iShares Morningstar Mid-Cap Value_etf_Low_min,iShares Morningstar Mid-Cap Value_etf_Low_volatility,iShares Morningstar Mid-Cap Value_etf_Low_change,iShares Morningstar Mid-Cap Value_etf_Close_average,iShares Morningstar Mid-Cap Value_etf_Close_max,iShares Morningstar Mid-Cap Value_etf_Close_min,iShares Morningstar Mid-Cap Value_etf_Close_volatility,iShares Morningstar Mid-Cap Value_etf_Close_change
2018-12-16,138.67,138.67,138.67,0.0,0.0,141.14,141.14,141.14,0.0,0.0,136.37,136.37,136.37,0.0,0.0,136.7,136.7,136.7,0.0,0.0
2018-12-23,139.56,139.56,139.56,0.0,0.0,140.07,140.07,140.07,0.0,0.0,137.42,137.42,137.42,0.0,0.0,137.99,137.99,137.99,0.0,0.0
2018-12-30,138.36,138.36,138.36,0.0,0.0,142.09,142.09,142.09,0.0,0.0,138.36,138.36,138.36,0.0,0.0,141.64,141.64,141.64,0.0,0.0
2019-01-06,146.18,146.18,146.18,0.0,0.0,146.77,146.77,146.77,0.0,0.0,145.65,145.65,145.65,0.0,0.0,146.56,146.56,146.56,0.0,0.0
2019-01-13,149.23,149.23,149.23,0.0,0.0,150.86,150.86,150.86,0.0,0.0,149.23,149.23,149.23,0.0,0.0,150.4,150.4,150.4,0.0,0.0
2019-01-20,149.97,149.97,149.97,0.0,0.0,150.94,150.94,150.94,0.0,0.0,149.97,149.97,149.97,0.0,0.0,150.65,150.65,150.65,0.0,0.0
2019-01-27,152.99,152.99,152.99,0.0,0.0,153.13,153.13,153.13,0.0,0.0,152.58,152.58,152.58,0.0,0.0,152.79,152.79,152.79,0.0,0.0
2019-02-03,153.12,153.12,153.12,0.0,0.0,153.12,153.12,153.12,0.0,0.0,151.83,151.83,151.83,0.0,0.0,152.94,152.94,152.94,0.0,0.0
2019-02-10,156.77,156.77,156.77,0.0,0.0,156.77,156.77,156.77,0.0,0.0,156.32,156.32,156.32,0.0,0.0,156.49,156.49,156.49,0.0,0.0
2019-02-17,158.28,158.28,158.28,0.0,0.0,158.32,158.32,158.32,0.0,0.0,157.74,157.74,157.74,0.0,0.0,158.31,158.31,158.31,0.0,0.0
2019-02-24,157.87,157.87,157.87,0.0,0.0,157.87,157.87,157.87,0.0,0.0,156.71,156.71,156.71,0.0,0.0,157.53,157.53,157.53,0.0,0.0
2019-03-03,152.15,152.15,152.15,0.0,0.0,153.93,153.93,153.93,0.0,0.0,152.15,152.15,152.15,0.0,0.0,152.96,152.96,152.96,0.0,0.0
2019-03-10,156.36,156.36,156.36,0.0,0.0,156.94,156.94,156.94,0.0,0.0,155.01,155.01,155.01,0.0,0.0,156.34,156.34,156.34,0.0,0.0
2019-03-17,155.78,155.78,155.78,0.0,0.0,155.78,155.78,155.78,0.0,0.0,153.42,153.42,153.42,0.0,0.0,154.23,154.23,154.23,0.0,0.0
2019-03-24,155.66,155.66,155.66,0.0,0.0,155.99,155.99,155.99,0.0,0.0,155.45,155.45,155.45,0.0,0.0,155.72,155.72,155.72,0.0,0.0
2019-03-31,159.02,159.02,159.02,0.0,0.0,159.47,159.47,159.47,0.0,0.0,158.86,158.86,158.86,0.0,0.0,159.44,159.44,159.44,0.0,0.0
2019-04-07,159.95,159.95,159.95,0.0,0.0,160.77,160.77,160.77,0.0,0.0,159.86,159.86,159.86,0.0,0.0,160.18,160.18,160.18,0.0,0.0
2019-04-14,160.41,160.41,160.41,0.0,0.0,160.41,160.41,160.41,0.0,0.0,158.77,158.77,158.77,0.0,0.0,159.17,159.17,159.17,0.0,0.0
2019-04-21,158.58,158.58,158.58,0.0,0.0,159.29,159.29,159.29,0.0,0.0,158.58,158.58,158.58,0.0,0.0,159.11,159.11,159.11,0.0,0.0
2019-04-28,158.36,158.36,158.36,0.0,0.0,159.68,159.68,159.68,0.0,0.0,158.36,158.36,158.36,0.0,0.0,159.63,159.63,159.63,0.0,0.0
2019-05-05,154.74,154.74,154.74,0.0,0.0,156.14,156.14,156.14,0.0,0.0,153.94,153.94,153.94,0.0,0.0,156.14,156.14,156.14,0.0,0.0
2019-05-12,154.5,154.5,154.5,0.0,0.0,155.24,155.24,155.24,0.0,0.0,154.32,154.32,154.32,0.0,0.0,154.56,154.56,154.56,0.0,0.0
2019-05-19,152.9,152.9,152.9,0.0,0.0,153.1,153.1,153.1,0.0,0.0,152.41,152.41,152.41,0.0,0.0,152.82,152.82,152.82,0.0,0.0
2019-05-26,147.44,147.44,147.44,0.0,0.0,148.03,148.03,148.03,0.0,0.0,147.33,147.33,147.33,0.0,0.0,147.74,147.74,147.74,0.0,0.0
2019-06-02,154.58,154.58,154.58,0.0,0.0,155.13,155.13,155.13,0.0,0.0,154.52,154.52,154.52,0.0,0.0,154.67,154.67,154.67,0.0,0.0
2019-06-09,155.29,155.29,155.29,0.0,0.0,155.79,155.79,155.79,0.0,0.0,155.07,155.07,155.07,0.0,0.0,155.73,155.73,155.73,0.0,0.0
2019-06-16,157.12,157.12,157.12,0.0,0.0,157.27,157.27,157.27,0.0,0.0,156.45,156.45,156.45,0.0,0.0,157.11,157.11,157.11,0.0,0.0
2019-06-23,156.22,156.22,156.22,0.0,0.0,157.66,157.66,157.66,0.0,0.0,156.22,156.22,156.22,0.0,0.0,157.42,157.42,157.42,0.0,0.0
2019-06-30,159.28,159.28,159.28,0.0,0.0,160.11,160.11,160.11,0.0,0.0,159.16,159.16,159.16,0.0,0.0,159.94,159.94,159.94,0.0,0.0
2019-07-07,158.95,158.95,158.95,0.0,0.0,160.25,160.25,160.25,0.0,0.0,158.95,158.95,158.95,0.0,0.0,160.12,160.12,160.12,0.0,0.0
2019-07-14,158.79,158.79,158.79,0.0,0.0,159.26,159.26,159.26,0.0,0.0,158.49,158.49,158.49,0.0,0.0,158.49,158.49,158.49,0.0,0.0
2019-07-21,160.05,160.05,160.05,0.0,0.0,160.82,160.82,160.82,0.0,0.0,160.05,160.05,160.05,0.0,0.0,160.8,160.8,160.8,0.0,0.0
2019-07-28,155.85,155.85,155.85,0.0,0.0,156.63,156.63,156.63,0.0,0.0,155.66,155.66,155.66,0.0,0.0,156.27,156.27,156.27,0.0,0.0
2019-08-04,156.08,156.08,156.08,0.0,0.0,156.08,156.08,156.08,0.0,0.0,154.08,154.08,154.08,0.0,0.0,154.82,154.82,154.82,0.0,0.0
2019-08-11,149.82,149.82,149.82,0.0,0.0,152.14,152.14,152.14,0.0,0.0,149.68,149.68,149.68,0.0,0.0,152.14,152.14,152.14,0.0,0.0
2019-08-18,153.64,153.64,153.64,0.0,0.0,153.72,153.72,153.72,0.0,0.0,151.02,151.02,151.02,0.0,0.0,151.16,151.16,151.16,0.0,0.0
2019-08-25,153.38,153.38,153.38,0.0,0.0,154.19,154.19,154.19,0.0,0.0,153.38,153.38,153.38,0.0,0.0,153.53,153.53,153.53,0.0,0.0
2019-09-01,157.28,157.28,157.28,0.0,0.0,157.28,157.28,157.28,0.0,0.0,156.97,156.97,156.97,0.0,0.0,157.06,157.06,157.06,0.0,0.0
2019-09-08,162.55,162.55,162.55,0.0,0.0,163.39,163.39,163.39,0.0,0.0,162.3,162.3,162.3,0.0,0.0,162.45,162.45,162.45,0.0,0.0
2019-09-15,160.53,160.53,160.53,0.0,0.0,162.4,162.4,162.4,0.0,0.0,160.53,160.53,160.53,0.0,0.0,161.19,161.19,161.19,0.0,0.0
2019-09-22,161.04,161.04,161.04,0.0,0.0,161.04,161.04,161.04,0.0,0.0,159.38,159.38,159.38,0.0,0.0,159.43,159.43,159.43,0.0,0.0
2019-09-29,155.61,155.61,155.61,0.0,0.0,156.66,156.66,156.66,0.0,0.0,155.61,155.61,155.61,0.0,0.0,156.66,156.66,156.66,0.0,0.0
2019-10-06,158.2,158.2,158.2,0.0,0.0,158.92,158.92,158.92,0.0,0.0,158.2,158.2,158.2,0.0,0.0,158.43,158.43,158.43,0.0,0.0
2019-10-13,158.85,158.85,158.85,0.0,0.0,160.47,160.47,160.47,0.0,0.0,158.85,158.85,158.85,0.0,0.0,160.37,160.37,160.37,0.0,0.0
2019-10-20,161.98,161.98,161.98,0.0,0.0,162.0,162.0,162.0,0.0,0.0,161.78,161.78,161.78,0.0,0.0,161.8,161.8,161.8,0.0,0.0
2019-10-27,162.61,162.61,162.61,0.0,0.0,163.15,163.15,163.15,0.0,0.0,162.61,162.61,162.61,0.0,0.0,163.15,163.15,163.15,0.0,0.0
2019-11-03,164.05,164.05,164.05,0.0,0.0,164.86,164.86,164.86,0.0,0.0,163.95,163.95,163.95,0.0,0.0,164.86,164.86,164.86,0.0,0.0
2019-11-10,164.65,164.65,164.65,0.0,0.0,165.4,165.4,165.4,0.0,0.0,164.59,164.59,164.59,0.0,0.0,165.24,165.24,165.24,0.0,0.0
2019-11-17,164.13,164.13,164.13,0.0,0.0,164.29,164.29,164.29,0.0,0.0,163.62,163.62,163.62,0.0,0.0,164.26,164.26,164.26,0.0,0.0
2019-11-24,165.66,165.66,165.66,0.0,0.0,165.66,165.66,165.66,0.0,0.0,165.03,165.03,165.03,0.0,0.0,165.03,165.03,165.03,0.0,0.0
2019-12-01,165.75,165.75,165.75,0.0,0.0,165.87,165.87,165.87,0.0,0.0,165.6,165.6,165.6,0.0,0.0,165.61,165.61,165.61,0.0,0.0
2019-12-08,166.6,166.6,166.6,0.0,0.0,166.6,166.6,166.6,0.0,0.0,165.87,165.87,165.87,0.0,0.0,165.98,165.98,165.98,0.0,0.0
2019-12-15,168.27,168.27,168.27,0.0,0.0,168.39,168.39,168.39,0.0,0.0,167.72,167.72,167.72,0.0,0.0,168.05,168.05,168.05,0.0,0.0
2019-12-22,168.42,168.42,168.42,0.0,0.0,168.47,168.47,168.47,0.0,0.0,167.93,167.93,167.93,0.0,0.0,167.93,167.93,167.93,0.0,0.0
2019-12-29,166.6,166.6,166.6,0.0,0.0,167.2,167.2,167.2,0.0,0.0,166.6,166.6,166.6,0.0,0.0,166.9,166.9,166.9,0.0,0.0
