Date,VanEck Vectors Environmental Services_Open_average,VanEck Vectors Environmental Services_Open_max,VanEck Vectors Environmental Services_Open_min,VanEck Vectors Environmental Services_Open_volatility,VanEck Vectors Environmental Services_Open_change,VanEck Vectors Environmental Services_High_average,VanEck Vectors Environmental Services_High_max,VanEck Vectors Environmental Services_High_min,VanEck Vectors Environmental Services_High_volatility,VanEck Vectors Environmental Services_High_change,VanEck Vectors Environmental Services_Low_average,VanEck Vectors Environmental Services_Low_max,VanEck Vectors Environmental Services_Low_min,VanEck Vectors Environmental Services_Low_volatility,VanEck Vectors Environmental Services_Low_change,VanEck Vectors Environmental Services_Close_average,VanEck Vectors Environmental Services_Close_max,VanEck Vectors Environmental Services_Close_min,VanEck Vectors Environmental Services_Close_volatility,VanEck Vectors Environmental Services_Close_change
2018-04-08,85.56,85.56,85.56,0.0,0.0,86.17,86.17,86.17,0.0,0.0,85.56,85.56,85.56,0.0,0.0,86.17,86.17,86.17,0.0,0.0
2018-04-15,86.74,86.74,86.74,0.0,0.0,86.74,86.74,86.74,0.0,0.0,86.74,86.74,86.74,0.0,0.0,86.74,86.74,86.74,0.0,0.0
2018-04-22,85.0,85.0,85.0,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2018-04-29,86.0,86.0,86.0,0.0,0.0,87.01,87.01,87.01,0.0,0.0,86.0,86.0,86.0,0.0,0.0,87.01,87.01,87.01,0.0,0.0
2018-05-06,91.77,91.77,91.77,0.0,0.0,91.77,91.77,91.77,0.0,0.0,91.77,91.77,91.77,0.0,0.0,91.77,91.77,91.77,0.0,0.0
2018-05-13,89.53,89.53,89.53,0.0,0.0,89.53,89.53,89.53,0.0,0.0,89.53,89.53,89.53,0.0,0.0,89.53,89.53,89.53,0.0,0.0
2018-05-20,89.58,89.58,89.58,0.0,0.0,89.61,89.61,89.61,0.0,0.0,89.58,89.58,89.58,0.0,0.0,89.61,89.61,89.61,0.0,0.0
2018-05-27,92.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,0.0,0.0
2018-06-03,90.69,90.69,90.69,0.0,0.0,90.69,90.69,90.69,0.0,0.0,90.69,90.69,90.69,0.0,0.0,90.69,90.69,90.69,0.0,0.0
2018-06-10,89.0,89.0,89.0,0.0,0.0,89.0,89.0,89.0,0.0,0.0,89.0,89.0,89.0,0.0,0.0,89.0,89.0,89.0,0.0,0.0
2018-06-17,90.44,90.44,90.44,0.0,0.0,90.7,90.7,90.7,0.0,0.0,90.24,90.24,90.24,0.0,0.0,90.27,90.27,90.27,0.0,0.0
2018-06-24,90.14,90.14,90.14,0.0,0.0,90.14,90.14,90.14,0.0,0.0,90.14,90.14,90.14,0.0,0.0,90.14,90.14,90.14,0.0,0.0
2018-07-01,93.11,93.11,93.11,0.0,0.0,97.0,97.0,97.0,0.0,0.0,93.11,93.11,93.11,0.0,0.0,97.0,97.0,97.0,0.0,0.0
2018-07-08,92.28,92.28,92.28,0.0,0.0,92.28,92.28,92.28,0.0,0.0,92.28,92.28,92.28,0.0,0.0,92.28,92.28,92.28,0.0,0.0
2018-07-15,91.92,91.92,91.92,0.0,0.0,91.92,91.92,91.92,0.0,0.0,91.92,91.92,91.92,0.0,0.0,91.92,91.92,91.92,0.0,0.0
2018-07-22,94.38,94.38,94.38,0.0,0.0,94.38,94.38,94.38,0.0,0.0,94.38,94.38,94.38,0.0,0.0,94.38,94.38,94.38,0.0,0.0
2018-07-29,96.05,96.05,96.05,0.0,0.0,96.05,96.05,96.05,0.0,0.0,96.05,96.05,96.05,0.0,0.0,96.05,96.05,96.05,0.0,0.0
2018-08-05,94.96,94.96,94.96,0.0,0.0,94.96,94.96,94.96,0.0,0.0,94.96,94.96,94.96,0.0,0.0,94.96,94.96,94.96,0.0,0.0
2018-08-12,96.3,96.3,96.3,0.0,0.0,96.77,96.77,96.77,0.0,0.0,96.3,96.3,96.3,0.0,0.0,96.59,96.59,96.59,0.0,0.0
2018-08-19,96.18,96.18,96.18,0.0,0.0,96.18,96.18,96.18,0.0,0.0,96.18,96.18,96.18,0.0,0.0,96.18,96.18,96.18,0.0,0.0
2018-08-26,96.95,96.95,96.95,0.0,0.0,96.95,96.95,96.95,0.0,0.0,96.67,96.67,96.67,0.0,0.0,96.67,96.67,96.67,0.0,0.0
2018-09-02,100.0,100.0,100.0,0.0,0.0,101.3,101.3,101.3,0.0,0.0,98.35,98.35,98.35,0.0,0.0,98.35,98.35,98.35,0.0,0.0
2018-09-09,99.64,99.64,99.64,0.0,0.0,99.64,99.64,99.64,0.0,0.0,99.64,99.64,99.64,0.0,0.0,99.64,99.64,99.64,0.0,0.0
2018-09-16,97.55,97.55,97.55,0.0,0.0,97.98,97.98,97.98,0.0,0.0,97.52,97.52,97.52,0.0,0.0,97.93,97.93,97.93,0.0,0.0
2018-09-23,96.74,96.74,96.74,0.0,0.0,96.74,96.74,96.74,0.0,0.0,96.74,96.74,96.74,0.0,0.0,96.74,96.74,96.74,0.0,0.0
2018-09-30,92.06,92.06,92.06,0.0,0.0,94.08,94.08,94.08,0.0,0.0,92.06,92.06,92.06,0.0,0.0,94.06,94.06,94.06,0.0,0.0
2018-10-07,91.0,91.0,91.0,0.0,0.0,91.0,91.0,91.0,0.0,0.0,91.0,91.0,91.0,0.0,0.0,91.0,91.0,91.0,0.0,0.0
2018-10-14,92.94,92.94,92.94,0.0,0.0,92.97,92.97,92.97,0.0,0.0,92.63,92.63,92.63,0.0,0.0,92.97,92.97,92.97,0.0,0.0
2018-10-21,87.87,87.87,87.87,0.0,0.0,88.7,88.7,88.7,0.0,0.0,87.87,87.87,87.87,0.0,0.0,88.7,88.7,88.7,0.0,0.0
2018-10-28,89.84,89.84,89.84,0.0,0.0,89.87,89.87,89.87,0.0,0.0,89.84,89.84,89.84,0.0,0.0,89.87,89.87,89.87,0.0,0.0
2018-11-04,92.36,92.36,92.36,0.0,0.0,92.36,92.36,92.36,0.0,0.0,92.36,92.36,92.36,0.0,0.0,92.36,92.36,92.36,0.0,0.0
2018-11-11,91.99,91.99,91.99,0.0,0.0,92.65,92.65,92.65,0.0,0.0,91.99,91.99,91.99,0.0,0.0,92.65,92.65,92.65,0.0,0.0
2018-11-18,91.36,91.36,91.36,0.0,0.0,91.36,91.36,91.36,0.0,0.0,91.09,91.09,91.09,0.0,0.0,91.09,91.09,91.09,0.0,0.0
2018-11-25,93.0,93.0,93.0,0.0,0.0,93.33,93.33,93.33,0.0,0.0,92.42,92.42,92.42,0.0,0.0,93.33,93.33,93.33,0.0,0.0
2018-12-02,87.64,87.64,87.64,0.0,0.0,88.19,88.19,88.19,0.0,0.0,87.64,87.64,87.64,0.0,0.0,87.89,87.89,87.89,0.0,0.0
2018-12-09,86.05,86.05,86.05,0.0,0.0,86.06,86.06,86.06,0.0,0.0,84.91,84.91,84.91,0.0,0.0,84.91,84.91,84.91,0.0,0.0
2018-12-16,79.53,79.53,79.53,0.0,0.0,79.53,79.53,79.53,0.0,0.0,78.68,78.68,78.68,0.0,0.0,78.68,78.68,78.68,0.0,0.0
2018-12-23,84.53,84.53,84.53,0.0,0.0,84.53,84.53,84.53,0.0,0.0,82.71,82.71,82.71,0.0,0.0,83.26,83.26,83.26,0.0,0.0
2018-12-30,84.76,84.76,84.76,0.0,0.0,84.86,84.86,84.86,0.0,0.0,84.73,84.73,84.73,0.0,0.0,84.79,84.79,84.79,0.0,0.0
2019-01-06,86.32,86.32,86.32,0.0,0.0,87.35,87.35,87.35,0.0,0.0,86.0,86.0,86.0,0.0,0.0,87.35,87.35,87.35,0.0,0.0
2019-01-13,88.33,88.33,88.33,0.0,0.0,90.8,90.8,90.8,0.0,0.0,88.33,88.33,88.33,0.0,0.0,90.8,90.8,90.8,0.0,0.0
2019-01-20,90.15,90.15,90.15,0.0,0.0,90.15,90.15,90.15,0.0,0.0,90.15,90.15,90.15,0.0,0.0,90.15,90.15,90.15,0.0,0.0
2019-01-27,93.64,93.64,93.64,0.0,0.0,93.64,93.64,93.64,0.0,0.0,92.11,92.11,92.11,0.0,0.0,92.99,92.99,92.99,0.0,0.0
2019-02-03,93.4,93.4,93.4,0.0,0.0,93.76,93.76,93.76,0.0,0.0,93.4,93.4,93.4,0.0,0.0,93.76,93.76,93.76,0.0,0.0
2019-02-10,96.26,96.26,96.26,0.0,0.0,96.26,96.26,96.26,0.0,0.0,96.03,96.03,96.03,0.0,0.0,96.17,96.17,96.17,0.0,0.0
2019-02-17,98.55,98.55,98.55,0.0,0.0,98.55,98.55,98.55,0.0,0.0,96.73,96.73,96.73,0.0,0.0,96.73,96.73,96.73,0.0,0.0
2019-02-24,97.43,97.43,97.43,0.0,0.0,97.43,97.43,97.43,0.0,0.0,96.33,96.33,96.33,0.0,0.0,96.62,96.62,96.62,0.0,0.0
2019-03-03,96.66,96.66,96.66,0.0,0.0,96.66,96.66,96.66,0.0,0.0,94.08,94.08,94.08,0.0,0.0,95.02,95.02,95.02,0.0,0.0
2019-03-10,94.85,94.85,94.85,0.0,0.0,95.49,95.49,95.49,0.0,0.0,94.83,94.83,94.83,0.0,0.0,95.49,95.49,95.49,0.0,0.0
2019-03-17,93.6,93.6,93.6,0.0,0.0,94.87,94.87,94.87,0.0,0.0,93.6,93.6,93.6,0.0,0.0,94.34,94.34,94.34,0.0,0.0
2019-03-24,96.74,96.74,96.74,0.0,0.0,97.11,97.11,97.11,0.0,0.0,96.74,96.74,96.74,0.0,0.0,97.11,97.11,97.11,0.0,0.0
2019-03-31,98.16,98.16,98.16,0.0,0.0,98.18,98.18,98.18,0.0,0.0,97.62,97.62,97.62,0.0,0.0,98.18,98.18,98.18,0.0,0.0
2019-04-07,98.98,98.98,98.98,0.0,0.0,99.25,99.25,99.25,0.0,0.0,98.9,98.9,98.9,0.0,0.0,98.94,98.94,98.94,0.0,0.0
2019-04-14,98.91,98.91,98.91,0.0,0.0,98.92,98.92,98.92,0.0,0.0,98.8,98.8,98.8,0.0,0.0,98.8,98.8,98.8,0.0,0.0
2019-04-21,100.14,100.14,100.14,0.0,0.0,100.46,100.46,100.46,0.0,0.0,100.14,100.14,100.14,0.0,0.0,100.46,100.46,100.46,0.0,0.0
2019-04-28,99.87,99.87,99.87,0.0,0.0,100.18,100.18,100.18,0.0,0.0,99.38,99.38,99.38,0.0,0.0,100.18,100.18,100.18,0.0,0.0
2019-05-05,96.41,96.41,96.41,0.0,0.0,96.41,96.41,96.41,0.0,0.0,96.18,96.18,96.18,0.0,0.0,96.19,96.19,96.19,0.0,0.0
2019-05-12,97.48,97.48,97.48,0.0,0.0,97.78,97.78,97.78,0.0,0.0,97.48,97.48,97.48,0.0,0.0,97.66,97.66,97.66,0.0,0.0
2019-05-19,97.24,97.24,97.24,0.0,0.0,97.24,97.24,97.24,0.0,0.0,96.85,96.85,96.85,0.0,0.0,96.85,96.85,96.85,0.0,0.0
2019-05-26,96.42,96.42,96.42,0.0,0.0,96.89,96.89,96.89,0.0,0.0,96.42,96.42,96.42,0.0,0.0,96.89,96.89,96.89,0.0,0.0
2019-06-02,99.45,99.45,99.45,0.0,0.0,99.65,99.65,99.65,0.0,0.0,99.17,99.17,99.17,0.0,0.0,99.65,99.65,99.65,0.0,0.0
2019-06-09,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.34,99.34,99.34,0.0,0.0,99.51,99.51,99.51,0.0,0.0
2019-06-16,101.34,101.34,101.34,0.0,0.0,101.36,101.36,101.36,0.0,0.0,100.88,100.88,100.88,0.0,0.0,100.88,100.88,100.88,0.0,0.0
2019-06-23,103.53,103.53,103.53,0.0,0.0,103.53,103.53,103.53,0.0,0.0,102.41,102.41,102.41,0.0,0.0,102.71,102.71,102.71,0.0,0.0
2019-06-30,114.77,114.77,114.77,0.0,0.0,114.77,114.77,114.77,0.0,0.0,102.67,102.67,102.67,0.0,0.0,102.67,102.67,102.67,0.0,0.0
2019-07-07,102.88,102.88,102.88,0.0,0.0,102.95,102.95,102.95,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.95,102.95,102.95,0.0,0.0
2019-07-14,102.15,102.15,102.15,0.0,0.0,102.15,102.15,102.15,0.0,0.0,101.83,101.83,101.83,0.0,0.0,101.83,101.83,101.83,0.0,0.0
2019-07-21,103.5,103.5,103.5,0.0,0.0,103.51,103.51,103.51,0.0,0.0,103.11,103.11,103.11,0.0,0.0,103.11,103.11,103.11,0.0,0.0
2019-07-28,98.0,98.0,98.0,0.0,0.0,101.17,101.17,101.17,0.0,0.0,96.0,96.0,96.0,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2019-08-04,104.18,104.18,104.18,0.0,0.0,104.18,104.18,104.18,0.0,0.0,103.23,103.23,103.23,0.0,0.0,103.23,103.23,103.23,0.0,0.0
2019-08-11,103.89,103.89,103.89,0.0,0.0,104.86,104.86,104.86,0.0,0.0,103.86,103.86,103.86,0.0,0.0,104.86,104.86,104.86,0.0,0.0
2019-08-18,102.0,102.0,102.0,0.0,0.0,102.0,102.0,102.0,0.0,0.0,100.44,100.44,100.44,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2019-08-25,102.57,102.57,102.57,0.0,0.0,102.57,102.57,102.57,0.0,0.0,102.57,102.57,102.57,0.0,0.0,102.57,102.57,102.57,0.0,0.0
2019-09-01,102.56,102.56,102.56,0.0,0.0,102.56,102.56,102.56,0.0,0.0,102.36,102.36,102.36,0.0,0.0,102.36,102.36,102.36,0.0,0.0
2019-09-08,104.79,104.79,104.79,0.0,0.0,105.08,105.08,105.08,0.0,0.0,104.79,104.79,104.79,0.0,0.0,104.97,104.97,104.97,0.0,0.0
2019-09-15,106.35,106.35,106.35,0.0,0.0,106.35,106.35,106.35,0.0,0.0,104.78,104.78,104.78,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2019-09-22,102.25,102.25,102.25,0.0,0.0,104.52,104.52,104.52,0.0,0.0,102.25,102.25,102.25,0.0,0.0,104.43,104.43,104.43,0.0,0.0
2019-09-29,101.99,101.99,101.99,0.0,0.0,101.99,101.99,101.99,0.0,0.0,101.79,101.79,101.79,0.0,0.0,101.79,101.79,101.79,0.0,0.0
2019-10-06,101.64,101.64,101.64,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.64,101.64,101.64,0.0,0.0
2019-10-13,105.28,105.28,105.28,0.0,0.0,105.28,105.28,105.28,0.0,0.0,104.36,104.36,104.36,0.0,0.0,104.36,104.36,104.36,0.0,0.0
2019-10-20,102.85,102.85,102.85,0.0,0.0,103.47,103.47,103.47,0.0,0.0,102.85,102.85,102.85,0.0,0.0,103.35,103.35,103.35,0.0,0.0
2019-10-27,104.9,104.9,104.9,0.0,0.0,104.9,104.9,104.9,0.0,0.0,103.95,103.95,103.95,0.0,0.0,104.5,104.5,104.5,0.0,0.0
2019-11-03,105.34,105.34,105.34,0.0,0.0,105.34,105.34,105.34,0.0,0.0,104.42,104.42,104.42,0.0,0.0,104.42,104.42,104.42,0.0,0.0
2019-11-10,103.57,103.57,103.57,0.0,0.0,103.57,103.57,103.57,0.0,0.0,102.84,102.84,102.84,0.0,0.0,102.84,102.84,102.84,0.0,0.0
2019-11-17,104.71,104.71,104.71,0.0,0.0,104.71,104.71,104.71,0.0,0.0,104.5,104.5,104.5,0.0,0.0,104.5,104.5,104.5,0.0,0.0
2019-11-24,104.65,104.65,104.65,0.0,0.0,105.33,105.33,105.33,0.0,0.0,104.65,104.65,104.65,0.0,0.0,104.79,104.79,104.79,0.0,0.0
2019-12-01,106.35,106.35,106.35,0.0,0.0,106.35,106.35,106.35,0.0,0.0,106.02,106.02,106.02,0.0,0.0,106.08,106.08,106.08,0.0,0.0
2019-12-08,106.27,106.27,106.27,0.0,0.0,106.27,106.27,106.27,0.0,0.0,106.27,106.27,106.27,0.0,0.0,106.27,106.27,106.27,0.0,0.0
2019-12-15,109.0,109.0,109.0,0.0,0.0,109.0,109.0,109.0,0.0,0.0,106.78,106.78,106.78,0.0,0.0,106.78,106.78,106.78,0.0,0.0
2019-12-22,106.87,106.87,106.87,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.7,106.7,106.7,0.0,0.0,106.7,106.7,106.7,0.0,0.0
2019-12-29,106.58,106.58,106.58,0.0,0.0,107.29,107.29,107.29,0.0,0.0,106.58,106.58,106.58,0.0,0.0,107.28,107.28,107.28,0.0,0.0
