Date,iShares US Oil & Gas Exploration & ProductionEtf_Open_average,iShares US Oil & Gas Exploration & ProductionEtf_Open_max,iShares US Oil & Gas Exploration & ProductionEtf_Open_min,iShares US Oil & Gas Exploration & ProductionEtf_Open_volatility,iShares US Oil & Gas Exploration & ProductionEtf_Open_change,iShares US Oil & Gas Exploration & ProductionEtf_High_average,iShares US Oil & Gas Exploration & ProductionEtf_High_max,iShares US Oil & Gas Exploration & ProductionEtf_High_min,iShares US Oil & Gas Exploration & ProductionEtf_High_volatility,iShares US Oil & Gas Exploration & ProductionEtf_High_change,iShares US Oil & Gas Exploration & ProductionEtf_Low_average,iShares US Oil & Gas Exploration & ProductionEtf_Low_max,iShares US Oil & Gas Exploration & ProductionEtf_Low_min,iShares US Oil & Gas Exploration & ProductionEtf_Low_volatility,iShares US Oil & Gas Exploration & ProductionEtf_Low_change,iShares US Oil & Gas Exploration & ProductionEtf_Close_average,iShares US Oil & Gas Exploration & ProductionEtf_Close_max,iShares US Oil & Gas Exploration & ProductionEtf_Close_min,iShares US Oil & Gas Exploration & ProductionEtf_Close_volatility,iShares US Oil & Gas Exploration & ProductionEtf_Close_change
2018-03-25,62.11,62.11,62.11,0.0,0.0,63.74,63.74,63.74,0.0,0.0,62.11,62.11,62.11,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2018-04-01,63.61,63.61,63.61,0.0,0.0,63.76,63.76,63.76,0.0,0.0,61.58,61.58,61.58,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2018-04-08,66.7,66.7,66.7,0.0,0.0,67.76,67.76,67.76,0.0,0.0,66.66,66.66,66.66,0.0,0.0,67.44,67.44,67.44,0.0,0.0
2018-04-15,69.94,69.94,69.94,0.0,0.0,70.46,70.46,70.46,0.0,0.0,69.64,69.64,69.64,0.0,0.0,70.13,70.13,70.13,0.0,0.0
2018-04-22,71.36,71.36,71.36,0.0,0.0,71.36,71.36,71.36,0.0,0.0,70.34,70.34,70.34,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2018-04-29,70.61,70.61,70.61,0.0,0.0,71.44,71.44,71.44,0.0,0.0,70.25,70.25,70.25,0.0,0.0,71.28,71.28,71.28,0.0,0.0
2018-05-06,73.9,73.9,73.9,0.0,0.0,74.07,74.07,74.07,0.0,0.0,73.25,73.25,73.25,0.0,0.0,73.43,73.43,73.43,0.0,0.0
2018-05-13,76.55,76.55,76.55,0.0,0.0,76.71,76.71,76.71,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.13,76.13,76.13,0.0,0.0
2018-05-20,72.83,72.83,72.83,0.0,0.0,73.14,73.14,73.14,0.0,0.0,71.11,71.11,71.11,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2018-05-27,74.04,74.04,74.04,0.0,0.0,74.98,74.98,74.98,0.0,0.0,73.72,73.72,73.72,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2018-06-03,74.11,74.11,74.11,0.0,0.0,74.13,74.13,74.13,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2018-06-10,72.69,72.69,72.69,0.0,0.0,72.78,72.78,72.78,0.0,0.0,71.08,71.08,71.08,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2018-06-17,73.88,73.88,73.88,0.0,0.0,74.49,74.49,74.49,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.7,73.7,73.7,0.0,0.0
2018-06-24,74.41,74.41,74.41,0.0,0.0,75.42,75.42,75.42,0.0,0.0,74.3,74.3,74.3,0.0,0.0,74.31,74.31,74.31,0.0,0.0
2018-07-01,73.04,73.04,73.04,0.0,0.0,74.76,74.76,74.76,0.0,0.0,73.04,73.04,73.04,0.0,0.0,74.54,74.54,74.54,0.0,0.0
2018-07-08,74.22,74.22,74.22,0.0,0.0,75.63,75.63,75.63,0.0,0.0,74.22,74.22,74.22,0.0,0.0,75.01,75.01,75.01,0.0,0.0
2018-07-15,74.14,74.14,74.14,0.0,0.0,74.18,74.18,74.18,0.0,0.0,73.2,73.2,73.2,0.0,0.0,73.57,73.57,73.57,0.0,0.0
2018-07-22,76.5,76.5,76.5,0.0,0.0,76.6,76.6,76.6,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2018-07-29,75.32,75.32,75.32,0.0,0.0,75.32,75.32,75.32,0.0,0.0,73.79,73.79,73.79,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2018-08-05,73.67,73.67,73.67,0.0,0.0,74.43,74.43,74.43,0.0,0.0,73.45,73.45,73.45,0.0,0.0,74.36,74.36,74.36,0.0,0.0
2018-08-12,71.13,71.13,71.13,0.0,0.0,71.31,71.31,71.31,0.0,0.0,70.7,70.7,70.7,0.0,0.0,70.98,70.98,70.98,0.0,0.0
2018-08-19,74.35,74.35,74.35,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.15,74.15,74.15,0.0,0.0,74.32,74.32,74.32,0.0,0.0
2018-08-26,74.94,74.94,74.94,0.0,0.0,74.94,74.94,74.94,0.0,0.0,74.03,74.03,74.03,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2018-09-02,71.69,71.69,71.69,0.0,0.0,71.69,71.69,71.69,0.0,0.0,70.67,70.67,70.67,0.0,0.0,71.43,71.43,71.43,0.0,0.0
2018-09-09,72.84,72.84,72.84,0.0,0.0,73.88,73.88,73.88,0.0,0.0,72.84,72.84,72.84,0.0,0.0,73.38,73.38,73.38,0.0,0.0
2018-09-16,74.42,74.42,74.42,0.0,0.0,74.88,74.88,74.88,0.0,0.0,73.97,73.97,73.97,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2018-09-23,75.82,75.82,75.82,0.0,0.0,76.83,76.83,76.83,0.0,0.0,75.66,75.66,75.66,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2018-09-30,77.49,77.49,77.49,0.0,0.0,77.78,77.78,77.78,0.0,0.0,76.86,76.86,76.86,0.0,0.0,77.55,77.55,77.55,0.0,0.0
2018-10-07,73.72,73.72,73.72,0.0,0.0,73.74,73.74,73.74,0.0,0.0,71.85,71.85,71.85,0.0,0.0,73.14,73.14,73.14,0.0,0.0
2018-10-14,71.78,71.78,71.78,0.0,0.0,71.78,71.78,71.78,0.0,0.0,70.11,70.11,70.11,0.0,0.0,70.22,70.22,70.22,0.0,0.0
2018-10-21,64.05,64.05,64.05,0.0,0.0,64.96,64.96,64.96,0.0,0.0,62.86,62.86,62.86,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2018-10-28,65.93,65.93,65.93,0.0,0.0,65.94,65.94,65.94,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2018-11-04,63.33,63.33,63.33,0.0,0.0,64.8,64.8,64.8,0.0,0.0,62.89,62.89,62.89,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2018-11-11,62.57,62.57,62.57,0.0,0.0,63.04,63.04,63.04,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.61,62.61,62.61,0.0,0.0
2018-11-18,59.05,59.05,59.05,0.0,0.0,59.26,59.26,59.26,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2018-11-25,60.47,60.47,60.47,0.0,0.0,60.7,60.7,60.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2018-12-02,60.61,60.61,60.61,0.0,0.0,61.3,61.3,61.3,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2018-12-09,57.02,57.02,57.02,0.0,0.0,57.46,57.46,57.46,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2018-12-16,50.64,50.64,50.64,0.0,0.0,51.33,51.33,51.33,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2018-12-23,52.3,52.3,52.3,0.0,0.0,52.3,52.3,52.3,0.0,0.0,50.77,50.77,50.77,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-12-30,53.68,53.68,53.68,0.0,0.0,54.83,54.83,54.83,0.0,0.0,53.16,53.16,53.16,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-01-06,57.54,57.54,57.54,0.0,0.0,57.82,57.82,57.82,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2019-01-13,59.1,59.1,59.1,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.44,58.44,58.44,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2019-01-20,57.3,57.3,57.3,0.0,0.0,58.35,58.35,58.35,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2019-01-27,59.07,59.07,59.07,0.0,0.0,59.29,59.29,59.29,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2019-02-03,55.95,55.95,55.95,0.0,0.0,56.15,56.15,56.15,0.0,0.0,54.56,54.56,54.56,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2019-02-10,58.98,58.98,58.98,0.0,0.0,59.53,59.53,59.53,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.51,59.51,59.51,0.0,0.0
2019-02-17,58.71,58.71,58.71,0.0,0.0,59.19,59.19,59.19,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.52,58.52,58.52,0.0,0.0
2019-02-24,57.64,57.64,57.64,0.0,0.0,58.39,58.39,58.39,0.0,0.0,57.64,57.64,57.64,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2019-03-03,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-03-10,57.09,57.09,57.09,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2019-03-17,58.87,58.87,58.87,0.0,0.0,58.87,58.87,58.87,0.0,0.0,56.8,56.8,56.8,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2019-03-24,59.15,59.15,59.15,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2019-03-31,58.2,58.2,58.2,0.0,0.0,59.45,59.45,59.45,0.0,0.0,58.11,58.11,58.11,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-04-07,62.0,62.0,62.0,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2019-04-14,61.48,61.48,61.48,0.0,0.0,61.5,61.5,61.5,0.0,0.0,60.86,60.86,60.86,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-04-21,60.89,60.89,60.89,0.0,0.0,61.03,61.03,61.03,0.0,0.0,59.79,59.79,59.79,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2019-04-28,57.49,57.49,57.49,0.0,0.0,58.35,58.35,58.35,0.0,0.0,57.49,57.49,57.49,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2019-05-05,57.18,57.18,57.18,0.0,0.0,57.89,57.89,57.89,0.0,0.0,56.71,56.71,56.71,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2019-05-12,58.06,58.06,58.06,0.0,0.0,58.22,58.22,58.22,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2019-05-19,54.79,54.79,54.79,0.0,0.0,54.81,54.81,54.81,0.0,0.0,53.76,53.76,53.76,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2019-05-26,51.58,51.58,51.58,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-06-02,52.58,52.58,52.58,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2019-06-09,52.69,52.69,52.69,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-06-16,55.16,55.16,55.16,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2019-06-23,55.48,55.48,55.48,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.48,55.48,55.48,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2019-06-30,54.6,54.6,54.6,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2019-07-07,55.94,55.94,55.94,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2019-07-14,53.58,53.58,53.58,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.45,53.45,53.45,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2019-07-21,53.48,53.48,53.48,0.0,0.0,53.48,53.48,53.48,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-07-28,52.34,52.34,52.34,0.0,0.0,52.87,52.87,52.87,0.0,0.0,50.82,50.82,50.82,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2019-08-04,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-08-11,47.24,47.24,47.24,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.24,47.24,47.24,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2019-08-18,47.95,47.95,47.95,0.0,0.0,48.5,48.5,48.5,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2019-08-25,48.7,48.7,48.7,0.0,0.0,49.24,49.24,49.24,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2019-09-01,49.34,49.34,49.34,0.0,0.0,49.84,49.84,49.84,0.0,0.0,48.82,48.82,48.82,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-09-08,51.87,51.87,51.87,0.0,0.0,52.58,52.58,52.58,0.0,0.0,51.77,51.77,51.77,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2019-09-15,53.39,53.39,53.39,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2019-09-22,50.78,50.78,50.78,0.0,0.0,51.72,51.72,51.72,0.0,0.0,50.78,50.78,50.78,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-09-29,49.36,49.36,49.36,0.0,0.0,49.38,49.38,49.38,0.0,0.0,48.6,48.6,48.6,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-10-06,49.99,49.99,49.99,0.0,0.0,50.74,50.74,50.74,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-10-13,49.58,49.58,49.58,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-10-20,51.46,51.46,51.46,0.0,0.0,52.38,52.38,52.38,0.0,0.0,51.46,51.46,51.46,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2019-10-27,51.24,51.24,51.24,0.0,0.0,52.55,52.55,52.55,0.0,0.0,51.24,51.24,51.24,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2019-11-03,53.11,53.11,53.11,0.0,0.0,53.74,53.74,53.74,0.0,0.0,52.62,52.62,52.62,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-11-10,52.4,52.4,52.4,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2019-11-17,52.23,52.23,52.23,0.0,0.0,52.56,52.56,52.56,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2019-11-24,51.1,51.1,51.1,0.0,0.0,51.22,51.22,51.22,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-12-01,50.48,50.48,50.48,0.0,0.0,52.04,52.04,52.04,0.0,0.0,50.48,50.48,50.48,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2019-12-08,53.15,53.15,53.15,0.0,0.0,53.83,53.83,53.83,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2019-12-15,54.51,54.51,54.51,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-12-22,55.84,55.84,55.84,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2019-12-29,56.58,56.58,56.58,0.0,0.0,56.69,56.69,56.69,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.68,55.68,55.68,0.0,0.0
