Date,Invesco S and P MidCap Quality_Open_average,Invesco S and P MidCap Quality_Open_max,Invesco S and P MidCap Quality_Open_min,Invesco S and P MidCap Quality_Open_volatility,Invesco S and P MidCap Quality_Open_change,Invesco S and P MidCap Quality_High_average,Invesco S and P MidCap Quality_High_max,Invesco S and P MidCap Quality_High_min,Invesco S and P MidCap Quality_High_volatility,Invesco S and P MidCap Quality_High_change,Invesco S and P MidCap Quality_Low_average,Invesco S and P MidCap Quality_Low_max,Invesco S and P MidCap Quality_Low_min,Invesco S and P MidCap Quality_Low_volatility,Invesco S and P MidCap Quality_Low_change,Invesco S and P MidCap Quality_Close_average,Invesco S and P MidCap Quality_Close_max,Invesco S and P MidCap Quality_Close_min,Invesco S and P MidCap Quality_Close_volatility,Invesco S and P MidCap Quality_Close_change
2018-12-23,42.71,42.71,42.71,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2018-12-30,44.0,44.0,44.0,0.0,0.0,44.48,44.48,44.48,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-01-06,45.09,45.09,45.09,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-01-13,46.57,46.57,46.57,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-01-20,46.43,46.43,46.43,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2019-01-27,47.58,47.58,47.58,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-02-03,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2019-02-10,49.09,49.09,49.09,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.77,48.77,48.77,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2019-02-17,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-02-24,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2019-03-03,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2019-03-10,49.28,49.28,49.28,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-03-17,48.6,48.6,48.6,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2019-03-24,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.81,49.81,49.81,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-03-31,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2019-04-07,51.6,51.6,51.6,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-04-14,50.39,50.39,50.39,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-04-21,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2019-04-28,50.38,50.38,50.38,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-05-05,48.52,48.52,48.52,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-05-12,48.54,48.54,48.54,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2019-05-19,48.05,48.05,48.05,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2019-05-26,47.03,47.03,47.03,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2019-06-02,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-06-09,48.76,48.76,48.76,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-06-16,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-06-23,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-06-30,49.67,49.67,49.67,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-07-07,50.92,50.92,50.92,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-07-14,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-07-21,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-07-28,48.45,48.45,48.45,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-08-04,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-08-11,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-08-18,47.94,47.94,47.94,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.94,47.94,47.94,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-08-25,49.01,49.01,49.01,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-09-01,49.82,49.82,49.82,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-09-08,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-09-15,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-09-22,49.59,49.59,49.59,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-09-29,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2019-10-06,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-10-13,50.35,50.35,50.35,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2019-10-20,51.24,51.24,51.24,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-10-27,51.86,51.86,51.86,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2019-11-03,51.85,51.85,51.85,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-11-10,52.2,52.2,52.2,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-11-17,52.47,52.47,52.47,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-11-24,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-12-01,52.47,52.47,52.47,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2019-12-08,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-12-15,53.69,53.69,53.69,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-12-22,53.71,53.71,53.71,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2019-12-29,53.17,53.17,53.17,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.58,53.58,53.58,0.0,0.0
