Date,SPDR S&P Homebuilders_etf_Open_average,SPDR S&P Homebuilders_etf_Open_max,SPDR S&P Homebuilders_etf_Open_min,SPDR S&P Homebuilders_etf_Open_volatility,SPDR S&P Homebuilders_etf_Open_change,SPDR S&P Homebuilders_etf_High_average,SPDR S&P Homebuilders_etf_High_max,SPDR S&P Homebuilders_etf_High_min,SPDR S&P Homebuilders_etf_High_volatility,SPDR S&P Homebuilders_etf_High_change,SPDR S&P Homebuilders_etf_Low_average,SPDR S&P Homebuilders_etf_Low_max,SPDR S&P Homebuilders_etf_Low_min,SPDR S&P Homebuilders_etf_Low_volatility,SPDR S&P Homebuilders_etf_Low_change,SPDR S&P Homebuilders_etf_Close_average,SPDR S&P Homebuilders_etf_Close_max,SPDR S&P Homebuilders_etf_Close_min,SPDR S&P Homebuilders_etf_Close_volatility,SPDR S&P Homebuilders_etf_Close_change
2019-01-13,35.09,35.09,35.09,0.0,0.0,35.58,35.58,35.58,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-01-20,35.34,35.34,35.34,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2019-01-27,36.65,36.65,36.65,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2019-02-03,36.81,36.81,36.81,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.69,36.69,36.69,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2019-02-10,38.45,38.45,38.45,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-02-17,38.98,38.98,38.98,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-02-24,38.78,38.78,38.78,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2019-03-03,37.82,37.82,37.82,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.71,37.71,37.71,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-03-10,38.15,38.15,38.15,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-03-17,38.17,38.17,38.17,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-03-24,38.72,38.72,38.72,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-03-31,39.96,39.96,39.96,0.0,0.0,40.33,40.33,40.33,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-04-07,40.67,40.67,40.67,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2019-04-14,40.85,40.85,40.85,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.73,40.73,40.73,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2019-04-21,40.37,40.37,40.37,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-04-28,41.13,41.13,41.13,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2019-05-05,40.13,40.13,40.13,0.0,0.0,40.55,40.55,40.55,0.0,0.0,39.64,39.64,39.64,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-05-12,40.13,40.13,40.13,0.0,0.0,40.56,40.56,40.56,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2019-05-19,39.48,39.48,39.48,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-05-26,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-06-02,40.52,40.52,40.52,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-06-09,41.3,41.3,41.3,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-06-16,41.46,41.46,41.46,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-06-23,41.31,41.31,41.31,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2019-06-30,42.12,42.12,42.12,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.61,41.61,41.61,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2019-07-07,41.82,41.82,41.82,0.0,0.0,42.59,42.59,42.59,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2019-07-14,42.38,42.38,42.38,0.0,0.0,42.59,42.59,42.59,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2019-07-21,41.75,41.75,41.75,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2019-07-28,40.93,40.93,40.93,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-08-04,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-08-11,40.2,40.2,40.2,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2019-08-18,41.96,41.96,41.96,0.0,0.0,42.1,42.1,42.1,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2019-08-25,42.05,42.05,42.05,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2019-09-01,42.41,42.41,42.41,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2019-09-08,43.93,43.93,43.93,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2019-09-15,43.3,43.3,43.3,0.0,0.0,43.48,43.48,43.48,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2019-09-22,43.81,43.81,43.81,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2019-09-29,42.99,42.99,42.99,0.0,0.0,43.61,43.61,43.61,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-10-06,43.88,43.88,43.88,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-10-13,45.03,45.03,45.03,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2019-10-20,45.89,45.89,45.89,0.0,0.0,46.48,46.48,46.48,0.0,0.0,45.77,45.77,45.77,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2019-10-27,45.78,45.78,45.78,0.0,0.0,46.09,46.09,46.09,0.0,0.0,45.6,45.6,45.6,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-11-03,45.1,45.1,45.1,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-11-10,46.14,46.14,46.14,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2019-11-17,45.14,45.14,45.14,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2019-11-24,46.29,46.29,46.29,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-12-01,46.19,46.19,46.19,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2019-12-08,45.93,45.93,45.93,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2019-12-15,45.32,45.32,45.32,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2019-12-22,45.64,45.64,45.64,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-12-29,45.15,45.15,45.15,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.41,45.41,45.41,0.0,0.0
