Date,iShares MSCI EAFE_Open_average,iShares MSCI EAFE_Open_max,iShares MSCI EAFE_Open_min,iShares MSCI EAFE_Open_volatility,iShares MSCI EAFE_Open_change,iShares MSCI EAFE_High_average,iShares MSCI EAFE_High_max,iShares MSCI EAFE_High_min,iShares MSCI EAFE_High_volatility,iShares MSCI EAFE_High_change,iShares MSCI EAFE_Low_average,iShares MSCI EAFE_Low_max,iShares MSCI EAFE_Low_min,iShares MSCI EAFE_Low_volatility,iShares MSCI EAFE_Low_change,iShares MSCI EAFE_Close_average,iShares MSCI EAFE_Close_max,iShares MSCI EAFE_Close_min,iShares MSCI EAFE_Close_volatility,iShares MSCI EAFE_Close_change
2018-04-29,70.88,70.88,70.88,0.0,0.0,71.12,71.12,71.12,0.0,0.0,70.81,70.81,70.81,0.0,0.0,70.94,70.94,70.94,0.0,0.0
2018-05-06,72.03,72.03,72.03,0.0,0.0,72.1,72.1,72.1,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.9,71.9,71.9,0.0,0.0
2018-05-13,71.69,71.69,71.69,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2018-05-20,70.17,70.17,70.17,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.03,70.03,70.03,0.0,0.0,70.22,70.22,70.22,0.0,0.0
2018-05-27,70.46,70.46,70.46,0.0,0.0,70.54,70.54,70.54,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.21,70.21,70.21,0.0,0.0
2018-06-03,70.67,70.67,70.67,0.0,0.0,71.03,71.03,71.03,0.0,0.0,70.61,70.61,70.61,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2018-06-10,69.23,69.23,69.23,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.14,69.14,69.14,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2018-06-17,67.32,67.32,67.32,0.0,0.0,67.39,67.39,67.39,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2018-06-24,66.02,66.02,66.02,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2018-07-01,68.12,68.12,68.12,0.0,0.0,68.25,68.25,68.25,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2018-07-08,67.77,67.77,67.77,0.0,0.0,67.86,67.86,67.86,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.76,67.76,67.76,0.0,0.0
2018-07-15,68.07,68.07,68.07,0.0,0.0,68.14,68.14,68.14,0.0,0.0,67.93,67.93,67.93,0.0,0.0,68.07,68.07,68.07,0.0,0.0
2018-07-22,69.04,69.04,69.04,0.0,0.0,69.09,69.09,69.09,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.79,68.79,68.79,0.0,0.0
2018-07-29,67.7,67.7,67.7,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2018-08-05,66.65,66.65,66.65,0.0,0.0,66.78,66.78,66.78,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2018-08-12,66.64,66.64,66.64,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2018-08-19,67.91,67.91,67.91,0.0,0.0,68.27,68.27,68.27,0.0,0.0,67.87,67.87,67.87,0.0,0.0,68.22,68.22,68.22,0.0,0.0
2018-08-26,67.46,67.46,67.46,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.07,67.07,67.07,0.0,0.0,67.34,67.34,67.34,0.0,0.0
2018-09-02,65.95,65.95,65.95,0.0,0.0,65.99,65.99,65.99,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.83,65.83,65.83,0.0,0.0
2018-09-09,67.09,67.09,67.09,0.0,0.0,67.21,67.21,67.21,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.82,66.82,66.82,0.0,0.0
2018-09-16,68.64,68.64,68.64,0.0,0.0,68.66,68.66,68.66,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.32,68.32,68.32,0.0,0.0
2018-09-23,68.21,68.21,68.21,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.04,68.04,68.04,0.0,0.0,68.07,68.07,68.07,0.0,0.0
2018-09-30,65.69,65.69,65.69,0.0,0.0,66.11,66.11,66.11,0.0,0.0,65.54,65.54,65.54,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2018-10-07,63.69,63.69,63.69,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2018-10-14,63.8,63.8,63.8,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2018-10-21,62.1,62.1,62.1,0.0,0.0,62.23,62.23,62.23,0.0,0.0,60.77,60.77,60.77,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2018-10-28,63.39,63.39,63.39,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2018-11-04,62.97,62.97,62.97,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2018-11-11,62.92,62.92,62.92,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.41,62.41,62.41,0.0,0.0
2018-11-18,62.56,62.56,62.56,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.71,62.71,62.71,0.0,0.0
2018-11-25,63.75,63.75,63.75,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2018-12-02,60.49,60.49,60.49,0.0,0.0,60.6,60.6,60.6,0.0,0.0,59.66,59.66,59.66,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2018-12-09,60.45,60.45,60.45,0.0,0.0,60.52,60.52,60.52,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2018-12-16,57.56,57.56,57.56,0.0,0.0,57.78,57.78,57.78,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2018-12-23,59.02,59.02,59.02,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2018-12-30,59.99,59.99,59.99,0.0,0.0,60.42,60.42,60.42,0.0,0.0,59.82,59.82,59.82,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2019-01-06,60.58,60.58,60.58,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2019-01-13,62.07,62.07,62.07,0.0,0.0,62.15,62.15,62.15,0.0,0.0,61.84,61.84,61.84,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2019-01-20,61.67,61.67,61.67,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.83,61.83,61.83,0.0,0.0
2019-01-27,62.57,62.57,62.57,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.89,62.89,62.89,0.0,0.0
2019-02-03,61.96,61.96,61.96,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.82,61.82,61.82,0.0,0.0,61.96,61.96,61.96,0.0,0.0
2019-02-10,63.34,63.34,63.34,0.0,0.0,63.62,63.62,63.62,0.0,0.0,62.71,62.71,62.71,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2019-02-17,64.52,64.52,64.52,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.28,64.28,64.28,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2019-02-24,64.68,64.68,64.68,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2019-03-03,63.51,63.51,63.51,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.51,63.51,63.51,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2019-03-10,65.33,65.33,65.33,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.45,65.45,65.45,0.0,0.0
2019-03-17,64.26,64.26,64.26,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-03-24,65.48,65.48,65.48,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2019-03-31,66.24,66.24,66.24,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.08,66.08,66.08,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2019-04-07,66.49,66.49,66.49,0.0,0.0,66.51,66.51,66.51,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.47,66.47,66.47,0.0,0.0
2019-04-14,66.46,66.46,66.46,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.42,66.42,66.42,0.0,0.0,66.56,66.56,66.56,0.0,0.0
2019-04-21,66.48,66.48,66.48,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2019-04-28,65.52,65.52,65.52,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.5,65.5,65.5,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2019-05-05,64.13,64.13,64.13,0.0,0.0,64.22,64.22,64.22,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2019-05-12,64.51,64.51,64.51,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2019-05-19,64.77,64.77,64.77,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2019-05-26,63.59,63.59,63.59,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2019-06-02,65.73,65.73,65.73,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2019-06-09,63.8,63.8,63.8,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2019-06-16,65.56,65.56,65.56,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.51,65.51,65.51,0.0,0.0
2019-06-23,66.39,66.39,66.39,0.0,0.0,66.39,66.39,66.39,0.0,0.0,65.88,65.88,65.88,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2019-06-30,65.8,65.8,65.8,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2019-07-07,65.87,65.87,65.87,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2019-07-14,65.6,65.6,65.6,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2019-07-21,65.72,65.72,65.72,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.64,65.64,65.64,0.0,0.0
2019-07-28,62.78,62.78,62.78,0.0,0.0,62.78,62.78,62.78,0.0,0.0,61.83,61.83,61.83,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2019-08-04,62.69,62.69,62.69,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2019-08-11,62.82,62.82,62.82,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2019-08-18,62.59,62.59,62.59,0.0,0.0,62.61,62.61,62.61,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2019-08-25,63.4,63.4,63.4,0.0,0.0,63.42,63.42,63.42,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-09-01,64.73,64.73,64.73,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2019-09-08,65.53,65.53,65.53,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2019-09-15,65.2,65.2,65.2,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.13,65.13,65.13,0.0,0.0,65.39,65.39,65.39,0.0,0.0
2019-09-22,64.97,64.97,64.97,0.0,0.0,65.24,65.24,65.24,0.0,0.0,64.95,64.95,64.95,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2019-09-29,64.12,64.12,64.12,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.09,64.09,64.09,0.0,0.0
2019-10-06,65.24,65.24,65.24,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-10-13,66.71,66.71,66.71,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.63,66.63,66.63,0.0,0.0
2019-10-20,67.12,67.12,67.12,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.11,67.11,67.11,0.0,0.0,67.32,67.32,67.32,0.0,0.0
2019-10-27,68.48,68.48,68.48,0.0,0.0,68.53,68.53,68.53,0.0,0.0,68.23,68.23,68.23,0.0,0.0,68.37,68.37,68.37,0.0,0.0
2019-11-03,68.02,68.02,68.02,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.01,68.01,68.01,0.0,0.0,68.29,68.29,68.29,0.0,0.0
2019-11-10,68.24,68.24,68.24,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.13,68.13,68.13,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2019-11-17,68.28,68.28,68.28,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.52,68.52,68.52,0.0,0.0
2019-11-24,68.1,68.1,68.1,0.0,0.0,68.14,68.14,68.14,0.0,0.0,67.53,67.53,67.53,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2019-12-01,68.57,68.57,68.57,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2019-12-08,69.6,69.6,69.6,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.51,69.51,69.51,0.0,0.0,69.62,69.62,69.62,0.0,0.0
2019-12-15,69.24,69.24,69.24,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.18,69.18,69.18,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2019-12-22,69.76,69.76,69.76,0.0,0.0,69.77,69.77,69.77,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2019-12-29,69.19,69.19,69.19,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.27,69.27,69.27,0.0,0.0
