Date,KraneShares E China Commercial Paper_Open_average,KraneShares E China Commercial Paper_Open_max,KraneShares E China Commercial Paper_Open_min,KraneShares E China Commercial Paper_Open_volatility,KraneShares E China Commercial Paper_Open_change,KraneShares E China Commercial Paper_High_average,KraneShares E China Commercial Paper_High_max,KraneShares E China Commercial Paper_High_min,KraneShares E China Commercial Paper_High_volatility,KraneShares E China Commercial Paper_High_change,KraneShares E China Commercial Paper_Low_average,KraneShares E China Commercial Paper_Low_max,KraneShares E China Commercial Paper_Low_min,KraneShares E China Commercial Paper_Low_volatility,KraneShares E China Commercial Paper_Low_change,KraneShares E China Commercial Paper_Close_average,KraneShares E China Commercial Paper_Close_max,KraneShares E China Commercial Paper_Close_min,KraneShares E China Commercial Paper_Close_volatility,KraneShares E China Commercial Paper_Close_change
2019-03-17,34.5,34.5,34.5,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-03-24,34.56,34.56,34.56,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2019-03-31,34.34,34.34,34.34,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2019-04-07,34.4,34.4,34.4,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-04-14,34.41,34.41,34.41,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-04-21,33.87,33.87,33.87,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2019-04-28,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-05-05,33.1,33.1,33.1,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2019-05-12,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2019-05-19,33.1,33.1,33.1,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-05-26,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-06-02,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-06-09,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-06-16,33.6,33.6,33.6,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2019-06-23,33.48,33.48,33.48,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-06-30,33.24,33.24,33.24,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-07-07,33.4,33.4,33.4,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-07-14,33.4,33.4,33.4,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-07-21,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-07-28,32.0,32.0,32.0,0.0,0.0,32.25,32.25,32.25,0.0,0.0,29.52,29.52,29.52,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-08-04,31.97,31.97,31.97,0.0,0.0,32.26,32.26,32.26,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-08-11,32.13,32.13,32.13,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-08-18,32.03,32.03,32.03,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-08-25,31.89,31.89,31.89,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-09-01,31.9,31.9,31.9,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-09-08,32.29,32.29,32.29,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2019-09-15,31.69,31.69,31.69,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.69,31.69,31.69,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-09-22,31.9,31.9,31.9,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-09-29,32.05,32.05,32.05,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-10-06,32.3,32.3,32.3,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-10-13,32.3,32.3,32.3,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-10-20,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-10-27,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2019-11-03,32.66,32.66,32.66,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2019-11-10,32.5,32.5,32.5,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-11-17,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-11-24,32.3,32.3,32.3,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-12-01,32.46,32.46,32.46,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2019-12-08,32.56,32.56,32.56,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2019-12-15,32.45,32.45,32.45,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-12-22,32.56,32.56,32.56,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2019-12-29,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.68,32.68,32.68,0.0,0.0
