Date,Legg Mason EM Low Volatility High Dividend_Open_average,Legg Mason EM Low Volatility High Dividend_Open_max,Legg Mason EM Low Volatility High Dividend_Open_min,Legg Mason EM Low Volatility High Dividend_Open_volatility,Legg Mason EM Low Volatility High Dividend_Open_change,Legg Mason EM Low Volatility High Dividend_High_average,Legg Mason EM Low Volatility High Dividend_High_max,Legg Mason EM Low Volatility High Dividend_High_min,Legg Mason EM Low Volatility High Dividend_High_volatility,Legg Mason EM Low Volatility High Dividend_High_change,Legg Mason EM Low Volatility High Dividend_Low_average,Legg Mason EM Low Volatility High Dividend_Low_max,Legg Mason EM Low Volatility High Dividend_Low_min,Legg Mason EM Low Volatility High Dividend_Low_volatility,Legg Mason EM Low Volatility High Dividend_Low_change,Legg Mason EM Low Volatility High Dividend_Close_average,Legg Mason EM Low Volatility High Dividend_Close_max,Legg Mason EM Low Volatility High Dividend_Close_min,Legg Mason EM Low Volatility High Dividend_Close_volatility,Legg Mason EM Low Volatility High Dividend_Close_change
2018-06-10,27.45,27.45,27.45,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-06-17,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-06-24,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-07-01,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-07-08,26.71,26.71,26.71,0.0,0.0,26.72,26.72,26.72,0.0,0.0,25.67,25.67,25.67,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-07-15,27.65,27.65,27.65,0.0,0.0,28.5,28.5,28.5,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-07-22,27.99,27.99,27.99,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2018-07-29,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-08-05,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-08-12,27.24,27.24,27.24,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-08-19,28.33,28.33,28.33,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-08-26,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-09-02,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2018-09-09,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-09-16,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2018-09-23,27.54,27.54,27.54,0.0,0.0,28.17,28.17,28.17,0.0,0.0,26.7,26.7,26.7,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2018-09-30,27.48,27.48,27.48,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-10-07,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-10-14,26.62,26.62,26.62,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-10-21,26.31,26.31,26.31,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2018-10-28,27.05,27.05,27.05,0.0,0.0,28.23,28.23,28.23,0.0,0.0,26.81,26.81,26.81,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-11-04,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2018-11-11,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-11-18,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2018-11-25,26.78,26.78,26.78,0.0,0.0,27.4,27.4,27.4,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2018-12-02,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-12-09,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-12-16,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2018-12-23,25.9,25.9,25.9,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-12-30,25.93,25.93,25.93,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-01-06,26.27,26.27,26.27,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-01-13,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-01-20,26.49,26.49,26.49,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-01-27,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-02-03,26.72,26.72,26.72,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-02-10,26.53,26.53,26.53,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-02-17,27.07,27.07,27.07,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-02-24,26.73,26.73,26.73,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-03-03,26.5,26.5,26.5,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-03-10,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-03-17,26.15,26.15,26.15,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-03-24,26.5,26.5,26.5,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-03-31,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-04-07,26.53,26.53,26.53,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-04-14,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-04-21,26.85,26.85,26.85,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-04-28,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2019-05-05,25.84,25.84,25.84,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-05-12,25.79,25.79,25.79,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-05-19,25.88,25.88,25.88,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-05-26,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-06-02,26.33,26.33,26.33,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-06-09,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,25.81,25.81,25.81,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-06-16,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-06-23,26.09,26.09,26.09,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-06-30,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-07-07,26.34,26.34,26.34,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-07-14,25.98,25.98,25.98,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-07-21,26.18,26.18,26.18,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-07-28,25.5,25.5,25.5,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-08-04,25.51,25.51,25.51,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-08-11,25.43,25.43,25.43,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-08-18,25.21,25.21,25.21,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-08-25,25.47,25.47,25.47,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-09-01,25.52,25.52,25.52,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-09-08,25.43,25.43,25.43,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-09-15,25.64,25.64,25.64,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.61,25.61,25.61,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-09-22,25.67,25.67,25.67,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-09-29,25.66,25.66,25.66,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-10-06,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-10-13,25.57,25.57,25.57,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-10-20,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-10-27,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2019-11-03,25.97,25.97,25.97,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-11-10,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-11-17,25.8,25.8,25.8,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-11-24,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2019-12-01,25.17,25.17,25.17,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-12-08,24.89,24.89,24.89,0.0,0.0,25.23,25.23,25.23,0.0,0.0,24.89,24.89,24.89,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-12-15,25.52,25.52,25.52,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.52,25.52,25.52,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-12-22,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-12-29,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
