Date,Guggenheim CurrencyShares British Pound Sterling_Open_average,Guggenheim CurrencyShares British Pound Sterling_Open_max,Guggenheim CurrencyShares British Pound Sterling_Open_min,Guggenheim CurrencyShares British Pound Sterling_Open_volatility,Guggenheim CurrencyShares British Pound Sterling_Open_change,Guggenheim CurrencyShares British Pound Sterling_High_average,Guggenheim CurrencyShares British Pound Sterling_High_max,Guggenheim CurrencyShares British Pound Sterling_High_min,Guggenheim CurrencyShares British Pound Sterling_High_volatility,Guggenheim CurrencyShares British Pound Sterling_High_change,Guggenheim CurrencyShares British Pound Sterling_Low_average,Guggenheim CurrencyShares British Pound Sterling_Low_max,Guggenheim CurrencyShares British Pound Sterling_Low_min,Guggenheim CurrencyShares British Pound Sterling_Low_volatility,Guggenheim CurrencyShares British Pound Sterling_Low_change,Guggenheim CurrencyShares British Pound Sterling_Close_average,Guggenheim CurrencyShares British Pound Sterling_Close_max,Guggenheim CurrencyShares British Pound Sterling_Close_min,Guggenheim CurrencyShares British Pound Sterling_Close_volatility,Guggenheim CurrencyShares British Pound Sterling_Close_change
2018-06-17,128.9,128.9,128.9,0.0,0.0,128.94,128.94,128.94,0.0,0.0,128.69,128.69,128.69,0.0,0.0,128.84,128.84,128.84,0.0,0.0
2018-06-24,127.12,127.12,127.12,0.0,0.0,127.56,127.56,127.56,0.0,0.0,127.12,127.12,127.12,0.0,0.0,127.4,127.4,127.4,0.0,0.0
2018-07-01,129.5,129.5,129.5,0.0,0.0,129.51,129.51,129.51,0.0,0.0,127.99,127.99,127.99,0.0,0.0,128.59,128.59,128.59,0.0,0.0
2018-07-08,128.67,128.67,128.67,0.0,0.0,128.75,128.75,128.75,0.0,0.0,128.37,128.37,128.37,0.0,0.0,128.41,128.41,128.41,0.0,0.0
2018-07-15,127.31,127.31,127.31,0.0,0.0,127.31,127.31,127.31,0.0,0.0,126.97,126.97,126.97,0.0,0.0,127.13,127.13,127.13,0.0,0.0
2018-07-22,127.35,127.35,127.35,0.0,0.0,127.57,127.57,127.57,0.0,0.0,127.33,127.33,127.33,0.0,0.0,127.45,127.45,127.45,0.0,0.0
2018-07-29,125.5,125.5,125.5,0.0,0.0,125.63,125.63,125.63,0.0,0.0,125.42,125.42,125.42,0.0,0.0,125.55,125.55,125.55,0.0,0.0
2018-08-05,123.99,123.99,123.99,0.0,0.0,124.1,124.1,124.1,0.0,0.0,123.64,123.64,123.64,0.0,0.0,123.72,123.72,123.72,0.0,0.0
2018-08-12,123.92,123.92,123.92,0.0,0.0,124.08,124.08,124.08,0.0,0.0,123.79,123.79,123.79,0.0,0.0,124.07,124.07,124.07,0.0,0.0
2018-08-19,124.93,124.93,124.93,0.0,0.0,125.1,125.1,125.1,0.0,0.0,124.88,124.88,124.88,0.0,0.0,125.08,125.08,125.08,0.0,0.0
2018-08-26,125.8,125.8,125.8,0.0,0.0,125.97,125.97,125.97,0.0,0.0,125.72,125.72,125.72,0.0,0.0,125.72,125.72,125.72,0.0,0.0
2018-09-02,126.42,126.42,126.42,0.0,0.0,126.46,126.46,126.46,0.0,0.0,126.25,126.25,126.25,0.0,0.0,126.4,126.4,126.4,0.0,0.0
2018-09-09,127.55,127.55,127.55,0.0,0.0,127.72,127.72,127.72,0.0,0.0,127.5,127.5,127.5,0.0,0.0,127.69,127.69,127.69,0.0,0.0
2018-09-16,127.73,127.73,127.73,0.0,0.0,127.73,127.73,127.73,0.0,0.0,127.19,127.19,127.19,0.0,0.0,127.19,127.19,127.19,0.0,0.0
2018-09-23,126.73,126.73,126.73,0.0,0.0,126.87,126.87,126.87,0.0,0.0,126.5,126.5,126.5,0.0,0.0,126.5,126.5,126.5,0.0,0.0
2018-09-30,126.69,126.69,126.69,0.0,0.0,126.76,126.76,126.76,0.0,0.0,126.57,126.57,126.57,0.0,0.0,126.67,126.67,126.67,0.0,0.0
2018-10-07,127.44,127.44,127.44,0.0,0.0,127.76,127.76,127.76,0.0,0.0,127.36,127.36,127.36,0.0,0.0,127.55,127.55,127.55,0.0,0.0
2018-10-14,125.88,125.88,125.88,0.0,0.0,125.95,125.95,125.95,0.0,0.0,125.74,125.74,125.74,0.0,0.0,125.78,125.78,125.78,0.0,0.0
2018-10-21,124.39,124.39,124.39,0.0,0.0,124.46,124.46,124.46,0.0,0.0,124.16,124.16,124.16,0.0,0.0,124.2,124.2,124.2,0.0,0.0
2018-10-28,126.2,126.2,126.2,0.0,0.0,126.6,126.6,126.6,0.0,0.0,126.2,126.2,126.2,0.0,0.0,126.44,126.44,126.44,0.0,0.0
2018-11-04,125.43,125.43,125.43,0.0,0.0,125.43,125.43,125.43,0.0,0.0,124.62,124.62,124.62,0.0,0.0,124.67,124.67,124.67,0.0,0.0
2018-11-11,124.6,124.6,124.6,0.0,0.0,124.88,124.88,124.88,0.0,0.0,124.43,124.43,124.43,0.0,0.0,124.64,124.64,124.64,0.0,0.0
2018-11-18,124.55,124.55,124.55,0.0,0.0,124.6,124.6,124.6,0.0,0.0,124.22,124.22,124.22,0.0,0.0,124.27,124.27,124.27,0.0,0.0
2018-11-25,123.37,123.37,123.37,0.0,0.0,123.69,123.69,123.69,0.0,0.0,123.36,123.36,123.36,0.0,0.0,123.47,123.47,123.47,0.0,0.0
2018-12-02,122.38,122.38,122.38,0.0,0.0,122.7,122.7,122.7,0.0,0.0,121.34,121.34,121.34,0.0,0.0,121.83,121.83,121.83,0.0,0.0
2018-12-09,122.37,122.37,122.37,0.0,0.0,122.52,122.52,122.52,0.0,0.0,122.21,122.21,122.21,0.0,0.0,122.36,122.36,122.36,0.0,0.0
2018-12-16,123.23,123.23,123.23,0.0,0.0,123.52,123.52,123.52,0.0,0.0,123.18,123.18,123.18,0.0,0.0,123.37,123.37,123.37,0.0,0.0
2018-12-23,123.95,123.95,123.95,0.0,0.0,124.3,124.3,124.3,0.0,0.0,123.38,123.38,123.38,0.0,0.0,123.65,123.65,123.65,0.0,0.0
2018-12-30,123.67,123.67,123.67,0.0,0.0,124.03,124.03,124.03,0.0,0.0,123.67,123.67,123.67,0.0,0.0,123.84,123.84,123.84,0.0,0.0
2019-01-06,124.69,124.69,124.69,0.0,0.0,125.37,125.37,125.37,0.0,0.0,124.59,124.59,124.59,0.0,0.0,124.8,124.8,124.8,0.0,0.0
2019-01-13,125.35,125.35,125.35,0.0,0.0,125.4,125.4,125.4,0.0,0.0,124.73,124.73,124.73,0.0,0.0,124.79,124.79,124.79,0.0,0.0
2019-01-20,127.61,127.61,127.61,0.0,0.0,127.83,127.83,127.83,0.0,0.0,127.44,127.44,127.44,0.0,0.0,127.68,127.68,127.68,0.0,0.0
2019-01-27,126.67,126.67,126.67,0.0,0.0,127.0,127.0,127.0,0.0,0.0,126.39,126.39,126.39,0.0,0.0,126.44,126.44,126.44,0.0,0.0
2019-02-03,124.96,124.96,124.96,0.0,0.0,124.96,124.96,124.96,0.0,0.0,124.6,124.6,124.6,0.0,0.0,124.76,124.76,124.76,0.0,0.0
2019-02-10,124.37,124.37,124.37,0.0,0.0,125.11,125.11,125.11,0.0,0.0,124.3,124.3,124.3,0.0,0.0,125.06,125.06,125.06,0.0,0.0
2019-02-17,126.76,126.76,126.76,0.0,0.0,127.2,127.2,127.2,0.0,0.0,126.65,126.65,126.65,0.0,0.0,127.08,127.08,127.08,0.0,0.0
2019-02-24,127.86,127.86,127.86,0.0,0.0,127.95,127.95,127.95,0.0,0.0,127.73,127.73,127.73,0.0,0.0,127.78,127.78,127.78,0.0,0.0
2019-03-03,126.69,126.69,126.69,0.0,0.0,127.73,127.73,127.73,0.0,0.0,126.67,126.67,126.67,0.0,0.0,127.42,127.42,127.42,0.0,0.0
2019-03-10,128.57,128.57,128.57,0.0,0.0,128.58,128.58,128.58,0.0,0.0,127.89,127.89,127.89,0.0,0.0,128.57,128.57,128.57,0.0,0.0
2019-03-17,128.34,128.34,128.34,0.0,0.0,128.43,128.43,128.43,0.0,0.0,127.74,127.74,127.74,0.0,0.0,128.01,128.01,128.01,0.0,0.0
2019-03-24,127.1,127.1,127.1,0.0,0.0,127.5,127.5,127.5,0.0,0.0,126.89,126.89,126.89,0.0,0.0,127.2,127.2,127.2,0.0,0.0
2019-03-31,126.68,126.68,126.68,0.0,0.0,126.78,126.78,126.78,0.0,0.0,126.46,126.46,126.46,0.0,0.0,126.71,126.71,126.71,0.0,0.0
2019-04-07,127.18,127.18,127.18,0.0,0.0,127.21,127.21,127.21,0.0,0.0,126.97,126.97,126.97,0.0,0.0,127.04,127.04,127.04,0.0,0.0
2019-04-14,125.9,125.9,125.9,0.0,0.0,125.97,125.97,125.97,0.0,0.0,125.84,125.84,125.84,0.0,0.0,125.88,125.88,125.88,0.0,0.0
2019-04-21,125.23,125.23,125.23,0.0,0.0,125.49,125.49,125.49,0.0,0.0,125.19,125.19,125.19,0.0,0.0,125.49,125.49,125.49,0.0,0.0
2019-04-28,126.96,126.96,126.96,0.0,0.0,127.09,127.09,127.09,0.0,0.0,126.91,126.91,126.91,0.0,0.0,127.03,127.03,127.03,0.0,0.0
2019-05-05,126.43,126.43,126.43,0.0,0.0,126.43,126.43,126.43,0.0,0.0,125.54,125.54,125.54,0.0,0.0,125.66,125.66,125.66,0.0,0.0
2019-05-12,123.42,123.42,123.42,0.0,0.0,123.53,123.53,123.53,0.0,0.0,123.37,123.37,123.37,0.0,0.0,123.43,123.43,123.43,0.0,0.0
2019-05-19,123.0,123.0,123.0,0.0,0.0,123.49,123.49,123.49,0.0,0.0,122.83,122.83,122.83,0.0,0.0,123.31,123.31,123.31,0.0,0.0
2019-05-26,122.43,122.43,122.43,0.0,0.0,122.9,122.9,122.9,0.0,0.0,122.37,122.37,122.37,0.0,0.0,122.86,122.86,122.86,0.0,0.0
2019-06-02,122.93,122.93,122.93,0.0,0.0,123.12,123.12,123.12,0.0,0.0,122.8,122.8,122.8,0.0,0.0,123.1,123.1,123.1,0.0,0.0
2019-06-09,122.09,122.09,122.09,0.0,0.0,122.13,122.13,122.13,0.0,0.0,121.57,121.57,121.57,0.0,0.0,121.57,121.57,121.57,0.0,0.0
2019-06-16,123.32,123.32,123.32,0.0,0.0,123.59,123.59,123.59,0.0,0.0,123.29,123.29,123.29,0.0,0.0,123.56,123.56,123.56,0.0,0.0
2019-06-23,122.78,122.78,122.78,0.0,0.0,122.8,122.8,122.8,0.0,0.0,122.52,122.52,122.52,0.0,0.0,122.57,122.57,122.57,0.0,0.0
2019-06-30,121.27,121.27,121.27,0.0,0.0,121.4,121.4,121.4,0.0,0.0,121.27,121.27,121.27,0.0,0.0,121.32,121.32,121.32,0.0,0.0
2019-07-07,121.56,121.56,121.56,0.0,0.0,121.56,121.56,121.56,0.0,0.0,121.32,121.32,121.32,0.0,0.0,121.39,121.39,121.39,0.0,0.0
2019-07-14,121.05,121.05,121.05,0.0,0.0,121.16,121.16,121.16,0.0,0.0,120.9,120.9,120.9,0.0,0.0,121.02,121.02,121.02,0.0,0.0
2019-07-21,118.92,118.92,118.92,0.0,0.0,118.96,118.96,118.96,0.0,0.0,118.47,118.47,118.47,0.0,0.0,118.56,118.56,118.56,0.0,0.0
2019-07-28,117.93,117.93,117.93,0.0,0.0,118.0,118.0,118.0,0.0,0.0,117.6,117.6,117.6,0.0,0.0,117.73,117.73,117.73,0.0,0.0
2019-08-04,117.31,117.31,117.31,0.0,0.0,117.31,117.31,117.31,0.0,0.0,117.01,117.01,117.01,0.0,0.0,117.08,117.08,117.08,0.0,0.0
2019-08-11,117.62,117.62,117.62,0.0,0.0,117.79,117.79,117.79,0.0,0.0,117.49,117.49,117.49,0.0,0.0,117.63,117.63,117.63,0.0,0.0
2019-08-18,118.68,118.68,118.68,0.0,0.0,118.68,118.68,118.68,0.0,0.0,118.4,118.4,118.4,0.0,0.0,118.48,118.48,118.48,0.0,0.0
2019-08-25,118.24,118.24,118.24,0.0,0.0,118.52,118.52,118.52,0.0,0.0,117.77,117.77,117.77,0.0,0.0,117.96,117.96,117.96,0.0,0.0
2019-09-01,119.81,119.81,119.81,0.0,0.0,120.0,120.0,120.0,0.0,0.0,119.45,119.45,119.45,0.0,0.0,119.73,119.73,119.73,0.0,0.0
2019-09-08,120.77,120.77,120.77,0.0,0.0,120.77,120.77,120.77,0.0,0.0,120.4,120.4,120.4,0.0,0.0,120.48,120.48,120.48,0.0,0.0
2019-09-15,120.54,120.54,120.54,0.0,0.0,120.64,120.64,120.64,0.0,0.0,120.37,120.37,120.37,0.0,0.0,120.58,120.58,120.58,0.0,0.0
2019-09-22,119.31,119.31,119.31,0.0,0.0,119.69,119.69,119.69,0.0,0.0,119.08,119.08,119.08,0.0,0.0,119.25,119.25,119.25,0.0,0.0
2019-09-29,119.44,119.44,119.44,0.0,0.0,119.55,119.55,119.55,0.0,0.0,119.2,119.2,119.2,0.0,0.0,119.22,119.22,119.22,0.0,0.0
2019-10-06,122.01,122.01,122.01,0.0,0.0,122.59,122.59,122.59,0.0,0.0,121.63,121.63,121.63,0.0,0.0,121.75,121.75,121.75,0.0,0.0
2019-10-13,125.9,125.9,125.9,0.0,0.0,126.11,126.11,126.11,0.0,0.0,125.68,125.68,125.68,0.0,0.0,125.68,125.68,125.68,0.0,0.0
2019-10-20,124.46,124.46,124.46,0.0,0.0,124.81,124.81,124.81,0.0,0.0,124.46,124.46,124.46,0.0,0.0,124.7,124.7,124.7,0.0,0.0
2019-10-27,124.98,124.98,124.98,0.0,0.0,125.21,125.21,125.21,0.0,0.0,124.69,124.69,124.69,0.0,0.0,124.89,124.89,124.89,0.0,0.0
2019-11-03,124.82,124.82,124.82,0.0,0.0,124.93,124.93,124.93,0.0,0.0,124.6,124.6,124.6,0.0,0.0,124.61,124.61,124.61,0.0,0.0
2019-11-10,125.58,125.58,125.58,0.0,0.0,125.76,125.76,125.76,0.0,0.0,125.51,125.51,125.51,0.0,0.0,125.57,125.57,125.57,0.0,0.0
2019-11-17,124.84,124.84,124.84,0.0,0.0,125.18,125.18,125.18,0.0,0.0,124.8,124.8,124.8,0.0,0.0,125.09,125.09,125.09,0.0,0.0
2019-11-24,125.37,125.37,125.37,0.0,0.0,125.56,125.56,125.56,0.0,0.0,125.28,125.28,125.28,0.0,0.0,125.55,125.55,125.55,0.0,0.0
2019-12-01,127.55,127.55,127.55,0.0,0.0,127.57,127.57,127.57,0.0,0.0,127.4,127.4,127.4,0.0,0.0,127.48,127.48,127.48,0.0,0.0
2019-12-08,129.38,129.38,129.38,0.0,0.0,129.54,129.54,129.54,0.0,0.0,129.16,129.16,129.16,0.0,0.0,129.38,129.38,129.38,0.0,0.0
2019-12-15,125.54,125.54,125.54,0.0,0.0,125.61,125.61,125.61,0.0,0.0,125.17,125.17,125.17,0.0,0.0,125.48,125.48,125.48,0.0,0.0
2019-12-22,127.43,127.43,127.43,0.0,0.0,127.49,127.49,127.49,0.0,0.0,127.02,127.02,127.02,0.0,0.0,127.02,127.02,127.02,0.0,0.0
2019-12-29,126.76,126.76,126.76,0.0,0.0,126.9,126.9,126.9,0.0,0.0,126.73,126.73,126.73,0.0,0.0,126.73,126.73,126.73,0.0,0.0
