Date,iShares Europe_etf_Open_average,iShares Europe_etf_Open_max,iShares Europe_etf_Open_min,iShares Europe_etf_Open_volatility,iShares Europe_etf_Open_change,iShares Europe_etf_High_average,iShares Europe_etf_High_max,iShares Europe_etf_High_min,iShares Europe_etf_High_volatility,iShares Europe_etf_High_change,iShares Europe_etf_Low_average,iShares Europe_etf_Low_max,iShares Europe_etf_Low_min,iShares Europe_etf_Low_volatility,iShares Europe_etf_Low_change,iShares Europe_etf_Close_average,iShares Europe_etf_Close_max,iShares Europe_etf_Close_min,iShares Europe_etf_Close_volatility,iShares Europe_etf_Close_change
2018-12-30,39.21,39.21,39.21,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-01-06,40.47,40.47,40.47,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2019-01-13,41.1,41.1,41.1,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-01-20,41.21,41.21,41.21,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-01-27,41.66,41.66,41.66,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2019-02-03,41.17,41.17,41.17,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-02-10,42.12,42.12,42.12,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2019-02-17,42.62,42.62,42.62,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2019-02-24,43.24,43.24,43.24,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2019-03-03,42.2,42.2,42.2,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2019-03-10,43.74,43.74,43.74,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2019-03-17,43.45,43.45,43.45,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2019-03-24,43.41,43.41,43.41,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-03-31,44.35,44.35,44.35,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2019-04-07,44.7,44.7,44.7,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2019-04-14,44.88,44.88,44.88,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-04-21,44.54,44.54,44.54,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2019-04-28,44.69,44.69,44.69,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-05-05,43.64,43.64,43.64,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-05-12,43.69,43.69,43.69,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2019-05-19,43.48,43.48,43.48,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2019-05-26,42.34,42.34,42.34,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2019-06-02,44.02,44.02,44.02,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2019-06-09,43.94,43.94,43.94,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2019-06-16,43.85,43.85,43.85,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-06-23,43.97,43.97,43.97,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-06-30,44.17,44.17,44.17,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.93,43.93,43.93,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-07-07,43.84,43.84,43.84,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-07-14,43.75,43.75,43.75,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-07-21,43.77,43.77,43.77,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-07-28,42.55,42.55,42.55,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2019-08-04,42.09,42.09,42.09,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-08-11,41.1,41.1,41.1,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-08-18,41.76,41.76,41.76,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2019-08-25,42.32,42.32,42.32,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-09-01,43.05,43.05,43.05,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2019-09-08,43.75,43.75,43.75,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-09-15,43.68,43.68,43.68,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2019-09-22,43.27,43.27,43.27,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2019-09-29,42.02,42.02,42.02,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2019-10-06,43.43,43.43,43.43,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2019-10-13,44.09,44.09,44.09,0.0,0.0,44.22,44.22,44.22,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2019-10-20,44.44,44.44,44.44,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-10-27,45.03,45.03,45.03,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2019-11-03,45.17,45.17,45.17,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-11-10,45.22,45.22,45.22,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-11-17,45.3,45.3,45.3,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2019-11-24,45.43,45.43,45.43,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-12-01,45.53,45.53,45.53,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-12-08,46.42,46.42,46.42,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2019-12-15,46.56,46.56,46.56,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2019-12-22,47.08,47.08,47.08,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2019-12-29,46.73,46.73,46.73,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.82,46.82,46.82,0.0,0.0
