Date,First Trust Large Cap US Equity SelectEtf_Open_average,First Trust Large Cap US Equity SelectEtf_Open_max,First Trust Large Cap US Equity SelectEtf_Open_min,First Trust Large Cap US Equity SelectEtf_Open_volatility,First Trust Large Cap US Equity SelectEtf_Open_change,First Trust Large Cap US Equity SelectEtf_High_average,First Trust Large Cap US Equity SelectEtf_High_max,First Trust Large Cap US Equity SelectEtf_High_min,First Trust Large Cap US Equity SelectEtf_High_volatility,First Trust Large Cap US Equity SelectEtf_High_change,First Trust Large Cap US Equity SelectEtf_Low_average,First Trust Large Cap US Equity SelectEtf_Low_max,First Trust Large Cap US Equity SelectEtf_Low_min,First Trust Large Cap US Equity SelectEtf_Low_volatility,First Trust Large Cap US Equity SelectEtf_Low_change,First Trust Large Cap US Equity SelectEtf_Close_average,First Trust Large Cap US Equity SelectEtf_Close_max,First Trust Large Cap US Equity SelectEtf_Close_min,First Trust Large Cap US Equity SelectEtf_Close_volatility,First Trust Large Cap US Equity SelectEtf_Close_change
2018-03-25,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2018-04-01,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2018-04-08,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2018-04-15,21.78,21.78,21.78,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-04-22,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2018-04-29,21.27,21.27,21.27,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-05-06,21.91,21.91,21.91,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2018-05-13,21.92,21.92,21.92,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2018-05-20,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2018-05-27,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2018-06-03,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2018-06-10,22.29,22.29,22.29,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2018-06-17,22.12,22.12,22.12,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2018-06-24,21.94,21.94,21.94,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2018-07-01,21.9,21.9,21.9,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2018-07-08,22.23,22.23,22.23,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-07-15,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-07-22,22.32,22.32,22.32,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-07-29,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-08-05,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-08-12,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-08-19,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-08-26,22.93,22.93,22.93,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-09-02,22.74,22.74,22.74,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-09-09,22.92,22.92,22.92,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2018-09-16,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-09-23,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2018-09-30,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-10-07,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-10-14,21.76,21.76,21.76,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2018-10-21,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2018-10-28,21.44,21.44,21.44,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2018-11-04,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2018-11-11,21.53,21.53,21.53,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-11-18,21.04,21.04,21.04,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2018-11-25,21.61,21.61,21.61,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2018-12-02,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-12-09,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2018-12-16,19.26,19.26,19.26,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2018-12-23,19.33,19.33,19.33,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2018-12-30,19.44,19.44,19.44,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2019-01-06,20.16,20.16,20.16,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-01-13,20.71,20.71,20.71,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2019-01-20,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2019-01-27,21.24,21.24,21.24,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2019-02-03,21.16,21.16,21.16,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-02-10,21.87,21.87,21.87,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-02-17,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2019-02-24,22.03,22.03,22.03,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-03-03,21.39,21.39,21.39,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2019-03-10,22.08,22.08,22.08,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2019-03-17,21.84,21.84,21.84,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2019-03-24,22.08,22.08,22.08,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2019-03-31,22.45,22.45,22.45,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2019-04-07,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2019-04-14,22.73,22.73,22.73,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-04-21,22.78,22.78,22.78,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2019-04-28,22.85,22.85,22.85,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2019-05-05,22.08,22.08,22.08,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-05-12,22.16,22.16,22.16,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2019-05-19,21.9,21.9,21.9,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2019-05-26,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-06-02,22.28,22.28,22.28,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-06-09,22.23,22.23,22.23,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-06-16,22.72,22.72,22.72,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2019-06-23,22.75,22.75,22.75,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-06-30,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-07-07,23.25,23.25,23.25,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2019-07-14,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-07-21,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-07-28,22.73,22.73,22.73,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2019-08-04,22.6,22.6,22.6,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2019-08-11,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-08-18,22.45,22.45,22.45,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-08-25,22.6,22.6,22.6,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2019-09-01,23.14,23.14,23.14,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-09-08,23.57,23.57,23.57,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2019-09-15,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-09-22,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2019-09-29,22.68,22.68,22.68,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2019-10-06,23.03,23.03,23.03,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-10-13,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-10-20,23.34,23.34,23.34,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-10-27,23.59,23.59,23.59,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2019-11-03,23.98,23.98,23.98,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-11-10,24.15,24.15,24.15,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2019-11-17,24.08,24.08,24.08,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-11-24,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2019-12-01,24.33,24.33,24.33,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-12-08,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-12-15,24.91,24.91,24.91,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-12-22,24.84,24.84,24.84,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-12-29,24.89,24.89,24.89,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.87,24.87,24.87,0.0,0.0
