Date,iShares MSCI Finland Capped_etf_Open_average,iShares MSCI Finland Capped_etf_Open_max,iShares MSCI Finland Capped_etf_Open_min,iShares MSCI Finland Capped_etf_Open_volatility,iShares MSCI Finland Capped_etf_Open_change,iShares MSCI Finland Capped_etf_High_average,iShares MSCI Finland Capped_etf_High_max,iShares MSCI Finland Capped_etf_High_min,iShares MSCI Finland Capped_etf_High_volatility,iShares MSCI Finland Capped_etf_High_change,iShares MSCI Finland Capped_etf_Low_average,iShares MSCI Finland Capped_etf_Low_max,iShares MSCI Finland Capped_etf_Low_min,iShares MSCI Finland Capped_etf_Low_volatility,iShares MSCI Finland Capped_etf_Low_change,iShares MSCI Finland Capped_etf_Close_average,iShares MSCI Finland Capped_etf_Close_max,iShares MSCI Finland Capped_etf_Close_min,iShares MSCI Finland Capped_etf_Close_volatility,iShares MSCI Finland Capped_etf_Close_change
2018-04-01,41.91,41.91,41.91,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2018-04-08,42.49,42.49,42.49,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2018-04-15,43.74,43.74,43.74,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2018-04-22,43.44,43.44,43.44,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2018-04-29,43.01,43.01,43.01,0.0,0.0,43.42,43.42,43.42,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2018-05-06,43.99,43.99,43.99,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2018-05-13,43.81,43.81,43.81,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2018-05-20,42.95,42.95,42.95,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2018-05-27,43.39,43.39,43.39,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.33,43.33,43.33,0.0,0.0
2018-06-03,44.03,44.03,44.03,0.0,0.0,44.51,44.51,44.51,0.0,0.0,43.77,43.77,43.77,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2018-06-10,43.29,43.29,43.29,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2018-06-17,41.17,41.17,41.17,0.0,0.0,41.47,41.47,41.47,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2018-06-24,40.75,40.75,40.75,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2018-07-01,40.97,40.97,40.97,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2018-07-08,40.87,40.87,40.87,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2018-07-15,41.19,41.19,41.19,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2018-07-22,41.22,41.22,41.22,0.0,0.0,41.31,41.31,41.31,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2018-07-29,40.7,40.7,40.7,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2018-08-05,40.02,40.02,40.02,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-08-12,39.34,39.34,39.34,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2018-08-19,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2018-08-26,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2018-09-02,39.71,39.71,39.71,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2018-09-09,41.04,41.04,41.04,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2018-09-16,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2018-09-23,41.48,41.48,41.48,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2018-09-30,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2018-10-07,38.3,38.3,38.3,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2018-10-14,37.98,37.98,37.98,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2018-10-21,36.94,36.94,36.94,0.0,0.0,37.46,37.46,37.46,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-10-28,38.37,38.37,38.37,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-11-04,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2018-11-11,37.47,37.47,37.47,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2018-11-18,36.0,36.0,36.0,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-11-25,35.8,35.8,35.8,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-12-02,35.69,35.69,35.69,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-12-09,35.86,35.86,35.86,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-12-16,35.24,35.24,35.24,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2018-12-23,35.28,35.28,35.28,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-12-30,35.86,35.86,35.86,0.0,0.0,36.43,36.43,36.43,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-01-06,37.46,37.46,37.46,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-01-13,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-01-20,38.46,38.46,38.46,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-01-27,38.26,38.26,38.26,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-02-03,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-02-10,38.52,38.52,38.52,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-02-17,38.58,38.58,38.58,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2019-02-24,39.56,39.56,39.56,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-03-03,38.06,38.06,38.06,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-03-10,40.11,40.11,40.11,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2019-03-17,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2019-03-24,38.63,38.63,38.63,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-03-31,40.62,40.62,40.62,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-04-07,40.78,40.78,40.78,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2019-04-14,40.33,40.33,40.33,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-04-21,39.42,39.42,39.42,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-04-28,38.53,38.53,38.53,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2019-05-05,37.44,37.44,37.44,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-05-12,37.44,37.44,37.44,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-05-19,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-05-26,36.37,36.37,36.37,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-06-02,37.67,37.67,37.67,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-06-09,38.11,38.11,38.11,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-06-16,37.22,37.22,37.22,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-06-23,37.46,37.46,37.46,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-06-30,37.62,37.62,37.62,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-07-07,37.09,37.09,37.09,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2019-07-14,36.75,36.75,36.75,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2019-07-21,37.14,37.14,37.14,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2019-07-28,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-08-04,36.61,36.61,36.61,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-08-11,35.28,35.28,35.28,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-08-18,35.68,35.68,35.68,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2019-08-25,35.72,35.72,35.72,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2019-09-01,36.6,36.6,36.6,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2019-09-08,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-09-15,36.91,36.91,36.91,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2019-09-22,36.21,36.21,36.21,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2019-09-29,35.49,35.49,35.49,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2019-10-06,36.92,36.92,36.92,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2019-10-13,37.6,37.6,37.6,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-10-20,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2019-10-27,37.27,37.27,37.27,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-11-03,37.49,37.49,37.49,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-11-10,37.16,37.16,37.16,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-11-17,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2019-11-24,36.8,36.8,36.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-12-01,37.13,37.13,37.13,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2019-12-08,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-12-15,37.54,37.54,37.54,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-12-22,37.94,37.94,37.94,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.93,37.93,37.93,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-12-29,38.03,38.03,38.03,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.06,38.06,38.06,0.0,0.0
