Date,Direxion Daily Small Cap Bear 3X Shares_Open_average,Direxion Daily Small Cap Bear 3X Shares_Open_max,Direxion Daily Small Cap Bear 3X Shares_Open_min,Direxion Daily Small Cap Bear 3X Shares_Open_volatility,Direxion Daily Small Cap Bear 3X Shares_Open_change,Direxion Daily Small Cap Bear 3X Shares_High_average,Direxion Daily Small Cap Bear 3X Shares_High_max,Direxion Daily Small Cap Bear 3X Shares_High_min,Direxion Daily Small Cap Bear 3X Shares_High_volatility,Direxion Daily Small Cap Bear 3X Shares_High_change,Direxion Daily Small Cap Bear 3X Shares_Low_average,Direxion Daily Small Cap Bear 3X Shares_Low_max,Direxion Daily Small Cap Bear 3X Shares_Low_min,Direxion Daily Small Cap Bear 3X Shares_Low_volatility,Direxion Daily Small Cap Bear 3X Shares_Low_change,Direxion Daily Small Cap Bear 3X Shares_Close_average,Direxion Daily Small Cap Bear 3X Shares_Close_max,Direxion Daily Small Cap Bear 3X Shares_Close_min,Direxion Daily Small Cap Bear 3X Shares_Close_volatility,Direxion Daily Small Cap Bear 3X Shares_Close_change
2018-04-08,55.45,55.45,55.45,0.0,0.0,56.28,56.28,56.28,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-04-15,54.45,54.45,54.45,0.0,0.0,55.7,55.7,55.7,0.0,0.0,53.9,53.9,53.9,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2018-04-22,55.3,55.3,55.3,0.0,0.0,57.15,57.15,57.15,0.0,0.0,54.65,54.65,54.65,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2018-04-29,54.0,54.0,54.0,0.0,0.0,54.2,54.2,54.2,0.0,0.0,52.3,52.3,52.3,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2018-05-06,50.25,50.25,50.25,0.0,0.0,51.2,51.2,51.2,0.0,0.0,49.7,49.7,49.7,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2018-05-13,48.1,48.1,48.1,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-05-20,48.7,48.7,48.7,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2018-05-27,46.35,46.35,46.35,0.0,0.0,47.25,47.25,47.25,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-06-03,44.5,44.5,44.5,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-06-10,44.3,44.3,44.3,0.0,0.0,44.5,44.5,44.5,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2018-06-17,44.15,44.15,44.15,0.0,0.0,46.45,46.45,46.45,0.0,0.0,44.0,44.0,44.0,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2018-06-24,47.7,47.7,47.7,0.0,0.0,47.9,47.9,47.9,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2018-07-01,42.15,42.15,42.15,0.0,0.0,42.6,42.6,42.6,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2018-07-08,43.15,43.15,43.15,0.0,0.0,44.45,44.45,44.45,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2018-07-15,42.75,42.75,42.75,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-07-22,45.05,45.05,45.05,0.0,0.0,45.97,45.97,45.97,0.0,0.0,44.4,44.4,44.4,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2018-07-29,44.3,44.3,44.3,0.0,0.0,44.47,44.47,44.47,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2018-08-05,43.1,43.1,43.1,0.0,0.0,44.5,44.5,44.5,0.0,0.0,42.86,42.86,42.86,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2018-08-12,42.25,42.25,42.25,0.0,0.0,42.95,42.95,42.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-08-19,39.9,39.9,39.9,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.25,39.25,39.25,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-08-26,39.95,39.95,39.95,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2018-09-02,40.5,40.5,40.5,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2018-09-09,40.45,40.45,40.45,0.0,0.0,41.9,41.9,41.9,0.0,0.0,40.35,40.35,40.35,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2018-09-16,41.3,41.3,41.3,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2018-09-23,41.5,41.5,41.5,0.0,0.0,44.15,44.15,44.15,0.0,0.0,41.5,41.5,41.5,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-09-30,47.45,47.45,47.45,0.0,0.0,48.55,48.55,48.55,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2018-10-07,55.45,55.45,55.45,0.0,0.0,56.29,56.29,56.29,0.0,0.0,53.35,53.35,53.35,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-10-14,54.55,54.55,54.55,0.0,0.0,55.95,55.95,55.95,0.0,0.0,53.87,53.87,53.87,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2018-10-21,59.05,59.05,59.05,0.0,0.0,64.24,64.24,64.24,0.0,0.0,57.35,57.35,57.35,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2018-10-28,53.55,53.55,53.55,0.0,0.0,55.25,55.25,55.25,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2018-11-04,53.35,53.35,53.35,0.0,0.0,56.65,56.65,56.65,0.0,0.0,53.2,53.2,53.2,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2018-11-11,55.7,55.7,55.7,0.0,0.0,59.35,59.35,59.35,0.0,0.0,55.4,55.4,55.4,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2018-11-18,58.1,58.1,58.1,0.0,0.0,58.85,58.85,58.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2018-11-25,52.35,52.35,52.35,0.0,0.0,54.9,54.9,54.9,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2018-12-02,63.6,63.6,63.6,0.0,0.0,67.2,67.2,67.2,0.0,0.0,62.87,62.87,62.87,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2018-12-09,69.1,69.1,69.1,0.0,0.0,74.2,74.2,74.2,0.0,0.0,67.3,67.3,67.3,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2018-12-16,89.5,89.5,89.5,0.0,0.0,93.35,93.35,93.35,0.0,0.0,87.99,87.99,87.99,0.0,0.0,93.1,93.1,93.1,0.0,0.0
2018-12-23,76.5,76.5,76.5,0.0,0.0,79.85,79.85,79.85,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.1,76.1,76.1,0.0,0.0
2018-12-30,70.1,70.1,70.1,0.0,0.0,70.85,70.85,70.85,0.0,0.0,65.3,65.3,65.3,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2019-01-06,62.0,62.0,62.0,0.0,0.0,62.95,62.95,62.95,0.0,0.0,61.2,61.2,61.2,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2019-01-13,57.35,57.35,57.35,0.0,0.0,58.04,58.04,58.04,0.0,0.0,55.75,55.75,55.75,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-01-20,58.0,58.0,58.0,0.0,0.0,58.55,58.55,58.55,0.0,0.0,56.8,56.8,56.8,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2019-01-27,54.1,54.1,54.1,0.0,0.0,54.64,54.64,54.64,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-02-03,53.15,53.15,53.15,0.0,0.0,53.85,53.85,53.85,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-02-10,48.7,48.7,48.7,0.0,0.0,49.13,49.13,49.13,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2019-02-17,44.8,44.8,44.8,0.0,0.0,45.65,45.65,45.65,0.0,0.0,44.4,44.4,44.4,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2019-02-24,45.2,45.2,45.2,0.0,0.0,47.8,47.8,47.8,0.0,0.0,45.08,45.08,45.08,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-03-03,51.2,51.2,51.2,0.0,0.0,51.33,51.33,51.33,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2019-03-10,48.2,48.2,48.2,0.0,0.0,48.79,48.79,48.79,0.0,0.0,46.95,46.95,46.95,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2019-03-17,52.9,52.9,52.9,0.0,0.0,54.0,54.0,54.0,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-03-24,48.05,48.05,48.05,0.0,0.0,48.65,48.65,48.65,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2019-03-31,45.8,45.8,45.8,0.0,0.0,46.42,46.42,46.42,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-04-07,44.8,44.8,44.8,0.0,0.0,46.04,46.04,46.04,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-04-14,47.1,47.1,47.1,0.0,0.0,47.85,47.85,47.85,0.0,0.0,46.7,46.7,46.7,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2019-04-21,44.25,44.25,44.25,0.0,0.0,44.35,44.35,44.35,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-04-28,44.55,44.55,44.55,0.0,0.0,44.6,44.6,44.6,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-05-05,48.4,48.4,48.4,0.0,0.0,50.6,50.6,50.6,0.0,0.0,48.1,48.1,48.1,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-05-12,49.8,49.8,49.8,0.0,0.0,50.35,50.35,50.35,0.0,0.0,48.95,48.95,48.95,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-05-19,51.25,51.25,51.25,0.0,0.0,51.85,51.85,51.85,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-05-26,55.9,55.9,55.9,0.0,0.0,56.75,56.75,56.75,0.0,0.0,54.59,54.59,54.59,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2019-06-02,49.95,49.95,49.95,0.0,0.0,50.0,50.0,50.0,0.0,0.0,48.3,48.3,48.3,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-06-09,49.15,49.15,49.15,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-06-16,46.8,46.8,46.8,0.0,0.0,48.9,48.9,48.9,0.0,0.0,46.7,46.7,46.7,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-06-23,43.79,43.79,43.79,0.0,0.0,45.81,45.81,45.81,0.0,0.0,43.38,43.38,43.38,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2019-06-30,45.0,45.0,45.0,0.0,0.0,46.12,46.12,46.12,0.0,0.0,44.76,44.76,44.76,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2019-07-07,44.72,44.72,44.72,0.0,0.0,46.2,46.2,46.2,0.0,0.0,44.7,44.7,44.7,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-07-14,46.84,46.84,46.84,0.0,0.0,47.56,47.56,47.56,0.0,0.0,46.4,46.4,46.4,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2019-07-21,44.15,44.15,44.15,0.0,0.0,45.47,45.47,45.47,0.0,0.0,43.99,43.99,43.99,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2019-07-28,50.82,50.82,50.82,0.0,0.0,54.17,54.17,54.17,0.0,0.0,50.69,50.69,50.69,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-08-04,50.56,50.56,50.56,0.0,0.0,51.95,51.95,51.95,0.0,0.0,50.2,50.2,50.2,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-08-11,49.54,49.54,49.54,0.0,0.0,49.92,49.92,49.92,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-08-18,52.84,52.84,52.84,0.0,0.0,54.14,54.14,54.14,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2019-08-25,49.61,49.61,49.61,0.0,0.0,51.47,51.47,51.47,0.0,0.0,49.53,49.53,49.53,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-09-01,48.8,48.8,48.8,0.0,0.0,49.29,49.29,49.29,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2019-09-08,42.95,42.95,42.95,0.0,0.0,43.16,43.16,43.16,0.0,0.0,41.48,41.48,41.48,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2019-09-15,44.76,44.76,44.76,0.0,0.0,45.0,45.0,45.0,0.0,0.0,43.82,43.82,43.82,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2019-09-22,46.99,46.99,46.99,0.0,0.0,47.49,47.49,47.49,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2019-09-29,49.36,49.36,49.36,0.0,0.0,50.0,50.0,50.0,0.0,0.0,48.08,48.08,48.08,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-10-06,48.13,48.13,48.13,0.0,0.0,48.88,48.88,48.88,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2019-10-13,44.18,44.18,44.18,0.0,0.0,44.42,44.42,44.42,0.0,0.0,43.47,43.47,43.47,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2019-10-20,42.96,42.96,42.96,0.0,0.0,42.99,42.99,42.99,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-10-27,39.94,39.94,39.94,0.0,0.0,40.69,40.69,40.69,0.0,0.0,39.74,39.74,39.74,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-11-03,41.01,41.01,41.01,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-11-10,40.57,40.57,40.57,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-11-17,40.34,40.34,40.34,0.0,0.0,40.44,40.44,40.44,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-11-24,37.99,37.99,37.99,0.0,0.0,39.56,39.56,39.56,0.0,0.0,37.94,37.94,37.94,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-12-01,37.54,37.54,37.54,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-12-08,36.26,36.26,36.26,0.0,0.0,36.46,36.46,36.46,0.0,0.0,35.71,35.71,35.71,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-12-15,34.77,34.77,34.77,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-12-22,34.99,34.99,34.99,0.0,0.0,35.86,35.86,35.86,0.0,0.0,34.83,34.83,34.83,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2019-12-29,36.45,36.45,36.45,0.0,0.0,36.46,36.46,36.46,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.59,35.59,35.59,0.0,0.0
