Date,iShares MSCI China Small-Cap_Open_average,iShares MSCI China Small-Cap_Open_max,iShares MSCI China Small-Cap_Open_min,iShares MSCI China Small-Cap_Open_volatility,iShares MSCI China Small-Cap_Open_change,iShares MSCI China Small-Cap_High_average,iShares MSCI China Small-Cap_High_max,iShares MSCI China Small-Cap_High_min,iShares MSCI China Small-Cap_High_volatility,iShares MSCI China Small-Cap_High_change,iShares MSCI China Small-Cap_Low_average,iShares MSCI China Small-Cap_Low_max,iShares MSCI China Small-Cap_Low_min,iShares MSCI China Small-Cap_Low_volatility,iShares MSCI China Small-Cap_Low_change,iShares MSCI China Small-Cap_Close_average,iShares MSCI China Small-Cap_Close_max,iShares MSCI China Small-Cap_Close_min,iShares MSCI China Small-Cap_Close_volatility,iShares MSCI China Small-Cap_Close_change
2018-12-16,37.86,37.86,37.86,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2018-12-23,39.13,39.13,39.13,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2018-12-30,39.03,39.03,39.03,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2019-01-06,39.61,39.61,39.61,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-01-13,40.43,40.43,40.43,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-01-20,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2019-01-27,42.68,42.68,42.68,0.0,0.0,42.83,42.83,42.83,0.0,0.0,41.66,41.66,41.66,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-02-03,43.78,43.78,43.78,0.0,0.0,43.81,43.81,43.81,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2019-02-10,43.49,43.49,43.49,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2019-02-17,45.51,45.51,45.51,0.0,0.0,47.14,47.14,47.14,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2019-02-24,45.55,45.55,45.55,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-03-03,44.78,44.78,44.78,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-03-10,45.49,45.49,45.49,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-03-17,45.15,45.15,45.15,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.0,44.0,44.0,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-03-24,46.03,46.03,46.03,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2019-03-31,46.94,46.94,46.94,0.0,0.0,47.4,47.4,47.4,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2019-04-07,46.89,46.89,46.89,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2019-04-14,46.71,46.71,46.71,0.0,0.0,47.29,47.29,47.29,0.0,0.0,46.71,46.71,46.71,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2019-04-21,45.56,45.56,45.56,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2019-04-28,44.09,44.09,44.09,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-05-05,41.94,41.94,41.94,0.0,0.0,42.49,42.49,42.49,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2019-05-12,41.43,41.43,41.43,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2019-05-19,40.91,40.91,40.91,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-05-26,41.37,41.37,41.37,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-06-02,42.03,42.03,42.03,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-06-09,41.01,41.01,41.01,0.0,0.0,41.33,41.33,41.33,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-06-16,41.75,41.75,41.75,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-06-23,42.82,42.82,42.82,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2019-06-30,41.82,41.82,41.82,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2019-07-07,41.91,41.91,41.91,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2019-07-14,41.86,41.86,41.86,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2019-07-21,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2019-07-28,38.83,38.83,38.83,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-08-04,38.12,38.12,38.12,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-08-11,39.06,39.06,39.06,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-08-18,39.35,39.35,39.35,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-08-25,38.83,38.83,38.83,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-09-01,39.75,39.75,39.75,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-09-08,40.38,40.38,40.38,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-09-15,39.62,39.62,39.62,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2019-09-22,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-09-29,38.58,38.58,38.58,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-10-06,39.45,39.45,39.45,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2019-10-13,39.88,39.88,39.88,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2019-10-20,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-10-27,40.1,40.1,40.1,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-11-03,40.09,40.09,40.09,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-11-10,39.23,39.23,39.23,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-11-17,39.26,39.26,39.26,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2019-11-24,38.69,38.69,38.69,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-12-01,39.27,39.27,39.27,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-12-08,40.14,40.14,40.14,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-12-15,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-12-22,41.05,41.05,41.05,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2019-12-29,41.09,41.09,41.09,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.43,41.43,41.43,0.0,0.0
