Date,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Open_average,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Open_max,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Open_min,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Open_change,Guggenheim Invest S&P 500 Equal Weight Consumer Di_High_average,Guggenheim Invest S&P 500 Equal Weight Consumer Di_High_max,Guggenheim Invest S&P 500 Equal Weight Consumer Di_High_min,Guggenheim Invest S&P 500 Equal Weight Consumer Di_High_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer Di_High_change,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Low_average,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Low_max,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Low_min,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Low_change,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Close_average,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Close_max,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Close_min,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer Di_Close_change
2018-07-22,103.92,103.92,103.92,0.0,0.0,104.08,104.08,104.08,0.0,0.0,103.92,103.92,103.92,0.0,0.0,104.08,104.08,104.08,0.0,0.0
2018-07-29,104.24,104.24,104.24,0.0,0.0,104.38,104.38,104.38,0.0,0.0,104.24,104.24,104.24,0.0,0.0,104.37,104.37,104.37,0.0,0.0
2018-08-05,103.69,103.69,103.69,0.0,0.0,103.88,103.88,103.88,0.0,0.0,103.55,103.55,103.55,0.0,0.0,103.61,103.61,103.61,0.0,0.0
2018-08-12,105.6,105.6,105.6,0.0,0.0,106.21,106.21,106.21,0.0,0.0,105.6,105.6,105.6,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2018-08-19,107.05,107.05,107.05,0.0,0.0,107.09,107.09,107.09,0.0,0.0,106.96,106.96,106.96,0.0,0.0,106.96,106.96,106.96,0.0,0.0
2018-08-26,106.44,106.44,106.44,0.0,0.0,106.52,106.52,106.52,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.52,106.52,106.52,0.0,0.0
2018-09-02,106.38,106.38,106.38,0.0,0.0,106.71,106.71,106.71,0.0,0.0,106.37,106.37,106.37,0.0,0.0,106.6,106.6,106.6,0.0,0.0
2018-09-09,107.07,107.07,107.07,0.0,0.0,107.07,107.07,107.07,0.0,0.0,106.56,106.56,106.56,0.0,0.0,106.56,106.56,106.56,0.0,0.0
2018-09-16,107.11,107.11,107.11,0.0,0.0,107.11,107.11,107.11,0.0,0.0,106.34,106.34,106.34,0.0,0.0,106.48,106.48,106.48,0.0,0.0
2018-09-23,106.62,106.62,106.62,0.0,0.0,106.83,106.83,106.83,0.0,0.0,105.92,105.92,105.92,0.0,0.0,106.0,106.0,106.0,0.0,0.0
2018-09-30,101.92,101.92,101.92,0.0,0.0,101.92,101.92,101.92,0.0,0.0,101.92,101.92,101.92,0.0,0.0,101.92,101.92,101.92,0.0,0.0
2018-10-07,99.16,99.16,99.16,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.16,99.16,99.16,0.0,0.0,100.0,100.0,100.0,0.0,0.0
2018-10-14,97.0,97.0,97.0,0.0,0.0,97.33,97.33,97.33,0.0,0.0,96.9,96.9,96.9,0.0,0.0,96.9,96.9,96.9,0.0,0.0
2018-10-21,97.76,97.76,97.76,0.0,0.0,97.85,97.85,97.85,0.0,0.0,94.89,94.89,94.89,0.0,0.0,94.89,94.89,94.89,0.0,0.0
2018-10-28,100.5,100.5,100.5,0.0,0.0,101.49,101.49,101.49,0.0,0.0,100.5,100.5,100.5,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2018-11-04,101.54,101.54,101.54,0.0,0.0,101.54,101.54,101.54,0.0,0.0,100.86,100.86,100.86,0.0,0.0,101.3,101.3,101.3,0.0,0.0
2018-11-11,98.67,98.67,98.67,0.0,0.0,98.99,98.99,98.99,0.0,0.0,97.84,97.84,97.84,0.0,0.0,97.84,97.84,97.84,0.0,0.0
2018-11-18,98.54,98.54,98.54,0.0,0.0,99.18,99.18,99.18,0.0,0.0,98.43,98.43,98.43,0.0,0.0,99.18,99.18,99.18,0.0,0.0
2018-11-25,102.23,102.23,102.23,0.0,0.0,102.23,102.23,102.23,0.0,0.0,101.45,101.45,101.45,0.0,0.0,101.76,101.76,101.76,0.0,0.0
2018-12-02,95.23,95.23,95.23,0.0,0.0,95.88,95.88,95.88,0.0,0.0,94.01,94.01,94.01,0.0,0.0,95.34,95.34,95.34,0.0,0.0
2018-12-09,93.12,93.12,93.12,0.0,0.0,93.12,93.12,93.12,0.0,0.0,91.23,91.23,91.23,0.0,0.0,91.45,91.45,91.45,0.0,0.0
2018-12-16,85.16,85.16,85.16,0.0,0.0,85.77,85.77,85.77,0.0,0.0,84.82,84.82,84.82,0.0,0.0,84.82,84.82,84.82,0.0,0.0
2018-12-23,89.13,89.13,89.13,0.0,0.0,89.93,89.93,89.93,0.0,0.0,89.13,89.13,89.13,0.0,0.0,89.86,89.86,89.86,0.0,0.0
2018-12-30,93.3,93.3,93.3,0.0,0.0,94.26,94.26,94.26,0.0,0.0,93.17,93.17,93.17,0.0,0.0,93.84,93.84,93.84,0.0,0.0
2019-01-06,95.99,95.99,95.99,0.0,0.0,96.0,96.0,96.0,0.0,0.0,95.25,95.25,95.25,0.0,0.0,95.26,95.26,95.26,0.0,0.0
2019-01-13,96.69,96.69,96.69,0.0,0.0,97.56,97.56,97.56,0.0,0.0,96.69,96.69,96.69,0.0,0.0,97.5,97.5,97.5,0.0,0.0
2019-01-20,97.37,97.37,97.37,0.0,0.0,97.71,97.71,97.71,0.0,0.0,97.29,97.29,97.29,0.0,0.0,97.71,97.71,97.71,0.0,0.0
2019-01-27,98.91,98.91,98.91,0.0,0.0,99.37,99.37,99.37,0.0,0.0,98.91,98.91,98.91,0.0,0.0,99.35,99.35,99.35,0.0,0.0
2019-02-03,100.09,100.09,100.09,0.0,0.0,100.62,100.62,100.62,0.0,0.0,99.84,99.84,99.84,0.0,0.0,100.32,100.32,100.32,0.0,0.0
2019-02-10,102.56,102.56,102.56,0.0,0.0,102.87,102.87,102.87,0.0,0.0,102.19,102.19,102.19,0.0,0.0,102.19,102.19,102.19,0.0,0.0
2019-02-17,103.86,103.86,103.86,0.0,0.0,104.14,104.14,104.14,0.0,0.0,103.14,103.14,103.14,0.0,0.0,103.14,103.14,103.14,0.0,0.0
2019-02-24,104.31,104.31,104.31,0.0,0.0,104.31,104.31,104.31,0.0,0.0,102.74,102.74,102.74,0.0,0.0,103.07,103.07,103.07,0.0,0.0
2019-03-03,101.38,101.38,101.38,0.0,0.0,102.19,102.19,102.19,0.0,0.0,101.38,101.38,101.38,0.0,0.0,102.19,102.19,102.19,0.0,0.0
2019-03-10,101.64,101.64,101.64,0.0,0.0,102.58,102.58,102.58,0.0,0.0,101.64,101.64,101.64,0.0,0.0,102.58,102.58,102.58,0.0,0.0
2019-03-17,101.36,101.36,101.36,0.0,0.0,102.1,102.1,102.1,0.0,0.0,101.36,101.36,101.36,0.0,0.0,101.9,101.9,101.9,0.0,0.0
2019-03-24,104.55,104.55,104.55,0.0,0.0,105.27,105.27,105.27,0.0,0.0,104.51,104.51,104.51,0.0,0.0,105.21,105.21,105.21,0.0,0.0
2019-03-31,107.89,107.89,107.89,0.0,0.0,108.1,108.1,108.1,0.0,0.0,107.89,107.89,107.89,0.0,0.0,108.08,108.08,108.08,0.0,0.0
2019-04-07,108.12,108.12,108.12,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.05,108.05,108.05,0.0,0.0,108.32,108.32,108.32,0.0,0.0
2019-04-14,108.13,108.13,108.13,0.0,0.0,108.13,108.13,108.13,0.0,0.0,107.19,107.19,107.19,0.0,0.0,107.3,107.3,107.3,0.0,0.0
2019-04-21,108.3,108.3,108.3,0.0,0.0,108.43,108.43,108.43,0.0,0.0,108.3,108.3,108.3,0.0,0.0,108.37,108.37,108.37,0.0,0.0
2019-04-28,106.06,106.06,106.06,0.0,0.0,107.11,107.11,107.11,0.0,0.0,106.06,106.06,106.06,0.0,0.0,106.86,106.86,106.86,0.0,0.0
2019-05-05,103.05,103.05,103.05,0.0,0.0,103.05,103.05,103.05,0.0,0.0,100.93,100.93,100.93,0.0,0.0,101.36,101.36,101.36,0.0,0.0
2019-05-12,102.07,102.07,102.07,0.0,0.0,102.41,102.41,102.41,0.0,0.0,101.73,101.73,101.73,0.0,0.0,102.38,102.38,102.38,0.0,0.0
2019-05-19,101.09,101.09,101.09,0.0,0.0,101.09,101.09,101.09,0.0,0.0,100.57,100.57,100.57,0.0,0.0,100.66,100.66,100.66,0.0,0.0
2019-05-26,97.39,97.39,97.39,0.0,0.0,98.36,98.36,98.36,0.0,0.0,97.38,97.38,97.38,0.0,0.0,98.1,98.1,98.1,0.0,0.0
2019-06-02,102.98,102.98,102.98,0.0,0.0,103.76,103.76,103.76,0.0,0.0,102.9,102.9,102.9,0.0,0.0,102.9,102.9,102.9,0.0,0.0
2019-06-09,104.28,104.28,104.28,0.0,0.0,104.4,104.4,104.4,0.0,0.0,103.96,103.96,103.96,0.0,0.0,103.96,103.96,103.96,0.0,0.0
2019-06-16,104.81,104.81,104.81,0.0,0.0,105.05,105.05,105.05,0.0,0.0,103.94,103.94,103.94,0.0,0.0,103.94,103.94,103.94,0.0,0.0
2019-06-23,106.36,106.36,106.36,0.0,0.0,106.45,106.45,106.45,0.0,0.0,104.9,104.9,104.9,0.0,0.0,105.26,105.26,105.26,0.0,0.0
2019-06-30,105.78,105.78,105.78,0.0,0.0,105.84,105.84,105.84,0.0,0.0,105.59,105.59,105.59,0.0,0.0,105.84,105.84,105.84,0.0,0.0
2019-07-07,106.95,106.95,106.95,0.0,0.0,107.06,107.06,107.06,0.0,0.0,106.75,106.75,106.75,0.0,0.0,107.06,107.06,107.06,0.0,0.0
2019-07-14,105.7,105.7,105.7,0.0,0.0,105.75,105.75,105.75,0.0,0.0,104.96,104.96,104.96,0.0,0.0,105.03,105.03,105.03,0.0,0.0
2019-07-21,106.31,106.31,106.31,0.0,0.0,106.8,106.8,106.8,0.0,0.0,106.31,106.31,106.31,0.0,0.0,106.8,106.8,106.8,0.0,0.0
2019-07-28,100.4,100.4,100.4,0.0,0.0,100.4,100.4,100.4,0.0,0.0,98.67,98.67,98.67,0.0,0.0,99.33,99.33,99.33,0.0,0.0
2019-08-04,100.27,100.27,100.27,0.0,0.0,100.27,100.27,100.27,0.0,0.0,99.18,99.18,99.18,0.0,0.0,99.51,99.51,99.51,0.0,0.0
2019-08-11,98.63,98.63,98.63,0.0,0.0,99.16,99.16,99.16,0.0,0.0,98.63,98.63,98.63,0.0,0.0,99.01,99.01,99.01,0.0,0.0
2019-08-18,97.72,97.72,97.72,0.0,0.0,97.77,97.77,97.77,0.0,0.0,97.42,97.42,97.42,0.0,0.0,97.77,97.77,97.77,0.0,0.0
2019-08-25,99.31,99.31,99.31,0.0,0.0,99.38,99.38,99.38,0.0,0.0,99.31,99.31,99.31,0.0,0.0,99.33,99.33,99.33,0.0,0.0
2019-09-01,102.99,102.99,102.99,0.0,0.0,104.44,104.44,104.44,0.0,0.0,102.99,102.99,102.99,0.0,0.0,104.43,104.43,104.43,0.0,0.0
2019-09-08,106.06,106.06,106.06,0.0,0.0,106.06,106.06,106.06,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.54,105.54,105.54,0.0,0.0
2019-09-15,103.83,103.83,103.83,0.0,0.0,103.93,103.93,103.93,0.0,0.0,103.76,103.76,103.76,0.0,0.0,103.76,103.76,103.76,0.0,0.0
2019-09-22,104.27,104.27,104.27,0.0,0.0,104.51,104.51,104.51,0.0,0.0,104.27,104.27,104.27,0.0,0.0,104.48,104.48,104.48,0.0,0.0
2019-09-29,101.91,101.91,101.91,0.0,0.0,102.35,102.35,102.35,0.0,0.0,101.84,101.84,101.84,0.0,0.0,101.97,101.97,101.97,0.0,0.0
2019-10-06,103.31,103.31,103.31,0.0,0.0,103.87,103.87,103.87,0.0,0.0,103.31,103.31,103.31,0.0,0.0,103.74,103.74,103.74,0.0,0.0
2019-10-13,105.86,105.86,105.86,0.0,0.0,106.07,106.07,106.07,0.0,0.0,105.84,105.84,105.84,0.0,0.0,105.85,105.85,105.85,0.0,0.0
2019-10-20,107.3,107.3,107.3,0.0,0.0,107.45,107.45,107.45,0.0,0.0,107.09,107.09,107.09,0.0,0.0,107.09,107.09,107.09,0.0,0.0
2019-10-27,107.65,107.65,107.65,0.0,0.0,107.68,107.68,107.68,0.0,0.0,107.44,107.44,107.44,0.0,0.0,107.68,107.68,107.68,0.0,0.0
2019-11-03,107.85,107.85,107.85,0.0,0.0,108.15,108.15,108.15,0.0,0.0,107.48,107.48,107.48,0.0,0.0,108.07,108.07,108.07,0.0,0.0
2019-11-10,108.22,108.22,108.22,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.22,108.22,108.22,0.0,0.0,108.43,108.43,108.43,0.0,0.0
2019-11-17,107.46,107.46,107.46,0.0,0.0,108.37,108.37,108.37,0.0,0.0,107.46,107.46,107.46,0.0,0.0,108.37,108.37,108.37,0.0,0.0
2019-11-24,108.06,108.06,108.06,0.0,0.0,108.06,108.06,108.06,0.0,0.0,107.73,107.73,107.73,0.0,0.0,107.73,107.73,107.73,0.0,0.0
2019-12-01,108.98,108.98,108.98,0.0,0.0,109.32,109.32,109.32,0.0,0.0,108.98,108.98,108.98,0.0,0.0,109.08,109.08,109.08,0.0,0.0
2019-12-08,110.85,110.85,110.85,0.0,0.0,110.88,110.88,110.88,0.0,0.0,110.66,110.66,110.66,0.0,0.0,110.66,110.66,110.66,0.0,0.0
2019-12-15,111.16,111.16,111.16,0.0,0.0,111.39,111.39,111.39,0.0,0.0,111.11,111.11,111.11,0.0,0.0,111.11,111.11,111.11,0.0,0.0
2019-12-22,111.08,111.08,111.08,0.0,0.0,111.62,111.62,111.62,0.0,0.0,110.88,110.88,110.88,0.0,0.0,111.06,111.06,111.06,0.0,0.0
2019-12-29,110.57,110.57,110.57,0.0,0.0,110.88,110.88,110.88,0.0,0.0,110.57,110.57,110.57,0.0,0.0,110.84,110.84,110.84,0.0,0.0
