Date,ProShares Russell 2000 Dividend Gro_Open_average,ProShares Russell 2000 Dividend Gro_Open_max,ProShares Russell 2000 Dividend Gro_Open_min,ProShares Russell 2000 Dividend Gro_Open_volatility,ProShares Russell 2000 Dividend Gro_Open_change,ProShares Russell 2000 Dividend Gro_High_average,ProShares Russell 2000 Dividend Gro_High_max,ProShares Russell 2000 Dividend Gro_High_min,ProShares Russell 2000 Dividend Gro_High_volatility,ProShares Russell 2000 Dividend Gro_High_change,ProShares Russell 2000 Dividend Gro_Low_average,ProShares Russell 2000 Dividend Gro_Low_max,ProShares Russell 2000 Dividend Gro_Low_min,ProShares Russell 2000 Dividend Gro_Low_volatility,ProShares Russell 2000 Dividend Gro_Low_change,ProShares Russell 2000 Dividend Gro_Close_average,ProShares Russell 2000 Dividend Gro_Close_max,ProShares Russell 2000 Dividend Gro_Close_min,ProShares Russell 2000 Dividend Gro_Close_volatility,ProShares Russell 2000 Dividend Gro_Close_change
2018-12-16,53.19,53.19,53.19,0.0,0.0,53.24,53.24,53.24,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2018-12-23,53.67,53.67,53.67,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2018-12-30,54.51,54.51,54.51,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2019-01-06,55.55,55.55,55.55,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2019-01-13,57.03,57.03,57.03,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2019-01-20,56.33,56.33,56.33,0.0,0.0,56.59,56.59,56.59,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2019-01-27,57.2,57.2,57.2,0.0,0.0,57.48,57.48,57.48,0.0,0.0,56.79,56.79,56.79,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-02-03,58.03,58.03,58.03,0.0,0.0,58.03,58.03,58.03,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2019-02-10,58.63,58.63,58.63,0.0,0.0,59.42,59.42,59.42,0.0,0.0,58.63,58.63,58.63,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2019-02-17,60.73,60.73,60.73,0.0,0.0,60.73,60.73,60.73,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2019-02-24,60.01,60.01,60.01,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-03-03,58.36,58.36,58.36,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.81,58.81,58.81,0.0,0.0
2019-03-10,58.76,58.76,58.76,0.0,0.0,59.07,59.07,59.07,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2019-03-17,56.96,56.96,56.96,0.0,0.0,57.63,57.63,57.63,0.0,0.0,56.82,56.82,56.82,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2019-03-24,58.55,58.55,58.55,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.41,58.41,58.41,0.0,0.0
2019-03-31,59.11,59.11,59.11,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2019-04-07,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-04-14,58.76,58.76,58.76,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2019-04-21,59.28,59.28,59.28,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-04-28,59.57,59.57,59.57,0.0,0.0,60.59,60.59,60.59,0.0,0.0,59.57,59.57,59.57,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2019-05-05,58.92,58.92,58.92,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-05-12,58.79,58.79,58.79,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.81,58.81,58.81,0.0,0.0
2019-05-19,58.48,58.48,58.48,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2019-05-26,57.34,57.34,57.34,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2019-06-02,59.03,59.03,59.03,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-06-09,59.52,59.52,59.52,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.25,59.25,59.25,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2019-06-16,59.56,59.56,59.56,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2019-06-23,59.82,59.82,59.82,0.0,0.0,59.82,59.82,59.82,0.0,0.0,58.78,58.78,58.78,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-06-30,59.47,59.47,59.47,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-07-07,59.34,59.34,59.34,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2019-07-14,58.97,58.97,58.97,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2019-07-21,59.69,59.69,59.69,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2019-07-28,57.84,57.84,57.84,0.0,0.0,58.12,58.12,58.12,0.0,0.0,56.49,56.49,56.49,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2019-08-04,57.82,57.82,57.82,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-08-11,58.35,58.35,58.35,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2019-08-18,56.77,56.77,56.77,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-08-25,57.58,57.58,57.58,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2019-09-01,57.91,57.91,57.91,0.0,0.0,58.29,58.29,58.29,0.0,0.0,57.74,57.74,57.74,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2019-09-08,60.57,60.57,60.57,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2019-09-15,59.58,59.58,59.58,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2019-09-22,59.27,59.27,59.27,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2019-09-29,58.13,58.13,58.13,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2019-10-06,58.76,58.76,58.76,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2019-10-13,60.18,60.18,60.18,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2019-10-20,60.51,60.51,60.51,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2019-10-27,61.94,61.94,61.94,0.0,0.0,62.21,62.21,62.21,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2019-11-03,60.22,60.22,60.22,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2019-11-10,59.91,59.91,59.91,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.91,59.91,59.91,0.0,0.0
2019-11-17,60.11,60.11,60.11,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2019-11-24,60.94,60.94,60.94,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-12-01,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-12-08,61.81,61.81,61.81,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2019-12-15,62.93,62.93,62.93,0.0,0.0,62.93,62.93,62.93,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-12-22,61.73,61.73,61.73,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2019-12-29,60.97,60.97,60.97,0.0,0.0,61.48,61.48,61.48,0.0,0.0,60.94,60.94,60.94,0.0,0.0,61.44,61.44,61.44,0.0,0.0
