Date,PowerShares Dynamic Networking_etf_Open_average,PowerShares Dynamic Networking_etf_Open_max,PowerShares Dynamic Networking_etf_Open_min,PowerShares Dynamic Networking_etf_Open_volatility,PowerShares Dynamic Networking_etf_Open_change,PowerShares Dynamic Networking_etf_High_average,PowerShares Dynamic Networking_etf_High_max,PowerShares Dynamic Networking_etf_High_min,PowerShares Dynamic Networking_etf_High_volatility,PowerShares Dynamic Networking_etf_High_change,PowerShares Dynamic Networking_etf_Low_average,PowerShares Dynamic Networking_etf_Low_max,PowerShares Dynamic Networking_etf_Low_min,PowerShares Dynamic Networking_etf_Low_volatility,PowerShares Dynamic Networking_etf_Low_change,PowerShares Dynamic Networking_etf_Close_average,PowerShares Dynamic Networking_etf_Close_max,PowerShares Dynamic Networking_etf_Close_min,PowerShares Dynamic Networking_etf_Close_volatility,PowerShares Dynamic Networking_etf_Close_change
2018-04-01,49.37,49.37,49.37,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-04-08,50.32,50.32,50.32,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2018-04-15,51.38,51.38,51.38,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2018-04-22,50.15,50.15,50.15,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-04-29,50.12,50.12,50.12,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2018-05-06,52.75,52.75,52.75,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2018-05-13,52.28,52.28,52.28,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2018-05-20,52.63,52.63,52.63,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-05-27,53.19,53.19,53.19,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2018-06-03,53.62,53.62,53.62,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2018-06-10,54.9,54.9,54.9,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2018-06-17,55.01,55.01,55.01,0.0,0.0,55.01,55.01,55.01,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2018-06-24,52.83,52.83,52.83,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2018-07-01,53.66,53.66,53.66,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.66,53.66,53.66,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2018-07-08,56.08,56.08,56.08,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2018-07-15,56.41,56.41,56.41,0.0,0.0,56.41,56.41,56.41,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2018-07-22,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2018-07-29,53.89,53.89,53.89,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2018-08-05,54.86,54.86,54.86,0.0,0.0,55.28,55.28,55.28,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2018-08-12,55.07,55.07,55.07,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-08-19,56.67,56.67,56.67,0.0,0.0,57.57,57.57,57.57,0.0,0.0,56.67,56.67,56.67,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2018-08-26,57.9,57.9,57.9,0.0,0.0,58.55,58.55,58.55,0.0,0.0,57.9,57.9,57.9,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2018-09-02,57.89,57.89,57.89,0.0,0.0,58.35,58.35,58.35,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2018-09-09,58.99,58.99,58.99,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.89,58.89,58.89,0.0,0.0
2018-09-16,58.53,58.53,58.53,0.0,0.0,58.53,58.53,58.53,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2018-09-23,58.01,58.01,58.01,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2018-09-30,55.73,55.73,55.73,0.0,0.0,55.73,55.73,55.73,0.0,0.0,54.89,54.89,54.89,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2018-10-07,51.75,51.75,51.75,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.56,51.56,51.56,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2018-10-14,52.83,52.83,52.83,0.0,0.0,52.9,52.9,52.9,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2018-10-21,50.98,50.98,50.98,0.0,0.0,51.5,51.5,51.5,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2018-10-28,53.22,53.22,53.22,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-11-04,53.92,53.92,53.92,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2018-11-11,51.9,51.9,51.9,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2018-11-18,49.0,49.0,49.0,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-11-25,52.09,52.09,52.09,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2018-12-02,51.57,51.57,51.57,0.0,0.0,51.58,51.58,51.58,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2018-12-09,51.85,51.85,51.85,0.0,0.0,51.85,51.85,51.85,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2018-12-16,47.59,47.59,47.59,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2018-12-23,48.14,48.14,48.14,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-12-30,47.18,47.18,47.18,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2019-01-06,50.06,50.06,50.06,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-01-13,50.77,50.77,50.77,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-01-20,51.36,51.36,51.36,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-01-27,53.56,53.56,53.56,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2019-02-03,54.1,54.1,54.1,0.0,0.0,55.07,55.07,55.07,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2019-02-10,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2019-02-17,57.3,57.3,57.3,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2019-02-24,59.03,59.03,59.03,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2019-03-03,56.02,56.02,56.02,0.0,0.0,56.45,56.45,56.45,0.0,0.0,55.74,55.74,55.74,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-03-10,58.57,58.57,58.57,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2019-03-17,59.93,59.93,59.93,0.0,0.0,59.93,59.93,59.93,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2019-03-24,58.7,58.7,58.7,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.96,58.96,58.96,0.0,0.0
2019-03-31,59.08,59.08,59.08,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2019-04-07,60.63,60.63,60.63,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2019-04-14,61.53,61.53,61.53,0.0,0.0,61.53,61.53,61.53,0.0,0.0,60.58,60.58,60.58,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2019-04-21,62.58,62.58,62.58,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.71,62.71,62.71,0.0,0.0
2019-04-28,61.95,61.95,61.95,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.55,61.55,61.55,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2019-05-05,58.69,58.69,58.69,0.0,0.0,59.61,59.61,59.61,0.0,0.0,58.28,58.28,58.28,0.0,0.0,59.51,59.51,59.51,0.0,0.0
2019-05-12,58.91,58.91,58.91,0.0,0.0,59.55,59.55,59.55,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2019-05-19,57.22,57.22,57.22,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-05-26,55.34,55.34,55.34,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-06-02,57.08,57.08,57.08,0.0,0.0,57.26,57.26,57.26,0.0,0.0,56.87,56.87,56.87,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2019-06-09,57.8,57.8,57.8,0.0,0.0,57.8,57.8,57.8,0.0,0.0,56.87,56.87,56.87,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-06-16,59.23,59.23,59.23,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.81,58.81,58.81,0.0,0.0
2019-06-23,58.61,58.61,58.61,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2019-06-30,59.52,59.52,59.52,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2019-07-07,60.47,60.47,60.47,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2019-07-14,60.87,60.87,60.87,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2019-07-21,60.68,60.68,60.68,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2019-07-28,57.84,57.84,57.84,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2019-08-04,57.13,57.13,57.13,0.0,0.0,57.13,57.13,57.13,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2019-08-11,55.38,55.38,55.38,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-08-18,56.05,56.05,56.05,0.0,0.0,56.43,56.43,56.43,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2019-08-25,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-09-01,56.66,56.66,56.66,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2019-09-08,57.3,57.3,57.3,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-09-15,57.29,57.29,57.29,0.0,0.0,57.29,57.29,57.29,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-09-22,57.04,57.04,57.04,0.0,0.0,57.04,57.04,57.04,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2019-09-29,56.16,56.16,56.16,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2019-10-06,57.16,57.16,57.16,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2019-10-13,56.42,56.42,56.42,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-10-20,56.94,56.94,56.94,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.94,56.94,56.94,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2019-10-27,58.1,58.1,58.1,0.0,0.0,58.22,58.22,58.22,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2019-11-03,58.68,58.68,58.68,0.0,0.0,59.52,59.52,59.52,0.0,0.0,58.6,58.6,58.6,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2019-11-10,59.48,59.48,59.48,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.61,59.61,59.61,0.0,0.0
2019-11-17,59.36,59.36,59.36,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-11-24,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2019-12-01,58.95,58.95,58.95,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2019-12-08,59.69,59.69,59.69,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-12-15,60.58,60.58,60.58,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2019-12-22,61.0,61.0,61.0,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.98,60.98,60.98,0.0,0.0
2019-12-29,60.76,60.76,60.76,0.0,0.0,61.51,61.51,61.51,0.0,0.0,60.76,60.76,60.76,0.0,0.0,61.46,61.46,61.46,0.0,0.0
