Date,First Trust Municipal High Income_Open_average,First Trust Municipal High Income_Open_max,First Trust Municipal High Income_Open_min,First Trust Municipal High Income_Open_volatility,First Trust Municipal High Income_Open_change,First Trust Municipal High Income_High_average,First Trust Municipal High Income_High_max,First Trust Municipal High Income_High_min,First Trust Municipal High Income_High_volatility,First Trust Municipal High Income_High_change,First Trust Municipal High Income_Low_average,First Trust Municipal High Income_Low_max,First Trust Municipal High Income_Low_min,First Trust Municipal High Income_Low_volatility,First Trust Municipal High Income_Low_change,First Trust Municipal High Income_Close_average,First Trust Municipal High Income_Close_max,First Trust Municipal High Income_Close_min,First Trust Municipal High Income_Close_volatility,First Trust Municipal High Income_Close_change
2018-04-22,50.07,50.07,50.07,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-04-29,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-05-06,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-05-13,50.14,50.14,50.14,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-05-20,50.12,50.12,50.12,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2018-05-27,50.23,50.23,50.23,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-06-03,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2018-06-10,50.32,50.32,50.32,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2018-06-17,50.26,50.26,50.26,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2018-06-24,50.15,50.15,50.15,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-07-01,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2018-07-08,50.35,50.35,50.35,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2018-07-15,50.38,50.38,50.38,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-07-22,50.2,50.2,50.2,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-07-29,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2018-08-05,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2018-08-12,50.7,50.7,50.7,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2018-08-19,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2018-08-26,50.51,50.51,50.51,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2018-09-02,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2018-09-09,50.09,50.09,50.09,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-09-16,50.24,50.24,50.24,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-09-23,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-09-30,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-10-07,49.56,49.56,49.56,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2018-10-14,49.74,49.74,49.74,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2018-10-21,49.62,49.62,49.62,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2018-10-28,49.45,49.45,49.45,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2018-11-04,49.7,49.7,49.7,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-11-11,49.52,49.52,49.52,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2018-11-18,49.18,49.18,49.18,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2018-11-25,49.59,49.59,49.59,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2018-12-02,49.78,49.78,49.78,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-12-09,49.7,49.7,49.7,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2018-12-16,49.91,49.91,49.91,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.91,49.91,49.91,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-12-23,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2018-12-30,50.11,50.11,50.11,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-01-06,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2019-01-13,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-01-20,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-01-27,50.27,50.27,50.27,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2019-02-03,50.27,50.27,50.27,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-02-10,50.63,50.63,50.63,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-02-17,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-02-24,50.63,50.63,50.63,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-03-03,50.74,50.74,50.74,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-03-10,51.03,51.03,51.03,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2019-03-17,51.11,51.11,51.11,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-03-24,51.37,51.37,51.37,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2019-03-31,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-04-07,51.34,51.34,51.34,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-04-14,51.2,51.2,51.2,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-04-21,51.45,51.45,51.45,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-04-28,51.78,51.78,51.78,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-05-05,51.91,51.91,51.91,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-05-12,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-05-19,51.97,51.97,51.97,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-05-26,52.08,52.08,52.08,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-06-02,52.33,52.33,52.33,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-06-09,52.2,52.2,52.2,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2019-06-16,52.32,52.32,52.32,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2019-06-23,52.37,52.37,52.37,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2019-06-30,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2019-07-07,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-07-14,52.5,52.5,52.5,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2019-07-21,52.56,52.56,52.56,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-07-28,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-08-04,53.26,53.26,53.26,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2019-08-11,53.36,53.36,53.36,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-08-18,53.46,53.46,53.46,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-08-25,53.39,53.39,53.39,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-09-01,53.3,53.3,53.3,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-09-08,53.03,53.03,53.03,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-09-15,53.3,53.3,53.3,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-09-22,53.25,53.25,53.25,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2019-09-29,53.44,53.44,53.44,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-10-06,53.29,53.29,53.29,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2019-10-13,53.15,53.15,53.15,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-10-20,52.99,52.99,52.99,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2019-10-27,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2019-11-03,53.12,53.12,53.12,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2019-11-10,53.22,53.22,53.22,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-11-17,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-11-24,53.52,53.52,53.52,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-12-01,53.47,53.47,53.47,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2019-12-08,53.31,53.31,53.31,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2019-12-15,53.27,53.27,53.27,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-12-22,53.28,53.28,53.28,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-12-29,53.43,53.43,53.43,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.49,53.49,53.49,0.0,0.0
