Date,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Open_average,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Open_max,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Open_min,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Open_volatility,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Open_change,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_High_average,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_High_max,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_High_min,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_High_volatility,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_High_change,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Low_average,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Low_max,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Low_min,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Low_volatility,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Low_change,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Close_average,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Close_max,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Close_min,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Close_volatility,Direxion Daily Aerospace & Defense Bull 3X Shares_etf_Close_change
2018-03-25,47.66,47.66,47.66,0.0,0.0,50.64,50.64,50.64,0.0,0.0,47.66,47.66,47.66,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2018-04-01,51.16,51.16,51.16,0.0,0.0,51.55,51.55,51.55,0.0,0.0,47.41,47.41,47.41,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2018-04-08,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2018-04-15,55.46,55.46,55.46,0.0,0.0,55.53,55.53,55.53,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2018-04-22,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,46.8,46.8,46.8,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-04-29,41.14,41.14,41.14,0.0,0.0,43.8,43.8,43.8,0.0,0.0,41.14,41.14,41.14,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2018-05-06,49.49,49.49,49.49,0.0,0.0,49.64,49.64,49.64,0.0,0.0,48.79,48.79,48.79,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-05-13,48.09,48.09,48.09,0.0,0.0,49.9,49.9,49.9,0.0,0.0,48.09,48.09,48.09,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2018-05-20,51.99,51.99,51.99,0.0,0.0,51.99,51.99,51.99,0.0,0.0,50.63,50.63,50.63,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-05-27,50.42,50.42,50.42,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2018-06-03,51.69,51.69,51.69,0.0,0.0,53.85,53.85,53.85,0.0,0.0,51.69,51.69,51.69,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2018-06-10,48.57,48.57,48.57,0.0,0.0,49.22,49.22,49.22,0.0,0.0,47.79,47.79,47.79,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-06-17,45.39,45.39,45.39,0.0,0.0,45.61,45.61,45.61,0.0,0.0,44.77,44.77,44.77,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2018-06-24,44.26,44.26,44.26,0.0,0.0,46.0,46.0,46.0,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2018-07-01,44.33,44.33,44.33,0.0,0.0,45.8,45.8,45.8,0.0,0.0,44.15,44.15,44.15,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2018-07-08,48.4,48.4,48.4,0.0,0.0,49.75,49.75,49.75,0.0,0.0,48.4,48.4,48.4,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2018-07-15,50.93,50.93,50.93,0.0,0.0,52.38,52.38,52.38,0.0,0.0,50.45,50.45,50.45,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2018-07-22,52.83,52.83,52.83,0.0,0.0,53.64,53.64,53.64,0.0,0.0,51.56,51.56,51.56,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-07-29,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0,51.33,51.33,51.33,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-08-05,50.78,50.78,50.78,0.0,0.0,51.9,51.9,51.9,0.0,0.0,50.77,50.77,50.77,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2018-08-12,52.1,52.1,52.1,0.0,0.0,53.6,53.6,53.6,0.0,0.0,52.1,52.1,52.1,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2018-08-19,53.1,53.1,53.1,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.1,53.1,53.1,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2018-08-26,54.23,54.23,54.23,0.0,0.0,54.79,54.79,54.79,0.0,0.0,53.18,53.18,53.18,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-09-02,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,55.26,55.26,55.26,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2018-09-09,58.82,58.82,58.82,0.0,0.0,60.86,60.86,60.86,0.0,0.0,58.8,58.8,58.8,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2018-09-16,61.45,61.45,61.45,0.0,0.0,61.89,61.89,61.89,0.0,0.0,60.64,60.64,60.64,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2018-09-23,61.5,61.5,61.5,0.0,0.0,62.73,62.73,62.73,0.0,0.0,61.24,61.24,61.24,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2018-09-30,62.91,62.91,62.91,0.0,0.0,63.34,63.34,63.34,0.0,0.0,60.23,60.23,60.23,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2018-10-07,51.0,51.0,51.0,0.0,0.0,51.58,51.58,51.58,0.0,0.0,47.72,47.72,47.72,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2018-10-14,50.86,50.86,50.86,0.0,0.0,51.2,51.2,51.2,0.0,0.0,49.74,49.74,49.74,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-10-21,43.0,43.0,43.0,0.0,0.0,44.02,44.02,44.02,0.0,0.0,40.81,40.81,40.81,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2018-10-28,45.74,45.74,45.74,0.0,0.0,47.0,47.0,47.0,0.0,0.0,44.59,44.59,44.59,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2018-11-04,47.5,47.5,47.5,0.0,0.0,48.74,48.74,48.74,0.0,0.0,47.4,47.4,47.4,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2018-11-11,44.19,44.19,44.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0,42.45,42.45,42.45,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2018-11-18,38.8,38.8,38.8,0.0,0.0,40.16,40.16,40.16,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2018-11-25,40.94,40.94,40.94,0.0,0.0,41.85,41.85,41.85,0.0,0.0,40.4,40.4,40.4,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2018-12-02,36.6,36.6,36.6,0.0,0.0,38.43,38.43,38.43,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-12-09,35.55,35.55,35.55,0.0,0.0,36.51,36.51,36.51,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-12-16,29.0,29.0,29.0,0.0,0.0,29.45,29.45,29.45,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-12-23,29.44,29.44,29.44,0.0,0.0,29.72,29.72,29.72,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-12-30,28.04,28.04,28.04,0.0,0.0,30.18,30.18,30.18,0.0,0.0,28.04,28.04,28.04,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-01-06,34.0,34.0,34.0,0.0,0.0,34.18,34.18,34.18,0.0,0.0,32.74,32.74,32.74,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-01-13,36.54,36.54,36.54,0.0,0.0,37.82,37.82,37.82,0.0,0.0,36.36,36.36,36.36,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-01-20,37.78,37.78,37.78,0.0,0.0,38.47,38.47,38.47,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-01-27,41.62,41.62,41.62,0.0,0.0,42.54,42.54,42.54,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-02-03,44.14,44.14,44.14,0.0,0.0,45.5,45.5,45.5,0.0,0.0,43.71,43.71,43.71,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2019-02-10,47.52,47.52,47.52,0.0,0.0,50.55,50.55,50.55,0.0,0.0,47.52,47.52,47.52,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-02-17,50.63,50.63,50.63,0.0,0.0,51.5,51.5,51.5,0.0,0.0,50.43,50.43,50.43,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-02-24,51.54,51.54,51.54,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.44,50.44,50.44,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2019-03-03,44.02,44.02,44.02,0.0,0.0,45.29,45.29,45.29,0.0,0.0,44.0,44.0,44.0,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-03-10,43.58,43.58,43.58,0.0,0.0,43.94,43.94,43.94,0.0,0.0,42.29,42.29,42.29,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2019-03-17,43.19,43.19,43.19,0.0,0.0,43.49,43.49,43.49,0.0,0.0,40.77,40.77,40.77,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2019-03-24,43.61,43.61,43.61,0.0,0.0,44.44,44.44,44.44,0.0,0.0,43.61,43.61,43.61,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2019-03-31,47.29,47.29,47.29,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.81,46.81,46.81,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-04-07,46.82,46.82,46.82,0.0,0.0,47.81,47.81,47.81,0.0,0.0,46.54,46.54,46.54,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2019-04-14,47.2,47.2,47.2,0.0,0.0,48.29,48.29,48.29,0.0,0.0,47.2,47.2,47.2,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2019-04-21,50.09,50.09,50.09,0.0,0.0,50.35,50.35,50.35,0.0,0.0,49.53,49.53,49.53,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-04-28,50.98,50.98,50.98,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2019-05-05,47.7,47.7,47.7,0.0,0.0,49.56,49.56,49.56,0.0,0.0,46.54,46.54,46.54,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2019-05-12,48.01,48.01,48.01,0.0,0.0,49.11,49.11,49.11,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2019-05-19,47.29,47.29,47.29,0.0,0.0,48.12,48.12,48.12,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-05-26,45.0,45.0,45.0,0.0,0.0,45.58,45.58,45.58,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2019-06-02,51.35,51.35,51.35,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2019-06-09,48.36,48.36,48.36,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2019-06-16,54.7,54.7,54.7,0.0,0.0,55.15,55.15,55.15,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-06-23,52.5,52.5,52.5,0.0,0.0,53.51,53.51,53.51,0.0,0.0,51.67,51.67,51.67,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-06-30,52.88,52.88,52.88,0.0,0.0,53.4,53.4,53.4,0.0,0.0,51.67,51.67,51.67,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2019-07-07,54.12,54.12,54.12,0.0,0.0,55.78,55.78,55.78,0.0,0.0,54.0,54.0,54.0,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2019-07-14,53.79,53.79,53.79,0.0,0.0,55.7,55.7,55.7,0.0,0.0,53.79,53.79,53.79,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2019-07-21,56.06,56.06,56.06,0.0,0.0,56.06,56.06,56.06,0.0,0.0,54.91,54.91,54.91,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2019-07-28,50.97,50.97,50.97,0.0,0.0,51.38,51.38,51.38,0.0,0.0,49.16,49.16,49.16,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-08-04,54.23,54.23,54.23,0.0,0.0,54.91,54.91,54.91,0.0,0.0,53.05,53.05,53.05,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2019-08-11,50.97,50.97,50.97,0.0,0.0,51.62,51.62,51.62,0.0,0.0,50.0,50.0,50.0,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2019-08-18,55.34,55.34,55.34,0.0,0.0,58.0,58.0,58.0,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.94,52.94,52.94,0.0,0.0
2019-08-25,58.26,58.26,58.26,0.0,0.0,58.41,58.41,58.41,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.74,57.74,57.74,0.0,0.0
2019-09-01,58.97,58.97,58.97,0.0,0.0,60.23,60.23,60.23,0.0,0.0,58.9,58.9,58.9,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2019-09-08,62.04,62.04,62.04,0.0,0.0,62.7,62.7,62.7,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2019-09-15,63.95,63.95,63.95,0.0,0.0,64.02,64.02,64.02,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2019-09-22,62.75,62.75,62.75,0.0,0.0,62.85,62.85,62.85,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2019-09-29,54.32,54.32,54.32,0.0,0.0,56.23,56.23,56.23,0.0,0.0,54.32,54.32,54.32,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-10-06,58.03,58.03,58.03,0.0,0.0,58.76,58.76,58.76,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2019-10-13,56.35,56.35,56.35,0.0,0.0,56.79,56.79,56.79,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2019-10-20,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2019-10-27,56.75,56.75,56.75,0.0,0.0,58.2,58.2,58.2,0.0,0.0,56.58,56.58,56.58,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2019-11-03,60.6,60.6,60.6,0.0,0.0,61.51,61.51,61.51,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2019-11-10,65.03,65.03,65.03,0.0,0.0,66.76,66.76,66.76,0.0,0.0,65.0,65.0,65.0,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2019-11-17,64.06,64.06,64.06,0.0,0.0,64.16,64.16,64.16,0.0,0.0,62.98,62.98,62.98,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2019-11-24,64.95,64.95,64.95,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-12-01,61.84,61.84,61.84,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.81,61.81,61.81,0.0,0.0
2019-12-08,60.83,60.83,60.83,0.0,0.0,62.24,62.24,62.24,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2019-12-15,58.81,58.81,58.81,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2019-12-22,59.66,59.66,59.66,0.0,0.0,59.66,59.66,59.66,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2019-12-29,64.08,64.08,64.08,0.0,0.0,64.08,64.08,64.08,0.0,0.0,61.42,61.42,61.42,0.0,0.0,63.71,63.71,63.71,0.0,0.0
