Date,ENG_stock_Open_average,ENG_stock_Open_max,ENG_stock_Open_min,ENG_stock_Open_volatility,ENG_stock_Open_change,ENG_stock_High_average,ENG_stock_High_max,ENG_stock_High_min,ENG_stock_High_volatility,ENG_stock_High_change,ENG_stock_Low_average,ENG_stock_Low_max,ENG_stock_Low_min,ENG_stock_Low_volatility,ENG_stock_Low_change,ENG_stock_Close_average,ENG_stock_Close_max,ENG_stock_Close_min,ENG_stock_Close_volatility,ENG_stock_Close_change,ENG_stock_Volume_average,ENG_stock_Volume_max,ENG_stock_Volume_min,ENG_stock_Volume_volatility,ENG_stock_Volume_change
2019-09-29,1.01104,1.09,0.9002,0.18980000000000008,0.14479999999999993,1.07,1.1,1.0,0.10000000000000009,0.06000000000000005,0.98228,1.02,0.9002,0.11980000000000002,0.1110000000000001,1.0439800000000001,1.1,1.0,0.10000000000000009,0.059900000000000064,13019,31177,3121,28056,4623
2019-10-06,1.034,1.05,1.0,0.050000000000000044,-0.010000000000000009,1.04706,1.06,1.04,0.020000000000000018,-0.01529999999999987,0.98376,1.01,0.9568,0.053200000000000025,0.0,1.024,1.05,1.01,0.040000000000000036,0.010000000000000009,7034,10570,4048,6522,2485
2019-10-13,1.02602,1.04,1.01,0.030000000000000027,0.020000000000000018,1.038,1.04,1.03,0.010000000000000009,-0.010000000000000009,0.98042,1.01,0.932,0.07799999999999996,0.04809999999999992,1.03444,1.04,1.03,0.010000000000000009,0.0,9519,13134,4289,8845,-703
2019-10-20,0.994,1.04,0.95,0.09000000000000008,-0.050000000000000044,1.016,1.04,1.0,0.040000000000000036,-0.040000000000000036,0.93806,0.99,0.835,0.15500000000000003,-0.15500000000000003,1.00018,1.01,0.9884,0.021600000000000064,-0.020000000000000018,26367,81028,2829,78199,-9029
2019-10-27,0.94194,0.99,0.873,0.11699999999999999,-0.03359999999999996,0.99,1.01,0.96,0.050000000000000044,-0.050000000000000044,0.8802800000000001,0.9068,0.8426,0.06420000000000003,-0.052000000000000046,0.9614,0.99,0.897,0.09299999999999997,-0.030000000000000027,15731,40078,4877,35201,7321
2019-11-03,0.99736,1.29,0.8868,0.4032,0.3400000000000001,1.049,1.48,0.9,0.58,0.52,0.89484,0.9661,0.779,0.18709999999999993,0.016100000000000003,0.94514,1.05,0.85,0.20000000000000007,0.09500000000000008,2543830,12650532,3582,12646950,12640605
2019-11-10,0.9649,1.02,0.93,0.08999999999999997,0.010999999999999899,1.084,1.19,0.99,0.19999999999999996,-0.06999999999999984,0.91928,0.96,0.9,0.05999999999999994,0.0043999999999999595,1.03214,1.17,0.95,0.21999999999999997,-0.10999999999999988,429925,862217,120390,741827,-183005
2019-11-17,1.034,1.08,1.01,0.07000000000000006,-0.040000000000000036,1.07204,1.12,1.04,0.08000000000000007,-0.08000000000000007,0.99632,1.0116,0.98,0.03160000000000007,-0.020000000000000018,1.02,1.04,1.0,0.040000000000000036,-0.040000000000000036,110541,169515,61638,107877,107877
2019-11-24,1.105,1.11,1.1,0.010000000000000009,-0.010000000000000009,1.1524999999999999,1.19,1.12,0.06999999999999984,-0.040000000000000036,1.0815000000000001,1.09,1.0714,0.018600000000000172,0.018600000000000172,1.0924,1.11,1.075,0.03500000000000014,0.0253000000000001,207022,500816,58020,442796,-442796
2019-12-01,1.074,1.11,1.04,0.07000000000000006,-0.07000000000000006,1.08596,1.12,1.04,0.08000000000000007,-0.08000000000000007,1.04,1.08,1.02,0.06000000000000005,-0.06000000000000005,1.06,1.1,1.03,0.07000000000000006,-0.050000000000000044,111513,261975,23324,238651,87815
2019-12-08,1.03,1.05,1.01,0.040000000000000036,-0.040000000000000036,1.042,1.05,1.03,0.020000000000000018,-0.020000000000000018,1.01004,1.03,0.9915,0.03849999999999998,-0.02849999999999997,1.02594,1.05,1.0097,0.0403,-0.040000000000000036,46722,91081,16197,74884,7556
2019-12-15,0.9860599999999999,1.06,0.95,0.1100000000000001,-0.09010000000000007,1.00708,1.06,0.97,0.09000000000000008,-0.020000000000000018,0.95864,0.9857,0.93,0.05569999999999997,-0.025700000000000056,0.98402,1.0197,0.97,0.04970000000000008,0.029300000000000104,111561,330276,18439,311837,264511
2019-12-22,1.005,1.02,1.0,0.020000000000000018,-0.020000000000000018,1.03795,1.0418,1.03,0.011800000000000033,-0.010000000000000009,0.978,0.9861,0.96,0.026100000000000012,0.025900000000000034,1.01135,1.02,0.9909,0.029100000000000015,-0.029100000000000015,19357,27680,13523,14157,14157
2019-12-29,0.9975499999999999,1.02,0.98,0.040000000000000036,-0.00019999999999997797,1.0150000000000001,1.04,0.99,0.050000000000000044,-0.030000000000000027,0.9800249999999999,0.9801,0.98,9.999999999998899e-05,0.0,0.98975,1.01,0.98,0.030000000000000027,-0.028000000000000025,47984,76322,26519,49803,-12780
