Date,ProShares Large Cap Core Plus_etf_Open_average,ProShares Large Cap Core Plus_etf_Open_max,ProShares Large Cap Core Plus_etf_Open_min,ProShares Large Cap Core Plus_etf_Open_volatility,ProShares Large Cap Core Plus_etf_Open_change,ProShares Large Cap Core Plus_etf_High_average,ProShares Large Cap Core Plus_etf_High_max,ProShares Large Cap Core Plus_etf_High_min,ProShares Large Cap Core Plus_etf_High_volatility,ProShares Large Cap Core Plus_etf_High_change,ProShares Large Cap Core Plus_etf_Low_average,ProShares Large Cap Core Plus_etf_Low_max,ProShares Large Cap Core Plus_etf_Low_min,ProShares Large Cap Core Plus_etf_Low_volatility,ProShares Large Cap Core Plus_etf_Low_change,ProShares Large Cap Core Plus_etf_Close_average,ProShares Large Cap Core Plus_etf_Close_max,ProShares Large Cap Core Plus_etf_Close_min,ProShares Large Cap Core Plus_etf_Close_volatility,ProShares Large Cap Core Plus_etf_Close_change
2019-01-13,64.99,64.99,64.99,0.0,0.0,65.42,65.42,65.42,0.0,0.0,64.74,64.74,64.74,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-01-20,64.99,64.99,64.99,0.0,0.0,65.4,65.4,65.4,0.0,0.0,64.99,64.99,64.99,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2019-01-27,66.19,66.19,66.19,0.0,0.0,66.5,66.5,66.5,0.0,0.0,65.95,65.95,65.95,0.0,0.0,66.17,66.17,66.17,0.0,0.0
2019-02-03,65.59,65.59,65.59,0.0,0.0,66.02,66.02,66.02,0.0,0.0,65.45,65.45,65.45,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2019-02-10,67.54,67.54,67.54,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2019-02-17,67.99,67.99,67.99,0.0,0.0,68.19,68.19,68.19,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.19,68.19,68.19,0.0,0.0
2019-02-24,68.44,68.44,68.44,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.03,68.03,68.03,0.0,0.0,68.37,68.37,68.37,0.0,0.0
2019-03-03,66.16,66.16,66.16,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.16,66.16,66.16,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2019-03-10,68.33,68.33,68.33,0.0,0.0,68.79,68.79,68.79,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.55,68.55,68.55,0.0,0.0
2019-03-17,68.69,68.69,68.69,0.0,0.0,68.79,68.79,68.79,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2019-03-24,68.28,68.28,68.28,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2019-03-31,69.77,69.77,69.77,0.0,0.0,69.88,69.88,69.88,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2019-04-07,70.43,70.43,70.43,0.0,0.0,70.47,70.47,70.47,0.0,0.0,70.22,70.22,70.22,0.0,0.0,70.47,70.47,70.47,0.0,0.0
2019-04-14,70.26,70.26,70.26,0.0,0.0,70.36,70.36,70.36,0.0,0.0,70.02,70.02,70.02,0.0,0.0,70.31,70.31,70.31,0.0,0.0
2019-04-21,70.65,70.65,70.65,0.0,0.0,71.12,71.12,71.12,0.0,0.0,70.65,70.65,70.65,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2019-04-28,70.93,70.93,70.93,0.0,0.0,71.22,71.22,71.22,0.0,0.0,70.83,70.83,70.83,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2019-05-05,69.33,69.33,69.33,0.0,0.0,70.01,70.01,70.01,0.0,0.0,68.5,68.5,68.5,0.0,0.0,69.81,69.81,69.81,0.0,0.0
2019-05-12,69.18,69.18,69.18,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.14,69.14,69.14,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2019-05-19,68.5,68.5,68.5,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.28,68.28,68.28,0.0,0.0
2019-05-26,66.5,66.5,66.5,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.42,66.42,66.42,0.0,0.0,66.51,66.51,66.51,0.0,0.0
2019-06-02,68.77,68.77,68.77,0.0,0.0,69.52,69.52,69.52,0.0,0.0,68.77,68.77,68.77,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2019-06-09,69.5,69.5,69.5,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.43,69.43,69.43,0.0,0.0
2019-06-16,71.23,71.23,71.23,0.0,0.0,71.26,71.26,71.26,0.0,0.0,70.93,70.93,70.93,0.0,0.0,70.94,70.94,70.94,0.0,0.0
2019-06-23,70.26,70.26,70.26,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2019-06-30,71.36,71.36,71.36,0.0,0.0,71.66,71.66,71.66,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2019-07-07,72.03,72.03,72.03,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.02,72.02,72.02,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2019-07-14,71.85,71.85,71.85,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.22,71.22,71.22,0.0,0.0
2019-07-21,72.06,72.06,72.06,0.0,0.0,72.42,72.42,72.42,0.0,0.0,72.06,72.06,72.06,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2019-07-28,70.51,70.51,70.51,0.0,0.0,70.51,70.51,70.51,0.0,0.0,69.7,69.7,69.7,0.0,0.0,70.02,70.02,70.02,0.0,0.0
2019-08-04,69.97,69.97,69.97,0.0,0.0,70.07,70.07,70.07,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.66,69.66,69.66,0.0,0.0
2019-08-11,68.14,68.14,68.14,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.66,68.66,68.66,0.0,0.0
2019-08-18,69.24,69.24,69.24,0.0,0.0,69.49,69.49,69.49,0.0,0.0,67.42,67.42,67.42,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2019-08-25,69.56,69.56,69.56,0.0,0.0,69.69,69.69,69.69,0.0,0.0,69.18,69.18,69.18,0.0,0.0,69.35,69.35,69.35,0.0,0.0
2019-09-01,70.59,70.59,70.59,0.0,0.0,70.87,70.87,70.87,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.66,70.66,70.66,0.0,0.0
2019-09-08,71.87,71.87,71.87,0.0,0.0,72.06,72.06,72.06,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.85,71.85,71.85,0.0,0.0
2019-09-15,72.11,72.11,72.11,0.0,0.0,72.11,72.11,72.11,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2019-09-22,71.16,71.16,71.16,0.0,0.0,71.16,71.16,71.16,0.0,0.0,70.16,70.16,70.16,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2019-09-29,69.67,69.67,69.67,0.0,0.0,70.18,70.18,70.18,0.0,0.0,69.48,69.48,69.48,0.0,0.0,70.18,70.18,70.18,0.0,0.0
2019-10-06,70.91,70.91,70.91,0.0,0.0,71.12,71.12,71.12,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.74,70.74,70.74,0.0,0.0
2019-10-13,71.17,71.17,71.17,0.0,0.0,71.19,71.19,71.19,0.0,0.0,70.7,70.7,70.7,0.0,0.0,70.93,70.93,70.93,0.0,0.0
2019-10-20,71.43,71.43,71.43,0.0,0.0,71.98,71.98,71.98,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.87,71.87,71.87,0.0,0.0
2019-10-27,72.6,72.6,72.6,0.0,0.0,72.8,72.8,72.8,0.0,0.0,72.58,72.58,72.58,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2019-11-03,73.49,73.49,73.49,0.0,0.0,73.95,73.95,73.95,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.95,73.95,73.95,0.0,0.0
2019-11-10,74.45,74.45,74.45,0.0,0.0,74.77,74.77,74.77,0.0,0.0,74.38,74.38,74.38,0.0,0.0,74.77,74.77,74.77,0.0,0.0
2019-11-17,74.71,74.71,74.71,0.0,0.0,74.71,74.71,74.71,0.0,0.0,74.43,74.43,74.43,0.0,0.0,74.64,74.64,74.64,0.0,0.0
2019-11-24,75.82,75.82,75.82,0.0,0.0,75.82,75.82,75.82,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.59,75.59,75.59,0.0,0.0
2019-12-01,75.43,75.43,75.43,0.0,0.0,75.87,75.87,75.87,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2019-12-08,75.97,75.97,75.97,0.0,0.0,76.41,76.41,76.41,0.0,0.0,75.89,75.89,75.89,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2019-12-15,76.79,76.79,76.79,0.0,0.0,77.39,77.39,77.39,0.0,0.0,76.79,76.79,76.79,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2019-12-22,77.26,77.26,77.26,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.16,77.16,77.16,0.0,0.0,77.26,77.26,77.26,0.0,0.0
2019-12-29,77.12,77.12,77.12,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.31,77.31,77.31,0.0,0.0
