Date,ProShares Ultra FTSE China 50_Open_average,ProShares Ultra FTSE China 50_Open_max,ProShares Ultra FTSE China 50_Open_min,ProShares Ultra FTSE China 50_Open_volatility,ProShares Ultra FTSE China 50_Open_change,ProShares Ultra FTSE China 50_High_average,ProShares Ultra FTSE China 50_High_max,ProShares Ultra FTSE China 50_High_min,ProShares Ultra FTSE China 50_High_volatility,ProShares Ultra FTSE China 50_High_change,ProShares Ultra FTSE China 50_Low_average,ProShares Ultra FTSE China 50_Low_max,ProShares Ultra FTSE China 50_Low_min,ProShares Ultra FTSE China 50_Low_volatility,ProShares Ultra FTSE China 50_Low_change,ProShares Ultra FTSE China 50_Close_average,ProShares Ultra FTSE China 50_Close_max,ProShares Ultra FTSE China 50_Close_min,ProShares Ultra FTSE China 50_Close_volatility,ProShares Ultra FTSE China 50_Close_change
2018-06-17,73.13,73.13,73.13,0.0,0.0,73.13,73.13,73.13,0.0,0.0,71.0,71.0,71.0,0.0,0.0,72.17,72.17,72.17,0.0,0.0
2018-06-24,68.84,68.84,68.84,0.0,0.0,68.84,68.84,68.84,0.0,0.0,67.49,67.49,67.49,0.0,0.0,68.34,68.34,68.34,0.0,0.0
2018-07-01,70.86,70.86,70.86,0.0,0.0,71.99,71.99,71.99,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2018-07-08,69.48,69.48,69.48,0.0,0.0,69.51,69.51,69.51,0.0,0.0,68.9,68.9,68.9,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2018-07-15,68.72,68.72,68.72,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.36,68.36,68.36,0.0,0.0,68.63,68.63,68.63,0.0,0.0
2018-07-22,72.46,72.46,72.46,0.0,0.0,72.46,72.46,72.46,0.0,0.0,71.72,71.72,71.72,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2018-07-29,66.95,66.95,66.95,0.0,0.0,67.37,67.37,67.37,0.0,0.0,66.32,66.32,66.32,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2018-08-05,68.98,68.98,68.98,0.0,0.0,69.2,69.2,69.2,0.0,0.0,67.77,67.77,67.77,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2018-08-12,65.89,65.89,65.89,0.0,0.0,66.11,66.11,66.11,0.0,0.0,65.39,65.39,65.39,0.0,0.0,66.11,66.11,66.11,0.0,0.0
2018-08-19,71.83,71.83,71.83,0.0,0.0,72.51,72.51,72.51,0.0,0.0,71.46,71.46,71.46,0.0,0.0,71.46,71.46,71.46,0.0,0.0
2018-08-26,67.88,67.88,67.88,0.0,0.0,68.55,68.55,68.55,0.0,0.0,67.61,67.61,67.61,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2018-09-02,63.2,63.2,63.2,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2018-09-09,63.9,63.9,63.9,0.0,0.0,64.5,64.5,64.5,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2018-09-16,68.68,68.68,68.68,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.03,68.03,68.03,0.0,0.0,68.79,68.79,68.79,0.0,0.0
2018-09-23,70.24,70.24,70.24,0.0,0.0,70.45,70.45,70.45,0.0,0.0,69.6,69.6,69.6,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-09-30,61.03,61.03,61.03,0.0,0.0,62.36,62.36,62.36,0.0,0.0,60.96,60.96,60.96,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2018-10-07,58.74,58.74,58.74,0.0,0.0,59.53,59.53,59.53,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2018-10-14,62.2,62.2,62.2,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-10-21,57.12,57.12,57.12,0.0,0.0,57.12,57.12,57.12,0.0,0.0,53.9,53.9,53.9,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-10-28,62.49,62.49,62.49,0.0,0.0,63.41,63.41,63.41,0.0,0.0,62.44,62.44,62.44,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2018-11-04,59.37,59.37,59.37,0.0,0.0,59.37,59.37,59.37,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2018-11-11,63.1,63.1,63.1,0.0,0.0,63.1,63.1,63.1,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2018-11-18,62.53,62.53,62.53,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2018-11-25,68.55,68.55,68.55,0.0,0.0,68.59,68.59,68.59,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.79,67.79,67.79,0.0,0.0
2018-12-02,60.29,60.29,60.29,0.0,0.0,60.68,60.68,60.68,0.0,0.0,59.13,59.13,59.13,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2018-12-09,61.62,61.62,61.62,0.0,0.0,62.21,62.21,62.21,0.0,0.0,60.74,60.74,60.74,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2018-12-16,57.19,57.19,57.19,0.0,0.0,57.84,57.84,57.84,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2018-12-23,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2018-12-30,57.07,57.07,57.07,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2019-01-06,58.6,58.6,58.6,0.0,0.0,59.46,59.46,59.46,0.0,0.0,58.59,58.59,58.59,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2019-01-13,62.84,62.84,62.84,0.0,0.0,63.88,63.88,63.88,0.0,0.0,62.84,62.84,62.84,0.0,0.0,63.37,63.37,63.37,0.0,0.0
2019-01-20,64.41,64.41,64.41,0.0,0.0,64.64,64.64,64.64,0.0,0.0,63.9,63.9,63.9,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2019-01-27,66.97,66.97,66.97,0.0,0.0,67.8,67.8,67.8,0.0,0.0,66.97,66.97,66.97,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-02-03,67.41,67.41,67.41,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2019-02-10,66.75,66.75,66.75,0.0,0.0,67.15,67.15,67.15,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-02-17,74.35,74.35,74.35,0.0,0.0,75.2,75.2,75.2,0.0,0.0,74.2,74.2,74.2,0.0,0.0,74.57,74.57,74.57,0.0,0.0
2019-02-24,73.55,73.55,73.55,0.0,0.0,73.55,73.55,73.55,0.0,0.0,71.25,71.25,71.25,0.0,0.0,72.21,72.21,72.21,0.0,0.0
2019-03-03,68.67,68.67,68.67,0.0,0.0,69.99,69.99,69.99,0.0,0.0,68.67,68.67,68.67,0.0,0.0,69.88,69.88,69.88,0.0,0.0
2019-03-10,74.19,74.19,74.19,0.0,0.0,74.46,74.46,74.46,0.0,0.0,73.64,73.64,73.64,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2019-03-17,68.52,68.52,68.52,0.0,0.0,69.44,69.44,69.44,0.0,0.0,68.5,68.5,68.5,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2019-03-24,74.01,74.01,74.01,0.0,0.0,74.01,74.01,74.01,0.0,0.0,73.09,73.09,73.09,0.0,0.0,73.77,73.77,73.77,0.0,0.0
2019-03-31,76.26,76.26,76.26,0.0,0.0,76.52,76.52,76.52,0.0,0.0,75.65,75.65,75.65,0.0,0.0,75.94,75.94,75.94,0.0,0.0
2019-04-07,74.34,74.34,74.34,0.0,0.0,74.34,74.34,74.34,0.0,0.0,73.23,73.23,73.23,0.0,0.0,73.58,73.58,73.58,0.0,0.0
2019-04-14,73.89,73.89,73.89,0.0,0.0,74.78,74.78,74.78,0.0,0.0,73.76,73.76,73.76,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2019-04-21,72.66,72.66,72.66,0.0,0.0,72.85,72.85,72.85,0.0,0.0,72.61,72.61,72.61,0.0,0.0,72.76,72.76,72.76,0.0,0.0
2019-04-28,67.7,67.7,67.7,0.0,0.0,69.69,69.69,69.69,0.0,0.0,67.34,67.34,67.34,0.0,0.0,69.52,69.52,69.52,0.0,0.0
2019-05-05,60.0,60.0,60.0,0.0,0.0,60.09,60.09,60.09,0.0,0.0,58.74,58.74,58.74,0.0,0.0,59.71,59.71,59.71,0.0,0.0
2019-05-12,58.94,58.94,58.94,0.0,0.0,59.48,59.48,59.48,0.0,0.0,58.77,58.77,58.77,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-05-19,58.25,58.25,58.25,0.0,0.0,58.36,58.36,58.36,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2019-05-26,59.0,59.0,59.0,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.83,58.83,58.83,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2019-06-02,60.29,60.29,60.29,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2019-06-09,59.72,59.72,59.72,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.91,59.91,59.91,0.0,0.0
2019-06-16,66.53,66.53,66.53,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2019-06-23,70.08,70.08,70.08,0.0,0.0,70.62,70.62,70.62,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2019-06-30,65.09,65.09,65.09,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.29,65.29,65.29,0.0,0.0
2019-07-07,64.78,64.78,64.78,0.0,0.0,65.2,65.2,65.2,0.0,0.0,64.78,64.78,64.78,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-07-14,64.98,64.98,64.98,0.0,0.0,64.98,64.98,64.98,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2019-07-21,64.11,64.11,64.11,0.0,0.0,64.22,64.22,64.22,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2019-07-28,55.08,55.08,55.08,0.0,0.0,55.08,55.08,55.08,0.0,0.0,52.81,52.81,52.81,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2019-08-04,52.95,52.95,52.95,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.57,52.57,52.57,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2019-08-11,56.2,56.2,56.2,0.0,0.0,56.22,56.22,56.22,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2019-08-18,54.73,54.73,54.73,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2019-08-25,55.41,55.41,55.41,0.0,0.0,55.46,55.46,55.46,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2019-09-01,59.62,59.62,59.62,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2019-09-08,62.11,62.11,62.11,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2019-09-15,58.55,58.55,58.55,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.48,58.48,58.48,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-09-22,55.11,55.11,55.11,0.0,0.0,55.53,55.53,55.53,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2019-09-29,55.56,55.56,55.56,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2019-10-06,59.17,59.17,59.17,0.0,0.0,59.17,59.17,59.17,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2019-10-13,60.0,60.0,60.0,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.75,59.75,59.75,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2019-10-20,60.47,60.47,60.47,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-10-27,62.73,62.73,62.73,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2019-11-03,60.04,60.04,60.04,0.0,0.0,61.04,61.04,61.04,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-11-10,59.04,59.04,59.04,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2019-11-17,60.0,60.0,60.0,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2019-11-24,57.95,57.95,57.95,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-12-01,58.66,58.66,58.66,0.0,0.0,58.66,58.66,58.66,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2019-12-08,63.95,63.95,63.95,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2019-12-15,66.06,66.06,66.06,0.0,0.0,66.18,66.18,66.18,0.0,0.0,65.66,65.66,65.66,0.0,0.0,66.18,66.18,66.18,0.0,0.0
2019-12-22,68.39,68.39,68.39,0.0,0.0,68.5,68.5,68.5,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2019-12-29,68.77,68.77,68.77,0.0,0.0,69.08,69.08,69.08,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.4,68.4,68.4,0.0,0.0
