Date,ProShares SP 500 ex Health Care_etf_Open_average,ProShares SP 500 ex Health Care_etf_Open_max,ProShares SP 500 ex Health Care_etf_Open_min,ProShares SP 500 ex Health Care_etf_Open_volatility,ProShares SP 500 ex Health Care_etf_Open_change,ProShares SP 500 ex Health Care_etf_High_average,ProShares SP 500 ex Health Care_etf_High_max,ProShares SP 500 ex Health Care_etf_High_min,ProShares SP 500 ex Health Care_etf_High_volatility,ProShares SP 500 ex Health Care_etf_High_change,ProShares SP 500 ex Health Care_etf_Low_average,ProShares SP 500 ex Health Care_etf_Low_max,ProShares SP 500 ex Health Care_etf_Low_min,ProShares SP 500 ex Health Care_etf_Low_volatility,ProShares SP 500 ex Health Care_etf_Low_change,ProShares SP 500 ex Health Care_etf_Close_average,ProShares SP 500 ex Health Care_etf_Close_max,ProShares SP 500 ex Health Care_etf_Close_min,ProShares SP 500 ex Health Care_etf_Close_volatility,ProShares SP 500 ex Health Care_etf_Close_change
2018-08-26,60.55,60.55,60.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2018-09-02,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2018-09-09,57.81,57.81,57.81,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2018-09-16,56.59,56.59,56.59,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2018-09-23,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2018-09-30,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2018-10-07,58.18,58.18,58.18,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2018-10-14,57.64,57.64,57.64,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2018-10-21,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2018-10-28,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-11-04,55.16,55.16,55.16,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2018-11-11,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2018-11-18,54.36,54.36,54.36,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2018-11-25,54.52,54.52,54.52,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2018-12-02,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2018-12-09,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2018-12-16,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2018-12-23,50.96,50.96,50.96,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.96,50.96,50.96,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2018-12-30,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-01-06,53.35,53.35,53.35,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2019-01-13,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2019-01-20,55.2,55.2,55.2,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-01-27,55.95,55.95,55.95,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2019-02-03,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2019-02-10,57.33,57.33,57.33,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2019-02-17,57.88,57.88,57.88,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2019-02-24,58.17,58.17,58.17,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2019-03-03,57.1,57.1,57.1,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-03-10,58.68,58.68,58.68,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2019-03-17,58.99,58.99,58.99,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2019-03-24,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2019-03-31,60.13,60.13,60.13,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2019-04-07,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2019-04-14,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-04-21,61.73,61.73,61.73,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2019-04-28,61.81,61.81,61.81,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.81,61.81,61.81,0.0,0.0
2019-05-05,59.43,59.43,59.43,0.0,0.0,60.36,60.36,60.36,0.0,0.0,59.42,59.42,59.42,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2019-05-12,60.56,60.56,60.56,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2019-05-19,59.2,59.2,59.2,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2019-05-26,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2019-06-02,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2019-06-09,60.38,60.38,60.38,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.53,60.53,60.53,0.0,0.0
2019-06-16,61.92,61.92,61.92,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2019-06-23,61.33,61.33,61.33,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2019-06-30,62.36,62.36,62.36,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2019-07-07,63.17,63.17,63.17,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2019-07-14,62.43,62.43,62.43,0.0,0.0,62.43,62.43,62.43,0.0,0.0,62.43,62.43,62.43,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2019-07-21,63.56,63.56,63.56,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2019-07-28,61.38,61.38,61.38,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2019-08-04,61.1,61.1,61.1,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2019-08-11,60.56,60.56,60.56,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-08-18,59.52,59.52,59.52,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2019-08-25,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2019-09-01,62.65,62.65,62.65,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2019-09-08,63.36,63.36,63.36,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2019-09-15,63.46,63.46,63.46,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2019-09-22,62.18,62.18,62.18,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.18,62.18,62.18,0.0,0.0
2019-09-29,61.81,61.81,61.81,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.93,61.93,61.93,0.0,0.0
2019-10-06,62.45,62.45,62.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2019-10-13,62.68,62.68,62.68,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.68,62.68,62.68,0.0,0.0
2019-10-20,63.46,63.46,63.46,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-10-27,64.19,64.19,64.19,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-11-03,64.84,64.84,64.84,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2019-11-10,65.28,65.28,65.28,0.0,0.0,65.28,65.28,65.28,0.0,0.0,65.28,65.28,65.28,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-11-17,65.03,65.03,65.03,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-11-24,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0
2019-12-01,65.75,65.75,65.75,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.75,65.75,65.75,0.0,0.0
2019-12-08,66.3,66.3,66.3,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2019-12-15,67.37,67.37,67.37,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2019-12-22,67.45,67.45,67.45,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.45,67.45,67.45,0.0,0.0
2019-12-29,67.55,67.55,67.55,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.55,67.55,67.55,0.0,0.0
