Date,ProShares UltraPro Short QQQEtf_Open_average,ProShares UltraPro Short QQQEtf_Open_max,ProShares UltraPro Short QQQEtf_Open_min,ProShares UltraPro Short QQQEtf_Open_volatility,ProShares UltraPro Short QQQEtf_Open_change,ProShares UltraPro Short QQQEtf_High_average,ProShares UltraPro Short QQQEtf_High_max,ProShares UltraPro Short QQQEtf_High_min,ProShares UltraPro Short QQQEtf_High_volatility,ProShares UltraPro Short QQQEtf_High_change,ProShares UltraPro Short QQQEtf_Low_average,ProShares UltraPro Short QQQEtf_Low_max,ProShares UltraPro Short QQQEtf_Low_min,ProShares UltraPro Short QQQEtf_Low_volatility,ProShares UltraPro Short QQQEtf_Low_change,ProShares UltraPro Short QQQEtf_Close_average,ProShares UltraPro Short QQQEtf_Close_max,ProShares UltraPro Short QQQEtf_Close_min,ProShares UltraPro Short QQQEtf_Close_volatility,ProShares UltraPro Short QQQEtf_Close_change
2018-07-08,50.08,50.08,50.08,0.0,0.0,50.52,50.52,50.52,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2018-07-15,50.04,50.04,50.04,0.0,0.0,50.72,50.72,50.72,0.0,0.0,49.52,49.52,49.52,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2018-07-22,48.64,48.64,48.64,0.0,0.0,52.4,52.4,52.4,0.0,0.0,48.56,48.56,48.56,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2018-07-29,49.6,49.6,49.6,0.0,0.0,50.28,50.28,50.28,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2018-08-05,48.92,48.92,48.92,0.0,0.0,49.64,49.64,49.64,0.0,0.0,48.52,48.52,48.52,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-08-12,50.08,50.08,50.08,0.0,0.0,50.96,50.96,50.96,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2018-08-19,48.48,48.48,48.48,0.0,0.0,48.48,48.48,48.48,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-08-26,44.76,44.76,44.76,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2018-09-02,49.12,49.12,49.12,0.0,0.0,49.2,49.2,49.2,0.0,0.0,47.4,47.4,47.4,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-09-09,45.92,45.92,45.92,0.0,0.0,46.96,46.96,46.96,0.0,0.0,45.68,45.68,45.68,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2018-09-16,45.4,45.4,45.4,0.0,0.0,46.76,46.76,46.76,0.0,0.0,45.24,45.24,45.24,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2018-09-23,44.92,44.92,44.92,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2018-09-30,47.08,47.08,47.08,0.0,0.0,50.12,50.12,50.12,0.0,0.0,46.6,46.6,46.6,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2018-10-07,53.36,53.36,53.36,0.0,0.0,56.52,56.52,56.52,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2018-10-14,52.52,52.52,52.52,0.0,0.0,54.4,54.4,54.4,0.0,0.0,51.0,51.0,51.0,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2018-10-21,60.28,60.28,60.28,0.0,0.0,61.28,61.28,61.28,0.0,0.0,55.76,55.76,55.76,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2018-10-28,53.68,53.68,53.68,0.0,0.0,56.72,56.72,56.72,0.0,0.0,52.72,52.72,52.72,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2018-11-04,52.16,52.16,52.16,0.0,0.0,54.48,54.48,54.48,0.0,0.0,51.76,51.76,51.76,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2018-11-11,57.92,57.92,57.92,0.0,0.0,58.6,58.6,58.6,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2018-11-18,65.92,65.92,65.92,0.0,0.0,65.96,65.96,65.96,0.0,0.0,63.8,63.8,63.8,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2018-11-25,55.16,55.16,55.16,0.0,0.0,56.0,56.0,56.0,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2018-12-02,56.88,56.88,56.88,0.0,0.0,62.2,62.2,62.2,0.0,0.0,55.88,55.88,55.88,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2018-12-09,59.6,59.6,59.6,0.0,0.0,62.24,62.24,62.24,0.0,0.0,58.96,58.96,58.96,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2018-12-16,71.68,71.68,71.68,0.0,0.0,80.6,80.6,80.6,0.0,0.0,70.16,70.16,70.16,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2018-12-23,67.2,67.2,67.2,0.0,0.0,70.24,70.24,70.24,0.0,0.0,65.04,65.04,65.04,0.0,0.0,68.52,68.52,68.52,0.0,0.0
2018-12-30,69.12,69.12,69.12,0.0,0.0,69.8,69.8,69.8,0.0,0.0,62.12,62.12,62.12,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2019-01-06,58.4,58.4,58.4,0.0,0.0,59.04,59.04,59.04,0.0,0.0,57.84,57.84,57.84,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-01-13,53.68,53.68,53.68,0.0,0.0,54.72,54.72,54.72,0.0,0.0,52.52,52.52,52.52,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2019-01-20,53.88,53.88,53.88,0.0,0.0,54.48,54.48,54.48,0.0,0.0,52.76,52.76,52.76,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-01-27,50.88,50.88,50.88,0.0,0.0,51.2,51.2,51.2,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-02-03,51.4,51.4,51.4,0.0,0.0,51.52,51.52,51.52,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-02-10,46.4,46.4,46.4,0.0,0.0,47.56,47.56,47.56,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2019-02-17,46.88,46.88,46.88,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-02-24,45.0,45.0,45.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,44.84,44.84,44.84,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-03-03,49.04,49.04,49.04,0.0,0.0,49.2,49.2,49.2,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2019-03-10,42.68,42.68,42.68,0.0,0.0,42.83,42.83,42.83,0.0,0.0,41.64,41.64,41.64,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2019-03-17,39.36,39.36,39.36,0.0,0.0,41.56,41.56,41.56,0.0,0.0,39.07,39.07,39.07,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-03-24,40.76,40.76,40.76,0.0,0.0,41.44,41.44,41.44,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-03-31,37.72,37.72,37.72,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-04-07,36.8,36.8,36.8,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2019-04-14,35.96,35.96,35.96,0.0,0.0,36.64,36.64,36.64,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-04-21,34.44,34.44,34.44,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-04-28,34.76,34.76,34.76,0.0,0.0,34.95,34.95,34.95,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-05-05,37.92,37.92,37.92,0.0,0.0,39.8,39.8,39.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2019-05-12,38.2,38.2,38.2,0.0,0.0,38.36,38.36,38.36,0.0,0.0,36.72,36.72,36.72,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-05-19,40.61,40.61,40.61,0.0,0.0,41.55,41.55,41.55,0.0,0.0,40.23,40.23,40.23,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2019-05-26,43.92,43.92,43.92,0.0,0.0,44.51,44.51,44.51,0.0,0.0,43.5,43.5,43.5,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2019-06-02,40.88,40.88,40.88,0.0,0.0,41.01,41.01,41.01,0.0,0.0,38.6,38.6,38.6,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-06-09,38.23,38.23,38.23,0.0,0.0,38.54,38.54,38.54,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-06-16,34.59,34.59,34.59,0.0,0.0,34.82,34.82,34.82,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-06-23,35.0,35.0,35.0,0.0,0.0,35.51,35.51,35.51,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2019-06-30,33.26,33.26,33.26,0.0,0.0,33.65,33.65,33.65,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-07-07,32.02,32.02,32.02,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-07-14,31.46,31.46,31.46,0.0,0.0,32.96,32.96,32.96,0.0,0.0,31.45,31.45,31.45,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-07-21,31.1,31.1,31.1,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-07-28,34.0,34.0,34.0,0.0,0.0,35.34,35.34,35.34,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-08-04,34.4,34.4,34.4,0.0,0.0,35.65,35.65,35.65,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-08-11,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,34.83,34.83,34.83,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-08-18,34.35,34.35,34.35,0.0,0.0,37.13,37.13,37.13,0.0,0.0,33.44,33.44,33.44,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-08-25,32.94,32.94,32.94,0.0,0.0,34.28,34.28,34.28,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-09-01,31.25,31.25,31.25,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-09-08,30.82,30.82,30.82,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.64,30.64,30.64,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-09-15,30.8,30.8,30.8,0.0,0.0,32.23,32.23,32.23,0.0,0.0,30.72,30.72,30.72,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-09-22,32.09,32.09,32.09,0.0,0.0,34.11,34.11,34.11,0.0,0.0,32.03,32.03,32.03,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-09-29,33.39,33.39,33.39,0.0,0.0,33.46,33.46,33.46,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-10-06,31.33,31.33,31.33,0.0,0.0,31.37,31.37,31.37,0.0,0.0,30.4,30.4,30.4,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-10-13,30.13,30.13,30.13,0.0,0.0,31.32,31.32,31.32,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-10-20,30.18,30.18,30.18,0.0,0.0,30.21,30.21,30.21,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-10-27,28.02,28.02,28.02,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-11-03,27.16,27.16,27.16,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-11-10,26.16,26.16,26.16,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-11-17,26.31,26.31,26.31,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-11-24,25.05,25.05,25.05,0.0,0.0,25.26,25.26,25.26,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-12-01,25.53,25.53,25.53,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-12-08,24.74,24.74,24.74,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-12-15,22.86,22.86,22.86,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2019-12-22,21.79,21.79,21.79,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.77,21.77,21.77,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-12-29,22.13,22.13,22.13,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.87,21.87,21.87,0.0,0.0
