Date,Deutsche X-trackers Investment Grade Bond Interest_etf_Open_average,Deutsche X-trackers Investment Grade Bond Interest_etf_Open_max,Deutsche X-trackers Investment Grade Bond Interest_etf_Open_min,Deutsche X-trackers Investment Grade Bond Interest_etf_Open_volatility,Deutsche X-trackers Investment Grade Bond Interest_etf_Open_change,Deutsche X-trackers Investment Grade Bond Interest_etf_High_average,Deutsche X-trackers Investment Grade Bond Interest_etf_High_max,Deutsche X-trackers Investment Grade Bond Interest_etf_High_min,Deutsche X-trackers Investment Grade Bond Interest_etf_High_volatility,Deutsche X-trackers Investment Grade Bond Interest_etf_High_change,Deutsche X-trackers Investment Grade Bond Interest_etf_Low_average,Deutsche X-trackers Investment Grade Bond Interest_etf_Low_max,Deutsche X-trackers Investment Grade Bond Interest_etf_Low_min,Deutsche X-trackers Investment Grade Bond Interest_etf_Low_volatility,Deutsche X-trackers Investment Grade Bond Interest_etf_Low_change,Deutsche X-trackers Investment Grade Bond Interest_etf_Close_average,Deutsche X-trackers Investment Grade Bond Interest_etf_Close_max,Deutsche X-trackers Investment Grade Bond Interest_etf_Close_min,Deutsche X-trackers Investment Grade Bond Interest_etf_Close_volatility,Deutsche X-trackers Investment Grade Bond Interest_etf_Close_change
2018-05-20,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2018-05-27,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2018-06-03,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-06-10,24.08,24.08,24.08,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-06-17,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-06-24,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2018-07-01,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2018-07-08,23.74,23.74,23.74,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2018-07-15,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-07-22,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-07-29,23.82,23.82,23.82,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-08-05,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-08-12,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-08-19,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2018-08-26,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2018-09-02,23.67,23.67,23.67,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2018-09-09,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2018-09-16,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-09-23,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2018-09-30,23.93,23.93,23.93,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-10-07,23.88,23.88,23.88,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2018-10-14,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-10-21,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2018-10-28,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-11-04,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-11-11,23.59,23.59,23.59,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-11-18,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2018-11-25,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2018-12-02,23.17,23.17,23.17,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-12-09,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2018-12-16,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2018-12-23,22.53,22.53,22.53,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2018-12-30,22.66,22.66,22.66,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2019-01-06,22.8,22.8,22.8,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-01-13,22.84,22.84,22.84,0.0,0.0,23.14,23.14,23.14,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2019-01-20,23.12,23.12,23.12,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-01-27,23.01,23.01,23.01,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.91,22.91,22.91,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2019-02-03,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-02-10,23.21,23.21,23.21,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-02-17,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-02-24,23.12,23.12,23.12,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-03-03,22.98,22.98,22.98,0.0,0.0,23.21,23.21,23.21,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-03-10,23.18,23.18,23.18,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-03-17,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-03-24,23.18,23.18,23.18,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2019-03-31,23.2,23.2,23.2,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2019-04-07,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2019-04-14,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2019-04-21,23.52,23.52,23.52,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-04-28,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2019-05-05,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-05-12,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2019-05-19,23.25,23.25,23.25,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-05-26,23.13,23.13,23.13,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-06-02,23.0,23.0,23.0,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-06-09,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-06-16,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-06-23,23.36,23.36,23.36,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2019-06-30,23.49,23.49,23.49,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-07-07,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-07-14,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-07-21,23.59,23.59,23.59,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-07-28,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-08-04,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-08-11,23.07,23.07,23.07,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-08-18,23.25,23.25,23.25,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-08-25,23.21,23.21,23.21,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-09-01,23.21,23.21,23.21,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-09-08,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-09-15,23.39,23.39,23.39,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-09-22,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-09-29,23.16,23.16,23.16,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-10-06,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2019-10-13,23.37,23.37,23.37,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-10-20,23.55,23.55,23.55,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2019-10-27,23.42,23.42,23.42,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-11-03,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2019-11-10,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2019-11-17,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-11-24,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-12-01,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-12-08,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-12-15,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-12-22,23.91,23.91,23.91,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-12-29,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0
