Date,Guggenheim Total Return BondEtf_Open_average,Guggenheim Total Return BondEtf_Open_max,Guggenheim Total Return BondEtf_Open_min,Guggenheim Total Return BondEtf_Open_volatility,Guggenheim Total Return BondEtf_Open_change,Guggenheim Total Return BondEtf_High_average,Guggenheim Total Return BondEtf_High_max,Guggenheim Total Return BondEtf_High_min,Guggenheim Total Return BondEtf_High_volatility,Guggenheim Total Return BondEtf_High_change,Guggenheim Total Return BondEtf_Low_average,Guggenheim Total Return BondEtf_Low_max,Guggenheim Total Return BondEtf_Low_min,Guggenheim Total Return BondEtf_Low_volatility,Guggenheim Total Return BondEtf_Low_change,Guggenheim Total Return BondEtf_Close_average,Guggenheim Total Return BondEtf_Close_max,Guggenheim Total Return BondEtf_Close_min,Guggenheim Total Return BondEtf_Close_volatility,Guggenheim Total Return BondEtf_Close_change
2018-11-18,50.82,50.82,50.82,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2018-11-25,50.82,50.82,50.82,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2018-12-02,51.13,51.13,51.13,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2018-12-09,51.13,51.13,51.13,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2018-12-16,51.34,51.34,51.34,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2018-12-23,50.06,50.06,50.06,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2018-12-30,50.38,50.38,50.38,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-01-06,50.33,50.33,50.33,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-01-13,50.32,50.32,50.32,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-01-20,50.32,50.32,50.32,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2019-01-27,50.8,50.8,50.8,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-02-03,51.02,51.02,51.02,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-02-10,50.84,50.84,50.84,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2019-02-17,50.89,50.89,50.89,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-02-24,50.89,50.89,50.89,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2019-03-03,51.02,51.02,51.02,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-03-10,51.2,51.2,51.2,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-03-17,51.62,51.62,51.62,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2019-03-24,51.73,51.73,51.73,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-03-31,51.56,51.56,51.56,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2019-04-07,51.69,51.69,51.69,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2019-04-14,51.7,51.7,51.7,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-04-21,51.88,51.88,51.88,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2019-04-28,51.82,51.82,51.82,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-05-05,51.99,51.99,51.99,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-05-12,52.04,52.04,52.04,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2019-05-19,52.18,52.18,52.18,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2019-05-26,52.59,52.59,52.59,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2019-06-02,52.91,52.91,52.91,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2019-06-09,52.85,52.85,52.85,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-06-16,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-06-23,53.33,53.33,53.33,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-06-30,53.41,53.41,53.41,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-07-07,53.16,53.16,53.16,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2019-07-14,53.46,53.46,53.46,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-07-21,53.24,53.24,53.24,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-07-28,54.62,54.62,54.62,0.0,0.0,54.62,54.62,54.62,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-08-04,54.06,54.06,54.06,0.0,0.0,54.21,54.21,54.21,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.99,53.99,53.99,0.0,0.0
2019-08-11,54.38,54.38,54.38,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2019-08-18,54.36,54.36,54.36,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2019-08-25,54.74,54.74,54.74,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2019-09-01,54.62,54.62,54.62,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2019-09-08,53.85,53.85,53.85,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-09-15,54.21,54.21,54.21,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-09-22,54.25,54.25,54.25,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2019-09-29,54.61,54.61,54.61,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-10-06,54.24,54.24,54.24,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2019-10-13,54.29,54.29,54.29,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2019-10-20,54.24,54.24,54.24,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2019-10-27,54.38,54.38,54.38,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2019-11-03,53.83,53.83,53.83,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2019-11-10,54.22,54.22,54.22,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2019-11-17,54.42,54.42,54.42,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-11-24,54.45,54.45,54.45,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-12-01,54.38,54.38,54.38,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-12-08,54.52,54.52,54.52,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2019-12-15,54.41,54.41,54.41,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-12-22,54.31,54.31,54.31,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2019-12-29,54.43,54.43,54.43,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.55,54.55,54.55,0.0,0.0
