Date,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Open_average,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Open_max,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Open_min,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Open_volatility,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Open_change,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_High_average,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_High_max,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_High_min,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_High_volatility,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_High_change,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Low_average,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Low_max,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Low_min,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Low_volatility,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Low_change,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Close_average,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Close_max,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Close_min,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Close_volatility,iShares iBoxx High Yld ex Oil & Gas Corp Bd_etf_Close_change
2018-08-19,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2018-08-26,50.77,50.77,50.77,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2018-09-02,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2018-09-09,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2018-09-16,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2018-09-23,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2018-09-30,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2018-10-07,49.82,49.82,49.82,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-10-14,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-10-21,49.66,49.66,49.66,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2018-10-28,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2018-11-04,49.76,49.76,49.76,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-11-11,49.07,49.07,49.07,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2018-11-18,49.14,49.14,49.14,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2018-11-25,49.48,49.48,49.48,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2018-12-02,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-12-09,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-12-16,47.76,47.76,47.76,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2018-12-23,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-12-30,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-01-06,49.46,49.46,49.46,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-01-13,49.88,49.88,49.88,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-01-20,49.89,49.89,49.89,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-01-27,50.01,50.01,50.01,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-02-03,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-02-10,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-02-17,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-02-24,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-03-03,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-03-10,50.65,50.65,50.65,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-03-17,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-03-24,50.95,50.95,50.95,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-03-31,50.96,50.96,50.96,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-04-07,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-04-14,51.18,51.18,51.18,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-04-21,51.29,51.29,51.29,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-04-28,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-05-05,50.89,50.89,50.89,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-05-12,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-05-19,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-05-26,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-06-02,50.87,50.87,50.87,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-06-09,51.08,51.08,51.08,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-06-16,51.73,51.73,51.73,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-06-23,51.58,51.58,51.58,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-06-30,51.4,51.4,51.4,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2019-07-07,51.38,51.38,51.38,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-07-14,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2019-07-21,51.7,51.7,51.7,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-07-28,51.3,51.3,51.3,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-08-04,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-08-11,51.27,51.27,51.27,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-08-18,51.75,51.75,51.75,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2019-08-25,51.93,51.93,51.93,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-09-01,51.84,51.84,51.84,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-09-08,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-09-15,51.97,51.97,51.97,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-09-22,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-09-29,51.43,51.43,51.43,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2019-10-06,51.47,51.47,51.47,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-10-13,51.89,51.89,51.89,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2019-10-20,52.08,52.08,52.08,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2019-10-27,51.73,51.73,51.73,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2019-11-03,51.77,51.77,51.77,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-11-10,51.81,51.81,51.81,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-11-17,51.67,51.67,51.67,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-11-24,51.95,51.95,51.95,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-12-01,51.88,51.88,51.88,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-12-08,52.1,52.1,52.1,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2019-12-15,52.25,52.25,52.25,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.21,51.21,51.21,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-12-22,52.28,52.28,52.28,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-12-29,52.34,52.34,52.34,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.39,52.39,52.39,0.0,0.0
