Date,First Trust Consumer Discretionary AlphaDEX_Open_average,First Trust Consumer Discretionary AlphaDEX_Open_max,First Trust Consumer Discretionary AlphaDEX_Open_min,First Trust Consumer Discretionary AlphaDEX_Open_volatility,First Trust Consumer Discretionary AlphaDEX_Open_change,First Trust Consumer Discretionary AlphaDEX_High_average,First Trust Consumer Discretionary AlphaDEX_High_max,First Trust Consumer Discretionary AlphaDEX_High_min,First Trust Consumer Discretionary AlphaDEX_High_volatility,First Trust Consumer Discretionary AlphaDEX_High_change,First Trust Consumer Discretionary AlphaDEX_Low_average,First Trust Consumer Discretionary AlphaDEX_Low_max,First Trust Consumer Discretionary AlphaDEX_Low_min,First Trust Consumer Discretionary AlphaDEX_Low_volatility,First Trust Consumer Discretionary AlphaDEX_Low_change,First Trust Consumer Discretionary AlphaDEX_Close_average,First Trust Consumer Discretionary AlphaDEX_Close_max,First Trust Consumer Discretionary AlphaDEX_Close_min,First Trust Consumer Discretionary AlphaDEX_Close_volatility,First Trust Consumer Discretionary AlphaDEX_Close_change
2018-03-25,40.82,40.82,40.82,0.0,0.0,40.97,40.97,40.97,0.0,0.0,39.63,39.63,39.63,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2018-04-01,41.33,41.33,41.33,0.0,0.0,41.45,41.45,41.45,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2018-04-08,41.21,41.21,41.21,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2018-04-15,40.94,40.94,40.94,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2018-04-22,41.08,41.08,41.08,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2018-04-29,40.51,40.51,40.51,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-05-06,40.61,40.61,40.61,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2018-05-13,41.21,41.21,41.21,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2018-05-20,40.97,40.97,40.97,0.0,0.0,41.25,41.25,41.25,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2018-05-27,41.33,41.33,41.33,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2018-06-03,42.98,42.98,42.98,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2018-06-10,43.38,43.38,43.38,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-06-17,43.23,43.23,43.23,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2018-06-24,42.08,42.08,42.08,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2018-07-01,43.22,43.22,43.22,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2018-07-08,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2018-07-15,42.96,42.96,42.96,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2018-07-22,42.13,42.13,42.13,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-07-29,42.42,42.42,42.42,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-08-05,42.81,42.81,42.81,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2018-08-12,43.1,43.1,43.1,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2018-08-19,43.86,43.86,43.86,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-08-26,43.56,43.56,43.56,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2018-09-02,43.59,43.59,43.59,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2018-09-09,43.88,43.88,43.88,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2018-09-16,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2018-09-23,43.68,43.68,43.68,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2018-09-30,41.59,41.59,41.59,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-10-07,40.42,40.42,40.42,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2018-10-14,40.42,40.42,40.42,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-10-21,39.64,39.64,39.64,0.0,0.0,40.07,40.07,40.07,0.0,0.0,38.71,38.71,38.71,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-10-28,41.25,41.25,41.25,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2018-11-04,41.4,41.4,41.4,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2018-11-11,40.64,40.64,40.64,0.0,0.0,40.76,40.76,40.76,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-11-18,40.07,40.07,40.07,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-11-25,41.74,41.74,41.74,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-12-02,39.25,39.25,39.25,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.43,38.43,38.43,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2018-12-09,38.23,38.23,38.23,0.0,0.0,38.51,38.51,38.51,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2018-12-16,35.19,35.19,35.19,0.0,0.0,35.44,35.44,35.44,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-12-23,36.84,36.84,36.84,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-12-30,37.9,37.9,37.9,0.0,0.0,38.84,38.84,38.84,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2019-01-06,39.17,39.17,39.17,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-01-13,39.85,39.85,39.85,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.78,39.78,39.78,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2019-01-20,39.69,39.69,39.69,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.64,39.64,39.64,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2019-01-27,40.71,40.71,40.71,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-02-03,41.03,41.03,41.03,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-02-10,41.7,41.7,41.7,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2019-02-17,42.34,42.34,42.34,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2019-02-24,42.34,42.34,42.34,0.0,0.0,42.34,42.34,42.34,0.0,0.0,41.77,41.77,41.77,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-03-03,41.17,41.17,41.17,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-03-10,41.5,41.5,41.5,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-03-17,41.0,41.0,41.0,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2019-03-24,42.36,42.36,42.36,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2019-03-31,43.4,43.4,43.4,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-04-07,43.98,43.98,43.98,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2019-04-14,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2019-04-21,44.19,44.19,44.19,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-04-28,43.31,43.31,43.31,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-05-05,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-05-12,41.88,41.88,41.88,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2019-05-19,41.28,41.28,41.28,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-05-26,40.0,40.0,40.0,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-06-02,42.09,42.09,42.09,0.0,0.0,42.42,42.42,42.42,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2019-06-09,42.45,42.45,42.45,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2019-06-16,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2019-06-23,43.35,43.35,43.35,0.0,0.0,43.49,43.49,43.49,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-06-30,43.21,43.21,43.21,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2019-07-07,43.87,43.87,43.87,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-07-14,43.34,43.34,43.34,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2019-07-21,44.1,44.1,44.1,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2019-07-28,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.71,40.71,40.71,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2019-08-04,41.82,41.82,41.82,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2019-08-11,40.99,40.99,40.99,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-08-18,40.71,40.71,40.71,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-08-25,41.57,41.57,41.57,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-09-01,42.72,42.72,42.72,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.72,42.72,42.72,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2019-09-08,43.35,43.35,43.35,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2019-09-15,42.1,42.1,42.1,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-09-22,41.63,41.63,41.63,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.63,41.63,41.63,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2019-09-29,41.18,41.18,41.18,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-10-06,41.94,41.94,41.94,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-10-13,42.94,42.94,42.94,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2019-10-20,43.59,43.59,43.59,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-10-27,43.68,43.68,43.68,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2019-11-03,43.71,43.71,43.71,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.71,43.71,43.71,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-11-10,44.26,44.26,44.26,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2019-11-17,44.05,44.05,44.05,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2019-11-24,44.31,44.31,44.31,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-12-01,44.18,44.18,44.18,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-12-08,44.71,44.71,44.71,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2019-12-15,45.63,45.63,45.63,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-12-22,45.56,45.56,45.56,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-12-29,45.03,45.03,45.03,0.0,0.0,45.26,45.26,45.26,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.19,45.19,45.19,0.0,0.0
