Date,Vanguard Dividend Appreciation_Open_average,Vanguard Dividend Appreciation_Open_max,Vanguard Dividend Appreciation_Open_min,Vanguard Dividend Appreciation_Open_volatility,Vanguard Dividend Appreciation_Open_change,Vanguard Dividend Appreciation_High_average,Vanguard Dividend Appreciation_High_max,Vanguard Dividend Appreciation_High_min,Vanguard Dividend Appreciation_High_volatility,Vanguard Dividend Appreciation_High_change,Vanguard Dividend Appreciation_Low_average,Vanguard Dividend Appreciation_Low_max,Vanguard Dividend Appreciation_Low_min,Vanguard Dividend Appreciation_Low_volatility,Vanguard Dividend Appreciation_Low_change,Vanguard Dividend Appreciation_Close_average,Vanguard Dividend Appreciation_Close_max,Vanguard Dividend Appreciation_Close_min,Vanguard Dividend Appreciation_Close_volatility,Vanguard Dividend Appreciation_Close_change
2018-07-22,106.05,106.05,106.05,0.0,0.0,106.28,106.28,106.28,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.55,105.55,105.55,0.0,0.0
2018-07-29,106.34,106.34,106.34,0.0,0.0,106.78,106.78,106.78,0.0,0.0,106.18,106.18,106.18,0.0,0.0,106.67,106.67,106.67,0.0,0.0
2018-08-05,106.32,106.32,106.32,0.0,0.0,106.42,106.42,106.42,0.0,0.0,105.6,105.6,105.6,0.0,0.0,105.79,105.79,105.79,0.0,0.0
2018-08-12,108.23,108.23,108.23,0.0,0.0,108.49,108.49,108.49,0.0,0.0,108.21,108.21,108.21,0.0,0.0,108.33,108.33,108.33,0.0,0.0
2018-08-19,109.09,109.09,109.09,0.0,0.0,109.48,109.48,109.48,0.0,0.0,109.09,109.09,109.09,0.0,0.0,109.36,109.36,109.36,0.0,0.0
2018-08-26,109.03,109.03,109.03,0.0,0.0,109.46,109.46,109.46,0.0,0.0,108.9,108.9,108.9,0.0,0.0,109.36,109.36,109.36,0.0,0.0
2018-09-02,110.08,110.08,110.08,0.0,0.0,110.42,110.42,110.42,0.0,0.0,110.05,110.05,110.05,0.0,0.0,110.14,110.14,110.14,0.0,0.0
2018-09-09,110.91,110.91,110.91,0.0,0.0,110.95,110.95,110.95,0.0,0.0,110.59,110.59,110.59,0.0,0.0,110.7,110.7,110.7,0.0,0.0
2018-09-16,112.35,112.35,112.35,0.0,0.0,112.35,112.35,112.35,0.0,0.0,111.5,111.5,111.5,0.0,0.0,111.66,111.66,111.66,0.0,0.0
2018-09-23,111.19,111.19,111.19,0.0,0.0,111.41,111.41,111.41,0.0,0.0,110.79,110.79,110.79,0.0,0.0,111.04,111.04,111.04,0.0,0.0
2018-09-30,109.17,109.17,109.17,0.0,0.0,109.78,109.78,109.78,0.0,0.0,108.89,108.89,108.89,0.0,0.0,109.64,109.64,109.64,0.0,0.0
2018-10-07,104.69,104.69,104.69,0.0,0.0,105.52,105.52,105.52,0.0,0.0,104.62,104.62,104.62,0.0,0.0,104.72,104.72,104.72,0.0,0.0
2018-10-14,105.1,105.1,105.1,0.0,0.0,105.36,105.36,105.36,0.0,0.0,104.45,104.45,104.45,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2018-10-21,102.48,102.48,102.48,0.0,0.0,103.05,103.05,103.05,0.0,0.0,99.93,99.93,99.93,0.0,0.0,101.16,101.16,101.16,0.0,0.0
2018-10-28,104.93,104.93,104.93,0.0,0.0,105.8,105.8,105.8,0.0,0.0,104.91,104.91,104.91,0.0,0.0,105.58,105.58,105.58,0.0,0.0
2018-11-04,107.7,107.7,107.7,0.0,0.0,107.79,107.79,107.79,0.0,0.0,106.06,106.06,106.06,0.0,0.0,106.27,106.27,106.27,0.0,0.0
2018-11-11,107.25,107.25,107.25,0.0,0.0,107.44,107.44,107.44,0.0,0.0,105.56,105.56,105.56,0.0,0.0,105.95,105.95,105.95,0.0,0.0
2018-11-18,104.58,104.58,104.58,0.0,0.0,105.09,105.09,105.09,0.0,0.0,104.24,104.24,104.24,0.0,0.0,104.85,104.85,104.85,0.0,0.0
2018-11-25,109.4,109.4,109.4,0.0,0.0,109.5,109.5,109.5,0.0,0.0,107.87,107.87,107.87,0.0,0.0,108.55,108.55,108.55,0.0,0.0
2018-12-02,103.04,103.04,103.04,0.0,0.0,103.91,103.91,103.91,0.0,0.0,101.38,101.38,101.38,0.0,0.0,103.53,103.53,103.53,0.0,0.0
2018-12-09,100.83,100.83,100.83,0.0,0.0,100.97,100.97,100.97,0.0,0.0,98.49,98.49,98.49,0.0,0.0,99.05,99.05,99.05,0.0,0.0
2018-12-16,94.29,94.29,94.29,0.0,0.0,94.44,94.44,94.44,0.0,0.0,92.01,92.01,92.01,0.0,0.0,92.08,92.08,92.08,0.0,0.0
2018-12-23,97.44,97.44,97.44,0.0,0.0,97.96,97.96,97.96,0.0,0.0,97.01,97.01,97.01,0.0,0.0,97.95,97.95,97.95,0.0,0.0
2018-12-30,97.85,97.85,97.85,0.0,0.0,99.07,99.07,99.07,0.0,0.0,97.44,97.44,97.44,0.0,0.0,98.28,98.28,98.28,0.0,0.0
2019-01-06,99.62,99.62,99.62,0.0,0.0,100.08,100.08,100.08,0.0,0.0,99.48,99.48,99.48,0.0,0.0,99.78,99.78,99.78,0.0,0.0
2019-01-13,102.26,102.26,102.26,0.0,0.0,103.29,103.29,103.29,0.0,0.0,102.14,102.14,102.14,0.0,0.0,103.1,103.1,103.1,0.0,0.0
2019-01-20,102.12,102.12,102.12,0.0,0.0,102.31,102.31,102.31,0.0,0.0,101.57,101.57,101.57,0.0,0.0,102.31,102.31,102.31,0.0,0.0
2019-01-27,103.95,103.95,103.95,0.0,0.0,104.78,104.78,104.78,0.0,0.0,103.63,103.63,103.63,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2019-02-03,105.18,105.18,105.18,0.0,0.0,105.45,105.45,105.45,0.0,0.0,104.94,104.94,104.94,0.0,0.0,105.25,105.25,105.25,0.0,0.0
2019-02-10,107.64,107.64,107.64,0.0,0.0,108.43,108.43,108.43,0.0,0.0,107.64,107.64,107.64,0.0,0.0,108.43,108.43,108.43,0.0,0.0
2019-02-17,109.6,109.6,109.6,0.0,0.0,109.69,109.69,109.69,0.0,0.0,108.96,108.96,108.96,0.0,0.0,109.04,109.04,109.04,0.0,0.0
2019-02-24,109.6,109.6,109.6,0.0,0.0,109.74,109.74,109.74,0.0,0.0,107.86,107.86,107.86,0.0,0.0,108.72,108.72,108.72,0.0,0.0
2019-03-03,106.92,106.92,106.92,0.0,0.0,108.12,108.12,108.12,0.0,0.0,106.86,106.86,106.86,0.0,0.0,108.09,108.09,108.09,0.0,0.0
2019-03-10,109.13,109.13,109.13,0.0,0.0,109.36,109.36,109.36,0.0,0.0,108.75,108.75,108.75,0.0,0.0,109.33,109.33,109.33,0.0,0.0
2019-03-17,107.86,107.86,107.86,0.0,0.0,108.5,108.5,108.5,0.0,0.0,107.63,107.63,107.63,0.0,0.0,108.07,108.07,108.07,0.0,0.0
2019-03-24,110.33,110.33,110.33,0.0,0.0,110.64,110.64,110.64,0.0,0.0,110.19,110.19,110.19,0.0,0.0,110.51,110.51,110.51,0.0,0.0
2019-03-31,110.66,110.66,110.66,0.0,0.0,110.99,110.99,110.99,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.97,110.97,110.97,0.0,0.0
2019-04-07,111.88,111.88,111.88,0.0,0.0,112.03,112.03,112.03,0.0,0.0,111.67,111.67,111.67,0.0,0.0,111.89,111.89,111.89,0.0,0.0
2019-04-14,112.01,112.01,112.01,0.0,0.0,112.21,112.21,112.21,0.0,0.0,111.79,111.79,111.79,0.0,0.0,111.94,111.94,111.94,0.0,0.0
2019-04-21,113.0,113.0,113.0,0.0,0.0,113.11,113.11,113.11,0.0,0.0,112.81,112.81,112.81,0.0,0.0,112.96,112.96,112.96,0.0,0.0
2019-04-28,111.85,111.85,111.85,0.0,0.0,113.22,113.22,113.22,0.0,0.0,111.71,111.71,111.71,0.0,0.0,113.07,113.07,113.07,0.0,0.0
2019-05-05,110.34,110.34,110.34,0.0,0.0,110.53,110.53,110.53,0.0,0.0,109.29,109.29,109.29,0.0,0.0,109.81,109.81,109.81,0.0,0.0
2019-05-12,110.91,110.91,110.91,0.0,0.0,111.44,111.44,111.44,0.0,0.0,110.63,110.63,110.63,0.0,0.0,111.02,111.02,111.02,0.0,0.0
2019-05-19,111.06,111.06,111.06,0.0,0.0,111.26,111.26,111.26,0.0,0.0,110.47,110.47,110.47,0.0,0.0,110.75,110.75,110.75,0.0,0.0
2019-05-26,108.53,108.53,108.53,0.0,0.0,109.36,109.36,109.36,0.0,0.0,108.19,108.19,108.19,0.0,0.0,108.71,108.71,108.71,0.0,0.0
2019-06-02,114.5,114.5,114.5,0.0,0.0,114.67,114.67,114.67,0.0,0.0,114.06,114.06,114.06,0.0,0.0,114.09,114.09,114.09,0.0,0.0
2019-06-09,113.98,113.98,113.98,0.0,0.0,114.02,114.02,114.02,0.0,0.0,113.44,113.44,113.44,0.0,0.0,113.5,113.5,113.5,0.0,0.0
2019-06-16,115.82,115.82,115.82,0.0,0.0,116.14,116.14,116.14,0.0,0.0,115.72,115.72,115.72,0.0,0.0,115.75,115.75,115.75,0.0,0.0
2019-06-23,116.39,116.39,116.39,0.0,0.0,116.47,116.47,116.47,0.0,0.0,115.35,115.35,115.35,0.0,0.0,115.89,115.89,115.89,0.0,0.0
2019-06-30,116.78,116.78,116.78,0.0,0.0,116.99,116.99,116.99,0.0,0.0,116.56,116.56,116.56,0.0,0.0,116.78,116.78,116.78,0.0,0.0
2019-07-07,118.43,118.43,118.43,0.0,0.0,118.43,118.43,118.43,0.0,0.0,118.2,118.2,118.2,0.0,0.0,118.36,118.36,118.36,0.0,0.0
2019-07-14,117.48,117.48,117.48,0.0,0.0,117.62,117.62,117.62,0.0,0.0,117.19,117.19,117.19,0.0,0.0,117.35,117.35,117.35,0.0,0.0
2019-07-21,119.33,119.33,119.33,0.0,0.0,119.53,119.53,119.53,0.0,0.0,119.09,119.09,119.09,0.0,0.0,119.43,119.43,119.43,0.0,0.0
2019-07-28,114.72,114.72,114.72,0.0,0.0,115.0,115.0,115.0,0.0,0.0,112.32,112.32,112.32,0.0,0.0,113.1,113.1,113.1,0.0,0.0
2019-08-04,116.44,116.44,116.44,0.0,0.0,116.77,116.77,116.77,0.0,0.0,115.3,115.3,115.3,0.0,0.0,115.62,115.62,115.62,0.0,0.0
2019-08-11,117.78,117.78,117.78,0.0,0.0,117.94,117.94,117.94,0.0,0.0,117.43,117.43,117.43,0.0,0.0,117.64,117.64,117.64,0.0,0.0
2019-08-18,115.96,115.96,115.96,0.0,0.0,116.33,116.33,116.33,0.0,0.0,115.28,115.28,115.28,0.0,0.0,116.3,116.3,116.3,0.0,0.0
2019-08-25,119.04,119.04,119.04,0.0,0.0,119.23,119.23,119.23,0.0,0.0,118.07,118.07,118.07,0.0,0.0,118.42,118.42,118.42,0.0,0.0
2019-09-01,120.93,120.93,120.93,0.0,0.0,120.94,120.94,120.94,0.0,0.0,119.65,119.65,119.65,0.0,0.0,119.98,119.98,119.98,0.0,0.0
2019-09-08,120.22,120.22,120.22,0.0,0.0,120.36,120.36,120.36,0.0,0.0,119.7,119.7,119.7,0.0,0.0,119.8,119.8,119.8,0.0,0.0
2019-09-15,119.39,119.39,119.39,0.0,0.0,120.12,120.12,120.12,0.0,0.0,119.32,119.32,119.32,0.0,0.0,119.84,119.84,119.84,0.0,0.0
2019-09-22,119.12,119.12,119.12,0.0,0.0,119.87,119.87,119.87,0.0,0.0,119.12,119.12,119.12,0.0,0.0,119.58,119.58,119.58,0.0,0.0
2019-09-29,118.21,118.21,118.21,0.0,0.0,118.57,118.57,118.57,0.0,0.0,117.74,117.74,117.74,0.0,0.0,117.82,117.82,117.82,0.0,0.0
2019-10-06,118.86,118.86,118.86,0.0,0.0,119.07,119.07,119.07,0.0,0.0,118.6,118.6,118.6,0.0,0.0,118.67,118.67,118.67,0.0,0.0
2019-10-13,119.77,119.77,119.77,0.0,0.0,119.8,119.8,119.8,0.0,0.0,119.37,119.37,119.37,0.0,0.0,119.63,119.63,119.63,0.0,0.0
2019-10-20,119.82,119.82,119.82,0.0,0.0,120.1,120.1,120.1,0.0,0.0,119.5,119.5,119.5,0.0,0.0,119.56,119.56,119.56,0.0,0.0
2019-10-27,120.8,120.8,120.8,0.0,0.0,120.88,120.88,120.88,0.0,0.0,119.63,119.63,119.63,0.0,0.0,119.89,119.89,119.89,0.0,0.0
2019-11-03,120.29,120.29,120.29,0.0,0.0,120.57,120.57,120.57,0.0,0.0,120.11,120.11,120.11,0.0,0.0,120.41,120.41,120.41,0.0,0.0
2019-11-10,121.67,121.67,121.67,0.0,0.0,121.94,121.94,121.94,0.0,0.0,121.59,121.59,121.59,0.0,0.0,121.75,121.75,121.75,0.0,0.0
2019-11-17,121.69,121.69,121.69,0.0,0.0,121.89,121.89,121.89,0.0,0.0,121.54,121.54,121.54,0.0,0.0,121.78,121.78,121.78,0.0,0.0
2019-11-24,122.64,122.64,122.64,0.0,0.0,122.68,122.68,122.68,0.0,0.0,121.39,121.39,121.39,0.0,0.0,121.51,121.51,121.51,0.0,0.0
2019-12-01,122.6,122.6,122.6,0.0,0.0,122.81,122.81,122.81,0.0,0.0,122.39,122.39,122.39,0.0,0.0,122.46,122.46,122.46,0.0,0.0
2019-12-08,124.32,124.32,124.32,0.0,0.0,124.5,124.5,124.5,0.0,0.0,124.17,124.17,124.17,0.0,0.0,124.22,124.22,124.22,0.0,0.0
2019-12-15,124.82,124.82,124.82,0.0,0.0,124.82,124.82,124.82,0.0,0.0,124.37,124.37,124.37,0.0,0.0,124.44,124.44,124.44,0.0,0.0
2019-12-22,125.12,125.12,125.12,0.0,0.0,125.13,125.13,125.13,0.0,0.0,124.32,124.32,124.32,0.0,0.0,124.55,124.55,124.55,0.0,0.0
2019-12-29,124.28,124.28,124.28,0.0,0.0,125.18,125.18,125.18,0.0,0.0,124.25,124.25,124.25,0.0,0.0,124.8,124.8,124.8,0.0,0.0
