Date,Vanguard Total Stock Market_Open_average,Vanguard Total Stock Market_Open_max,Vanguard Total Stock Market_Open_min,Vanguard Total Stock Market_Open_volatility,Vanguard Total Stock Market_Open_change,Vanguard Total Stock Market_High_average,Vanguard Total Stock Market_High_max,Vanguard Total Stock Market_High_min,Vanguard Total Stock Market_High_volatility,Vanguard Total Stock Market_High_change,Vanguard Total Stock Market_Low_average,Vanguard Total Stock Market_Low_max,Vanguard Total Stock Market_Low_min,Vanguard Total Stock Market_Low_volatility,Vanguard Total Stock Market_Low_change,Vanguard Total Stock Market_Close_average,Vanguard Total Stock Market_Close_max,Vanguard Total Stock Market_Close_min,Vanguard Total Stock Market_Close_volatility,Vanguard Total Stock Market_Close_change
2018-10-28,140.93,140.93,140.93,0.0,0.0,141.2,141.2,141.2,0.0,0.0,138.39,138.39,138.39,0.0,0.0,139.56,139.56,139.56,0.0,0.0
2018-11-04,142.91,142.91,142.91,0.0,0.0,142.96,142.96,142.96,0.0,0.0,141.29,141.29,141.29,0.0,0.0,142.17,142.17,142.17,0.0,0.0
2018-11-11,139.07,139.07,139.07,0.0,0.0,140.57,140.57,140.57,0.0,0.0,138.82,138.82,138.82,0.0,0.0,140.08,140.08,140.08,0.0,0.0
2018-11-18,134.92,134.92,134.92,0.0,0.0,135.92,135.92,135.92,0.0,0.0,134.73,134.73,134.73,0.0,0.0,135.13,135.13,135.13,0.0,0.0
2018-11-25,140.24,140.24,140.24,0.0,0.0,141.51,141.51,141.51,0.0,0.0,140.07,140.07,140.07,0.0,0.0,141.35,141.35,141.35,0.0,0.0
2018-12-02,137.94,137.94,137.94,0.0,0.0,138.87,138.87,138.87,0.0,0.0,134.43,134.43,134.43,0.0,0.0,134.9,134.9,134.9,0.0,0.0
2018-12-09,134.26,134.26,134.26,0.0,0.0,134.92,134.92,134.92,0.0,0.0,132.76,132.76,132.76,0.0,0.0,133.12,133.12,133.12,0.0,0.0
2018-12-16,126.51,126.51,126.51,0.0,0.0,127.97,127.97,127.97,0.0,0.0,123.12,123.12,123.12,0.0,0.0,123.49,123.49,123.49,0.0,0.0
2018-12-23,127.5,127.5,127.5,0.0,0.0,128.31,128.31,128.31,0.0,0.0,125.73,125.73,125.73,0.0,0.0,126.43,126.43,126.43,0.0,0.0
2018-12-30,126.48,126.48,126.48,0.0,0.0,129.37,129.37,129.37,0.0,0.0,126.32,126.32,126.32,0.0,0.0,128.9,128.9,128.9,0.0,0.0
2019-01-06,132.13,132.13,132.13,0.0,0.0,132.86,132.86,132.86,0.0,0.0,131.85,131.85,131.85,0.0,0.0,132.84,132.84,132.84,0.0,0.0
2019-01-13,135.89,135.89,135.89,0.0,0.0,136.94,136.94,136.94,0.0,0.0,135.45,135.45,135.45,0.0,0.0,136.65,136.65,136.65,0.0,0.0
2019-01-20,136.23,136.23,136.23,0.0,0.0,136.82,136.82,136.82,0.0,0.0,136.03,136.03,136.03,0.0,0.0,136.47,136.47,136.47,0.0,0.0
2019-01-27,138.7,138.7,138.7,0.0,0.0,139.2,139.2,139.2,0.0,0.0,138.25,138.25,138.25,0.0,0.0,138.73,138.73,138.73,0.0,0.0
2019-02-03,138.14,138.14,138.14,0.0,0.0,138.99,138.99,138.99,0.0,0.0,137.66,137.66,137.66,0.0,0.0,138.97,138.97,138.97,0.0,0.0
2019-02-10,142.16,142.16,142.16,0.0,0.0,142.77,142.77,142.77,0.0,0.0,141.91,141.91,141.91,0.0,0.0,142.74,142.74,142.74,0.0,0.0
2019-02-17,143.2,143.2,143.2,0.0,0.0,143.84,143.84,143.84,0.0,0.0,143.03,143.03,143.03,0.0,0.0,143.77,143.77,143.77,0.0,0.0
2019-02-24,144.38,144.38,144.38,0.0,0.0,144.6,144.6,144.6,0.0,0.0,143.5,143.5,143.5,0.0,0.0,144.42,144.42,144.42,0.0,0.0
2019-03-03,140.13,140.13,140.13,0.0,0.0,141.03,141.03,141.03,0.0,0.0,139.92,139.92,139.92,0.0,0.0,140.99,140.99,140.99,0.0,0.0
2019-03-10,144.62,144.62,144.62,0.0,0.0,145.48,145.48,145.48,0.0,0.0,144.55,144.55,144.55,0.0,0.0,145.01,145.01,145.01,0.0,0.0
2019-03-17,145.84,145.84,145.84,0.0,0.0,146.07,146.07,146.07,0.0,0.0,143.5,143.5,143.5,0.0,0.0,143.56,143.56,143.56,0.0,0.0
2019-03-24,144.61,144.61,144.61,0.0,0.0,144.78,144.78,144.78,0.0,0.0,144.03,144.03,144.03,0.0,0.0,144.71,144.71,144.71,0.0,0.0
2019-03-31,147.39,147.39,147.39,0.0,0.0,147.83,147.83,147.83,0.0,0.0,147.26,147.26,147.26,0.0,0.0,147.78,147.78,147.78,0.0,0.0
2019-04-07,148.55,148.55,148.55,0.0,0.0,148.8,148.8,148.8,0.0,0.0,148.13,148.13,148.13,0.0,0.0,148.68,148.68,148.68,0.0,0.0
2019-04-14,148.4,148.4,148.4,0.0,0.0,148.4,148.4,148.4,0.0,0.0,147.51,147.51,147.51,0.0,0.0,148.27,148.27,148.27,0.0,0.0
2019-04-21,149.41,149.41,149.41,0.0,0.0,150.16,150.16,150.16,0.0,0.0,148.99,148.99,148.99,0.0,0.0,150.16,150.16,150.16,0.0,0.0
2019-04-28,149.8,149.8,149.8,0.0,0.0,150.7,150.7,150.7,0.0,0.0,149.7,149.7,149.7,0.0,0.0,150.63,150.63,150.63,0.0,0.0
2019-05-05,146.33,146.33,146.33,0.0,0.0,147.96,147.96,147.96,0.0,0.0,144.65,144.65,144.65,0.0,0.0,147.53,147.53,147.53,0.0,0.0
2019-05-12,146.06,146.06,146.06,0.0,0.0,147.63,147.63,147.63,0.0,0.0,146.01,146.01,146.01,0.0,0.0,146.24,146.24,146.24,0.0,0.0
2019-05-19,144.96,144.96,144.96,0.0,0.0,145.23,145.23,145.23,0.0,0.0,144.16,144.16,144.16,0.0,0.0,144.58,144.58,144.58,0.0,0.0
2019-05-26,141.11,141.11,141.11,0.0,0.0,141.59,141.59,141.59,0.0,0.0,140.59,140.59,140.59,0.0,0.0,140.69,140.69,140.69,0.0,0.0
2019-06-02,146.06,146.06,146.06,0.0,0.0,147.45,147.45,147.45,0.0,0.0,145.98,145.98,145.98,0.0,0.0,146.79,146.79,146.79,0.0,0.0
2019-06-09,147.8,147.8,147.8,0.0,0.0,147.99,147.99,147.99,0.0,0.0,147.27,147.27,147.27,0.0,0.0,147.63,147.63,147.63,0.0,0.0
2019-06-16,150.4,150.4,150.4,0.0,0.0,150.94,150.94,150.94,0.0,0.0,150.04,150.04,150.04,0.0,0.0,150.7,150.7,150.7,0.0,0.0
2019-06-23,149.51,149.51,149.51,0.0,0.0,150.17,150.17,150.17,0.0,0.0,149.31,149.31,149.31,0.0,0.0,150.09,150.09,150.09,0.0,0.0
2019-06-30,152.01,152.01,152.01,0.0,0.0,152.62,152.62,152.62,0.0,0.0,151.26,151.26,151.26,0.0,0.0,152.55,152.55,152.55,0.0,0.0
2019-07-07,153.1,153.1,153.1,0.0,0.0,153.64,153.64,153.64,0.0,0.0,152.99,152.99,152.99,0.0,0.0,153.61,153.61,153.61,0.0,0.0
2019-07-14,153.21,153.21,153.21,0.0,0.0,153.28,153.28,153.28,0.0,0.0,151.74,151.74,151.74,0.0,0.0,151.8,151.8,151.8,0.0,0.0
2019-07-21,153.65,153.65,153.65,0.0,0.0,154.51,154.51,154.51,0.0,0.0,153.61,153.61,153.61,0.0,0.0,154.41,154.41,154.41,0.0,0.0
2019-07-28,150.3,150.3,150.3,0.0,0.0,150.41,150.41,150.41,0.0,0.0,148.58,148.58,148.58,0.0,0.0,149.58,149.58,149.58,0.0,0.0
2019-08-04,149.56,149.56,149.56,0.0,0.0,149.79,149.79,149.79,0.0,0.0,148.02,148.02,148.02,0.0,0.0,148.92,148.92,148.92,0.0,0.0
2019-08-11,146.08,146.08,146.08,0.0,0.0,147.6,147.6,147.6,0.0,0.0,146.0,146.0,146.0,0.0,0.0,147.34,147.34,147.34,0.0,0.0
2019-08-18,148.41,148.41,148.41,0.0,0.0,149.3,149.3,149.3,0.0,0.0,144.64,144.64,144.64,0.0,0.0,145.31,145.31,145.31,0.0,0.0
2019-08-25,149.88,149.88,149.88,0.0,0.0,149.89,149.89,149.89,0.0,0.0,148.44,148.44,148.44,0.0,0.0,149.04,149.04,149.04,0.0,0.0
2019-09-01,151.81,151.81,151.81,0.0,0.0,152.06,152.06,152.06,0.0,0.0,151.4,151.4,151.4,0.0,0.0,151.68,151.68,151.68,0.0,0.0
2019-09-08,153.87,153.87,153.87,0.0,0.0,154.08,154.08,154.08,0.0,0.0,153.28,153.28,153.28,0.0,0.0,153.47,153.47,153.47,0.0,0.0
2019-09-15,153.0,153.0,153.0,0.0,0.0,153.23,153.23,153.23,0.0,0.0,151.6,151.6,151.6,0.0,0.0,152.04,152.04,152.04,0.0,0.0
2019-09-22,151.64,151.64,151.64,0.0,0.0,151.71,151.71,151.71,0.0,0.0,149.44,149.44,149.44,0.0,0.0,150.3,150.3,150.3,0.0,0.0
2019-09-29,148.36,148.36,148.36,0.0,0.0,149.81,149.81,149.81,0.0,0.0,148.04,148.04,148.04,0.0,0.0,149.73,149.73,149.73,0.0,0.0
2019-10-06,150.51,150.51,150.51,0.0,0.0,151.9,151.9,151.9,0.0,0.0,150.47,150.47,150.47,0.0,0.0,150.63,150.63,150.63,0.0,0.0
2019-10-13,151.94,151.94,151.94,0.0,0.0,152.2,152.2,152.2,0.0,0.0,150.9,150.9,150.9,0.0,0.0,151.58,151.58,151.58,0.0,0.0
2019-10-20,152.49,152.49,152.49,0.0,0.0,153.76,153.76,153.76,0.0,0.0,152.42,152.42,152.42,0.0,0.0,153.45,153.45,153.45,0.0,0.0
2019-10-27,155.0,155.0,155.0,0.0,0.0,155.83,155.83,155.83,0.0,0.0,154.92,154.92,154.92,0.0,0.0,155.83,155.83,155.83,0.0,0.0
2019-11-03,156.56,156.56,156.56,0.0,0.0,157.16,157.16,157.16,0.0,0.0,156.08,156.08,156.08,0.0,0.0,157.16,157.16,157.16,0.0,0.0
2019-11-10,158.15,158.15,158.15,0.0,0.0,158.55,158.55,158.55,0.0,0.0,157.78,157.78,157.78,0.0,0.0,158.55,158.55,158.55,0.0,0.0
2019-11-17,158.31,158.31,158.31,0.0,0.0,158.34,158.34,158.34,0.0,0.0,157.61,157.61,157.61,0.0,0.0,158.14,158.14,158.14,0.0,0.0
2019-11-24,160.46,160.46,160.46,0.0,0.0,160.55,160.55,160.55,0.0,0.0,159.92,159.92,159.92,0.0,0.0,160.02,160.02,160.02,0.0,0.0
2019-12-01,159.98,159.98,159.98,0.0,0.0,160.54,160.54,160.54,0.0,0.0,159.89,159.89,159.89,0.0,0.0,160.29,160.29,160.29,0.0,0.0
2019-12-08,161.25,161.25,161.25,0.0,0.0,162.09,162.09,162.09,0.0,0.0,160.67,160.67,160.67,0.0,0.0,161.33,161.33,161.33,0.0,0.0
2019-12-15,164.0,164.0,164.0,0.0,0.0,164.34,164.34,164.34,0.0,0.0,163.86,163.86,163.86,0.0,0.0,164.19,164.19,164.19,0.0,0.0
2019-12-22,164.61,164.61,164.61,0.0,0.0,164.68,164.68,164.68,0.0,0.0,163.8,163.8,163.8,0.0,0.0,164.08,164.08,164.08,0.0,0.0
2019-12-29,163.29,163.29,163.29,0.0,0.0,164.47,164.47,164.47,0.0,0.0,163.01,163.01,163.01,0.0,0.0,163.93,163.93,163.93,0.0,0.0
