Date,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Open_average,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Open_max,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Open_min,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Open_volatility,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Open_change,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_High_average,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_High_max,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_High_min,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_High_volatility,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_High_change,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Low_average,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Low_max,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Low_min,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Low_volatility,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Low_change,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Close_average,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Close_max,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Close_min,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Close_volatility,VelocityShares 3x Inverse Gold linked to S&P GSCIEtf_Close_change
2018-03-25,41.76,41.76,41.76,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-04-01,40.58,40.58,40.58,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2018-04-08,40.12,40.12,40.12,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-04-15,40.5,40.5,40.5,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2018-04-22,41.93,41.93,41.93,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2018-04-29,43.11,43.11,43.11,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2018-05-06,41.61,41.61,41.61,0.0,0.0,42.24,42.24,42.24,0.0,0.0,41.61,41.61,41.61,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2018-05-13,45.32,45.32,45.32,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2018-05-20,43.63,43.63,43.63,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.61,43.61,43.61,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2018-05-27,44.8,44.8,44.8,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-06-03,44.25,44.25,44.25,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2018-06-10,45.3,45.3,45.3,0.0,0.0,46.7,46.7,46.7,0.0,0.0,45.3,45.3,45.3,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2018-06-17,47.55,47.55,47.55,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2018-06-24,49.76,49.76,49.76,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2018-07-01,49.03,49.03,49.03,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2018-07-08,50.86,50.86,50.86,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2018-07-15,52.58,52.58,52.58,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-07-22,53.27,53.27,53.27,0.0,0.0,53.46,53.46,53.46,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2018-07-29,54.47,54.47,54.47,0.0,0.0,54.8,54.8,54.8,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2018-08-05,55.03,55.03,55.03,0.0,0.0,55.25,55.25,55.25,0.0,0.0,54.39,54.39,54.39,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2018-08-12,59.61,59.61,59.61,0.0,0.0,60.09,60.09,60.09,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2018-08-19,57.17,57.17,57.17,0.0,0.0,57.22,57.22,57.22,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2018-08-26,56.48,56.48,56.48,0.0,0.0,56.91,56.91,56.91,0.0,0.0,55.97,55.97,55.97,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2018-09-02,57.16,57.16,57.16,0.0,0.0,57.63,57.63,57.63,0.0,0.0,56.82,56.82,56.82,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2018-09-09,56.49,56.49,56.49,0.0,0.0,57.71,57.71,57.71,0.0,0.0,56.35,56.35,56.35,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2018-09-16,57.84,57.84,57.84,0.0,0.0,57.89,57.89,57.89,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2018-09-23,59.04,59.04,59.04,0.0,0.0,59.15,59.15,59.15,0.0,0.0,57.73,57.73,57.73,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2018-09-30,56.39,56.39,56.39,0.0,0.0,56.74,56.74,56.74,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2018-10-07,53.6,53.6,53.6,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.42,53.42,53.42,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2018-10-14,52.69,52.69,52.69,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2018-10-21,51.95,51.95,51.95,0.0,0.0,52.47,52.47,52.47,0.0,0.0,50.87,50.87,50.87,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2018-10-28,52.13,52.13,52.13,0.0,0.0,52.41,52.41,52.41,0.0,0.0,51.72,51.72,51.72,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2018-11-04,55.05,55.05,55.05,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2018-11-11,53.21,53.21,53.21,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-11-18,53.32,53.32,53.32,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2018-11-25,53.94,53.94,53.94,0.0,0.0,54.4,54.4,54.4,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2018-12-02,50.88,50.88,50.88,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2018-12-09,52.36,52.36,52.36,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2018-12-16,49.07,49.07,49.07,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-12-23,47.21,47.21,47.21,0.0,0.0,47.24,47.24,47.24,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2018-12-30,46.7,46.7,46.7,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2019-01-06,46.23,46.23,46.23,0.0,0.0,46.32,46.32,46.32,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2019-01-13,46.96,46.96,46.96,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.68,46.68,46.68,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2019-01-20,46.1,46.1,46.1,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2019-01-27,43.01,43.01,43.01,0.0,0.0,43.55,43.55,43.55,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-02-03,43.96,43.96,43.96,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-02-10,43.45,43.45,43.45,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2019-02-17,42.41,42.41,42.41,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2019-02-24,44.63,44.63,44.63,0.0,0.0,46.38,46.38,46.38,0.0,0.0,44.15,44.15,44.15,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2019-03-03,45.5,45.5,45.5,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-03-10,45.1,45.1,45.1,0.0,0.0,45.22,45.22,45.22,0.0,0.0,44.73,44.73,44.73,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2019-03-17,44.17,44.17,44.17,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-03-24,45.58,45.58,45.58,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.53,45.53,45.53,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2019-03-31,46.48,46.48,46.48,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-04-07,46.37,46.37,46.37,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2019-04-14,48.52,48.52,48.52,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2019-04-21,47.32,47.32,47.32,0.0,0.0,47.33,47.33,47.33,0.0,0.0,46.8,46.8,46.8,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2019-04-28,48.19,48.19,48.19,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.58,47.58,47.58,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2019-05-05,47.22,47.22,47.22,0.0,0.0,47.25,47.25,47.25,0.0,0.0,46.86,46.86,46.86,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2019-05-12,47.67,47.67,47.67,0.0,0.0,48.5,48.5,48.5,0.0,0.0,47.67,47.67,47.67,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2019-05-19,47.57,47.57,47.57,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-05-26,45.98,45.98,45.98,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2019-06-02,41.44,41.44,41.44,0.0,0.0,41.87,41.87,41.87,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2019-06-09,41.04,41.04,41.04,0.0,0.0,42.0,42.0,42.0,0.0,0.0,40.67,40.67,40.67,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-06-16,36.66,36.66,36.66,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-06-23,35.63,35.63,35.63,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-06-30,36.82,36.82,36.82,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2019-07-07,35.63,35.63,35.63,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-07-14,33.68,33.68,33.68,0.0,0.0,34.8,34.8,34.8,0.0,0.0,33.27,33.27,33.27,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-07-21,34.66,34.66,34.66,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.65,34.65,34.65,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-07-28,33.79,33.79,33.79,0.0,0.0,33.8,33.8,33.8,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-08-04,29.74,29.74,29.74,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-08-11,28.8,28.8,28.8,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-08-18,29.31,29.31,29.31,0.0,0.0,29.42,29.42,29.42,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-08-25,28.08,28.08,28.08,0.0,0.0,28.55,28.55,28.55,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-09-01,28.09,28.09,28.09,0.0,0.0,29.16,29.16,29.16,0.0,0.0,27.86,27.86,27.86,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-09-08,29.26,29.26,29.26,0.0,0.0,30.29,30.29,30.29,0.0,0.0,29.09,29.09,29.09,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2019-09-15,29.34,29.34,29.34,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-09-22,30.02,30.02,30.02,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-09-29,29.28,29.28,29.28,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.74,28.74,28.74,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2019-10-06,30.24,30.24,30.24,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2019-10-13,29.91,29.91,29.91,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-10-20,28.48,28.48,28.48,0.0,0.0,29.36,29.36,29.36,0.0,0.0,28.48,28.48,28.48,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-10-27,28.84,28.84,28.84,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-11-03,31.76,31.76,31.76,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-11-10,31.5,31.5,31.5,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-11-17,31.27,31.27,31.27,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-11-24,32.2,32.2,32.2,0.0,0.0,32.24,32.24,32.24,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-12-01,31.75,31.75,31.75,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-12-08,31.24,31.24,31.24,0.0,0.0,31.59,31.59,31.59,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-12-15,30.7,30.7,30.7,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-12-22,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-12-29,26.84,26.84,26.84,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.79,26.79,26.79,0.0,0.0
