Date,Wisdom Tree International Dividend Ex-Financials_etf_Open_average,Wisdom Tree International Dividend Ex-Financials_etf_Open_max,Wisdom Tree International Dividend Ex-Financials_etf_Open_min,Wisdom Tree International Dividend Ex-Financials_etf_Open_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Open_change,Wisdom Tree International Dividend Ex-Financials_etf_High_average,Wisdom Tree International Dividend Ex-Financials_etf_High_max,Wisdom Tree International Dividend Ex-Financials_etf_High_min,Wisdom Tree International Dividend Ex-Financials_etf_High_volatility,Wisdom Tree International Dividend Ex-Financials_etf_High_change,Wisdom Tree International Dividend Ex-Financials_etf_Low_average,Wisdom Tree International Dividend Ex-Financials_etf_Low_max,Wisdom Tree International Dividend Ex-Financials_etf_Low_min,Wisdom Tree International Dividend Ex-Financials_etf_Low_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Low_change,Wisdom Tree International Dividend Ex-Financials_etf_Close_average,Wisdom Tree International Dividend Ex-Financials_etf_Close_max,Wisdom Tree International Dividend Ex-Financials_etf_Close_min,Wisdom Tree International Dividend Ex-Financials_etf_Close_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Close_change
2019-08-11,38.76,38.76,38.76,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-08-18,38.95,38.95,38.95,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-08-25,39.78,39.78,39.78,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-09-01,40.45,40.45,40.45,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-09-08,41.33,41.33,41.33,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2019-09-15,41.41,41.41,41.41,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2019-09-22,40.42,40.42,40.42,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-09-29,39.46,39.46,39.46,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-10-06,40.72,40.72,40.72,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2019-10-13,41.12,41.12,41.12,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-10-20,41.61,41.61,41.61,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2019-10-27,41.98,41.98,41.98,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-11-03,42.03,42.03,42.03,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2019-11-10,41.96,41.96,41.96,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2019-11-17,41.79,41.79,41.79,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2019-11-24,41.83,41.83,41.83,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2019-12-01,42.07,42.07,42.07,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-12-08,42.75,42.75,42.75,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2019-12-15,43.05,43.05,43.05,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2019-12-22,42.98,42.98,42.98,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2019-12-29,42.63,42.63,42.63,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.53,42.53,42.53,0.0,0.0
