Date,First Trust China AlphaDEX_etf_Open_average,First Trust China AlphaDEX_etf_Open_max,First Trust China AlphaDEX_etf_Open_min,First Trust China AlphaDEX_etf_Open_volatility,First Trust China AlphaDEX_etf_Open_change,First Trust China AlphaDEX_etf_High_average,First Trust China AlphaDEX_etf_High_max,First Trust China AlphaDEX_etf_High_min,First Trust China AlphaDEX_etf_High_volatility,First Trust China AlphaDEX_etf_High_change,First Trust China AlphaDEX_etf_Low_average,First Trust China AlphaDEX_etf_Low_max,First Trust China AlphaDEX_etf_Low_min,First Trust China AlphaDEX_etf_Low_volatility,First Trust China AlphaDEX_etf_Low_change,First Trust China AlphaDEX_etf_Close_average,First Trust China AlphaDEX_etf_Close_max,First Trust China AlphaDEX_etf_Close_min,First Trust China AlphaDEX_etf_Close_volatility,First Trust China AlphaDEX_etf_Close_change
2019-03-17,27.2,27.2,27.2,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2019-03-24,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-03-31,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-04-07,28.71,28.71,28.71,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-04-14,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-04-21,27.6,27.6,27.6,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-04-28,27.47,27.47,27.47,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2019-05-05,25.64,25.64,25.64,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2019-05-12,25.04,25.04,25.04,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-05-19,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-05-26,25.06,25.06,25.06,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-06-02,25.33,25.33,25.33,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-06-09,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-06-16,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-06-23,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-06-30,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-07-07,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-07-14,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-07-21,25.76,25.76,25.76,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-07-28,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-08-04,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2019-08-11,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-08-18,23.55,23.55,23.55,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2019-08-25,24.0,24.0,24.0,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-09-01,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-09-08,25.58,25.58,25.58,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-09-15,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-09-22,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-09-29,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2019-10-06,24.92,24.92,24.92,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-10-13,25.12,25.12,25.12,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-10-20,25.12,25.12,25.12,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-10-27,25.52,25.52,25.52,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-11-03,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-11-10,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-11-17,25.3,25.3,25.3,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-11-24,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-12-01,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-12-08,25.74,25.74,25.74,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-12-15,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-12-22,26.56,26.56,26.56,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-12-29,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
