Date,iShares Edge MSCI Multifactor USA Small-Cap_Open_average,iShares Edge MSCI Multifactor USA Small-Cap_Open_max,iShares Edge MSCI Multifactor USA Small-Cap_Open_min,iShares Edge MSCI Multifactor USA Small-Cap_Open_volatility,iShares Edge MSCI Multifactor USA Small-Cap_Open_change,iShares Edge MSCI Multifactor USA Small-Cap_High_average,iShares Edge MSCI Multifactor USA Small-Cap_High_max,iShares Edge MSCI Multifactor USA Small-Cap_High_min,iShares Edge MSCI Multifactor USA Small-Cap_High_volatility,iShares Edge MSCI Multifactor USA Small-Cap_High_change,iShares Edge MSCI Multifactor USA Small-Cap_Low_average,iShares Edge MSCI Multifactor USA Small-Cap_Low_max,iShares Edge MSCI Multifactor USA Small-Cap_Low_min,iShares Edge MSCI Multifactor USA Small-Cap_Low_volatility,iShares Edge MSCI Multifactor USA Small-Cap_Low_change,iShares Edge MSCI Multifactor USA Small-Cap_Close_average,iShares Edge MSCI Multifactor USA Small-Cap_Close_max,iShares Edge MSCI Multifactor USA Small-Cap_Close_min,iShares Edge MSCI Multifactor USA Small-Cap_Close_volatility,iShares Edge MSCI Multifactor USA Small-Cap_Close_change
2018-06-24,41.74,41.74,41.74,0.0,0.0,42.24,42.24,42.24,0.0,0.0,41.6,41.6,41.6,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2018-07-01,43.28,43.28,43.28,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-07-08,42.93,42.93,42.93,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2018-07-15,43.25,43.25,43.25,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2018-07-22,42.99,42.99,42.99,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2018-07-29,43.61,43.61,43.61,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2018-08-05,43.58,43.58,43.58,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2018-08-12,43.99,43.99,43.99,0.0,0.0,44.23,44.23,44.23,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2018-08-19,44.62,44.62,44.62,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2018-08-26,44.42,44.42,44.42,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2018-09-02,44.42,44.42,44.42,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-09-09,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2018-09-16,43.96,43.96,43.96,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2018-09-23,43.82,43.82,43.82,0.0,0.0,43.82,43.82,43.82,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2018-09-30,41.94,41.94,41.94,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2018-10-07,39.89,39.89,39.89,0.0,0.0,40.29,40.29,40.29,0.0,0.0,39.79,39.79,39.79,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-10-14,40.23,40.23,40.23,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.92,39.92,39.92,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2018-10-21,39.43,39.43,39.43,0.0,0.0,39.79,39.79,39.79,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2018-10-28,40.32,40.32,40.32,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2018-11-04,40.49,40.49,40.49,0.0,0.0,40.49,40.49,40.49,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-11-11,40.06,40.06,40.06,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-11-18,39.61,39.61,39.61,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2018-11-25,40.7,40.7,40.7,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2018-12-02,38.27,38.27,38.27,0.0,0.0,38.32,38.32,38.32,0.0,0.0,37.61,37.61,37.61,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2018-12-09,36.87,36.87,36.87,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2018-12-16,33.9,33.9,33.9,0.0,0.0,34.23,34.23,34.23,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2018-12-23,35.67,35.67,35.67,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-12-30,36.24,36.24,36.24,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-01-06,37.81,37.81,37.81,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-01-13,38.67,38.67,38.67,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-01-20,38.97,38.97,38.97,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2019-01-27,39.57,39.57,39.57,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-02-03,39.63,39.63,39.63,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2019-02-10,40.81,40.81,40.81,0.0,0.0,41.32,41.32,41.32,0.0,0.0,40.81,40.81,40.81,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2019-02-17,41.97,41.97,41.97,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2019-02-24,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-03-03,39.98,39.98,39.98,0.0,0.0,40.56,40.56,40.56,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-03-10,40.71,40.71,40.71,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-03-17,39.4,39.4,39.4,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-03-24,40.33,40.33,40.33,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-03-31,41.02,41.02,41.02,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2019-04-07,41.25,41.25,41.25,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-04-14,40.75,40.75,40.75,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-04-21,41.8,41.8,41.8,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-04-28,41.56,41.56,41.56,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.56,41.56,41.56,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-05-05,40.3,40.3,40.3,0.0,0.0,40.41,40.41,40.41,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-05-12,39.45,39.45,39.45,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2019-05-19,39.08,39.08,39.08,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-05-26,38.1,38.1,38.1,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-06-02,39.76,39.76,39.76,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2019-06-09,39.48,39.48,39.48,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-06-16,39.88,39.88,39.88,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-06-23,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-06-30,40.57,40.57,40.57,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2019-07-07,40.54,40.54,40.54,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2019-07-14,40.28,40.28,40.28,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-07-21,41.02,41.02,41.02,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2019-07-28,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-08-04,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-08-11,39.65,39.65,39.65,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-08-18,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-08-25,39.27,39.27,39.27,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-09-01,39.64,39.64,39.64,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-09-08,40.79,40.79,40.79,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-09-15,40.4,40.4,40.4,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-09-22,39.8,39.8,39.8,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-09-29,39.37,39.37,39.37,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-10-06,39.63,39.63,39.63,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-10-13,40.65,40.65,40.65,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-10-20,41.02,41.02,41.02,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-10-27,41.84,41.84,41.84,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2019-11-03,41.49,41.49,41.49,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2019-11-10,41.76,41.76,41.76,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2019-11-17,41.58,41.58,41.58,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.58,41.58,41.58,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2019-11-24,42.45,42.45,42.45,0.0,0.0,42.45,42.45,42.45,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-12-01,42.6,42.6,42.6,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-12-08,42.56,42.56,42.56,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2019-12-15,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2019-12-22,42.95,42.95,42.95,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2019-12-29,42.39,42.39,42.39,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.76,42.76,42.76,0.0,0.0
