Date,Guggenheim S&P Spin-OffEtf_Open_average,Guggenheim S&P Spin-OffEtf_Open_max,Guggenheim S&P Spin-OffEtf_Open_min,Guggenheim S&P Spin-OffEtf_Open_volatility,Guggenheim S&P Spin-OffEtf_Open_change,Guggenheim S&P Spin-OffEtf_High_average,Guggenheim S&P Spin-OffEtf_High_max,Guggenheim S&P Spin-OffEtf_High_min,Guggenheim S&P Spin-OffEtf_High_volatility,Guggenheim S&P Spin-OffEtf_High_change,Guggenheim S&P Spin-OffEtf_Low_average,Guggenheim S&P Spin-OffEtf_Low_max,Guggenheim S&P Spin-OffEtf_Low_min,Guggenheim S&P Spin-OffEtf_Low_volatility,Guggenheim S&P Spin-OffEtf_Low_change,Guggenheim S&P Spin-OffEtf_Close_average,Guggenheim S&P Spin-OffEtf_Close_max,Guggenheim S&P Spin-OffEtf_Close_min,Guggenheim S&P Spin-OffEtf_Close_volatility,Guggenheim S&P Spin-OffEtf_Close_change
2018-04-22,52.74,52.74,52.74,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.74,52.74,52.74,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2018-04-29,52.56,52.56,52.56,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2018-05-06,54.31,54.31,54.31,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2018-05-13,54.71,54.71,54.71,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2018-05-20,54.17,54.17,54.17,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2018-05-27,54.35,54.35,54.35,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2018-06-03,55.34,55.34,55.34,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.89,55.89,55.89,0.0,0.0
2018-06-10,55.42,55.42,55.42,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2018-06-17,55.39,55.39,55.39,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2018-06-24,54.04,54.04,54.04,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2018-07-01,54.84,54.84,54.84,0.0,0.0,55.27,55.27,55.27,0.0,0.0,54.84,54.84,54.84,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2018-07-08,55.31,55.31,55.31,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2018-07-15,55.06,55.06,55.06,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-07-22,54.7,54.7,54.7,0.0,0.0,54.7,54.7,54.7,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2018-07-29,54.26,54.26,54.26,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-08-05,54.41,54.41,54.41,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2018-08-12,53.96,53.96,53.96,0.0,0.0,54.36,54.36,54.36,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2018-08-19,54.7,54.7,54.7,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2018-08-26,55.51,55.51,55.51,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2018-09-02,54.98,54.98,54.98,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.86,54.86,54.86,0.0,0.0
2018-09-09,55.37,55.37,55.37,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2018-09-16,56.5,56.5,56.5,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.49,56.49,56.49,0.0,0.0
2018-09-23,55.01,55.01,55.01,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2018-09-30,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.59,53.59,53.59,0.0,0.0
2018-10-07,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2018-10-14,51.75,51.75,51.75,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2018-10-21,49.03,49.03,49.03,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2018-10-28,50.61,50.61,50.61,0.0,0.0,50.75,50.75,50.75,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-11-04,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2018-11-11,48.2,48.2,48.2,0.0,0.0,48.45,48.45,48.45,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2018-11-18,47.18,47.18,47.18,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2018-11-25,47.8,47.8,47.8,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.8,47.8,47.8,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2018-12-02,47.04,47.04,47.04,0.0,0.0,47.04,47.04,47.04,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2018-12-09,44.68,44.68,44.68,0.0,0.0,45.39,45.39,45.39,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2018-12-16,42.41,42.41,42.41,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2018-12-23,42.25,42.25,42.25,0.0,0.0,42.66,42.66,42.66,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2018-12-30,42.39,42.39,42.39,0.0,0.0,43.93,43.93,43.93,0.0,0.0,42.39,42.39,42.39,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-01-06,45.37,45.37,45.37,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2019-01-13,46.41,46.41,46.41,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2019-01-20,47.04,47.04,47.04,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2019-01-27,48.45,48.45,48.45,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2019-02-03,48.55,48.55,48.55,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2019-02-10,50.18,50.18,50.18,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2019-02-17,50.99,50.99,50.99,0.0,0.0,51.58,51.58,51.58,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2019-02-24,51.69,51.69,51.69,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-03-03,49.55,49.55,49.55,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-03-10,50.5,50.5,50.5,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-03-17,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-03-24,50.2,50.2,50.2,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-03-31,51.93,51.93,51.93,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2019-04-07,52.6,52.6,52.6,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2019-04-14,52.25,52.25,52.25,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-04-21,51.92,51.92,51.92,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.82,51.82,51.82,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2019-04-28,51.24,51.24,51.24,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.24,51.24,51.24,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2019-05-05,49.77,49.77,49.77,0.0,0.0,50.42,50.42,50.42,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-05-12,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2019-05-19,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-05-26,47.15,47.15,47.15,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2019-06-02,48.59,48.59,48.59,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2019-06-09,48.83,48.83,48.83,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-06-16,49.28,49.28,49.28,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-06-23,49.55,49.55,49.55,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-06-30,49.84,49.84,49.84,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.73,49.73,49.73,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-07-07,49.63,49.63,49.63,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-07-14,49.61,49.61,49.61,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-07-21,49.37,49.37,49.37,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-07-28,47.79,47.79,47.79,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-08-04,47.22,47.22,47.22,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2019-08-11,44.02,44.02,44.02,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.02,44.02,44.02,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2019-08-18,44.9,44.9,44.9,0.0,0.0,44.99,44.99,44.99,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2019-08-25,45.08,45.08,45.08,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-09-01,45.59,45.59,45.59,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2019-09-08,47.85,47.85,47.85,0.0,0.0,48.39,48.39,48.39,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-09-15,47.3,47.3,47.3,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.95,46.95,46.95,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-09-22,46.52,46.52,46.52,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-09-29,44.91,44.91,44.91,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.86,44.86,44.86,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-10-06,44.69,44.69,44.69,0.0,0.0,45.83,45.83,45.83,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-10-13,46.35,46.35,46.35,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-10-20,46.44,46.44,46.44,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2019-10-27,47.38,47.38,47.38,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-11-03,48.74,48.74,48.74,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2019-11-10,48.2,48.2,48.2,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2019-11-17,47.92,47.92,47.92,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2019-11-24,49.1,49.1,49.1,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2019-12-01,48.41,48.41,48.41,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.41,48.41,48.41,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-12-08,49.87,49.87,49.87,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-12-15,50.46,50.46,50.46,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-12-22,50.77,50.77,50.77,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-12-29,50.19,50.19,50.19,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.57,50.57,50.57,0.0,0.0
