Date,SPDR S&P Health Care Services_etf_Open_average,SPDR S&P Health Care Services_etf_Open_max,SPDR S&P Health Care Services_etf_Open_min,SPDR S&P Health Care Services_etf_Open_volatility,SPDR S&P Health Care Services_etf_Open_change,SPDR S&P Health Care Services_etf_High_average,SPDR S&P Health Care Services_etf_High_max,SPDR S&P Health Care Services_etf_High_min,SPDR S&P Health Care Services_etf_High_volatility,SPDR S&P Health Care Services_etf_High_change,SPDR S&P Health Care Services_etf_Low_average,SPDR S&P Health Care Services_etf_Low_max,SPDR S&P Health Care Services_etf_Low_min,SPDR S&P Health Care Services_etf_Low_volatility,SPDR S&P Health Care Services_etf_Low_change,SPDR S&P Health Care Services_etf_Close_average,SPDR S&P Health Care Services_etf_Close_max,SPDR S&P Health Care Services_etf_Close_min,SPDR S&P Health Care Services_etf_Close_volatility,SPDR S&P Health Care Services_etf_Close_change
2018-07-08,71.92,71.92,71.92,0.0,0.0,72.2,72.2,72.2,0.0,0.0,71.92,71.92,71.92,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2018-07-15,71.13,71.13,71.13,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2018-07-22,72.99,72.99,72.99,0.0,0.0,72.99,72.99,72.99,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.58,71.58,71.58,0.0,0.0
2018-07-29,72.83,72.83,72.83,0.0,0.0,73.07,73.07,73.07,0.0,0.0,72.52,72.52,72.52,0.0,0.0,73.05,73.05,73.05,0.0,0.0
2018-08-05,72.15,72.15,72.15,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.15,72.15,72.15,0.0,0.0,72.37,72.37,72.37,0.0,0.0
2018-08-12,73.85,73.85,73.85,0.0,0.0,74.37,74.37,74.37,0.0,0.0,73.63,73.63,73.63,0.0,0.0,74.24,74.24,74.24,0.0,0.0
2018-08-19,75.3,75.3,75.3,0.0,0.0,75.3,75.3,75.3,0.0,0.0,75.3,75.3,75.3,0.0,0.0,75.3,75.3,75.3,0.0,0.0
2018-08-26,75.54,75.54,75.54,0.0,0.0,76.11,76.11,76.11,0.0,0.0,75.54,75.54,75.54,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2018-09-02,76.19,76.19,76.19,0.0,0.0,76.34,76.34,76.34,0.0,0.0,75.91,75.91,75.91,0.0,0.0,75.91,75.91,75.91,0.0,0.0
2018-09-09,75.68,75.68,75.68,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.61,75.61,75.61,0.0,0.0
2018-09-16,75.69,75.69,75.69,0.0,0.0,76.18,76.18,76.18,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.82,75.82,75.82,0.0,0.0
2018-09-23,76.0,76.0,76.0,0.0,0.0,76.82,76.82,76.82,0.0,0.0,75.88,75.88,75.88,0.0,0.0,76.74,76.74,76.74,0.0,0.0
2018-09-30,74.77,74.77,74.77,0.0,0.0,75.28,75.28,75.28,0.0,0.0,74.3,74.3,74.3,0.0,0.0,74.84,74.84,74.84,0.0,0.0
2018-10-07,73.01,73.01,73.01,0.0,0.0,73.01,73.01,73.01,0.0,0.0,71.59,71.59,71.59,0.0,0.0,72.1,72.1,72.1,0.0,0.0
2018-10-14,74.08,74.08,74.08,0.0,0.0,74.82,74.82,74.82,0.0,0.0,73.16,73.16,73.16,0.0,0.0,74.06,74.06,74.06,0.0,0.0
2018-10-21,70.58,70.58,70.58,0.0,0.0,70.71,70.71,70.71,0.0,0.0,69.11,69.11,69.11,0.0,0.0,70.01,70.01,70.01,0.0,0.0
2018-10-28,73.97,73.97,73.97,0.0,0.0,73.97,73.97,73.97,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2018-11-04,75.78,75.78,75.78,0.0,0.0,75.83,75.83,75.83,0.0,0.0,74.65,74.65,74.65,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2018-11-11,72.77,72.77,72.77,0.0,0.0,73.04,73.04,73.04,0.0,0.0,72.16,72.16,72.16,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2018-11-18,70.77,70.77,70.77,0.0,0.0,71.44,71.44,71.44,0.0,0.0,70.22,70.22,70.22,0.0,0.0,71.22,71.22,71.22,0.0,0.0
2018-11-25,75.38,75.38,75.38,0.0,0.0,75.54,75.54,75.54,0.0,0.0,74.67,74.67,74.67,0.0,0.0,75.21,75.21,75.21,0.0,0.0
2018-12-02,73.07,73.07,73.07,0.0,0.0,73.07,73.07,73.07,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.39,71.39,71.39,0.0,0.0
2018-12-09,69.71,69.71,69.71,0.0,0.0,69.71,69.71,69.71,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2018-12-16,61.84,61.84,61.84,0.0,0.0,62.7,62.7,62.7,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2018-12-23,62.87,62.87,62.87,0.0,0.0,63.22,63.22,63.22,0.0,0.0,61.87,61.87,61.87,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2018-12-30,62.14,62.14,62.14,0.0,0.0,63.13,63.13,63.13,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2019-01-06,65.51,65.51,65.51,0.0,0.0,66.11,66.11,66.11,0.0,0.0,65.48,65.48,65.48,0.0,0.0,66.11,66.11,66.11,0.0,0.0
2019-01-13,68.44,68.44,68.44,0.0,0.0,68.44,68.44,68.44,0.0,0.0,67.94,67.94,67.94,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2019-01-20,68.22,68.22,68.22,0.0,0.0,68.95,68.95,68.95,0.0,0.0,68.22,68.22,68.22,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2019-01-27,69.5,69.5,69.5,0.0,0.0,69.52,69.52,69.52,0.0,0.0,68.42,68.42,68.42,0.0,0.0,69.52,69.52,69.52,0.0,0.0
2019-02-03,70.12,70.12,70.12,0.0,0.0,70.12,70.12,70.12,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.91,68.91,68.91,0.0,0.0
2019-02-10,71.37,71.37,71.37,0.0,0.0,71.57,71.57,71.57,0.0,0.0,70.65,70.65,70.65,0.0,0.0,71.56,71.56,71.56,0.0,0.0
2019-02-17,70.52,70.52,70.52,0.0,0.0,70.52,70.52,70.52,0.0,0.0,69.83,69.83,69.83,0.0,0.0,69.97,69.97,69.97,0.0,0.0
2019-02-24,68.82,68.82,68.82,0.0,0.0,69.51,69.51,69.51,0.0,0.0,68.76,68.76,68.76,0.0,0.0,69.03,69.03,69.03,0.0,0.0
2019-03-03,63.55,63.55,63.55,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2019-03-10,66.85,66.85,66.85,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-03-17,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2019-03-24,64.33,64.33,64.33,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2019-03-31,64.94,64.94,64.94,0.0,0.0,66.11,66.11,66.11,0.0,0.0,64.94,64.94,64.94,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2019-04-07,64.68,64.68,64.68,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2019-04-14,60.2,60.2,60.2,0.0,0.0,61.11,61.11,61.11,0.0,0.0,59.85,59.85,59.85,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-04-21,63.37,63.37,63.37,0.0,0.0,64.72,64.72,64.72,0.0,0.0,63.37,63.37,63.37,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2019-04-28,64.0,64.0,64.0,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2019-05-05,65.0,65.0,65.0,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.45,64.45,64.45,0.0,0.0,65.33,65.33,65.33,0.0,0.0
2019-05-12,63.59,63.59,63.59,0.0,0.0,64.34,64.34,64.34,0.0,0.0,63.59,63.59,63.59,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2019-05-19,63.6,63.6,63.6,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2019-05-26,61.99,61.99,61.99,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.42,61.42,61.42,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2019-06-02,64.09,64.09,64.09,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.09,64.09,64.09,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2019-06-09,65.13,65.13,65.13,0.0,0.0,65.13,65.13,65.13,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.79,64.79,64.79,0.0,0.0
2019-06-16,65.43,65.43,65.43,0.0,0.0,66.08,66.08,66.08,0.0,0.0,65.27,65.27,65.27,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2019-06-23,65.85,65.85,65.85,0.0,0.0,66.59,66.59,66.59,0.0,0.0,65.85,65.85,65.85,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2019-06-30,66.76,66.76,66.76,0.0,0.0,67.43,67.43,67.43,0.0,0.0,66.72,66.72,66.72,0.0,0.0,67.43,67.43,67.43,0.0,0.0
2019-07-07,67.47,67.47,67.47,0.0,0.0,68.41,68.41,68.41,0.0,0.0,67.47,67.47,67.47,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2019-07-14,67.48,67.48,67.48,0.0,0.0,67.57,67.57,67.57,0.0,0.0,67.19,67.19,67.19,0.0,0.0,67.19,67.19,67.19,0.0,0.0
2019-07-21,67.39,67.39,67.39,0.0,0.0,68.31,68.31,68.31,0.0,0.0,67.39,67.39,67.39,0.0,0.0,68.26,68.26,68.26,0.0,0.0
2019-07-28,66.09,66.09,66.09,0.0,0.0,66.58,66.58,66.58,0.0,0.0,65.96,65.96,65.96,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2019-08-04,67.29,67.29,67.29,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.1,67.1,67.1,0.0,0.0,67.28,67.28,67.28,0.0,0.0
2019-08-11,65.79,65.79,65.79,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.78,65.78,65.78,0.0,0.0
2019-08-18,65.21,65.21,65.21,0.0,0.0,65.25,65.25,65.25,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2019-08-25,63.83,63.83,63.83,0.0,0.0,64.21,64.21,64.21,0.0,0.0,63.83,63.83,63.83,0.0,0.0,64.06,64.06,64.06,0.0,0.0
2019-09-01,63.7,63.7,63.7,0.0,0.0,64.22,64.22,64.22,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2019-09-08,65.86,65.86,65.86,0.0,0.0,66.25,66.25,66.25,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-09-15,65.38,65.38,65.38,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.31,65.31,65.31,0.0,0.0
2019-09-22,62.34,62.34,62.34,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.66,61.66,61.66,0.0,0.0
2019-09-29,60.79,60.79,60.79,0.0,0.0,61.48,61.48,61.48,0.0,0.0,60.79,60.79,60.79,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2019-10-06,61.52,61.52,61.52,0.0,0.0,62.57,62.57,62.57,0.0,0.0,61.52,61.52,61.52,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2019-10-13,64.35,64.35,64.35,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.7,64.7,64.7,0.0,0.0
2019-10-20,63.72,63.72,63.72,0.0,0.0,64.65,64.65,64.65,0.0,0.0,63.72,63.72,63.72,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2019-10-27,65.3,65.3,65.3,0.0,0.0,67.09,67.09,67.09,0.0,0.0,65.3,65.3,65.3,0.0,0.0,66.42,66.42,66.42,0.0,0.0
2019-11-03,68.58,68.58,68.58,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.77,68.77,68.77,0.0,0.0
2019-11-10,69.84,69.84,69.84,0.0,0.0,70.95,70.95,70.95,0.0,0.0,69.84,69.84,69.84,0.0,0.0,70.95,70.95,70.95,0.0,0.0
2019-11-17,72.14,72.14,72.14,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.86,71.86,71.86,0.0,0.0,71.94,71.94,71.94,0.0,0.0
2019-11-24,72.45,72.45,72.45,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.36,72.36,72.36,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2019-12-01,73.51,73.51,73.51,0.0,0.0,74.15,74.15,74.15,0.0,0.0,73.51,73.51,73.51,0.0,0.0,73.84,73.84,73.84,0.0,0.0
2019-12-08,73.01,73.01,73.01,0.0,0.0,73.12,73.12,73.12,0.0,0.0,72.21,72.21,72.21,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2019-12-15,73.8,73.8,73.8,0.0,0.0,74.1,74.1,74.1,0.0,0.0,73.8,73.8,73.8,0.0,0.0,74.04,74.04,74.04,0.0,0.0
2019-12-22,72.81,72.81,72.81,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.22,72.22,72.22,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2019-12-29,71.9,71.9,71.9,0.0,0.0,72.08,72.08,72.08,0.0,0.0,71.5,71.5,71.5,0.0,0.0,72.05,72.05,72.05,0.0,0.0
