Date,ProShares UltraShort Gold_Open_average,ProShares UltraShort Gold_Open_max,ProShares UltraShort Gold_Open_min,ProShares UltraShort Gold_Open_volatility,ProShares UltraShort Gold_Open_change,ProShares UltraShort Gold_High_average,ProShares UltraShort Gold_High_max,ProShares UltraShort Gold_High_min,ProShares UltraShort Gold_High_volatility,ProShares UltraShort Gold_High_change,ProShares UltraShort Gold_Low_average,ProShares UltraShort Gold_Low_max,ProShares UltraShort Gold_Low_min,ProShares UltraShort Gold_Low_volatility,ProShares UltraShort Gold_Low_change,ProShares UltraShort Gold_Close_average,ProShares UltraShort Gold_Close_max,ProShares UltraShort Gold_Close_min,ProShares UltraShort Gold_Close_volatility,ProShares UltraShort Gold_Close_change
2018-12-02,77.11,77.11,77.11,0.0,0.0,77.41,77.41,77.41,0.0,0.0,76.8,76.8,76.8,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2018-12-09,77.55,77.55,77.55,0.0,0.0,77.64,77.64,77.64,0.0,0.0,76.91,76.91,76.91,0.0,0.0,76.99,76.99,76.99,0.0,0.0
2018-12-16,74.86,74.86,74.86,0.0,0.0,74.86,74.86,74.86,0.0,0.0,74.25,74.25,74.25,0.0,0.0,74.28,74.28,74.28,0.0,0.0
2018-12-23,73.13,73.13,73.13,0.0,0.0,73.13,73.13,73.13,0.0,0.0,72.76,72.76,72.76,0.0,0.0,72.84,72.84,72.84,0.0,0.0
2018-12-30,71.95,71.95,71.95,0.0,0.0,72.79,72.79,72.79,0.0,0.0,71.88,71.88,71.88,0.0,0.0,72.34,72.34,72.34,0.0,0.0
2019-01-06,71.91,71.91,71.91,0.0,0.0,72.24,72.24,72.24,0.0,0.0,71.91,71.91,71.91,0.0,0.0,72.09,72.09,72.09,0.0,0.0
2019-01-13,73.23,73.23,73.23,0.0,0.0,73.47,73.47,73.47,0.0,0.0,72.92,72.92,72.92,0.0,0.0,73.42,73.42,73.42,0.0,0.0
2019-01-20,71.43,71.43,71.43,0.0,0.0,71.43,71.43,71.43,0.0,0.0,70.84,70.84,70.84,0.0,0.0,70.89,70.89,70.89,0.0,0.0
2019-01-27,70.06,70.06,70.06,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.76,69.76,69.76,0.0,0.0,70.02,70.02,70.02,0.0,0.0
2019-02-03,71.0,71.0,71.0,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.37,70.37,70.37,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2019-02-10,69.49,69.49,69.49,0.0,0.0,69.92,69.92,69.92,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2019-02-17,68.14,68.14,68.14,0.0,0.0,68.75,68.75,68.75,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.59,68.59,68.59,0.0,0.0
2019-02-24,73.07,73.07,73.07,0.0,0.0,73.45,73.45,73.45,0.0,0.0,72.73,72.73,72.73,0.0,0.0,72.99,72.99,72.99,0.0,0.0
2019-03-03,72.18,72.18,72.18,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.17,72.17,72.17,0.0,0.0,72.38,72.38,72.38,0.0,0.0
2019-03-10,71.05,71.05,71.05,0.0,0.0,71.48,71.48,71.48,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2019-03-17,69.67,69.67,69.67,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.26,69.26,69.26,0.0,0.0
2019-03-24,72.17,72.17,72.17,0.0,0.0,73.18,73.18,73.18,0.0,0.0,72.14,72.14,72.14,0.0,0.0,73.18,73.18,73.18,0.0,0.0
2019-03-31,71.5,71.5,71.5,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.5,71.5,71.5,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2019-04-07,73.72,73.72,73.72,0.0,0.0,73.82,73.82,73.82,0.0,0.0,73.04,73.04,73.04,0.0,0.0,73.21,73.21,73.21,0.0,0.0
2019-04-14,74.68,74.68,74.68,0.0,0.0,74.95,74.95,74.95,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.78,74.78,74.78,0.0,0.0
2019-04-21,74.15,74.15,74.15,0.0,0.0,74.38,74.38,74.38,0.0,0.0,74.15,74.15,74.15,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2019-04-28,74.53,74.53,74.53,0.0,0.0,74.56,74.56,74.56,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.23,74.23,74.23,0.0,0.0
2019-05-05,72.16,72.16,72.16,0.0,0.0,72.53,72.53,72.53,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.11,72.11,72.11,0.0,0.0
2019-05-12,74.84,74.84,74.84,0.0,0.0,74.9,74.9,74.9,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.63,74.63,74.63,0.0,0.0
2019-05-19,74.03,74.03,74.03,0.0,0.0,74.31,74.31,74.31,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.87,73.87,73.87,0.0,0.0
2019-05-26,70.53,70.53,70.53,0.0,0.0,70.71,70.71,70.71,0.0,0.0,69.14,69.14,69.14,0.0,0.0,69.35,69.35,69.35,0.0,0.0
2019-06-02,69.07,69.07,69.07,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.15,69.15,69.15,0.0,0.0
2019-06-09,67.68,67.68,67.68,0.0,0.0,68.19,68.19,68.19,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.99,67.99,67.99,0.0,0.0
2019-06-16,61.38,61.38,61.38,0.0,0.0,61.59,61.59,61.59,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-06-23,62.58,62.58,62.58,0.0,0.0,63.5,63.5,63.5,0.0,0.0,62.41,62.41,62.41,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2019-06-30,61.9,61.9,61.9,0.0,0.0,62.73,62.73,62.73,0.0,0.0,61.9,61.9,61.9,0.0,0.0,62.73,62.73,62.73,0.0,0.0
2019-07-07,60.86,60.86,60.86,0.0,0.0,61.35,61.35,61.35,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2019-07-14,59.84,59.84,59.84,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2019-07-21,60.27,60.27,60.27,0.0,0.0,60.75,60.75,60.75,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2019-07-28,57.01,57.01,57.01,0.0,0.0,57.6,57.6,57.6,0.0,0.0,56.37,56.37,56.37,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-08-04,54.01,54.01,54.01,0.0,0.0,54.01,54.01,54.01,0.0,0.0,52.75,52.75,52.75,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2019-08-11,54.32,54.32,54.32,0.0,0.0,54.61,54.61,54.61,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2019-08-18,52.0,52.0,52.0,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.6,51.6,51.6,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-08-25,52.39,52.39,52.39,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-09-01,53.39,53.39,53.39,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.34,53.34,53.34,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2019-09-08,54.04,54.04,54.04,0.0,0.0,54.46,54.46,54.46,0.0,0.0,53.76,53.76,53.76,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2019-09-15,52.86,52.86,52.86,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2019-09-22,55.4,55.4,55.4,0.0,0.0,56.73,56.73,56.73,0.0,0.0,55.1,55.1,55.1,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2019-09-29,54.22,54.22,54.22,0.0,0.0,54.88,54.88,54.88,0.0,0.0,53.82,53.82,53.82,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2019-10-06,54.87,54.87,54.87,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-10-13,54.86,54.86,54.86,0.0,0.0,55.52,55.52,55.52,0.0,0.0,54.71,54.71,54.71,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2019-10-20,54.31,54.31,54.31,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2019-10-27,53.5,53.5,53.5,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-11-03,57.13,57.13,57.13,0.0,0.0,58.12,58.12,58.12,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2019-11-10,56.49,56.49,56.49,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2019-11-17,57.45,57.45,57.45,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2019-11-24,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2019-12-01,57.28,57.28,57.28,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-12-08,55.98,55.98,55.98,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.93,55.93,55.93,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2019-12-15,55.67,55.67,55.67,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-12-22,53.45,53.45,53.45,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2019-12-29,51.13,51.13,51.13,0.0,0.0,51.32,51.32,51.32,0.0,0.0,50.83,50.83,50.83,0.0,0.0,51.08,51.08,51.08,0.0,0.0
