Date,ProShares UltraShort S&P500_Open_average,ProShares UltraShort S&P500_Open_max,ProShares UltraShort S&P500_Open_min,ProShares UltraShort S&P500_Open_volatility,ProShares UltraShort S&P500_Open_change,ProShares UltraShort S&P500_High_average,ProShares UltraShort S&P500_High_max,ProShares UltraShort S&P500_High_min,ProShares UltraShort S&P500_High_volatility,ProShares UltraShort S&P500_High_change,ProShares UltraShort S&P500_Low_average,ProShares UltraShort S&P500_Low_max,ProShares UltraShort S&P500_Low_min,ProShares UltraShort S&P500_Low_volatility,ProShares UltraShort S&P500_Low_change,ProShares UltraShort S&P500_Close_average,ProShares UltraShort S&P500_Close_max,ProShares UltraShort S&P500_Close_min,ProShares UltraShort S&P500_Close_volatility,ProShares UltraShort S&P500_Close_change
2018-03-25,41.27,41.27,41.27,0.0,0.0,43.71,43.71,43.71,0.0,0.0,41.09,41.09,41.09,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2018-04-01,41.5,41.5,41.5,0.0,0.0,41.78,41.78,41.78,0.0,0.0,40.4,40.4,40.4,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2018-04-08,39.78,39.78,39.78,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2018-04-15,39.67,39.67,39.67,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2018-04-22,39.7,39.7,39.7,0.0,0.0,40.54,40.54,40.54,0.0,0.0,39.5,39.5,39.5,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2018-04-29,39.77,39.77,39.77,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-05-06,37.96,37.96,37.96,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.76,37.76,37.76,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-05-13,38.08,38.08,38.08,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2018-05-20,38.31,38.31,38.31,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2018-05-27,37.69,37.69,37.69,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2018-06-03,36.66,36.66,36.66,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2018-06-10,37.13,37.13,37.13,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2018-06-17,37.59,37.59,37.59,0.0,0.0,38.76,38.76,38.76,0.0,0.0,37.55,37.55,37.55,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2018-06-24,38.72,38.72,38.72,0.0,0.0,38.78,38.78,38.78,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2018-07-01,36.76,36.76,36.76,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2018-07-08,35.98,35.98,35.98,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2018-07-15,36.06,36.06,36.06,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-07-22,35.57,35.57,35.57,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-07-29,35.06,35.06,35.06,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-08-05,35.13,35.13,35.13,0.0,0.0,35.54,35.54,35.54,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-08-12,34.6,34.6,34.6,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2018-08-19,33.87,33.87,33.87,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-08-26,33.67,33.67,33.67,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-09-02,33.94,33.94,33.94,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2018-09-09,33.5,33.5,33.5,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-09-16,33.07,33.07,33.07,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2018-09-23,32.77,32.77,32.77,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2018-09-30,33.98,33.98,33.98,0.0,0.0,34.33,34.33,34.33,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2018-10-07,36.73,36.73,36.73,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.33,36.33,36.33,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2018-10-14,36.3,36.3,36.3,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2018-10-21,38.39,38.39,38.39,0.0,0.0,41.06,41.06,41.06,0.0,0.0,37.97,37.97,37.97,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-10-28,37.4,37.4,37.4,0.0,0.0,37.68,37.68,37.68,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2018-11-04,36.1,36.1,36.1,0.0,0.0,37.43,37.43,37.43,0.0,0.0,36.01,36.01,36.01,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2018-11-11,37.17,37.17,37.17,0.0,0.0,38.52,38.52,38.52,0.0,0.0,37.09,37.09,37.09,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-11-18,39.19,39.19,39.19,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2018-11-25,35.19,35.19,35.19,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-12-02,39.79,39.79,39.79,0.0,0.0,41.16,41.16,41.16,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-12-09,40.95,40.95,40.95,0.0,0.0,42.79,42.79,42.79,0.0,0.0,40.56,40.56,40.56,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2018-12-16,47.55,47.55,47.55,0.0,0.0,49.43,49.43,49.43,0.0,0.0,47.07,47.07,47.07,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2018-12-23,43.1,43.1,43.1,0.0,0.0,43.83,43.83,43.83,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2018-12-30,41.84,41.84,41.84,0.0,0.0,42.18,42.18,42.18,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-01-06,40.53,40.53,40.53,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-01-13,38.12,38.12,38.12,0.0,0.0,38.36,38.36,38.36,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2019-01-20,38.56,38.56,38.56,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-01-27,36.69,36.69,36.69,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-02-03,36.41,36.41,36.41,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2019-02-10,35.08,35.08,35.08,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-02-17,34.03,34.03,34.03,0.0,0.0,34.35,34.35,34.35,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-02-24,33.85,33.85,33.85,0.0,0.0,35.02,35.02,35.02,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-03-03,35.47,35.47,35.47,0.0,0.0,35.48,35.48,35.48,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-03-10,33.63,33.63,33.63,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-03-17,34.17,34.17,34.17,0.0,0.0,34.47,34.47,34.47,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-03-24,32.81,32.81,32.81,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-03-31,32.09,32.09,32.09,0.0,0.0,32.24,32.24,32.24,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-04-07,31.63,31.63,31.63,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-04-14,31.92,31.92,31.92,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-04-21,30.99,30.99,30.99,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-04-28,31.93,31.93,31.93,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-05-05,33.49,33.49,33.49,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-05-12,33.1,33.1,33.1,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.79,32.79,32.79,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-05-19,33.2,33.2,33.2,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-05-26,35.28,35.28,35.28,0.0,0.0,35.86,35.86,35.86,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2019-06-02,31.9,31.9,31.9,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.58,31.58,31.58,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-06-09,31.91,31.91,31.91,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-06-16,30.62,30.62,30.62,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-06-23,29.98,29.98,29.98,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2019-06-30,29.96,29.96,29.96,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-07-07,29.18,29.18,29.18,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-07-14,29.87,29.87,29.87,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-07-21,29.08,29.08,29.08,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2019-07-28,31.91,31.91,31.91,0.0,0.0,33.25,33.25,33.25,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-08-04,31.44,31.44,31.44,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-08-11,30.83,30.83,30.83,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-08-18,31.86,31.86,31.86,0.0,0.0,32.24,32.24,32.24,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2019-08-25,30.38,30.38,30.38,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-09-01,29.38,29.38,29.38,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-09-08,29.28,29.28,29.28,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-09-15,29.48,29.48,29.48,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2019-09-22,29.7,29.7,29.7,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-09-29,30.14,30.14,30.14,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2019-10-06,29.65,29.65,29.65,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-10-13,28.96,28.96,28.96,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-10-20,28.31,28.31,28.31,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-10-27,27.42,27.42,27.42,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-11-03,27.53,27.53,27.53,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-11-10,26.82,26.82,26.82,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-11-17,26.77,26.77,26.77,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-11-24,26.33,26.33,26.33,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-12-01,26.36,26.36,26.36,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-12-08,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-12-15,24.98,24.98,24.98,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2019-12-22,24.7,24.7,24.7,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-12-29,24.98,24.98,24.98,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.74,24.74,24.74,0.0,0.0
