Date,SPDR S&P Health Care Equipment_etf_Open_average,SPDR S&P Health Care Equipment_etf_Open_max,SPDR S&P Health Care Equipment_etf_Open_min,SPDR S&P Health Care Equipment_etf_Open_volatility,SPDR S&P Health Care Equipment_etf_Open_change,SPDR S&P Health Care Equipment_etf_High_average,SPDR S&P Health Care Equipment_etf_High_max,SPDR S&P Health Care Equipment_etf_High_min,SPDR S&P Health Care Equipment_etf_High_volatility,SPDR S&P Health Care Equipment_etf_High_change,SPDR S&P Health Care Equipment_etf_Low_average,SPDR S&P Health Care Equipment_etf_Low_max,SPDR S&P Health Care Equipment_etf_Low_min,SPDR S&P Health Care Equipment_etf_Low_volatility,SPDR S&P Health Care Equipment_etf_Low_change,SPDR S&P Health Care Equipment_etf_Close_average,SPDR S&P Health Care Equipment_etf_Close_max,SPDR S&P Health Care Equipment_etf_Close_min,SPDR S&P Health Care Equipment_etf_Close_volatility,SPDR S&P Health Care Equipment_etf_Close_change
2018-05-13,75.59,75.59,75.59,0.0,0.0,76.03,76.03,76.03,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.68,75.68,75.68,0.0,0.0
2018-05-20,76.35,76.35,76.35,0.0,0.0,76.62,76.62,76.62,0.0,0.0,76.08,76.08,76.08,0.0,0.0,76.29,76.29,76.29,0.0,0.0
2018-05-27,77.48,77.48,77.48,0.0,0.0,78.5,78.5,78.5,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.96,77.96,77.96,0.0,0.0
2018-06-03,78.1,78.1,78.1,0.0,0.0,78.86,78.86,78.86,0.0,0.0,78.1,78.1,78.1,0.0,0.0,78.81,78.81,78.81,0.0,0.0
2018-06-10,80.89,80.89,80.89,0.0,0.0,81.15,81.15,81.15,0.0,0.0,80.37,80.37,80.37,0.0,0.0,80.69,80.69,80.69,0.0,0.0
2018-06-17,80.4,80.4,80.4,0.0,0.0,80.78,80.78,80.78,0.0,0.0,80.09,80.09,80.09,0.0,0.0,80.3,80.3,80.3,0.0,0.0
2018-06-24,78.78,78.78,78.78,0.0,0.0,78.86,78.86,78.86,0.0,0.0,78.22,78.22,78.22,0.0,0.0,78.22,78.22,78.22,0.0,0.0
2018-07-01,79.96,79.96,79.96,0.0,0.0,80.83,80.83,80.83,0.0,0.0,79.88,79.88,79.88,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2018-07-08,81.0,81.0,81.0,0.0,0.0,81.0,81.0,81.0,0.0,0.0,80.45,80.45,80.45,0.0,0.0,80.62,80.62,80.62,0.0,0.0
2018-07-15,81.31,81.31,81.31,0.0,0.0,81.71,81.71,81.71,0.0,0.0,81.27,81.27,81.27,0.0,0.0,81.3,81.3,81.3,0.0,0.0
2018-07-22,81.81,81.81,81.81,0.0,0.0,81.81,81.81,81.81,0.0,0.0,79.16,79.16,79.16,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2018-07-29,82.29,82.29,82.29,0.0,0.0,82.7,82.7,82.7,0.0,0.0,81.69,81.69,81.69,0.0,0.0,82.13,82.13,82.13,0.0,0.0
2018-08-05,81.52,81.52,81.52,0.0,0.0,82.07,82.07,82.07,0.0,0.0,81.29,81.29,81.29,0.0,0.0,81.32,81.32,81.32,0.0,0.0
2018-08-12,81.55,81.55,81.55,0.0,0.0,82.05,82.05,82.05,0.0,0.0,81.21,81.21,81.21,0.0,0.0,82.02,82.02,82.02,0.0,0.0
2018-08-19,84.48,84.48,84.48,0.0,0.0,84.64,84.64,84.64,0.0,0.0,84.15,84.15,84.15,0.0,0.0,84.56,84.56,84.56,0.0,0.0
2018-08-26,87.64,87.64,87.64,0.0,0.0,88.31,88.31,88.31,0.0,0.0,87.56,87.56,87.56,0.0,0.0,88.22,88.22,88.22,0.0,0.0
2018-09-02,86.99,86.99,86.99,0.0,0.0,88.01,88.01,88.01,0.0,0.0,86.75,86.75,86.75,0.0,0.0,87.01,87.01,87.01,0.0,0.0
2018-09-09,88.72,88.72,88.72,0.0,0.0,88.98,88.98,88.98,0.0,0.0,88.28,88.28,88.28,0.0,0.0,88.54,88.54,88.54,0.0,0.0
2018-09-16,87.01,87.01,87.01,0.0,0.0,87.48,87.48,87.48,0.0,0.0,86.78,86.78,86.78,0.0,0.0,86.87,86.87,86.87,0.0,0.0
2018-09-23,87.35,87.35,87.35,0.0,0.0,88.28,88.28,88.28,0.0,0.0,87.35,87.35,87.35,0.0,0.0,87.81,87.81,87.81,0.0,0.0
2018-09-30,83.81,83.81,83.81,0.0,0.0,84.01,84.01,84.01,0.0,0.0,81.88,81.88,81.88,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2018-10-07,79.79,79.79,79.79,0.0,0.0,80.79,80.79,80.79,0.0,0.0,78.74,78.74,78.74,0.0,0.0,79.7,79.7,79.7,0.0,0.0
2018-10-14,81.78,81.78,81.78,0.0,0.0,81.79,81.79,81.79,0.0,0.0,79.2,79.2,79.2,0.0,0.0,79.58,79.58,79.58,0.0,0.0
2018-10-21,76.42,76.42,76.42,0.0,0.0,76.88,76.88,76.88,0.0,0.0,74.46,74.46,74.46,0.0,0.0,75.82,75.82,75.82,0.0,0.0
2018-10-28,79.82,79.82,79.82,0.0,0.0,80.3,80.3,80.3,0.0,0.0,78.44,78.44,78.44,0.0,0.0,78.91,78.91,78.91,0.0,0.0
2018-11-04,80.28,80.28,80.28,0.0,0.0,80.59,80.59,80.59,0.0,0.0,78.41,78.41,78.41,0.0,0.0,79.0,79.0,79.0,0.0,0.0
2018-11-11,75.98,75.98,75.98,0.0,0.0,77.59,77.59,77.59,0.0,0.0,75.65,75.65,75.65,0.0,0.0,77.19,77.19,77.19,0.0,0.0
2018-11-18,73.73,73.73,73.73,0.0,0.0,75.2,75.2,75.2,0.0,0.0,73.73,73.73,73.73,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2018-11-25,77.37,77.37,77.37,0.0,0.0,78.14,78.14,78.14,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.93,77.93,77.93,0.0,0.0
2018-12-02,75.77,75.77,75.77,0.0,0.0,75.95,75.95,75.95,0.0,0.0,73.23,73.23,73.23,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2018-12-09,73.57,73.57,73.57,0.0,0.0,73.96,73.96,73.96,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2018-12-16,67.35,67.35,67.35,0.0,0.0,67.56,67.56,67.56,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2018-12-23,68.56,68.56,68.56,0.0,0.0,69.89,69.89,69.89,0.0,0.0,68.07,68.07,68.07,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2018-12-30,67.38,67.38,67.38,0.0,0.0,69.88,69.88,69.88,0.0,0.0,67.26,67.26,67.26,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2019-01-06,72.39,72.39,72.39,0.0,0.0,72.49,72.49,72.49,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.38,72.38,72.38,0.0,0.0
2019-01-13,74.65,74.65,74.65,0.0,0.0,75.0,75.0,75.0,0.0,0.0,73.71,73.71,73.71,0.0,0.0,74.81,74.81,74.81,0.0,0.0
2019-01-20,75.27,75.27,75.27,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.54,75.54,75.54,0.0,0.0
2019-01-27,76.87,76.87,76.87,0.0,0.0,76.87,76.87,76.87,0.0,0.0,75.9,75.9,75.9,0.0,0.0,76.12,76.12,76.12,0.0,0.0
2019-02-03,75.35,75.35,75.35,0.0,0.0,76.2,76.2,76.2,0.0,0.0,75.25,75.25,75.25,0.0,0.0,76.17,76.17,76.17,0.0,0.0
2019-02-10,79.15,79.15,79.15,0.0,0.0,79.79,79.79,79.79,0.0,0.0,79.1,79.1,79.1,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2019-02-17,80.58,80.58,80.58,0.0,0.0,80.7,80.7,80.7,0.0,0.0,80.21,80.21,80.21,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2019-02-24,80.84,80.84,80.84,0.0,0.0,82.18,82.18,82.18,0.0,0.0,80.84,80.84,80.84,0.0,0.0,81.99,81.99,81.99,0.0,0.0
2019-03-03,78.38,78.38,78.38,0.0,0.0,78.7,78.7,78.7,0.0,0.0,77.83,77.83,77.83,0.0,0.0,78.55,78.55,78.55,0.0,0.0
2019-03-10,79.97,79.97,79.97,0.0,0.0,81.02,81.02,81.02,0.0,0.0,79.9,79.9,79.9,0.0,0.0,80.66,80.66,80.66,0.0,0.0
2019-03-17,82.1,82.1,82.1,0.0,0.0,82.35,82.35,82.35,0.0,0.0,79.78,79.78,79.78,0.0,0.0,79.78,79.78,79.78,0.0,0.0
2019-03-24,79.91,79.91,79.91,0.0,0.0,80.48,80.48,80.48,0.0,0.0,79.62,79.62,79.62,0.0,0.0,80.35,80.35,80.35,0.0,0.0
2019-03-31,79.57,79.57,79.57,0.0,0.0,79.88,79.88,79.88,0.0,0.0,79.27,79.27,79.27,0.0,0.0,79.61,79.61,79.61,0.0,0.0
2019-04-07,79.78,79.78,79.78,0.0,0.0,79.78,79.78,79.78,0.0,0.0,78.94,78.94,78.94,0.0,0.0,79.02,79.02,79.02,0.0,0.0
2019-04-14,74.06,74.06,74.06,0.0,0.0,74.78,74.78,74.78,0.0,0.0,72.85,72.85,72.85,0.0,0.0,74.2,74.2,74.2,0.0,0.0
2019-04-21,76.41,76.41,76.41,0.0,0.0,77.54,77.54,77.54,0.0,0.0,76.18,76.18,76.18,0.0,0.0,77.44,77.44,77.44,0.0,0.0
2019-04-28,78.5,78.5,78.5,0.0,0.0,79.73,79.73,79.73,0.0,0.0,78.5,78.5,78.5,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2019-05-05,77.9,77.9,77.9,0.0,0.0,78.06,78.06,78.06,0.0,0.0,76.02,76.02,76.02,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2019-05-12,77.1,77.1,77.1,0.0,0.0,77.76,77.76,77.76,0.0,0.0,76.3,76.3,76.3,0.0,0.0,76.37,76.37,76.37,0.0,0.0
2019-05-19,75.57,75.57,75.57,0.0,0.0,76.13,76.13,76.13,0.0,0.0,75.48,75.48,75.48,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2019-05-26,74.83,74.83,74.83,0.0,0.0,75.11,75.11,75.11,0.0,0.0,73.84,73.84,73.84,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2019-06-02,77.96,77.96,77.96,0.0,0.0,78.41,78.41,78.41,0.0,0.0,77.89,77.89,77.89,0.0,0.0,78.22,78.22,78.22,0.0,0.0
2019-06-09,79.8,79.8,79.8,0.0,0.0,79.83,79.83,79.83,0.0,0.0,79.3,79.3,79.3,0.0,0.0,79.3,79.3,79.3,0.0,0.0
2019-06-16,81.76,81.76,81.76,0.0,0.0,81.76,81.76,81.76,0.0,0.0,80.78,80.78,80.78,0.0,0.0,81.2,81.2,81.2,0.0,0.0
2019-06-23,80.82,80.82,80.82,0.0,0.0,81.9,81.9,81.9,0.0,0.0,80.81,80.81,80.81,0.0,0.0,81.83,81.83,81.83,0.0,0.0
2019-06-30,81.09,81.09,81.09,0.0,0.0,81.73,81.73,81.73,0.0,0.0,80.93,80.93,80.93,0.0,0.0,81.69,81.69,81.69,0.0,0.0
2019-07-07,82.01,82.01,82.01,0.0,0.0,82.06,82.06,82.06,0.0,0.0,81.03,81.03,81.03,0.0,0.0,81.58,81.58,81.58,0.0,0.0
2019-07-14,82.11,82.11,82.11,0.0,0.0,82.39,82.39,82.39,0.0,0.0,81.46,81.46,81.46,0.0,0.0,81.46,81.46,81.46,0.0,0.0
2019-07-21,82.43,82.43,82.43,0.0,0.0,82.59,82.59,82.59,0.0,0.0,82.09,82.09,82.09,0.0,0.0,82.43,82.43,82.43,0.0,0.0
2019-07-28,82.97,82.97,82.97,0.0,0.0,82.97,82.97,82.97,0.0,0.0,81.51,81.51,81.51,0.0,0.0,82.1,82.1,82.1,0.0,0.0
2019-08-04,79.2,79.2,79.2,0.0,0.0,80.6,80.6,80.6,0.0,0.0,79.2,79.2,79.2,0.0,0.0,79.87,79.87,79.87,0.0,0.0
2019-08-11,78.79,78.79,78.79,0.0,0.0,79.73,79.73,79.73,0.0,0.0,78.79,78.79,78.79,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2019-08-18,79.85,79.85,79.85,0.0,0.0,80.29,80.29,80.29,0.0,0.0,77.61,77.61,77.61,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2019-08-25,80.13,80.13,80.13,0.0,0.0,80.13,80.13,80.13,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.64,79.64,79.64,0.0,0.0
2019-09-01,79.0,79.0,79.0,0.0,0.0,79.68,79.68,79.68,0.0,0.0,78.9,78.9,78.9,0.0,0.0,79.0,79.0,79.0,0.0,0.0
2019-09-08,80.49,80.49,80.49,0.0,0.0,80.64,80.64,80.64,0.0,0.0,79.98,79.98,79.98,0.0,0.0,80.16,80.16,80.16,0.0,0.0
2019-09-15,79.89,79.89,79.89,0.0,0.0,80.82,80.82,80.82,0.0,0.0,79.89,79.89,79.89,0.0,0.0,80.75,80.75,80.75,0.0,0.0
2019-09-22,78.94,78.94,78.94,0.0,0.0,78.94,78.94,78.94,0.0,0.0,76.98,76.98,76.98,0.0,0.0,77.27,77.27,77.27,0.0,0.0
2019-09-29,76.15,76.15,76.15,0.0,0.0,76.78,76.78,76.78,0.0,0.0,75.92,75.92,75.92,0.0,0.0,76.51,76.51,76.51,0.0,0.0
2019-10-06,75.71,75.71,75.71,0.0,0.0,76.83,76.83,76.83,0.0,0.0,75.53,75.53,75.53,0.0,0.0,76.13,76.13,76.13,0.0,0.0
2019-10-13,78.17,78.17,78.17,0.0,0.0,78.42,78.42,78.42,0.0,0.0,77.59,77.59,77.59,0.0,0.0,78.21,78.21,78.21,0.0,0.0
2019-10-20,77.25,77.25,77.25,0.0,0.0,78.05,78.05,78.05,0.0,0.0,77.17,77.17,77.17,0.0,0.0,77.49,77.49,77.49,0.0,0.0
2019-10-27,79.32,79.32,79.32,0.0,0.0,80.66,80.66,80.66,0.0,0.0,79.32,79.32,79.32,0.0,0.0,79.97,79.97,79.97,0.0,0.0
2019-11-03,80.91,80.91,80.91,0.0,0.0,81.43,81.43,81.43,0.0,0.0,80.91,80.91,80.91,0.0,0.0,81.38,81.38,81.38,0.0,0.0
2019-11-10,82.2,82.2,82.2,0.0,0.0,83.22,83.22,83.22,0.0,0.0,82.2,82.2,82.2,0.0,0.0,83.22,83.22,83.22,0.0,0.0
2019-11-17,83.57,83.57,83.57,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.12,83.12,83.12,0.0,0.0,83.54,83.54,83.54,0.0,0.0
2019-11-24,85.68,85.68,85.68,0.0,0.0,85.68,85.68,85.68,0.0,0.0,85.27,85.27,85.27,0.0,0.0,85.33,85.33,85.33,0.0,0.0
2019-12-01,85.06,85.06,85.06,0.0,0.0,85.8,85.8,85.8,0.0,0.0,85.06,85.06,85.06,0.0,0.0,85.45,85.45,85.45,0.0,0.0
2019-12-08,84.46,84.46,84.46,0.0,0.0,84.75,84.75,84.75,0.0,0.0,83.9,83.9,83.9,0.0,0.0,84.53,84.53,84.53,0.0,0.0
2019-12-15,85.4,85.4,85.4,0.0,0.0,85.61,85.61,85.61,0.0,0.0,85.15,85.15,85.15,0.0,0.0,85.41,85.41,85.41,0.0,0.0
2019-12-22,86.01,86.01,86.01,0.0,0.0,86.07,86.07,86.07,0.0,0.0,85.55,85.55,85.55,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2019-12-29,84.97,84.97,84.97,0.0,0.0,85.64,85.64,85.64,0.0,0.0,84.5,84.5,84.5,0.0,0.0,85.39,85.39,85.39,0.0,0.0
