Date,iShares MSCI Colombia Capped_Open_average,iShares MSCI Colombia Capped_Open_max,iShares MSCI Colombia Capped_Open_min,iShares MSCI Colombia Capped_Open_volatility,iShares MSCI Colombia Capped_Open_change,iShares MSCI Colombia Capped_High_average,iShares MSCI Colombia Capped_High_max,iShares MSCI Colombia Capped_High_min,iShares MSCI Colombia Capped_High_volatility,iShares MSCI Colombia Capped_High_change,iShares MSCI Colombia Capped_Low_average,iShares MSCI Colombia Capped_Low_max,iShares MSCI Colombia Capped_Low_min,iShares MSCI Colombia Capped_Low_volatility,iShares MSCI Colombia Capped_Low_change,iShares MSCI Colombia Capped_Close_average,iShares MSCI Colombia Capped_Close_max,iShares MSCI Colombia Capped_Close_min,iShares MSCI Colombia Capped_Close_volatility,iShares MSCI Colombia Capped_Close_change
2018-12-09,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2018-12-16,10.64,10.64,10.64,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2018-12-23,11.2,11.2,11.2,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.16,11.16,11.16,0.0,0.0
2018-12-30,11.77,11.77,11.77,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2019-01-06,12.32,12.32,12.32,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2019-01-13,12.68,12.68,12.68,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2019-01-20,12.53,12.53,12.53,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2019-01-27,13.12,13.12,13.12,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.06,13.06,13.06,0.0,0.0,13.12,13.12,13.12,0.0,0.0
2019-02-03,13.18,13.18,13.18,0.0,0.0,13.18,13.18,13.18,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2019-02-10,12.96,12.96,12.96,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.95,12.95,12.95,0.0,0.0
2019-02-17,13.22,13.22,13.22,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.32,13.32,13.32,0.0,0.0
2019-02-24,13.28,13.28,13.28,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2019-03-03,13.01,13.01,13.01,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.12,13.12,13.12,0.0,0.0
2019-03-10,13.74,13.74,13.74,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.96,13.96,13.96,0.0,0.0
2019-03-17,13.67,13.67,13.67,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2019-03-24,13.73,13.73,13.73,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2019-03-31,13.81,13.81,13.81,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.81,13.81,13.81,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2019-04-07,13.78,13.78,13.78,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2019-04-14,13.7,13.7,13.7,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.71,13.71,13.71,0.0,0.0
2019-04-21,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.3,13.3,13.3,0.0,0.0
2019-04-28,12.92,12.92,12.92,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.96,12.96,12.96,0.0,0.0
2019-05-05,12.77,12.77,12.77,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.64,12.64,12.64,0.0,0.0
2019-05-12,12.53,12.53,12.53,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.24,12.24,12.24,0.0,0.0
2019-05-19,12.01,12.01,12.01,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2019-05-26,12.22,12.22,12.22,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2019-06-02,12.75,12.75,12.75,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2019-06-09,12.46,12.46,12.46,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2019-06-16,13.28,13.28,13.28,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2019-06-23,13.38,13.38,13.38,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2019-06-30,13.29,13.29,13.29,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2019-07-07,13.51,13.51,13.51,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2019-07-14,13.62,13.62,13.62,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.57,13.57,13.57,0.0,0.0
2019-07-21,13.19,13.19,13.19,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.27,13.27,13.27,0.0,0.0
2019-07-28,12.25,12.25,12.25,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.12,12.12,12.12,0.0,0.0
2019-08-04,12.45,12.45,12.45,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2019-08-11,12.51,12.51,12.51,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2019-08-18,12.21,12.21,12.21,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2019-08-25,12.32,12.32,12.32,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2019-09-01,12.78,12.78,12.78,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2019-09-08,13.02,13.02,13.02,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2019-09-15,12.89,12.89,12.89,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2019-09-22,12.75,12.75,12.75,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2019-09-29,12.85,12.85,12.85,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2019-10-06,12.9,12.9,12.9,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.87,12.87,12.87,0.0,0.0
2019-10-13,12.77,12.77,12.77,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.8,12.8,12.8,0.0,0.0
2019-10-20,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.31,13.31,13.31,0.0,0.0
2019-10-27,13.74,13.74,13.74,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2019-11-03,13.44,13.44,13.44,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2019-11-10,13.06,13.06,13.06,0.0,0.0,13.06,13.06,13.06,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.05,13.05,13.05,0.0,0.0
2019-11-17,13.01,13.01,13.01,0.0,0.0,13.01,13.01,13.01,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2019-11-24,12.54,12.54,12.54,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2019-12-01,13.12,13.12,13.12,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.08,13.08,13.08,0.0,0.0
2019-12-08,13.33,13.33,13.33,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.41,13.41,13.41,0.0,0.0
2019-12-15,13.59,13.59,13.59,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2019-12-22,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.89,13.89,13.89,0.0,0.0
2019-12-29,13.93,13.93,13.93,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.93,13.93,13.93,0.0,0.0,14.04,14.04,14.04,0.0,0.0
