Date,Shares JPX-Nikkei 400_Open_average,Shares JPX-Nikkei 400_Open_max,Shares JPX-Nikkei 400_Open_min,Shares JPX-Nikkei 400_Open_volatility,Shares JPX-Nikkei 400_Open_change,Shares JPX-Nikkei 400_High_average,Shares JPX-Nikkei 400_High_max,Shares JPX-Nikkei 400_High_min,Shares JPX-Nikkei 400_High_volatility,Shares JPX-Nikkei 400_High_change,Shares JPX-Nikkei 400_Low_average,Shares JPX-Nikkei 400_Low_max,Shares JPX-Nikkei 400_Low_min,Shares JPX-Nikkei 400_Low_volatility,Shares JPX-Nikkei 400_Low_change,Shares JPX-Nikkei 400_Close_average,Shares JPX-Nikkei 400_Close_max,Shares JPX-Nikkei 400_Close_min,Shares JPX-Nikkei 400_Close_volatility,Shares JPX-Nikkei 400_Close_change
2019-03-10,58.5,58.5,58.5,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2019-03-17,58.21,58.21,58.21,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.41,58.41,58.41,0.0,0.0
2019-03-24,59.67,59.67,59.67,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.87,59.87,59.87,0.0,0.0
2019-03-31,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.34,59.34,59.34,0.0,0.0
2019-04-07,59.22,59.22,59.22,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2019-04-14,58.93,58.93,58.93,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.93,58.93,58.93,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2019-04-21,59.44,59.44,59.44,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2019-04-28,58.87,58.87,58.87,0.0,0.0,59.36,59.36,59.36,0.0,0.0,58.87,58.87,58.87,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2019-05-05,56.96,56.96,56.96,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-05-12,57.47,57.47,57.47,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2019-05-19,57.58,57.58,57.58,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-05-26,56.76,56.76,56.76,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2019-06-02,58.59,58.59,58.59,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2019-06-09,57.55,57.55,57.55,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2019-06-16,58.31,58.31,58.31,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.36,58.36,58.36,0.0,0.0
2019-06-23,59.26,59.26,59.26,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-06-30,59.05,59.05,59.05,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-07-07,59.04,59.04,59.04,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-07-14,58.57,58.57,58.57,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2019-07-21,58.54,58.54,58.54,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.52,58.52,58.52,0.0,0.0
2019-07-28,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2019-08-04,57.17,57.17,57.17,0.0,0.0,57.4,57.4,57.4,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2019-08-11,57.29,57.29,57.29,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2019-08-18,57.53,57.53,57.53,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-08-25,57.98,57.98,57.98,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-09-01,59.27,59.27,59.27,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.14,59.14,59.14,0.0,0.0
2019-09-08,60.68,60.68,60.68,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2019-09-15,61.07,61.07,61.07,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2019-09-22,60.71,60.71,60.71,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.66,60.66,60.66,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2019-09-29,60.73,60.73,60.73,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-10-06,61.25,61.25,61.25,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2019-10-13,62.16,62.16,62.16,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2019-10-20,62.49,62.49,62.49,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2019-10-27,64.05,64.05,64.05,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-11-03,63.96,63.96,63.96,0.0,0.0,64.28,64.28,64.28,0.0,0.0,63.93,63.93,63.93,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2019-11-10,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2019-11-17,64.47,64.47,64.47,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.54,64.54,64.54,0.0,0.0
2019-11-24,63.82,63.82,63.82,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.82,63.82,63.82,0.0,0.0
2019-12-01,65.12,65.12,65.12,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2019-12-08,64.83,64.83,64.83,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2019-12-15,64.32,64.32,64.32,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2019-12-22,64.04,64.04,64.04,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.64,63.64,63.64,0.0,0.0
2019-12-29,64.01,64.01,64.01,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.82,63.82,63.82,0.0,0.0
