Date,ProShares Ultra Semiconductors_Open_average,ProShares Ultra Semiconductors_Open_max,ProShares Ultra Semiconductors_Open_min,ProShares Ultra Semiconductors_Open_volatility,ProShares Ultra Semiconductors_Open_change,ProShares Ultra Semiconductors_High_average,ProShares Ultra Semiconductors_High_max,ProShares Ultra Semiconductors_High_min,ProShares Ultra Semiconductors_High_volatility,ProShares Ultra Semiconductors_High_change,ProShares Ultra Semiconductors_Low_average,ProShares Ultra Semiconductors_Low_max,ProShares Ultra Semiconductors_Low_min,ProShares Ultra Semiconductors_Low_volatility,ProShares Ultra Semiconductors_Low_change,ProShares Ultra Semiconductors_Close_average,ProShares Ultra Semiconductors_Close_max,ProShares Ultra Semiconductors_Close_min,ProShares Ultra Semiconductors_Close_volatility,ProShares Ultra Semiconductors_Close_change
2018-03-25,44.22,44.22,44.22,0.0,0.0,44.22,44.22,44.22,0.0,0.0,39.96,39.96,39.96,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2018-04-01,40.98,40.98,40.98,0.0,0.0,42.93,42.93,42.93,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2018-04-08,44.76,44.76,44.76,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2018-04-15,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-04-22,41.21,41.21,41.21,0.0,0.0,41.67,41.67,41.67,0.0,0.0,39.8,39.8,39.8,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2018-04-29,43.4,43.4,43.4,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.4,43.4,43.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-05-06,48.43,48.43,48.43,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-05-13,47.39,47.39,47.39,0.0,0.0,48.11,48.11,48.11,0.0,0.0,46.6,46.6,46.6,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2018-05-20,48.71,48.71,48.71,0.0,0.0,49.74,49.74,49.74,0.0,0.0,48.71,48.71,48.71,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2018-05-27,51.77,51.77,51.77,0.0,0.0,52.28,52.28,52.28,0.0,0.0,51.39,51.39,51.39,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2018-06-03,51.09,51.09,51.09,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2018-06-10,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,49.13,49.13,49.13,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-06-17,46.1,46.1,46.1,0.0,0.0,46.1,46.1,46.1,0.0,0.0,43.33,43.33,43.33,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2018-06-24,42.26,42.26,42.26,0.0,0.0,43.94,43.94,43.94,0.0,0.0,41.85,41.85,41.85,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-07-01,46.26,46.26,46.26,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.12,45.12,45.12,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2018-07-08,44.93,44.93,44.93,0.0,0.0,45.38,45.38,45.38,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2018-07-15,44.6,44.6,44.6,0.0,0.0,45.73,45.73,45.73,0.0,0.0,43.91,43.91,43.91,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-07-22,44.84,44.84,44.84,0.0,0.0,44.84,44.84,44.84,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2018-07-29,45.47,45.47,45.47,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.15,45.15,45.15,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2018-08-05,44.61,44.61,44.61,0.0,0.0,45.48,45.48,45.48,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2018-08-12,41.97,41.97,41.97,0.0,0.0,42.41,42.41,42.41,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2018-08-19,45.4,45.4,45.4,0.0,0.0,47.06,47.06,47.06,0.0,0.0,45.4,45.4,45.4,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-08-26,46.37,46.37,46.37,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.37,46.37,46.37,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2018-09-02,44.56,44.56,44.56,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2018-09-09,44.23,44.23,44.23,0.0,0.0,44.42,44.42,44.42,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2018-09-16,44.64,44.64,44.64,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.25,44.25,44.25,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2018-09-23,45.46,45.46,45.46,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2018-09-30,41.96,41.96,41.96,0.0,0.0,42.52,42.52,42.52,0.0,0.0,40.75,40.75,40.75,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2018-10-07,37.48,37.48,37.48,0.0,0.0,37.75,37.75,37.75,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-10-14,36.2,36.2,36.2,0.0,0.0,36.81,36.81,36.81,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2018-10-21,32.86,32.86,32.86,0.0,0.0,33.33,33.33,33.33,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-10-28,35.79,35.79,35.79,0.0,0.0,35.79,35.79,35.79,0.0,0.0,34.37,34.37,34.37,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2018-11-04,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-11-11,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-11-18,31.93,31.93,31.93,0.0,0.0,32.32,32.32,32.32,0.0,0.0,31.31,31.31,31.31,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2018-11-25,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0,35.69,35.69,35.69,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2018-12-02,30.6,30.6,30.6,0.0,0.0,31.5,31.5,31.5,0.0,0.0,30.41,30.41,30.41,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-12-09,31.28,31.28,31.28,0.0,0.0,32.34,32.34,32.34,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-12-16,27.13,27.13,27.13,0.0,0.0,27.24,27.24,27.24,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-12-23,30.29,30.29,30.29,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2018-12-30,29.22,29.22,29.22,0.0,0.0,30.61,30.61,30.61,0.0,0.0,29.07,29.07,29.07,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-01-06,31.78,31.78,31.78,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-01-13,32.65,32.65,32.65,0.0,0.0,33.61,33.61,33.61,0.0,0.0,32.31,32.31,32.31,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2019-01-20,32.15,32.15,32.15,0.0,0.0,33.58,33.58,33.58,0.0,0.0,31.87,31.87,31.87,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-01-27,34.74,34.74,34.74,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.21,34.21,34.21,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-02-03,35.91,35.91,35.91,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2019-02-10,38.97,38.97,38.97,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-02-17,40.54,40.54,40.54,0.0,0.0,40.84,40.84,40.84,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2019-02-24,40.1,40.1,40.1,0.0,0.0,40.28,40.28,40.28,0.0,0.0,38.74,38.74,38.74,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2019-03-03,37.61,37.61,37.61,0.0,0.0,39.27,39.27,39.27,0.0,0.0,37.61,37.61,37.61,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-03-10,41.94,41.94,41.94,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2019-03-17,41.27,41.27,41.27,0.0,0.0,41.83,41.83,41.83,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2019-03-24,42.87,42.87,42.87,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.66,42.66,42.66,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2019-03-31,45.59,45.59,45.59,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.43,45.43,45.43,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-04-07,47.12,47.12,47.12,0.0,0.0,47.24,47.24,47.24,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-04-14,50.08,50.08,50.08,0.0,0.0,50.87,50.87,50.87,0.0,0.0,49.86,49.86,49.86,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-04-21,47.79,47.79,47.79,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2019-04-28,46.04,46.04,46.04,0.0,0.0,47.54,47.54,47.54,0.0,0.0,45.39,45.39,45.39,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2019-05-05,40.01,40.01,40.01,0.0,0.0,40.4,40.4,40.4,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-05-12,36.62,36.62,36.62,0.0,0.0,36.66,36.66,36.66,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2019-05-19,34.88,34.88,34.88,0.0,0.0,35.06,35.06,35.06,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-05-26,33.39,33.39,33.39,0.0,0.0,34.0,34.0,34.0,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-06-02,37.98,37.98,37.98,0.0,0.0,39.61,39.61,39.61,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-06-09,35.77,35.77,35.77,0.0,0.0,36.31,36.31,36.31,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-06-16,38.94,38.94,38.94,0.0,0.0,39.23,39.23,39.23,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2019-06-23,44.82,44.82,44.82,0.0,0.0,45.37,45.37,45.37,0.0,0.0,42.64,42.64,42.64,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2019-06-30,40.6,40.6,40.6,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-07-07,44.14,44.14,44.14,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2019-07-14,44.92,44.92,44.92,0.0,0.0,46.52,46.52,46.52,0.0,0.0,44.92,44.92,44.92,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2019-07-21,48.33,48.33,48.33,0.0,0.0,49.02,49.02,49.02,0.0,0.0,47.8,47.8,47.8,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2019-07-28,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-08-04,39.85,39.85,39.85,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-08-11,43.53,43.53,43.53,0.0,0.0,43.53,43.53,43.53,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2019-08-18,40.47,40.47,40.47,0.0,0.0,40.5,40.5,40.5,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2019-08-25,42.87,42.87,42.87,0.0,0.0,43.43,43.43,43.43,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-09-01,47.19,47.19,47.19,0.0,0.0,47.8,47.8,47.8,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2019-09-08,47.53,47.53,47.53,0.0,0.0,48.07,48.07,48.07,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2019-09-15,45.83,45.83,45.83,0.0,0.0,47.11,47.11,47.11,0.0,0.0,45.83,45.83,45.83,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2019-09-22,44.62,44.62,44.62,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.35,44.35,44.35,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-09-29,45.66,45.66,45.66,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2019-10-06,46.49,46.49,46.49,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2019-10-13,47.32,47.32,47.32,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.32,47.32,47.32,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2019-10-20,51.22,51.22,51.22,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2019-10-27,53.0,53.0,53.0,0.0,0.0,54.58,54.58,54.58,0.0,0.0,53.0,53.0,53.0,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2019-11-03,54.89,54.89,54.89,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.39,54.39,54.39,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-11-10,55.7,55.7,55.7,0.0,0.0,56.51,56.51,56.51,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-11-17,54.35,54.35,54.35,0.0,0.0,55.78,55.78,55.78,0.0,0.0,54.35,54.35,54.35,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2019-11-24,55.08,55.08,55.08,0.0,0.0,55.08,55.08,55.08,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2019-12-01,54.4,54.4,54.4,0.0,0.0,54.55,54.55,54.55,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2019-12-08,59.39,59.39,59.39,0.0,0.0,60.49,60.49,60.49,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-12-15,62.76,62.76,62.76,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2019-12-22,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0,60.55,60.55,60.55,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-12-29,62.47,62.47,62.47,0.0,0.0,62.91,62.91,62.91,0.0,0.0,61.52,61.52,61.52,0.0,0.0,62.08,62.08,62.08,0.0,0.0
