Date,ClearBridge All Cap Growth_Open_average,ClearBridge All Cap Growth_Open_max,ClearBridge All Cap Growth_Open_min,ClearBridge All Cap Growth_Open_volatility,ClearBridge All Cap Growth_Open_change,ClearBridge All Cap Growth_High_average,ClearBridge All Cap Growth_High_max,ClearBridge All Cap Growth_High_min,ClearBridge All Cap Growth_High_volatility,ClearBridge All Cap Growth_High_change,ClearBridge All Cap Growth_Low_average,ClearBridge All Cap Growth_Low_max,ClearBridge All Cap Growth_Low_min,ClearBridge All Cap Growth_Low_volatility,ClearBridge All Cap Growth_Low_change,ClearBridge All Cap Growth_Close_average,ClearBridge All Cap Growth_Close_max,ClearBridge All Cap Growth_Close_min,ClearBridge All Cap Growth_Close_volatility,ClearBridge All Cap Growth_Close_change
2018-07-01,30.61,30.61,30.61,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2018-07-08,31.0,31.0,31.0,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-07-15,31.09,31.09,31.09,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-07-22,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-07-29,30.76,30.76,30.76,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-08-05,30.92,30.92,30.92,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-08-12,30.9,30.9,30.9,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-08-19,31.55,31.55,31.55,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-08-26,31.66,31.66,31.66,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-09-02,31.09,31.09,31.09,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-09-09,31.21,31.21,31.21,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-09-16,31.25,31.25,31.25,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-09-23,31.63,31.63,31.63,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-09-30,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-10-07,29.53,29.53,29.53,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2018-10-14,29.6,29.6,29.6,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-10-21,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,27.68,27.68,27.68,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2018-10-28,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2018-11-04,29.47,29.47,29.47,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2018-11-11,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2018-11-18,28.62,28.62,28.62,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-11-25,30.05,30.05,30.05,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2018-12-02,28.4,28.4,28.4,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2018-12-09,28.23,28.23,28.23,0.0,0.0,28.25,28.25,28.25,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2018-12-16,25.53,25.53,25.53,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-12-23,26.82,26.82,26.82,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-12-30,27.35,27.35,27.35,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-01-06,28.18,28.18,28.18,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-01-13,29.07,29.07,29.07,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.84,28.84,28.84,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-01-20,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-01-27,29.48,29.48,29.48,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-02-03,29.22,29.22,29.22,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2019-02-10,29.9,29.9,29.9,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2019-02-17,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-02-24,30.56,30.56,30.56,0.0,0.0,30.56,30.56,30.56,0.0,0.0,29.81,29.81,29.81,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-03-03,29.47,29.47,29.47,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.47,29.47,29.47,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-03-10,30.67,30.67,30.67,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-03-17,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-03-24,30.84,30.84,30.84,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2019-03-31,31.24,31.24,31.24,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2019-04-07,31.45,31.45,31.45,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-04-14,31.45,31.45,31.45,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-04-21,32.16,32.16,32.16,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-04-28,31.66,31.66,31.66,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.66,31.66,31.66,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2019-05-05,30.68,30.68,30.68,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-05-12,31.04,31.04,31.04,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2019-05-19,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-05-26,29.72,29.72,29.72,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2019-06-02,30.98,30.98,30.98,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-06-09,30.95,30.95,30.95,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2019-06-16,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-06-23,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-06-30,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-07-07,32.71,32.71,32.71,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2019-07-14,32.57,32.57,32.57,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-07-21,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-07-28,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,30.75,30.75,30.75,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-08-04,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-08-11,31.79,31.79,31.79,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2019-08-18,30.89,30.89,30.89,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.89,30.89,30.89,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-08-25,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-09-01,32.2,32.2,32.2,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2019-09-08,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2019-09-15,32.16,32.16,32.16,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-09-22,31.58,31.58,31.58,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-09-29,31.46,31.46,31.46,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-10-06,31.77,31.77,31.77,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-10-13,32.08,32.08,32.08,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-10-20,32.62,32.62,32.62,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-10-27,32.84,32.84,32.84,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-11-03,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2019-11-10,33.38,33.38,33.38,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-11-17,33.79,33.79,33.79,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-11-24,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-12-01,33.74,33.74,33.74,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-12-08,34.34,34.34,34.34,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-12-15,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-12-22,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-12-29,34.35,34.35,34.35,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.64,34.64,34.64,0.0,0.0
