Date,ProShares Hedge Replication_Open_average,ProShares Hedge Replication_Open_max,ProShares Hedge Replication_Open_min,ProShares Hedge Replication_Open_volatility,ProShares Hedge Replication_Open_change,ProShares Hedge Replication_High_average,ProShares Hedge Replication_High_max,ProShares Hedge Replication_High_min,ProShares Hedge Replication_High_volatility,ProShares Hedge Replication_High_change,ProShares Hedge Replication_Low_average,ProShares Hedge Replication_Low_max,ProShares Hedge Replication_Low_min,ProShares Hedge Replication_Low_volatility,ProShares Hedge Replication_Low_change,ProShares Hedge Replication_Close_average,ProShares Hedge Replication_Close_max,ProShares Hedge Replication_Close_min,ProShares Hedge Replication_Close_volatility,ProShares Hedge Replication_Close_change
2018-06-03,45.8,45.8,45.8,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2018-06-10,45.45,45.45,45.45,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2018-06-17,45.2,45.2,45.2,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2018-06-24,44.98,44.98,44.98,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2018-07-01,45.11,45.11,45.11,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2018-07-08,45.41,45.41,45.41,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2018-07-15,45.51,45.51,45.51,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2018-07-22,45.61,45.61,45.61,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2018-07-29,45.39,45.39,45.39,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2018-08-05,45.29,45.29,45.29,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2018-08-12,45.2,45.2,45.2,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2018-08-19,45.75,45.75,45.75,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2018-08-26,45.58,45.58,45.58,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-09-02,45.1,45.1,45.1,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2018-09-09,45.33,45.33,45.33,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2018-09-16,45.69,45.69,45.69,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-09-23,45.58,45.58,45.58,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2018-09-30,44.78,44.78,44.78,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2018-10-07,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2018-10-14,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2018-10-21,43.76,43.76,43.76,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2018-10-28,44.37,44.37,44.37,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2018-11-04,44.26,44.26,44.26,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2018-11-11,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2018-11-18,43.9,43.9,43.9,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-11-25,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2018-12-02,43.6,43.6,43.6,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2018-12-09,43.49,43.49,43.49,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2018-12-16,42.72,42.72,42.72,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2018-12-23,43.11,43.11,43.11,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2018-12-30,43.57,43.57,43.57,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2019-01-06,43.93,43.93,43.93,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-01-13,44.23,44.23,44.23,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-01-20,44.21,44.21,44.21,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2019-01-27,44.53,44.53,44.53,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2019-02-03,44.65,44.65,44.65,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2019-02-10,44.69,44.69,44.69,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-02-17,45.06,45.06,45.06,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2019-02-24,45.16,45.16,45.16,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2019-03-03,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-03-10,45.22,45.22,45.22,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-03-17,44.66,44.66,44.66,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2019-03-24,45.06,45.06,45.06,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2019-03-31,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2019-04-07,45.46,45.46,45.46,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2019-04-14,45.5,45.5,45.5,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-04-21,45.62,45.62,45.62,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2019-04-28,45.65,45.65,45.65,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2019-05-05,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-05-12,44.7,44.7,44.7,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2019-05-19,44.71,44.71,44.71,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2019-05-26,44.55,44.55,44.55,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2019-06-02,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2019-06-09,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-06-16,45.5,45.5,45.5,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2019-06-23,45.73,45.73,45.73,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-06-30,45.5,45.5,45.5,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2019-07-07,45.45,45.45,45.45,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2019-07-14,45.52,45.52,45.52,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-07-21,45.63,45.63,45.63,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-07-28,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-08-04,44.79,44.79,44.79,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-08-11,44.76,44.76,44.76,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-08-18,44.65,44.65,44.65,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2019-08-25,44.81,44.81,44.81,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-09-01,45.31,45.31,45.31,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-09-08,45.72,45.72,45.72,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2019-09-15,45.51,45.51,45.51,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-09-22,45.31,45.31,45.31,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-09-29,45.11,45.11,45.11,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2019-10-06,45.4,45.4,45.4,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2019-10-13,45.54,45.54,45.54,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-10-20,45.82,45.82,45.82,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-10-27,46.17,46.17,46.17,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2019-11-03,46.15,46.15,46.15,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-11-10,46.15,46.15,46.15,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-11-17,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2019-11-24,46.08,46.08,46.08,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-12-01,46.36,46.36,46.36,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.31,46.31,46.31,0.0,0.0
2019-12-08,46.71,46.71,46.71,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2019-12-15,46.79,46.79,46.79,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2019-12-22,46.68,46.68,46.68,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2019-12-29,46.68,46.68,46.68,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.65,46.65,46.65,0.0,0.0
