Date,Credit Suisse FI Large Cap Growth Enhanced_Open_average,Credit Suisse FI Large Cap Growth Enhanced_Open_max,Credit Suisse FI Large Cap Growth Enhanced_Open_min,Credit Suisse FI Large Cap Growth Enhanced_Open_volatility,Credit Suisse FI Large Cap Growth Enhanced_Open_change,Credit Suisse FI Large Cap Growth Enhanced_High_average,Credit Suisse FI Large Cap Growth Enhanced_High_max,Credit Suisse FI Large Cap Growth Enhanced_High_min,Credit Suisse FI Large Cap Growth Enhanced_High_volatility,Credit Suisse FI Large Cap Growth Enhanced_High_change,Credit Suisse FI Large Cap Growth Enhanced_Low_average,Credit Suisse FI Large Cap Growth Enhanced_Low_max,Credit Suisse FI Large Cap Growth Enhanced_Low_min,Credit Suisse FI Large Cap Growth Enhanced_Low_volatility,Credit Suisse FI Large Cap Growth Enhanced_Low_change,Credit Suisse FI Large Cap Growth Enhanced_Close_average,Credit Suisse FI Large Cap Growth Enhanced_Close_max,Credit Suisse FI Large Cap Growth Enhanced_Close_min,Credit Suisse FI Large Cap Growth Enhanced_Close_volatility,Credit Suisse FI Large Cap Growth Enhanced_Close_change
2018-03-25,225.8,225.8,225.8,0.0,0.0,225.8,225.8,225.8,0.0,0.0,215.69,215.69,215.69,0.0,0.0,217.75,217.75,217.75,0.0,0.0
2018-04-01,227.01,227.01,227.01,0.0,0.0,231.94,231.94,231.94,0.0,0.0,226.97,226.97,226.97,0.0,0.0,226.97,226.97,226.97,0.0,0.0
2018-04-08,232.95,232.95,232.95,0.0,0.0,237.83,237.83,237.83,0.0,0.0,232.95,232.95,232.95,0.0,0.0,237.45,237.45,237.45,0.0,0.0
2018-04-15,237.3,237.3,237.3,0.0,0.0,238.51,238.51,238.51,0.0,0.0,235.1,235.1,235.1,0.0,0.0,235.1,235.1,235.1,0.0,0.0
2018-04-22,234.33,234.33,234.33,0.0,0.0,237.12,237.12,237.12,0.0,0.0,231.77,231.77,231.77,0.0,0.0,231.77,231.77,231.77,0.0,0.0
2018-04-29,240.0,240.0,240.0,0.0,0.0,242.2,242.2,242.2,0.0,0.0,240.0,240.0,240.0,0.0,0.0,241.33,241.33,241.33,0.0,0.0
2018-05-06,250.0,250.0,250.0,0.0,0.0,252.85,252.85,252.85,0.0,0.0,249.72,249.72,249.72,0.0,0.0,249.87,249.87,249.87,0.0,0.0
2018-05-13,251.75,251.75,251.75,0.0,0.0,251.9,251.9,251.9,0.0,0.0,250.68,250.68,250.68,0.0,0.0,251.07,251.07,251.07,0.0,0.0
2018-05-20,252.52,252.52,252.52,0.0,0.0,253.05,253.05,253.05,0.0,0.0,250.96,250.96,250.96,0.0,0.0,252.11,252.11,252.11,0.0,0.0
2018-05-27,258.34,258.34,258.34,0.0,0.0,259.9,259.9,259.9,0.0,0.0,258.29,258.29,258.29,0.0,0.0,259.52,259.52,259.52,0.0,0.0
2018-06-03,263.1,263.1,263.1,0.0,0.0,267.14,267.14,267.14,0.0,0.0,263.1,263.1,263.1,0.0,0.0,267.09,267.09,267.09,0.0,0.0
2018-06-10,266.03,266.03,266.03,0.0,0.0,268.33,268.33,268.33,0.0,0.0,265.0,265.0,265.0,0.0,0.0,267.87,267.87,267.87,0.0,0.0
2018-06-17,257.1,257.1,257.1,0.0,0.0,257.2,257.2,257.2,0.0,0.0,251.18,251.18,251.18,0.0,0.0,252.19,252.19,252.19,0.0,0.0
2018-06-24,254.04,254.04,254.04,0.0,0.0,256.85,256.85,256.85,0.0,0.0,253.0,253.0,253.0,0.0,0.0,256.84,256.84,256.84,0.0,0.0
2018-07-01,266.52,266.52,266.52,0.0,0.0,267.77,267.77,267.77,0.0,0.0,266.35,266.35,266.35,0.0,0.0,267.47,267.47,267.47,0.0,0.0
2018-07-08,271.23,271.23,271.23,0.0,0.0,275.07,275.07,275.07,0.0,0.0,271.23,271.23,271.23,0.0,0.0,273.04,273.04,273.04,0.0,0.0
2018-07-15,273.62,273.62,273.62,0.0,0.0,275.86,275.86,275.86,0.0,0.0,273.62,273.62,273.62,0.0,0.0,275.86,275.86,275.86,0.0,0.0
2018-07-22,270.0,270.0,270.0,0.0,0.0,270.0,270.0,270.0,0.0,0.0,264.57,264.57,264.57,0.0,0.0,264.93,264.93,264.93,0.0,0.0
2018-07-29,277.1,277.1,277.1,0.0,0.0,279.66,279.66,279.66,0.0,0.0,276.62,276.62,276.62,0.0,0.0,279.28,279.28,279.28,0.0,0.0
2018-08-05,279.12,279.12,279.12,0.0,0.0,279.71,279.71,279.71,0.0,0.0,277.25,277.25,277.25,0.0,0.0,277.56,277.56,277.56,0.0,0.0
2018-08-12,279.32,279.32,279.32,0.0,0.0,281.27,281.27,281.27,0.0,0.0,278.97,278.97,278.97,0.0,0.0,280.56,280.56,280.56,0.0,0.0
2018-08-19,286.62,286.62,286.62,0.0,0.0,291.52,291.52,291.52,0.0,0.0,286.62,286.62,286.62,0.0,0.0,291.32,291.32,291.32,0.0,0.0
2018-08-26,294.1,294.1,294.1,0.0,0.0,296.2,296.2,296.2,0.0,0.0,294.1,294.1,294.1,0.0,0.0,296.2,296.2,296.2,0.0,0.0
2018-09-02,288.5,288.5,288.5,0.0,0.0,289.57,289.57,289.57,0.0,0.0,287.8,287.8,287.8,0.0,0.0,288.74,288.74,288.74,0.0,0.0
2018-09-09,294.33,294.33,294.33,0.0,0.0,294.33,294.33,294.33,0.0,0.0,288.69,288.69,288.69,0.0,0.0,288.69,288.69,288.69,0.0,0.0
2018-09-16,292.06,292.06,292.06,0.0,0.0,295.1,295.1,295.1,0.0,0.0,292.05,292.05,292.05,0.0,0.0,295.1,295.1,295.1,0.0,0.0
2018-09-23,299.33,299.33,299.33,0.0,0.0,302.18,302.18,302.18,0.0,0.0,299.33,299.33,299.33,0.0,0.0,300.04,300.04,300.04,0.0,0.0
2018-09-30,281.3,281.3,281.3,0.0,0.0,283.37,283.37,283.37,0.0,0.0,275.37,275.37,275.37,0.0,0.0,280.93,280.93,280.93,0.0,0.0
2018-10-07,257.75,257.75,257.75,0.0,0.0,258.82,258.82,258.82,0.0,0.0,256.35,256.35,256.35,0.0,0.0,257.27,257.27,257.27,0.0,0.0
2018-10-14,258.75,258.75,258.75,0.0,0.0,259.26,259.26,259.26,0.0,0.0,253.78,253.78,253.78,0.0,0.0,257.5,257.5,257.5,0.0,0.0
2018-10-21,236.58,236.58,236.58,0.0,0.0,243.05,243.05,243.05,0.0,0.0,224.5,224.5,224.5,0.0,0.0,224.5,224.5,224.5,0.0,0.0
2018-10-28,245.19,245.19,245.19,0.0,0.0,246.5,246.5,246.5,0.0,0.0,241.65,241.65,241.65,0.0,0.0,246.5,246.5,246.5,0.0,0.0
2018-11-04,253.04,253.04,253.04,0.0,0.0,253.04,253.04,253.04,0.0,0.0,240.73,240.73,240.73,0.0,0.0,241.31,241.31,241.31,0.0,0.0
2018-11-11,238.0,238.0,238.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,225.48,225.48,225.48,0.0,0.0,226.73,226.73,226.73,0.0,0.0
2018-11-18,221.52,221.52,221.52,0.0,0.0,226.27,226.27,226.27,0.0,0.0,221.52,221.52,221.52,0.0,0.0,226.27,226.27,226.27,0.0,0.0
2018-11-25,255.78,255.78,255.78,0.0,0.0,257.32,257.32,257.32,0.0,0.0,254.47,254.47,254.47,0.0,0.0,255.83,255.83,255.83,0.0,0.0
2018-12-02,224.79,224.79,224.79,0.0,0.0,226.92,226.92,226.92,0.0,0.0,216.9,216.9,216.9,0.0,0.0,226.63,226.63,226.63,0.0,0.0
2018-12-09,214.55,214.55,214.55,0.0,0.0,218.0,218.0,218.0,0.0,0.0,203.24,203.24,203.24,0.0,0.0,205.8,205.8,205.8,0.0,0.0
2018-12-16,173.38,173.38,173.38,0.0,0.0,176.03,176.03,176.03,0.0,0.0,166.6,166.6,166.6,0.0,0.0,167.09,167.09,167.09,0.0,0.0
2018-12-23,189.15,189.15,189.15,0.0,0.0,191.22,191.22,191.22,0.0,0.0,188.29,188.29,188.29,0.0,0.0,189.34,189.34,189.34,0.0,0.0
2018-12-30,194.89,194.89,194.89,0.0,0.0,200.16,200.16,200.16,0.0,0.0,194.89,194.89,194.89,0.0,0.0,198.94,198.94,198.94,0.0,0.0
2019-01-06,203.94,203.94,203.94,0.0,0.0,205.06,205.06,205.06,0.0,0.0,202.18,202.18,202.18,0.0,0.0,203.95,203.95,203.95,0.0,0.0
2019-01-13,216.03,216.03,216.03,0.0,0.0,218.05,218.05,218.05,0.0,0.0,215.25,215.25,215.25,0.0,0.0,217.99,217.99,217.99,0.0,0.0
2019-01-20,212.77,212.77,212.77,0.0,0.0,213.7,213.7,213.7,0.0,0.0,211.92,211.92,211.92,0.0,0.0,213.31,213.31,213.31,0.0,0.0
2019-01-27,226.0,226.0,226.0,0.0,0.0,229.46,229.46,229.46,0.0,0.0,226.0,226.0,226.0,0.0,0.0,229.46,229.46,229.46,0.0,0.0
2019-02-03,227.46,227.46,227.46,0.0,0.0,230.13,230.13,230.13,0.0,0.0,227.46,227.46,227.46,0.0,0.0,228.41,228.41,228.41,0.0,0.0
2019-02-10,237.19,237.19,237.19,0.0,0.0,237.83,237.83,237.83,0.0,0.0,236.45,236.45,236.45,0.0,0.0,237.83,237.83,237.83,0.0,0.0
2019-02-17,243.13,243.13,243.13,0.0,0.0,243.13,243.13,243.13,0.0,0.0,241.04,241.04,241.04,0.0,0.0,241.07,241.07,241.07,0.0,0.0
2019-02-24,243.9,243.9,243.9,0.0,0.0,244.37,244.37,244.37,0.0,0.0,237.64,237.64,237.64,0.0,0.0,240.89,240.89,240.89,0.0,0.0
2019-03-03,233.16,233.16,233.16,0.0,0.0,240.51,240.51,240.51,0.0,0.0,233.16,233.16,233.16,0.0,0.0,240.51,240.51,240.51,0.0,0.0
2019-03-10,247.88,247.88,247.88,0.0,0.0,248.33,248.33,248.33,0.0,0.0,246.1,246.1,246.1,0.0,0.0,248.13,248.13,248.13,0.0,0.0
2019-03-17,245.01,245.01,245.01,0.0,0.0,246.22,246.22,246.22,0.0,0.0,243.46,243.46,243.46,0.0,0.0,245.9,245.9,245.9,0.0,0.0
2019-03-24,254.99,254.99,254.99,0.0,0.0,256.95,256.95,256.95,0.0,0.0,254.07,254.07,254.07,0.0,0.0,256.95,256.95,256.95,0.0,0.0
2019-03-31,259.89,259.89,259.89,0.0,0.0,263.14,263.14,263.14,0.0,0.0,259.89,259.89,259.89,0.0,0.0,263.14,263.14,263.14,0.0,0.0
2019-04-07,264.36,264.36,264.36,0.0,0.0,265.55,265.55,265.55,0.0,0.0,263.3,263.3,263.3,0.0,0.0,265.55,265.55,265.55,0.0,0.0
2019-04-14,261.53,261.53,261.53,0.0,0.0,266.15,266.15,266.15,0.0,0.0,261.53,261.53,261.53,0.0,0.0,266.15,266.15,266.15,0.0,0.0
2019-04-21,273.32,273.32,273.32,0.0,0.0,275.7,275.7,275.7,0.0,0.0,273.32,273.32,273.32,0.0,0.0,274.57,274.57,274.57,0.0,0.0
2019-04-28,265.94,265.94,265.94,0.0,0.0,271.8,271.8,271.8,0.0,0.0,261.64,261.64,261.64,0.0,0.0,271.8,271.8,271.8,0.0,0.0
2019-05-05,251.53,251.53,251.53,0.0,0.0,251.6,251.6,251.6,0.0,0.0,245.0,245.0,245.0,0.0,0.0,246.1,246.1,246.1,0.0,0.0
2019-05-12,250.82,250.82,250.82,0.0,0.0,253.25,253.25,253.25,0.0,0.0,250.0,250.0,250.0,0.0,0.0,252.52,252.52,252.52,0.0,0.0
2019-05-19,251.77,251.77,251.77,0.0,0.0,252.51,252.51,252.51,0.0,0.0,249.39,249.39,249.39,0.0,0.0,249.53,249.53,249.53,0.0,0.0
2019-05-26,237.38,237.38,237.38,0.0,0.0,237.38,237.38,237.38,0.0,0.0,228.39,228.39,228.39,0.0,0.0,232.04,232.04,232.04,0.0,0.0
2019-06-02,265.88,265.88,265.88,0.0,0.0,266.61,266.61,266.61,0.0,0.0,263.62,263.62,263.62,0.0,0.0,263.62,263.62,263.62,0.0,0.0
2019-06-09,264.29,264.29,264.29,0.0,0.0,265.2,265.2,265.2,0.0,0.0,264.14,264.14,264.14,0.0,0.0,264.33,264.33,264.33,0.0,0.0
2019-06-16,276.5,276.5,276.5,0.0,0.0,276.5,276.5,276.5,0.0,0.0,273.9,273.9,273.9,0.0,0.0,274.34,274.34,274.34,0.0,0.0
2019-06-23,279.8,279.8,279.8,0.0,0.0,279.8,279.8,279.8,0.0,0.0,275.58,275.58,275.58,0.0,0.0,276.57,276.57,276.57,0.0,0.0
2019-06-30,278.73,278.73,278.73,0.0,0.0,279.62,279.62,279.62,0.0,0.0,278.0,278.0,278.0,0.0,0.0,279.44,279.44,279.44,0.0,0.0
2019-07-07,288.71,288.71,288.71,0.0,0.0,289.65,289.65,289.65,0.0,0.0,288.17,288.17,288.17,0.0,0.0,289.65,289.65,289.65,0.0,0.0
2019-07-14,284.63,284.63,284.63,0.0,0.0,285.71,285.71,285.71,0.0,0.0,283.88,283.88,283.88,0.0,0.0,284.92,284.92,284.92,0.0,0.0
2019-07-21,291.26,291.26,291.26,0.0,0.0,291.4,291.4,291.4,0.0,0.0,288.72,288.72,288.72,0.0,0.0,291.26,291.26,291.26,0.0,0.0
2019-07-28,264.13,264.13,264.13,0.0,0.0,264.13,264.13,264.13,0.0,0.0,253.51,253.51,253.51,0.0,0.0,256.55,256.55,256.55,0.0,0.0
2019-08-04,269.97,269.97,269.97,0.0,0.0,271.7,271.7,271.7,0.0,0.0,266.0,266.0,266.0,0.0,0.0,268.15,268.15,268.15,0.0,0.0
2019-08-11,276.9,276.9,276.9,0.0,0.0,278.22,278.22,278.22,0.0,0.0,276.75,276.75,276.75,0.0,0.0,277.54,277.54,277.54,0.0,0.0
2019-08-18,268.39,268.39,268.39,0.0,0.0,269.16,269.16,269.16,0.0,0.0,265.34,265.34,265.34,0.0,0.0,269.16,269.16,269.16,0.0,0.0
2019-08-25,280.33,280.33,280.33,0.0,0.0,280.33,280.33,280.33,0.0,0.0,275.5,275.5,275.5,0.0,0.0,277.98,277.98,277.98,0.0,0.0
2019-09-01,286.81,286.81,286.81,0.0,0.0,286.81,286.81,286.81,0.0,0.0,279.33,279.33,279.33,0.0,0.0,281.55,281.55,281.55,0.0,0.0
2019-09-08,278.25,278.25,278.25,0.0,0.0,282.73,282.73,282.73,0.0,0.0,278.25,278.25,278.25,0.0,0.0,281.44,281.44,281.44,0.0,0.0
2019-09-15,278.69,278.69,278.69,0.0,0.0,284.29,284.29,284.29,0.0,0.0,278.69,278.69,278.69,0.0,0.0,281.58,281.58,281.58,0.0,0.0
2019-09-22,273.54,273.54,273.54,0.0,0.0,277.79,277.79,277.79,0.0,0.0,273.54,273.54,273.54,0.0,0.0,276.46,276.46,276.46,0.0,0.0
2019-09-29,274.12,274.12,274.12,0.0,0.0,277.15,277.15,277.15,0.0,0.0,274.12,274.12,274.12,0.0,0.0,274.29,274.29,274.29,0.0,0.0
2019-10-06,280.55,280.55,280.55,0.0,0.0,281.78,281.78,281.78,0.0,0.0,279.48,279.48,279.48,0.0,0.0,280.27,280.27,280.27,0.0,0.0
2019-10-13,282.24,282.24,282.24,0.0,0.0,284.98,284.98,284.98,0.0,0.0,282.24,282.24,282.24,0.0,0.0,284.98,284.98,284.98,0.0,0.0
2019-10-20,289.0,289.0,289.0,0.0,0.0,292.38,292.38,292.38,0.0,0.0,289.0,289.0,289.0,0.0,0.0,292.26,292.26,292.26,0.0,0.0
2019-10-27,298.43,298.43,298.43,0.0,0.0,298.43,298.43,298.43,0.0,0.0,296.55,296.55,296.55,0.0,0.0,297.55,297.55,297.55,0.0,0.0
2019-11-03,292.97,292.97,292.97,0.0,0.0,299.9,299.9,299.9,0.0,0.0,252.21,252.21,252.21,0.0,0.0,299.7,299.7,299.7,0.0,0.0
2019-11-10,306.51,306.51,306.51,0.0,0.0,310.46,310.46,310.46,0.0,0.0,306.51,306.51,306.51,0.0,0.0,309.64,309.64,309.64,0.0,0.0
2019-11-17,300.79,300.79,300.79,0.0,0.0,313.31,313.31,313.31,0.0,0.0,300.79,300.79,300.79,0.0,0.0,313.31,313.31,313.31,0.0,0.0
2019-11-24,313.79,313.79,313.79,0.0,0.0,313.79,313.79,313.79,0.0,0.0,308.52,308.52,308.52,0.0,0.0,309.86,309.86,309.86,0.0,0.0
2019-12-01,315.57,315.57,315.57,0.0,0.0,315.62,315.62,315.62,0.0,0.0,313.26,313.26,313.26,0.0,0.0,313.26,313.26,313.26,0.0,0.0
2019-12-08,324.36,324.36,324.36,0.0,0.0,325.03,325.03,325.03,0.0,0.0,324.01,324.01,324.01,0.0,0.0,324.07,324.07,324.07,0.0,0.0
2019-12-15,330.91,330.91,330.91,0.0,0.0,333.15,333.15,333.15,0.0,0.0,330.91,330.91,330.91,0.0,0.0,332.15,332.15,332.15,0.0,0.0
2019-12-22,338.26,338.26,338.26,0.0,0.0,338.26,338.26,338.26,0.0,0.0,330.93,330.93,330.93,0.0,0.0,331.79,331.79,331.79,0.0,0.0
2019-12-29,335.48,335.48,335.48,0.0,0.0,339.5,339.5,339.5,0.0,0.0,335.48,335.48,335.48,0.0,0.0,337.58,337.58,337.58,0.0,0.0
