Date,ProShares UltraPro MidCap400_Open_average,ProShares UltraPro MidCap400_Open_max,ProShares UltraPro MidCap400_Open_min,ProShares UltraPro MidCap400_Open_volatility,ProShares UltraPro MidCap400_Open_change,ProShares UltraPro MidCap400_High_average,ProShares UltraPro MidCap400_High_max,ProShares UltraPro MidCap400_High_min,ProShares UltraPro MidCap400_High_volatility,ProShares UltraPro MidCap400_High_change,ProShares UltraPro MidCap400_Low_average,ProShares UltraPro MidCap400_Low_max,ProShares UltraPro MidCap400_Low_min,ProShares UltraPro MidCap400_Low_volatility,ProShares UltraPro MidCap400_Low_change,ProShares UltraPro MidCap400_Close_average,ProShares UltraPro MidCap400_Close_max,ProShares UltraPro MidCap400_Close_min,ProShares UltraPro MidCap400_Close_volatility,ProShares UltraPro MidCap400_Close_change
2018-03-25,103.26,103.26,103.26,0.0,0.0,103.26,103.26,103.26,0.0,0.0,99.75,99.75,99.75,0.0,0.0,101.51,101.51,101.51,0.0,0.0
2018-04-01,105.74,105.74,105.74,0.0,0.0,107.6,107.6,107.6,0.0,0.0,104.33,104.33,104.33,0.0,0.0,104.42,104.42,104.42,0.0,0.0
2018-04-08,110.43,110.43,110.43,0.0,0.0,112.02,112.02,112.02,0.0,0.0,110.43,110.43,110.43,0.0,0.0,111.83,111.83,111.83,0.0,0.0
2018-04-15,111.71,111.71,111.71,0.0,0.0,111.84,111.84,111.84,0.0,0.0,111.04,111.04,111.04,0.0,0.0,111.04,111.04,111.04,0.0,0.0
2018-04-22,109.83,109.83,109.83,0.0,0.0,111.19,111.19,111.19,0.0,0.0,106.2,106.2,106.2,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2018-04-29,112.0,112.0,112.0,0.0,0.0,112.85,112.85,112.85,0.0,0.0,112.0,112.0,112.0,0.0,0.0,112.64,112.64,112.64,0.0,0.0
2018-05-06,118.57,118.57,118.57,0.0,0.0,119.28,119.28,119.28,0.0,0.0,117.25,117.25,117.25,0.0,0.0,117.25,117.25,117.25,0.0,0.0
2018-05-13,120.19,120.19,120.19,0.0,0.0,122.22,122.22,122.22,0.0,0.0,120.19,120.19,120.19,0.0,0.0,121.97,121.97,121.97,0.0,0.0
2018-05-20,119.6,119.6,119.6,0.0,0.0,119.6,119.6,119.6,0.0,0.0,118.8,118.8,118.8,0.0,0.0,119.34,119.34,119.34,0.0,0.0
2018-05-27,122.37,122.37,122.37,0.0,0.0,123.16,123.16,123.16,0.0,0.0,121.33,121.33,121.33,0.0,0.0,123.16,123.16,123.16,0.0,0.0
2018-06-03,129.24,129.24,129.24,0.0,0.0,130.42,130.42,130.42,0.0,0.0,129.24,129.24,129.24,0.0,0.0,129.99,129.99,129.99,0.0,0.0
2018-06-10,126.63,126.63,126.63,0.0,0.0,128.18,128.18,128.18,0.0,0.0,126.63,126.63,126.63,0.0,0.0,127.49,127.49,127.49,0.0,0.0
2018-06-17,126.24,126.24,126.24,0.0,0.0,126.24,126.24,126.24,0.0,0.0,121.51,121.51,121.51,0.0,0.0,121.51,121.51,121.51,0.0,0.0
2018-06-24,117.88,117.88,117.88,0.0,0.0,119.28,119.28,119.28,0.0,0.0,117.2,117.2,117.2,0.0,0.0,119.28,119.28,119.28,0.0,0.0
2018-07-01,128.5,128.5,128.5,0.0,0.0,130.32,130.32,130.32,0.0,0.0,128.5,128.5,128.5,0.0,0.0,130.32,130.32,130.32,0.0,0.0
2018-07-08,128.67,128.67,128.67,0.0,0.0,128.67,128.67,128.67,0.0,0.0,126.08,126.08,126.08,0.0,0.0,126.08,126.08,126.08,0.0,0.0
2018-07-15,128.88,128.88,128.88,0.0,0.0,128.88,128.88,128.88,0.0,0.0,127.21,127.21,127.21,0.0,0.0,127.74,127.74,127.74,0.0,0.0
2018-07-22,122.22,122.22,122.22,0.0,0.0,122.22,122.22,122.22,0.0,0.0,122.0,122.0,122.0,0.0,0.0,122.0,122.0,122.0,0.0,0.0
2018-07-29,127.84,127.84,127.84,0.0,0.0,130.13,130.13,130.13,0.0,0.0,127.84,127.84,127.84,0.0,0.0,130.11,130.11,130.11,0.0,0.0
2018-08-05,127.19,127.19,127.19,0.0,0.0,127.76,127.76,127.76,0.0,0.0,125.0,125.0,125.0,0.0,0.0,125.0,125.0,125.0,0.0,0.0
2018-08-12,131.7,131.7,131.7,0.0,0.0,131.7,131.7,131.7,0.0,0.0,131.65,131.65,131.65,0.0,0.0,131.7,131.7,131.7,0.0,0.0
2018-08-19,136.35,136.35,136.35,0.0,0.0,137.44,137.44,137.44,0.0,0.0,136.35,136.35,136.35,0.0,0.0,136.88,136.88,136.88,0.0,0.0
2018-08-26,136.07,136.07,136.07,0.0,0.0,136.61,136.61,136.61,0.0,0.0,135.06,135.06,135.06,0.0,0.0,136.61,136.61,136.61,0.0,0.0
2018-09-02,134.32,134.32,134.32,0.0,0.0,134.32,134.32,134.32,0.0,0.0,134.32,134.32,134.32,0.0,0.0,134.32,134.32,134.32,0.0,0.0
2018-09-09,135.88,135.88,135.88,0.0,0.0,135.88,135.88,135.88,0.0,0.0,133.8,133.8,133.8,0.0,0.0,133.8,133.8,133.8,0.0,0.0
2018-09-16,133.15,133.15,133.15,0.0,0.0,133.15,133.15,133.15,0.0,0.0,132.91,132.91,132.91,0.0,0.0,132.94,132.94,132.94,0.0,0.0
2018-09-23,132.0,132.0,132.0,0.0,0.0,132.0,132.0,132.0,0.0,0.0,129.38,129.38,129.38,0.0,0.0,129.9,129.9,129.9,0.0,0.0
2018-09-30,125.19,125.19,125.19,0.0,0.0,125.19,125.19,125.19,0.0,0.0,120.74,120.74,120.74,0.0,0.0,121.35,121.35,121.35,0.0,0.0
2018-10-07,102.99,102.99,102.99,0.0,0.0,106.54,106.54,106.54,0.0,0.0,102.99,102.99,102.99,0.0,0.0,105.58,105.58,105.58,0.0,0.0
2018-10-14,105.38,105.38,105.38,0.0,0.0,105.38,105.38,105.38,0.0,0.0,102.55,102.55,102.55,0.0,0.0,102.76,102.76,102.76,0.0,0.0
2018-10-21,95.3,95.3,95.3,0.0,0.0,95.3,95.3,95.3,0.0,0.0,89.9,89.9,89.9,0.0,0.0,90.03,90.03,90.03,0.0,0.0
2018-10-28,101.74,101.74,101.74,0.0,0.0,103.61,103.61,103.61,0.0,0.0,101.46,101.46,101.46,0.0,0.0,103.49,103.49,103.49,0.0,0.0
2018-11-04,104.96,104.96,104.96,0.0,0.0,104.96,104.96,104.96,0.0,0.0,99.49,99.49,99.49,0.0,0.0,99.53,99.53,99.53,0.0,0.0
2018-11-11,101.58,101.58,101.58,0.0,0.0,102.27,102.27,102.27,0.0,0.0,97.1,97.1,97.1,0.0,0.0,97.63,97.63,97.63,0.0,0.0
2018-11-18,98.54,98.54,98.54,0.0,0.0,99.0,99.0,99.0,0.0,0.0,97.83,97.83,97.83,0.0,0.0,98.06,98.06,98.06,0.0,0.0
2018-11-25,109.16,109.16,109.16,0.0,0.0,109.16,109.16,109.16,0.0,0.0,104.0,104.0,104.0,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2018-12-02,87.68,87.68,87.68,0.0,0.0,87.68,87.68,87.68,0.0,0.0,84.0,84.0,84.0,0.0,0.0,86.0,86.0,86.0,0.0,0.0
2018-12-09,79.0,79.0,79.0,0.0,0.0,79.51,79.51,79.51,0.0,0.0,74.79,74.79,74.79,0.0,0.0,75.35,75.35,75.35,0.0,0.0
2018-12-16,63.07,63.07,63.07,0.0,0.0,63.07,63.07,63.07,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2018-12-23,69.37,69.37,69.37,0.0,0.0,69.51,69.51,69.51,0.0,0.0,67.23,67.23,67.23,0.0,0.0,69.51,69.51,69.51,0.0,0.0
2018-12-30,72.84,72.84,72.84,0.0,0.0,76.19,76.19,76.19,0.0,0.0,72.48,72.48,72.48,0.0,0.0,74.92,74.92,74.92,0.0,0.0
2019-01-06,81.46,81.46,81.46,0.0,0.0,82.48,82.48,82.48,0.0,0.0,81.46,81.46,81.46,0.0,0.0,81.48,81.48,81.48,0.0,0.0
2019-01-13,88.61,88.61,88.61,0.0,0.0,91.03,91.03,91.03,0.0,0.0,88.23,88.23,88.23,0.0,0.0,90.55,90.55,90.55,0.0,0.0
2019-01-20,89.38,89.38,89.38,0.0,0.0,90.18,90.18,90.18,0.0,0.0,89.38,89.38,89.38,0.0,0.0,90.07,90.07,90.07,0.0,0.0
2019-01-27,94.47,94.47,94.47,0.0,0.0,96.44,96.44,96.44,0.0,0.0,94.47,94.47,94.47,0.0,0.0,96.44,96.44,96.44,0.0,0.0
2019-02-03,96.71,96.71,96.71,0.0,0.0,97.48,97.48,97.48,0.0,0.0,96.56,96.56,96.56,0.0,0.0,97.48,97.48,97.48,0.0,0.0
2019-02-10,103.22,103.22,103.22,0.0,0.0,105.17,105.17,105.17,0.0,0.0,103.22,103.22,103.22,0.0,0.0,105.17,105.17,105.17,0.0,0.0
2019-02-17,110.01,110.01,110.01,0.0,0.0,110.26,110.26,110.26,0.0,0.0,108.33,108.33,108.33,0.0,0.0,108.48,108.48,108.48,0.0,0.0
2019-02-24,107.2,107.2,107.2,0.0,0.0,107.2,107.2,107.2,0.0,0.0,103.47,103.47,103.47,0.0,0.0,105.41,105.41,105.41,0.0,0.0
2019-03-03,97.68,97.68,97.68,0.0,0.0,100.24,100.24,100.24,0.0,0.0,97.68,97.68,97.68,0.0,0.0,100.24,100.24,100.24,0.0,0.0
2019-03-10,104.54,104.54,104.54,0.0,0.0,104.54,104.54,104.54,0.0,0.0,103.3,103.3,103.3,0.0,0.0,104.12,104.12,104.12,0.0,0.0
2019-03-17,95.06,95.06,95.06,0.0,0.0,96.49,96.49,96.49,0.0,0.0,94.35,94.35,94.35,0.0,0.0,95.58,95.58,95.58,0.0,0.0
2019-03-24,105.0,105.0,105.0,0.0,0.0,105.81,105.81,105.81,0.0,0.0,105.0,105.0,105.0,0.0,0.0,105.81,105.81,105.81,0.0,0.0
2019-03-31,109.0,109.0,109.0,0.0,0.0,110.12,110.12,110.12,0.0,0.0,108.53,108.53,108.53,0.0,0.0,110.12,110.12,110.12,0.0,0.0
2019-04-07,112.74,112.74,112.74,0.0,0.0,112.83,112.83,112.83,0.0,0.0,112.0,112.0,112.0,0.0,0.0,112.2,112.2,112.2,0.0,0.0
2019-04-14,108.98,108.98,108.98,0.0,0.0,109.41,109.41,109.41,0.0,0.0,108.98,108.98,108.98,0.0,0.0,109.41,109.41,109.41,0.0,0.0
2019-04-21,114.68,114.68,114.68,0.0,0.0,114.68,114.68,114.68,0.0,0.0,113.6,113.6,113.6,0.0,0.0,113.99,113.99,113.99,0.0,0.0
2019-04-28,109.94,109.94,109.94,0.0,0.0,114.5,114.5,114.5,0.0,0.0,109.87,109.87,109.87,0.0,0.0,114.38,114.38,114.38,0.0,0.0
2019-05-05,101.34,101.34,101.34,0.0,0.0,101.34,101.34,101.34,0.0,0.0,97.05,97.05,97.05,0.0,0.0,97.33,97.33,97.33,0.0,0.0
2019-05-12,97.05,97.05,97.05,0.0,0.0,98.11,98.11,98.11,0.0,0.0,97.05,97.05,97.05,0.0,0.0,97.31,97.31,97.31,0.0,0.0
2019-05-19,95.35,95.35,95.35,0.0,0.0,95.35,95.35,95.35,0.0,0.0,94.39,94.39,94.39,0.0,0.0,95.01,95.01,95.01,0.0,0.0
2019-05-26,88.4,88.4,88.4,0.0,0.0,88.87,88.87,88.87,0.0,0.0,88.4,88.4,88.4,0.0,0.0,88.87,88.87,88.87,0.0,0.0
2019-06-02,100.79,100.79,100.79,0.0,0.0,102.27,102.27,102.27,0.0,0.0,100.67,100.67,100.67,0.0,0.0,100.67,100.67,100.67,0.0,0.0
2019-06-09,101.13,101.13,101.13,0.0,0.0,101.67,101.67,101.67,0.0,0.0,100.35,100.35,100.35,0.0,0.0,100.35,100.35,100.35,0.0,0.0
2019-06-16,103.72,103.72,103.72,0.0,0.0,103.72,103.72,103.72,0.0,0.0,102.39,102.39,102.39,0.0,0.0,102.39,102.39,102.39,0.0,0.0
2019-06-23,111.0,111.0,111.0,0.0,0.0,111.63,111.63,111.63,0.0,0.0,107.22,107.22,107.22,0.0,0.0,108.58,108.58,108.58,0.0,0.0
2019-06-30,107.5,107.5,107.5,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.2,107.2,107.2,0.0,0.0,107.41,107.41,107.41,0.0,0.0
2019-07-07,107.96,107.96,107.96,0.0,0.0,107.96,107.96,107.96,0.0,0.0,107.96,107.96,107.96,0.0,0.0,107.96,107.96,107.96,0.0,0.0
2019-07-14,106.43,106.43,106.43,0.0,0.0,106.43,106.43,106.43,0.0,0.0,105.25,105.25,105.25,0.0,0.0,105.25,105.25,105.25,0.0,0.0
2019-07-21,111.11,111.11,111.11,0.0,0.0,111.69,111.69,111.69,0.0,0.0,111.11,111.11,111.11,0.0,0.0,111.38,111.38,111.38,0.0,0.0
2019-07-28,97.26,97.26,97.26,0.0,0.0,97.26,97.26,97.26,0.0,0.0,91.42,91.42,91.42,0.0,0.0,93.15,93.15,93.15,0.0,0.0
2019-08-04,96.55,96.55,96.55,0.0,0.0,96.55,96.55,96.55,0.0,0.0,94.4,94.4,94.4,0.0,0.0,94.47,94.47,94.47,0.0,0.0
2019-08-11,97.29,97.29,97.29,0.0,0.0,97.97,97.97,97.97,0.0,0.0,96.82,96.82,96.82,0.0,0.0,96.82,96.82,96.82,0.0,0.0
2019-08-18,90.73,90.73,90.73,0.0,0.0,90.73,90.73,90.73,0.0,0.0,88.85,88.85,88.85,0.0,0.0,90.43,90.43,90.43,0.0,0.0
2019-08-25,95.29,95.29,95.29,0.0,0.0,95.34,95.34,95.34,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.86,94.86,94.86,0.0,0.0
2019-09-01,101.5,101.5,101.5,0.0,0.0,101.5,101.5,101.5,0.0,0.0,101.49,101.49,101.49,0.0,0.0,101.49,101.49,101.49,0.0,0.0
2019-09-08,106.31,106.31,106.31,0.0,0.0,109.0,109.0,109.0,0.0,0.0,106.31,106.31,106.31,0.0,0.0,108.18,108.18,108.18,0.0,0.0
2019-09-15,105.45,105.45,105.45,0.0,0.0,105.77,105.77,105.77,0.0,0.0,104.87,104.87,104.87,0.0,0.0,104.87,104.87,104.87,0.0,0.0
2019-09-22,102.25,102.25,102.25,0.0,0.0,102.97,102.97,102.97,0.0,0.0,102.25,102.25,102.25,0.0,0.0,102.97,102.97,102.97,0.0,0.0
2019-09-29,97.21,97.21,97.21,0.0,0.0,97.22,97.22,97.22,0.0,0.0,96.46,96.46,96.46,0.0,0.0,96.46,96.46,96.46,0.0,0.0
2019-10-06,98.0,98.0,98.0,0.0,0.0,98.19,98.19,98.19,0.0,0.0,97.99,97.99,97.99,0.0,0.0,98.19,98.19,98.19,0.0,0.0
2019-10-13,104.82,104.82,104.82,0.0,0.0,105.18,105.18,105.18,0.0,0.0,104.21,104.21,104.21,0.0,0.0,104.21,104.21,104.21,0.0,0.0
2019-10-20,107.09,107.09,107.09,0.0,0.0,109.26,109.26,109.26,0.0,0.0,107.09,107.09,107.09,0.0,0.0,107.94,107.94,107.94,0.0,0.0
2019-10-27,111.66,111.66,111.66,0.0,0.0,112.26,112.26,112.26,0.0,0.0,110.87,110.87,110.87,0.0,0.0,111.96,111.96,111.96,0.0,0.0
2019-11-03,111.9,111.9,111.9,0.0,0.0,111.91,111.91,111.91,0.0,0.0,111.57,111.57,111.57,0.0,0.0,111.57,111.57,111.57,0.0,0.0
2019-11-10,111.71,111.71,111.71,0.0,0.0,112.19,112.19,112.19,0.0,0.0,111.71,111.71,111.71,0.0,0.0,112.19,112.19,112.19,0.0,0.0
2019-11-17,113.17,113.17,113.17,0.0,0.0,114.41,114.41,114.41,0.0,0.0,113.17,113.17,113.17,0.0,0.0,114.31,114.31,114.31,0.0,0.0
2019-11-24,112.43,112.43,112.43,0.0,0.0,112.43,112.43,112.43,0.0,0.0,111.88,111.88,111.88,0.0,0.0,111.88,111.88,111.88,0.0,0.0
2019-12-01,115.55,115.55,115.55,0.0,0.0,115.66,115.66,115.66,0.0,0.0,115.23,115.23,115.23,0.0,0.0,115.23,115.23,115.23,0.0,0.0
2019-12-08,119.14,119.14,119.14,0.0,0.0,120.25,120.25,120.25,0.0,0.0,119.02,119.02,119.02,0.0,0.0,119.19,119.19,119.19,0.0,0.0
2019-12-15,123.29,123.29,123.29,0.0,0.0,123.79,123.79,123.79,0.0,0.0,123.1,123.1,123.1,0.0,0.0,123.34,123.34,123.34,0.0,0.0
2019-12-22,122.13,122.13,122.13,0.0,0.0,122.8,122.8,122.8,0.0,0.0,122.13,122.13,122.13,0.0,0.0,122.8,122.8,122.8,0.0,0.0
2019-12-29,121.18,121.18,121.18,0.0,0.0,122.13,122.13,122.13,0.0,0.0,121.08,121.08,121.08,0.0,0.0,122.13,122.13,122.13,0.0,0.0
