Date,iShares Edge MSCI USA Size FactorEtf_Open_average,iShares Edge MSCI USA Size FactorEtf_Open_max,iShares Edge MSCI USA Size FactorEtf_Open_min,iShares Edge MSCI USA Size FactorEtf_Open_volatility,iShares Edge MSCI USA Size FactorEtf_Open_change,iShares Edge MSCI USA Size FactorEtf_High_average,iShares Edge MSCI USA Size FactorEtf_High_max,iShares Edge MSCI USA Size FactorEtf_High_min,iShares Edge MSCI USA Size FactorEtf_High_volatility,iShares Edge MSCI USA Size FactorEtf_High_change,iShares Edge MSCI USA Size FactorEtf_Low_average,iShares Edge MSCI USA Size FactorEtf_Low_max,iShares Edge MSCI USA Size FactorEtf_Low_min,iShares Edge MSCI USA Size FactorEtf_Low_volatility,iShares Edge MSCI USA Size FactorEtf_Low_change,iShares Edge MSCI USA Size FactorEtf_Close_average,iShares Edge MSCI USA Size FactorEtf_Close_max,iShares Edge MSCI USA Size FactorEtf_Close_min,iShares Edge MSCI USA Size FactorEtf_Close_volatility,iShares Edge MSCI USA Size FactorEtf_Close_change
2018-08-12,87.33,87.33,87.33,0.0,0.0,87.72,87.72,87.72,0.0,0.0,87.33,87.33,87.33,0.0,0.0,87.58,87.58,87.58,0.0,0.0
2018-08-19,87.89,87.89,87.89,0.0,0.0,88.13,88.13,88.13,0.0,0.0,87.89,87.89,87.89,0.0,0.0,88.13,88.13,88.13,0.0,0.0
2018-08-26,88.4,88.4,88.4,0.0,0.0,88.4,88.4,88.4,0.0,0.0,88.21,88.21,88.21,0.0,0.0,88.21,88.21,88.21,0.0,0.0
2018-09-02,88.19,88.19,88.19,0.0,0.0,88.5,88.5,88.5,0.0,0.0,88.14,88.14,88.14,0.0,0.0,88.14,88.14,88.14,0.0,0.0
2018-09-09,89.14,89.14,89.14,0.0,0.0,89.24,89.24,89.24,0.0,0.0,88.96,88.96,88.96,0.0,0.0,89.24,89.24,89.24,0.0,0.0
2018-09-16,89.78,89.78,89.78,0.0,0.0,89.78,89.78,89.78,0.0,0.0,89.65,89.65,89.65,0.0,0.0,89.69,89.69,89.69,0.0,0.0
2018-09-23,87.75,87.75,87.75,0.0,0.0,87.98,87.98,87.98,0.0,0.0,87.75,87.75,87.75,0.0,0.0,87.95,87.95,87.95,0.0,0.0
2018-09-30,86.92,86.92,86.92,0.0,0.0,86.95,86.95,86.95,0.0,0.0,86.91,86.91,86.91,0.0,0.0,86.95,86.95,86.95,0.0,0.0
2018-10-07,83.51,83.51,83.51,0.0,0.0,83.56,83.56,83.56,0.0,0.0,82.34,82.34,82.34,0.0,0.0,83.3,83.3,83.3,0.0,0.0
2018-10-14,84.42,84.42,84.42,0.0,0.0,84.42,84.42,84.42,0.0,0.0,84.05,84.05,84.05,0.0,0.0,84.07,84.07,84.07,0.0,0.0
2018-10-21,81.57,81.57,81.57,0.0,0.0,81.57,81.57,81.57,0.0,0.0,81.57,81.57,81.57,0.0,0.0,81.57,81.57,81.57,0.0,0.0
2018-10-28,82.99,82.99,82.99,0.0,0.0,83.39,83.39,83.39,0.0,0.0,82.82,82.82,82.82,0.0,0.0,83.33,83.33,83.33,0.0,0.0
2018-11-04,85.33,85.33,85.33,0.0,0.0,85.33,85.33,85.33,0.0,0.0,84.98,84.98,84.98,0.0,0.0,84.98,84.98,84.98,0.0,0.0
2018-11-11,84.27,84.27,84.27,0.0,0.0,84.98,84.98,84.98,0.0,0.0,84.26,84.26,84.26,0.0,0.0,84.44,84.44,84.44,0.0,0.0
2018-11-18,82.47,82.47,82.47,0.0,0.0,83.0,83.0,83.0,0.0,0.0,82.24,82.24,82.24,0.0,0.0,82.97,82.97,82.97,0.0,0.0
2018-11-25,84.98,84.98,84.98,0.0,0.0,85.55,85.55,85.55,0.0,0.0,84.98,84.98,84.98,0.0,0.0,85.55,85.55,85.55,0.0,0.0
2018-12-02,83.16,83.16,83.16,0.0,0.0,83.28,83.28,83.28,0.0,0.0,81.59,81.59,81.59,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2018-12-09,81.06,81.06,81.06,0.0,0.0,81.12,81.12,81.12,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.23,80.23,80.23,0.0,0.0
2018-12-16,75.87,75.87,75.87,0.0,0.0,76.19,76.19,76.19,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2018-12-23,76.37,76.37,76.37,0.0,0.0,76.86,76.86,76.86,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.8,75.8,75.8,0.0,0.0
2018-12-30,76.18,76.18,76.18,0.0,0.0,77.72,77.72,77.72,0.0,0.0,76.18,76.18,76.18,0.0,0.0,77.63,77.63,77.63,0.0,0.0
2019-01-06,79.99,79.99,79.99,0.0,0.0,80.56,80.56,80.56,0.0,0.0,79.93,79.93,79.93,0.0,0.0,80.53,80.53,80.53,0.0,0.0
2019-01-13,82.14,82.14,82.14,0.0,0.0,82.99,82.99,82.99,0.0,0.0,82.14,82.14,82.14,0.0,0.0,82.87,82.87,82.87,0.0,0.0
2019-01-20,82.71,82.71,82.71,0.0,0.0,83.2,83.2,83.2,0.0,0.0,82.71,82.71,82.71,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2019-01-27,84.51,84.51,84.51,0.0,0.0,84.71,84.71,84.71,0.0,0.0,84.21,84.21,84.21,0.0,0.0,84.63,84.63,84.63,0.0,0.0
2019-02-03,84.23,84.23,84.23,0.0,0.0,84.82,84.82,84.82,0.0,0.0,84.12,84.12,84.12,0.0,0.0,84.82,84.82,84.82,0.0,0.0
2019-02-10,86.95,86.95,86.95,0.0,0.0,87.37,87.37,87.37,0.0,0.0,86.95,86.95,86.95,0.0,0.0,87.37,87.37,87.37,0.0,0.0
2019-02-17,87.67,87.67,87.67,0.0,0.0,88.01,88.01,88.01,0.0,0.0,87.67,87.67,87.67,0.0,0.0,88.01,88.01,88.01,0.0,0.0
2019-02-24,88.46,88.46,88.46,0.0,0.0,88.52,88.52,88.52,0.0,0.0,87.96,87.96,87.96,0.0,0.0,88.32,88.32,88.32,0.0,0.0
2019-03-03,85.26,85.26,85.26,0.0,0.0,85.87,85.87,85.87,0.0,0.0,85.26,85.26,85.26,0.0,0.0,85.87,85.87,85.87,0.0,0.0
2019-03-10,87.93,87.93,87.93,0.0,0.0,88.31,88.31,88.31,0.0,0.0,87.91,87.91,87.91,0.0,0.0,87.94,87.94,87.94,0.0,0.0
2019-03-17,87.64,87.64,87.64,0.0,0.0,87.81,87.81,87.81,0.0,0.0,86.63,86.63,86.63,0.0,0.0,86.65,86.65,86.65,0.0,0.0
2019-03-24,87.77,87.77,87.77,0.0,0.0,88.1,88.1,88.1,0.0,0.0,87.77,87.77,87.77,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2019-03-31,90.0,90.0,90.0,0.0,0.0,90.25,90.25,90.25,0.0,0.0,89.99,89.99,89.99,0.0,0.0,90.25,90.25,90.25,0.0,0.0
2019-04-07,90.88,90.88,90.88,0.0,0.0,90.98,90.98,90.98,0.0,0.0,90.67,90.67,90.67,0.0,0.0,90.97,90.97,90.97,0.0,0.0
2019-04-14,90.16,90.16,90.16,0.0,0.0,90.45,90.45,90.45,0.0,0.0,90.12,90.12,90.12,0.0,0.0,90.39,90.39,90.39,0.0,0.0
2019-04-21,90.63,90.63,90.63,0.0,0.0,91.07,91.07,91.07,0.0,0.0,90.61,90.61,90.61,0.0,0.0,91.07,91.07,91.07,0.0,0.0
2019-04-28,90.81,90.81,90.81,0.0,0.0,91.29,91.29,91.29,0.0,0.0,90.81,90.81,90.81,0.0,0.0,91.29,91.29,91.29,0.0,0.0
2019-05-05,88.76,88.76,88.76,0.0,0.0,89.39,89.39,89.39,0.0,0.0,87.78,87.78,87.78,0.0,0.0,89.39,89.39,89.39,0.0,0.0
2019-05-12,88.51,88.51,88.51,0.0,0.0,89.17,89.17,89.17,0.0,0.0,88.37,88.37,88.37,0.0,0.0,88.37,88.37,88.37,0.0,0.0
2019-05-19,87.57,87.57,87.57,0.0,0.0,87.57,87.57,87.57,0.0,0.0,87.08,87.08,87.08,0.0,0.0,87.28,87.28,87.28,0.0,0.0
2019-05-26,85.14,85.14,85.14,0.0,0.0,85.42,85.42,85.42,0.0,0.0,85.01,85.01,85.01,0.0,0.0,85.03,85.03,85.03,0.0,0.0
2019-06-02,89.08,89.08,89.08,0.0,0.0,89.25,89.25,89.25,0.0,0.0,89.08,89.08,89.08,0.0,0.0,89.08,89.08,89.08,0.0,0.0
2019-06-09,89.7,89.7,89.7,0.0,0.0,89.7,89.7,89.7,0.0,0.0,89.26,89.26,89.26,0.0,0.0,89.43,89.43,89.43,0.0,0.0
2019-06-16,90.9,90.9,90.9,0.0,0.0,90.9,90.9,90.9,0.0,0.0,90.82,90.82,90.82,0.0,0.0,90.82,90.82,90.82,0.0,0.0
2019-06-23,90.46,90.46,90.46,0.0,0.0,91.07,91.07,91.07,0.0,0.0,90.45,90.45,90.45,0.0,0.0,91.0,91.0,91.0,0.0,0.0
2019-06-30,91.95,91.95,91.95,0.0,0.0,92.3,92.3,92.3,0.0,0.0,91.57,91.57,91.57,0.0,0.0,92.26,92.26,92.26,0.0,0.0
2019-07-07,92.22,92.22,92.22,0.0,0.0,92.77,92.77,92.77,0.0,0.0,92.22,92.22,92.22,0.0,0.0,92.76,92.76,92.76,0.0,0.0
2019-07-14,92.3,92.3,92.3,0.0,0.0,92.32,92.32,92.32,0.0,0.0,91.76,91.76,91.76,0.0,0.0,91.76,91.76,91.76,0.0,0.0
2019-07-21,92.74,92.74,92.74,0.0,0.0,93.19,93.19,93.19,0.0,0.0,92.71,92.71,92.71,0.0,0.0,93.15,93.15,93.15,0.0,0.0
2019-07-28,90.41,90.41,90.41,0.0,0.0,90.41,90.41,90.41,0.0,0.0,89.58,89.58,89.58,0.0,0.0,90.01,90.01,90.01,0.0,0.0
2019-08-04,89.78,89.78,89.78,0.0,0.0,89.78,89.78,89.78,0.0,0.0,89.07,89.07,89.07,0.0,0.0,89.38,89.38,89.38,0.0,0.0
2019-08-11,87.03,87.03,87.03,0.0,0.0,87.98,87.98,87.98,0.0,0.0,87.03,87.03,87.03,0.0,0.0,87.91,87.91,87.91,0.0,0.0
2019-08-18,88.39,88.39,88.39,0.0,0.0,88.93,88.93,88.93,0.0,0.0,86.34,86.34,86.34,0.0,0.0,86.61,86.61,86.61,0.0,0.0
2019-08-25,89.22,89.22,89.22,0.0,0.0,89.22,89.22,89.22,0.0,0.0,88.75,88.75,88.75,0.0,0.0,88.92,88.92,88.92,0.0,0.0
2019-09-01,90.9,90.9,90.9,0.0,0.0,90.9,90.9,90.9,0.0,0.0,90.61,90.61,90.61,0.0,0.0,90.61,90.61,90.61,0.0,0.0
2019-09-08,92.48,92.48,92.48,0.0,0.0,92.63,92.63,92.63,0.0,0.0,92.11,92.11,92.11,0.0,0.0,92.17,92.17,92.17,0.0,0.0
2019-09-15,92.19,92.19,92.19,0.0,0.0,92.26,92.26,92.26,0.0,0.0,91.61,91.61,91.61,0.0,0.0,91.61,91.61,91.61,0.0,0.0
2019-09-22,91.13,91.13,91.13,0.0,0.0,91.13,91.13,91.13,0.0,0.0,90.16,90.16,90.16,0.0,0.0,90.3,90.3,90.3,0.0,0.0
2019-09-29,88.62,88.62,88.62,0.0,0.0,89.53,89.53,89.53,0.0,0.0,88.62,88.62,88.62,0.0,0.0,89.53,89.53,89.53,0.0,0.0
2019-10-06,90.26,90.26,90.26,0.0,0.0,90.77,90.77,90.77,0.0,0.0,90.03,90.03,90.03,0.0,0.0,90.11,90.11,90.11,0.0,0.0
2019-10-13,90.55,90.55,90.55,0.0,0.0,90.85,90.85,90.85,0.0,0.0,90.49,90.49,90.49,0.0,0.0,90.67,90.67,90.67,0.0,0.0
2019-10-20,91.57,91.57,91.57,0.0,0.0,92.13,92.13,92.13,0.0,0.0,91.57,91.57,91.57,0.0,0.0,92.01,92.01,92.01,0.0,0.0
2019-10-27,92.57,92.57,92.57,0.0,0.0,93.1,93.1,93.1,0.0,0.0,92.57,92.57,92.57,0.0,0.0,93.08,93.08,93.08,0.0,0.0
2019-11-03,93.46,93.46,93.46,0.0,0.0,93.86,93.86,93.86,0.0,0.0,93.17,93.17,93.17,0.0,0.0,93.82,93.82,93.82,0.0,0.0
2019-11-10,94.47,94.47,94.47,0.0,0.0,94.67,94.67,94.67,0.0,0.0,94.24,94.24,94.24,0.0,0.0,94.63,94.63,94.63,0.0,0.0
2019-11-17,94.47,94.47,94.47,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.13,94.13,94.13,0.0,0.0,94.49,94.49,94.49,0.0,0.0
2019-11-24,95.89,95.89,95.89,0.0,0.0,95.89,95.89,95.89,0.0,0.0,95.45,95.45,95.45,0.0,0.0,95.45,95.45,95.45,0.0,0.0
2019-12-01,95.29,95.29,95.29,0.0,0.0,95.63,95.63,95.63,0.0,0.0,95.29,95.29,95.29,0.0,0.0,95.41,95.41,95.41,0.0,0.0
2019-12-08,96.0,96.0,96.0,0.0,0.0,96.52,96.52,96.52,0.0,0.0,95.62,95.62,95.62,0.0,0.0,95.9,95.9,95.9,0.0,0.0
2019-12-15,97.1,97.1,97.1,0.0,0.0,97.31,97.31,97.31,0.0,0.0,97.01,97.01,97.01,0.0,0.0,97.3,97.3,97.3,0.0,0.0
2019-12-22,97.77,97.77,97.77,0.0,0.0,97.77,97.77,97.77,0.0,0.0,97.38,97.38,97.38,0.0,0.0,97.49,97.49,97.49,0.0,0.0
2019-12-29,96.85,96.85,96.85,0.0,0.0,97.46,97.46,97.46,0.0,0.0,96.85,96.85,96.85,0.0,0.0,97.31,97.31,97.31,0.0,0.0
