Date,iShares MSCI All Peru Capped_Open_average,iShares MSCI All Peru Capped_Open_max,iShares MSCI All Peru Capped_Open_min,iShares MSCI All Peru Capped_Open_volatility,iShares MSCI All Peru Capped_Open_change,iShares MSCI All Peru Capped_High_average,iShares MSCI All Peru Capped_High_max,iShares MSCI All Peru Capped_High_min,iShares MSCI All Peru Capped_High_volatility,iShares MSCI All Peru Capped_High_change,iShares MSCI All Peru Capped_Low_average,iShares MSCI All Peru Capped_Low_max,iShares MSCI All Peru Capped_Low_min,iShares MSCI All Peru Capped_Low_volatility,iShares MSCI All Peru Capped_Low_change,iShares MSCI All Peru Capped_Close_average,iShares MSCI All Peru Capped_Close_max,iShares MSCI All Peru Capped_Close_min,iShares MSCI All Peru Capped_Close_volatility,iShares MSCI All Peru Capped_Close_change
2018-10-07,36.61,36.61,36.61,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-10-14,36.05,36.05,36.05,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2018-10-21,34.6,34.6,34.6,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2018-10-28,35.34,35.34,35.34,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-11-04,34.97,34.97,34.97,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-11-11,36.06,36.06,36.06,0.0,0.0,36.06,36.06,36.06,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-11-18,35.27,35.27,35.27,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-11-25,35.74,35.74,35.74,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-12-02,35.44,35.44,35.44,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-12-09,35.54,35.54,35.54,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2018-12-16,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2018-12-23,35.56,35.56,35.56,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2018-12-30,36.04,36.04,36.04,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2019-01-06,36.45,36.45,36.45,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-01-13,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-01-20,36.37,36.37,36.37,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-01-27,37.78,37.78,37.78,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.78,37.78,37.78,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2019-02-03,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-02-10,37.88,37.88,37.88,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-02-17,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2019-02-24,38.51,38.51,38.51,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-03-03,38.5,38.5,38.5,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-03-10,39.5,39.5,39.5,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-03-17,39.09,39.09,39.09,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-03-24,39.74,39.74,39.74,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-03-31,39.83,39.83,39.83,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.79,39.79,39.79,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2019-04-07,39.17,39.17,39.17,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-04-14,38.3,38.3,38.3,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2019-04-21,37.88,37.88,37.88,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-04-28,37.57,37.57,37.57,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-05-05,36.03,36.03,36.03,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2019-05-12,35.48,35.48,35.48,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-05-19,34.97,34.97,34.97,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-05-26,35.32,35.32,35.32,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2019-06-02,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-06-09,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-06-16,37.0,37.0,37.0,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-06-23,37.1,37.1,37.1,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-06-30,37.32,37.32,37.32,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-07-07,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2019-07-14,37.81,37.81,37.81,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-07-21,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.87,36.87,36.87,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-07-28,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-08-04,33.85,33.85,33.85,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-08-11,33.4,33.4,33.4,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2019-08-18,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-08-25,33.7,33.7,33.7,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-09-01,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-09-08,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-09-15,34.62,34.62,34.62,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-09-22,34.54,34.54,34.54,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.54,34.54,34.54,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-09-29,34.29,34.29,34.29,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-10-06,34.54,34.54,34.54,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-10-13,34.46,34.46,34.46,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-10-20,35.09,35.09,35.09,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2019-10-27,35.89,35.89,35.89,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2019-11-03,34.82,34.82,34.82,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-11-10,34.63,34.63,34.63,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-11-17,34.45,34.45,34.45,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2019-11-24,34.3,34.3,34.3,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-12-01,34.5,34.5,34.5,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-12-08,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-12-15,36.21,36.21,36.21,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-12-22,36.91,36.91,36.91,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2019-12-29,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.94,36.94,36.94,0.0,0.0
