Date,iShares Global Materials_Open_average,iShares Global Materials_Open_max,iShares Global Materials_Open_min,iShares Global Materials_Open_volatility,iShares Global Materials_Open_change,iShares Global Materials_High_average,iShares Global Materials_High_max,iShares Global Materials_High_min,iShares Global Materials_High_volatility,iShares Global Materials_High_change,iShares Global Materials_Low_average,iShares Global Materials_Low_max,iShares Global Materials_Low_min,iShares Global Materials_Low_volatility,iShares Global Materials_Low_change,iShares Global Materials_Close_average,iShares Global Materials_Close_max,iShares Global Materials_Close_min,iShares Global Materials_Close_volatility,iShares Global Materials_Close_change
2018-04-01,67.06,67.06,67.06,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.05,67.05,67.05,0.0,0.0
2018-04-08,69.34,69.34,69.34,0.0,0.0,69.34,69.34,69.34,0.0,0.0,68.9,68.9,68.9,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2018-04-15,69.94,69.94,69.94,0.0,0.0,70.11,70.11,70.11,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2018-04-22,69.06,69.06,69.06,0.0,0.0,69.09,69.09,69.09,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2018-04-29,69.32,69.32,69.32,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.11,69.11,69.11,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2018-05-06,71.11,71.11,71.11,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.01,71.01,71.01,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2018-05-13,71.76,71.76,71.76,0.0,0.0,71.96,71.96,71.96,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.72,71.72,71.72,0.0,0.0
2018-05-20,69.91,69.91,69.91,0.0,0.0,70.01,70.01,70.01,0.0,0.0,69.86,69.86,69.86,0.0,0.0,70.01,70.01,70.01,0.0,0.0
2018-05-27,70.61,70.61,70.61,0.0,0.0,70.9,70.9,70.9,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.47,70.47,70.47,0.0,0.0
2018-06-03,71.98,71.98,71.98,0.0,0.0,72.41,72.41,72.41,0.0,0.0,71.93,71.93,71.93,0.0,0.0,72.05,72.05,72.05,0.0,0.0
2018-06-10,69.5,69.5,69.5,0.0,0.0,69.92,69.92,69.92,0.0,0.0,69.5,69.5,69.5,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2018-06-17,67.26,67.26,67.26,0.0,0.0,67.26,67.26,67.26,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2018-06-24,66.34,66.34,66.34,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2018-07-01,67.88,67.88,67.88,0.0,0.0,68.21,68.21,68.21,0.0,0.0,67.88,67.88,67.88,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2018-07-08,67.18,67.18,67.18,0.0,0.0,67.18,67.18,67.18,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.87,66.87,66.87,0.0,0.0
2018-07-15,66.63,66.63,66.63,0.0,0.0,66.65,66.65,66.65,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.6,66.6,66.6,0.0,0.0
2018-07-22,68.54,68.54,68.54,0.0,0.0,68.71,68.71,68.71,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2018-07-29,67.37,67.37,67.37,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2018-08-05,66.59,66.59,66.59,0.0,0.0,66.65,66.65,66.65,0.0,0.0,65.88,65.88,65.88,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2018-08-12,65.76,65.76,65.76,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2018-08-19,67.0,67.0,67.0,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2018-08-26,66.8,66.8,66.8,0.0,0.0,67.03,67.03,67.03,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2018-09-02,65.14,65.14,65.14,0.0,0.0,65.14,65.14,65.14,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2018-09-09,65.93,65.93,65.93,0.0,0.0,66.22,66.22,66.22,0.0,0.0,65.93,65.93,65.93,0.0,0.0,66.07,66.07,66.07,0.0,0.0
2018-09-16,68.93,68.93,68.93,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.32,68.32,68.32,0.0,0.0
2018-09-23,67.7,67.7,67.7,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.8,67.8,67.8,0.0,0.0
2018-09-30,65.53,65.53,65.53,0.0,0.0,66.04,66.04,66.04,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.98,65.98,65.98,0.0,0.0
2018-10-07,62.86,62.86,62.86,0.0,0.0,63.34,63.34,63.34,0.0,0.0,62.86,62.86,62.86,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2018-10-14,62.17,62.17,62.17,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2018-10-21,60.51,60.51,60.51,0.0,0.0,60.55,60.55,60.55,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2018-10-28,62.92,62.92,62.92,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2018-11-04,62.22,62.22,62.22,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2018-11-11,62.16,62.16,62.16,0.0,0.0,62.33,62.33,62.33,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-11-18,59.92,59.92,59.92,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.89,59.89,59.89,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2018-11-25,61.96,61.96,61.96,0.0,0.0,62.37,62.37,62.37,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2018-12-02,58.09,58.09,58.09,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2018-12-09,58.14,58.14,58.14,0.0,0.0,58.41,58.41,58.41,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2018-12-16,55.77,55.77,55.77,0.0,0.0,56.29,56.29,56.29,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2018-12-23,57.44,57.44,57.44,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2018-12-30,58.55,58.55,58.55,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2019-01-06,59.08,59.08,59.08,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2019-01-13,60.8,60.8,60.8,0.0,0.0,61.06,61.06,61.06,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2019-01-20,60.28,60.28,60.28,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-01-27,61.77,61.77,61.77,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2019-02-03,60.62,60.62,60.62,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2019-02-10,62.38,62.38,62.38,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2019-02-17,64.11,64.11,64.11,0.0,0.0,64.27,64.27,64.27,0.0,0.0,63.99,63.99,63.99,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2019-02-24,63.51,63.51,63.51,0.0,0.0,63.58,63.58,63.58,0.0,0.0,62.95,62.95,62.95,0.0,0.0,63.48,63.48,63.48,0.0,0.0
2019-03-03,62.74,62.74,62.74,0.0,0.0,63.35,63.35,63.35,0.0,0.0,62.74,62.74,62.74,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2019-03-10,64.14,64.14,64.14,0.0,0.0,64.31,64.31,64.31,0.0,0.0,63.93,63.93,63.93,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2019-03-17,63.07,63.07,63.07,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.05,63.05,63.05,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2019-03-24,65.21,65.21,65.21,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.11,65.11,65.11,0.0,0.0,65.39,65.39,65.39,0.0,0.0
2019-03-31,66.94,66.94,66.94,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.73,66.73,66.73,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2019-04-07,67.21,67.21,67.21,0.0,0.0,67.21,67.21,67.21,0.0,0.0,66.93,66.93,66.93,0.0,0.0,67.08,67.08,67.08,0.0,0.0
2019-04-14,66.77,66.77,66.77,0.0,0.0,67.01,67.01,67.01,0.0,0.0,66.61,66.61,66.61,0.0,0.0,66.76,66.76,66.76,0.0,0.0
2019-04-21,65.36,65.36,65.36,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-04-28,63.79,63.79,63.79,0.0,0.0,64.56,64.56,64.56,0.0,0.0,63.79,63.79,63.79,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2019-05-05,61.88,61.88,61.88,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2019-05-12,61.82,61.82,61.82,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2019-05-19,61.72,61.72,61.72,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2019-05-26,60.78,60.78,60.78,0.0,0.0,61.75,61.75,61.75,0.0,0.0,60.78,60.78,60.78,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2019-06-02,64.16,64.16,64.16,0.0,0.0,64.29,64.29,64.29,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.07,64.07,64.07,0.0,0.0
2019-06-09,62.93,62.93,62.93,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2019-06-16,64.5,64.5,64.5,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.38,64.38,64.38,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-06-23,65.85,65.85,65.85,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.52,65.52,65.52,0.0,0.0
2019-06-30,64.34,64.34,64.34,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2019-07-07,64.3,64.3,64.3,0.0,0.0,64.34,64.34,64.34,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2019-07-14,64.71,64.71,64.71,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.43,64.43,64.43,0.0,0.0
2019-07-21,64.11,64.11,64.11,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.09,64.09,64.09,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-07-28,60.56,60.56,60.56,0.0,0.0,60.56,60.56,60.56,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2019-08-04,60.82,60.82,60.82,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2019-08-11,60.31,60.31,60.31,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2019-08-18,59.26,59.26,59.26,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-08-25,60.99,60.99,60.99,0.0,0.0,61.11,61.11,61.11,0.0,0.0,60.82,60.82,60.82,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2019-09-01,62.27,62.27,62.27,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.13,62.13,62.13,0.0,0.0
2019-09-08,64.3,64.3,64.3,0.0,0.0,64.3,64.3,64.3,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2019-09-15,63.03,63.03,63.03,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.03,63.03,63.03,0.0,0.0,63.37,63.37,63.37,0.0,0.0
2019-09-22,62.44,62.44,62.44,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2019-09-29,61.12,61.12,61.12,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-10-06,62.83,62.83,62.83,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2019-10-13,63.71,63.71,63.71,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2019-10-20,64.51,64.51,64.51,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2019-10-27,65.68,65.68,65.68,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2019-11-03,65.35,65.35,65.35,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.6,65.6,65.6,0.0,0.0
2019-11-10,65.52,65.52,65.52,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2019-11-17,65.27,65.27,65.27,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.27,65.27,65.27,0.0,0.0,65.51,65.51,65.51,0.0,0.0
2019-11-24,65.51,65.51,65.51,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-12-01,66.0,66.0,66.0,0.0,0.0,66.1,66.1,66.1,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.83,65.83,65.83,0.0,0.0
2019-12-08,67.3,67.3,67.3,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.06,67.06,67.06,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2019-12-15,66.91,66.91,66.91,0.0,0.0,67.19,67.19,67.19,0.0,0.0,66.84,66.84,66.84,0.0,0.0,67.16,67.16,67.16,0.0,0.0
2019-12-22,67.34,67.34,67.34,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.19,67.19,67.19,0.0,0.0,67.19,67.19,67.19,0.0,0.0
2019-12-29,66.93,66.93,66.93,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.56,66.56,66.56,0.0,0.0
