Date,iShares MSCI Mexico Capped_Open_average,iShares MSCI Mexico Capped_Open_max,iShares MSCI Mexico Capped_Open_min,iShares MSCI Mexico Capped_Open_volatility,iShares MSCI Mexico Capped_Open_change,iShares MSCI Mexico Capped_High_average,iShares MSCI Mexico Capped_High_max,iShares MSCI Mexico Capped_High_min,iShares MSCI Mexico Capped_High_volatility,iShares MSCI Mexico Capped_High_change,iShares MSCI Mexico Capped_Low_average,iShares MSCI Mexico Capped_Low_max,iShares MSCI Mexico Capped_Low_min,iShares MSCI Mexico Capped_Low_volatility,iShares MSCI Mexico Capped_Low_change,iShares MSCI Mexico Capped_Close_average,iShares MSCI Mexico Capped_Close_max,iShares MSCI Mexico Capped_Close_min,iShares MSCI Mexico Capped_Close_volatility,iShares MSCI Mexico Capped_Close_change
2018-06-17,45.55,45.55,45.55,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.36,45.36,45.36,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2018-06-24,46.35,46.35,46.35,0.0,0.0,46.39,46.39,46.39,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2018-07-01,50.48,50.48,50.48,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-07-08,50.38,50.38,50.38,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2018-07-15,50.34,50.34,50.34,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2018-07-22,52.31,52.31,52.31,0.0,0.0,52.62,52.62,52.62,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2018-07-29,51.64,51.64,51.64,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2018-08-05,49.35,49.35,49.35,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2018-08-12,49.52,49.52,49.52,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.48,49.48,49.48,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-08-19,52.18,52.18,52.18,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-08-26,50.47,50.47,50.47,0.0,0.0,50.9,50.9,50.9,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2018-09-02,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-09-09,51.15,51.15,51.15,0.0,0.0,51.37,51.37,51.37,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2018-09-16,50.73,50.73,50.73,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2018-09-23,51.95,51.95,51.95,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2018-09-30,49.05,49.05,49.05,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2018-10-07,48.73,48.73,48.73,0.0,0.0,49.47,49.47,49.47,0.0,0.0,48.61,48.61,48.61,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2018-10-14,47.73,47.73,47.73,0.0,0.0,47.97,47.97,47.97,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2018-10-21,44.88,44.88,44.88,0.0,0.0,45.17,45.17,45.17,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2018-10-28,44.18,44.18,44.18,0.0,0.0,45.56,45.56,45.56,0.0,0.0,44.15,44.15,44.15,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2018-11-04,42.28,42.28,42.28,0.0,0.0,42.42,42.42,42.42,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2018-11-11,41.0,41.0,41.0,0.0,0.0,41.44,41.44,41.44,0.0,0.0,40.67,40.67,40.67,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2018-11-18,39.68,39.68,39.68,0.0,0.0,39.92,39.92,39.92,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-11-25,41.51,41.51,41.51,0.0,0.0,41.96,41.96,41.96,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-12-02,40.5,40.5,40.5,0.0,0.0,40.72,40.72,40.72,0.0,0.0,39.63,39.63,39.63,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2018-12-09,40.54,40.54,40.54,0.0,0.0,40.94,40.94,40.94,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2018-12-16,40.4,40.4,40.4,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-12-23,41.19,41.19,41.19,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2018-12-30,43.01,43.01,43.01,0.0,0.0,43.29,43.29,43.29,0.0,0.0,42.71,42.71,42.71,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2019-01-06,44.15,44.15,44.15,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2019-01-13,45.19,45.19,45.19,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2019-01-20,44.06,44.06,44.06,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-01-27,44.82,44.82,44.82,0.0,0.0,45.5,45.5,45.5,0.0,0.0,44.79,44.79,44.79,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-02-03,44.33,44.33,44.33,0.0,0.0,44.48,44.48,44.48,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-02-10,43.26,43.26,43.26,0.0,0.0,43.82,43.82,43.82,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-02-17,45.07,45.07,45.07,0.0,0.0,45.27,45.27,45.27,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2019-02-24,43.32,43.32,43.32,0.0,0.0,43.4,43.4,43.4,0.0,0.0,42.76,42.76,42.76,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2019-03-03,42.23,42.23,42.23,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2019-03-10,43.42,43.42,43.42,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2019-03-17,43.36,43.36,43.36,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-03-24,44.01,44.01,44.01,0.0,0.0,44.79,44.79,44.79,0.0,0.0,43.93,43.93,43.93,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2019-03-31,46.09,46.09,46.09,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-04-07,46.34,46.34,46.34,0.0,0.0,46.48,46.48,46.48,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2019-04-14,47.01,47.01,47.01,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2019-04-21,46.58,46.58,46.58,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2019-04-28,44.89,44.89,44.89,0.0,0.0,45.76,45.76,45.76,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-05-05,43.78,43.78,43.78,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-05-12,44.3,44.3,44.3,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2019-05-19,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2019-05-26,42.56,42.56,42.56,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2019-06-02,44.93,44.93,44.93,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-06-09,43.51,43.51,43.51,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2019-06-16,44.03,44.03,44.03,0.0,0.0,44.23,44.23,44.23,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-06-23,44.01,44.01,44.01,0.0,0.0,44.36,44.36,44.36,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-06-30,44.1,44.1,44.1,0.0,0.0,44.79,44.79,44.79,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-07-07,43.55,43.55,43.55,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.51,43.51,43.51,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-07-14,42.33,42.33,42.33,0.0,0.0,42.62,42.62,42.62,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-07-21,41.47,41.47,41.47,0.0,0.0,42.62,42.62,42.62,0.0,0.0,41.31,41.31,41.31,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-07-28,39.3,39.3,39.3,0.0,0.0,39.41,39.41,39.41,0.0,0.0,38.84,38.84,38.84,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-08-04,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-08-11,39.21,39.21,39.21,0.0,0.0,39.55,39.55,39.55,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2019-08-18,39.29,39.29,39.29,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-08-25,40.8,40.8,40.8,0.0,0.0,41.55,41.55,41.55,0.0,0.0,40.62,40.62,40.62,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-09-01,43.06,43.06,43.06,0.0,0.0,43.34,43.34,43.34,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-09-08,43.09,43.09,43.09,0.0,0.0,43.57,43.57,43.57,0.0,0.0,42.71,42.71,42.71,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2019-09-15,43.46,43.46,43.46,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2019-09-22,42.53,42.53,42.53,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2019-09-29,43.55,43.55,43.55,0.0,0.0,43.62,43.62,43.62,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-10-06,44.22,44.22,44.22,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2019-10-13,44.55,44.55,44.55,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-10-20,44.95,44.95,44.95,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.71,44.71,44.71,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2019-10-27,45.51,45.51,45.51,0.0,0.0,45.57,45.57,45.57,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2019-11-03,44.88,44.88,44.88,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2019-11-10,44.6,44.6,44.6,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2019-11-17,44.43,44.43,44.43,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2019-11-24,43.34,43.34,43.34,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2019-12-01,43.27,43.27,43.27,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-12-08,46.02,46.02,46.02,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2019-12-15,45.81,45.81,45.81,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2019-12-22,46.0,46.0,46.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2019-12-29,45.64,45.64,45.64,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.92,45.92,45.92,0.0,0.0
