Date,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_change
2018-09-02,58.51,58.51,58.51,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.51,58.51,58.51,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2018-09-09,60.13,60.13,60.13,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2018-09-16,59.28,59.28,59.28,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2018-09-23,60.36,60.36,60.36,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2018-09-30,56.36,56.36,56.36,0.0,0.0,56.7,56.7,56.7,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2018-10-07,54.22,54.22,54.22,0.0,0.0,54.4,54.4,54.4,0.0,0.0,53.7,53.7,53.7,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2018-10-14,53.7,53.7,53.7,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2018-10-21,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2018-10-28,53.4,53.4,53.4,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-11-04,54.0,54.0,54.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2018-11-11,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2018-11-18,49.92,49.92,49.92,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2018-11-25,53.3,53.3,53.3,0.0,0.0,53.45,53.45,53.45,0.0,0.0,52.97,52.97,52.97,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2018-12-02,51.34,51.34,51.34,0.0,0.0,51.34,51.34,51.34,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2018-12-09,49.21,49.21,49.21,0.0,0.0,49.31,49.31,49.31,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-12-16,45.38,45.38,45.38,0.0,0.0,45.51,45.51,45.51,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2018-12-23,46.54,46.54,46.54,0.0,0.0,47.13,47.13,47.13,0.0,0.0,45.98,45.98,45.98,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2018-12-30,46.83,46.83,46.83,0.0,0.0,47.47,47.47,47.47,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2019-01-06,49.18,49.18,49.18,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-01-13,50.28,50.28,50.28,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2019-01-20,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-01-27,51.1,51.1,51.1,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2019-02-03,51.63,51.63,51.63,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.63,51.63,51.63,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-02-10,53.74,53.74,53.74,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-02-17,54.01,54.01,54.01,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-02-24,54.79,54.79,54.79,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.58,54.58,54.58,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-03-03,53.07,53.07,53.07,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2019-03-10,54.15,54.15,54.15,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2019-03-17,54.25,54.25,54.25,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2019-03-24,54.64,54.64,54.64,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-03-31,55.63,55.63,55.63,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2019-04-07,56.98,56.98,56.98,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2019-04-14,55.91,55.91,55.91,0.0,0.0,56.37,56.37,56.37,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2019-04-21,56.89,56.89,56.89,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2019-04-28,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2019-05-05,55.07,55.07,55.07,0.0,0.0,55.37,55.37,55.37,0.0,0.0,54.45,54.45,54.45,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-05-12,54.82,54.82,54.82,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2019-05-19,53.34,53.34,53.34,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-05-26,52.29,52.29,52.29,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-06-02,54.94,54.94,54.94,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.88,54.88,54.88,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2019-06-09,55.95,55.95,55.95,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2019-06-16,56.63,56.63,56.63,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2019-06-23,55.51,55.51,55.51,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2019-06-30,56.35,56.35,56.35,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-07-07,57.37,57.37,57.37,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2019-07-14,57.47,57.47,57.47,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-07-21,57.1,57.1,57.1,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2019-07-28,54.9,54.9,54.9,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2019-08-04,55.91,55.91,55.91,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-08-11,53.66,53.66,53.66,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2019-08-18,55.28,55.28,55.28,0.0,0.0,55.32,55.32,55.32,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2019-08-25,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-09-01,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-09-08,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2019-09-15,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-09-22,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2019-09-29,51.85,51.85,51.85,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.85,51.85,51.85,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-10-06,53.71,53.71,53.71,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-10-13,53.99,53.99,53.99,0.0,0.0,54.39,54.39,54.39,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2019-10-20,54.17,54.17,54.17,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2019-10-27,54.13,54.13,54.13,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2019-11-03,52.79,52.79,52.79,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-11-10,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-11-17,53.06,53.06,53.06,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2019-11-24,54.76,54.76,54.76,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-12-01,54.35,54.35,54.35,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2019-12-08,54.58,54.58,54.58,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2019-12-15,55.3,55.3,55.3,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2019-12-22,55.47,55.47,55.47,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2019-12-29,55.1,55.1,55.1,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.29,55.29,55.29,0.0,0.0
