Date,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Open_average,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Open_max,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Open_min,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Open_volatility,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Open_change,Goldman Sachs ActiveBeta US Large Cap Equity_etf_High_average,Goldman Sachs ActiveBeta US Large Cap Equity_etf_High_max,Goldman Sachs ActiveBeta US Large Cap Equity_etf_High_min,Goldman Sachs ActiveBeta US Large Cap Equity_etf_High_volatility,Goldman Sachs ActiveBeta US Large Cap Equity_etf_High_change,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Low_average,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Low_max,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Low_min,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Low_volatility,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Low_change,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Close_average,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Close_max,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Close_min,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Close_volatility,Goldman Sachs ActiveBeta US Large Cap Equity_etf_Close_change
2018-03-25,52.9,52.9,52.9,0.0,0.0,53.71,53.71,53.71,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2018-04-01,53.39,53.39,53.39,0.0,0.0,53.69,53.69,53.69,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2018-04-08,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2018-04-15,54.35,54.35,54.35,0.0,0.0,54.35,54.35,54.35,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2018-04-22,54.02,54.02,54.02,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2018-04-29,52.84,52.84,52.84,0.0,0.0,53.81,53.81,53.81,0.0,0.0,52.74,52.74,52.74,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2018-05-06,54.84,54.84,54.84,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2018-05-13,54.73,54.73,54.73,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-05-20,54.99,54.99,54.99,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2018-05-27,55.0,55.0,55.0,0.0,0.0,55.34,55.34,55.34,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2018-06-03,55.98,55.98,55.98,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2018-06-10,56.17,56.17,56.17,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2018-06-17,56.09,56.09,56.09,0.0,0.0,56.09,56.09,56.09,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2018-06-24,54.93,54.93,54.93,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-07-01,55.19,55.19,55.19,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2018-07-08,56.48,56.48,56.48,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2018-07-15,56.58,56.58,56.58,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2018-07-22,57.25,57.25,57.25,0.0,0.0,57.31,57.31,57.31,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2018-07-29,57.0,57.0,57.0,0.0,0.0,57.18,57.18,57.18,0.0,0.0,56.94,56.94,56.94,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-08-05,57.35,57.35,57.35,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2018-08-12,57.35,57.35,57.35,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2018-08-19,58.06,58.06,58.06,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.03,58.03,58.03,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2018-08-26,58.61,58.61,58.61,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2018-09-02,58.19,58.19,58.19,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2018-09-09,58.95,58.95,58.95,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2018-09-16,59.44,59.44,59.44,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2018-09-23,58.64,58.64,58.64,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2018-09-30,58.22,58.22,58.22,0.0,0.0,58.38,58.38,58.38,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2018-10-07,55.69,55.69,55.69,0.0,0.0,55.77,55.77,55.77,0.0,0.0,54.88,54.88,54.88,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2018-10-14,55.82,55.82,55.82,0.0,0.0,56.12,56.12,56.12,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2018-10-21,53.46,53.46,53.46,0.0,0.0,54.02,54.02,54.02,0.0,0.0,52.77,52.77,52.77,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2018-10-28,55.42,55.42,55.42,0.0,0.0,55.57,55.57,55.57,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2018-11-04,56.25,56.25,56.25,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.74,55.74,55.74,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2018-11-11,54.76,54.76,54.76,0.0,0.0,55.31,55.31,55.31,0.0,0.0,54.66,54.66,54.66,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2018-11-18,52.97,52.97,52.97,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-11-25,55.09,55.09,55.09,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2018-12-02,54.21,54.21,54.21,0.0,0.0,54.51,54.51,54.51,0.0,0.0,52.81,52.81,52.81,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2018-12-09,52.85,52.85,52.85,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-12-16,49.78,49.78,49.78,0.0,0.0,50.38,50.38,50.38,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2018-12-23,50.19,50.19,50.19,0.0,0.0,50.52,50.52,50.52,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-12-30,49.72,49.72,49.72,0.0,0.0,50.81,50.81,50.81,0.0,0.0,49.65,49.65,49.65,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-01-06,51.82,51.82,51.82,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.7,51.7,51.7,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-01-13,53.23,53.23,53.23,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-01-20,53.43,53.43,53.43,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-01-27,54.38,54.38,54.38,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2019-02-03,54.23,54.23,54.23,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-02-10,55.77,55.77,55.77,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2019-02-17,56.07,56.07,56.07,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2019-02-24,56.48,56.48,56.48,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2019-03-03,54.82,54.82,54.82,0.0,0.0,55.16,55.16,55.16,0.0,0.0,54.74,54.74,54.74,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2019-03-10,56.53,56.53,56.53,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2019-03-17,57.15,57.15,57.15,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-03-24,56.73,56.73,56.73,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2019-03-31,57.87,57.87,57.87,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-04-07,58.29,58.29,58.29,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-04-14,58.17,58.17,58.17,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2019-04-21,58.58,58.58,58.58,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-04-28,58.71,58.71,58.71,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2019-05-05,57.29,57.29,57.29,0.0,0.0,57.9,57.9,57.9,0.0,0.0,56.59,56.59,56.59,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-05-12,57.13,57.13,57.13,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2019-05-19,56.88,56.88,56.88,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-05-26,55.37,55.37,55.37,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-06-02,57.38,57.38,57.38,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2019-06-09,58.07,58.07,58.07,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.88,57.88,57.88,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-06-16,59.22,59.22,59.22,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2019-06-23,58.61,58.61,58.61,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2019-06-30,59.78,59.78,59.78,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2019-07-07,60.29,60.29,60.29,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-07-14,60.44,60.44,60.44,0.0,0.0,60.45,60.45,60.45,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2019-07-21,60.53,60.53,60.53,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2019-07-28,59.19,59.19,59.19,0.0,0.0,59.19,59.19,59.19,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2019-08-04,58.92,58.92,58.92,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2019-08-11,57.65,57.65,57.65,0.0,0.0,58.26,58.26,58.26,0.0,0.0,57.65,57.65,57.65,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2019-08-18,58.73,58.73,58.73,0.0,0.0,59.03,59.03,59.03,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2019-08-25,59.39,59.39,59.39,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2019-09-01,60.28,60.28,60.28,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2019-09-08,60.76,60.76,60.76,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2019-09-15,60.8,60.8,60.8,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2019-09-22,60.14,60.14,60.14,0.0,0.0,60.15,60.15,60.15,0.0,0.0,59.25,59.25,59.25,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-09-29,58.84,58.84,58.84,0.0,0.0,59.48,59.48,59.48,0.0,0.0,58.84,58.84,58.84,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2019-10-06,59.86,59.86,59.86,0.0,0.0,60.35,60.35,60.35,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2019-10-13,60.24,60.24,60.24,0.0,0.0,60.41,60.41,60.41,0.0,0.0,59.97,59.97,59.97,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2019-10-20,60.49,60.49,60.49,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2019-10-27,61.42,61.42,61.42,0.0,0.0,61.67,61.67,61.67,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2019-11-03,61.83,61.83,61.83,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.65,61.65,61.65,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2019-11-10,62.57,62.57,62.57,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.75,62.75,62.75,0.0,0.0
2019-11-17,62.67,62.67,62.67,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2019-11-24,63.5,63.5,63.5,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2019-12-01,63.34,63.34,63.34,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2019-12-08,63.73,63.73,63.73,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2019-12-15,64.73,64.73,64.73,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2019-12-22,64.98,64.98,64.98,0.0,0.0,64.98,64.98,64.98,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2019-12-29,64.55,64.55,64.55,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.75,64.75,64.75,0.0,0.0
