Date,Change Finance Diversified Imp US Large Cap Fossil_Open_average,Change Finance Diversified Imp US Large Cap Fossil_Open_max,Change Finance Diversified Imp US Large Cap Fossil_Open_min,Change Finance Diversified Imp US Large Cap Fossil_Open_volatility,Change Finance Diversified Imp US Large Cap Fossil_Open_change,Change Finance Diversified Imp US Large Cap Fossil_High_average,Change Finance Diversified Imp US Large Cap Fossil_High_max,Change Finance Diversified Imp US Large Cap Fossil_High_min,Change Finance Diversified Imp US Large Cap Fossil_High_volatility,Change Finance Diversified Imp US Large Cap Fossil_High_change,Change Finance Diversified Imp US Large Cap Fossil_Low_average,Change Finance Diversified Imp US Large Cap Fossil_Low_max,Change Finance Diversified Imp US Large Cap Fossil_Low_min,Change Finance Diversified Imp US Large Cap Fossil_Low_volatility,Change Finance Diversified Imp US Large Cap Fossil_Low_change,Change Finance Diversified Imp US Large Cap Fossil_Close_average,Change Finance Diversified Imp US Large Cap Fossil_Close_max,Change Finance Diversified Imp US Large Cap Fossil_Close_min,Change Finance Diversified Imp US Large Cap Fossil_Close_volatility,Change Finance Diversified Imp US Large Cap Fossil_Close_change
2018-04-29,18.5,18.5,18.5,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2018-05-06,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2018-05-13,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2018-05-20,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2018-05-27,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2018-06-03,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2018-06-10,19.68,19.68,19.68,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2018-06-17,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2018-06-24,18.93,18.93,18.93,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.93,18.93,18.93,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2018-07-01,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2018-07-08,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2018-07-15,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2018-07-22,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2018-07-29,19.7,19.7,19.7,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2018-08-05,19.9,19.9,19.9,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2018-08-12,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2018-08-19,20.3,20.3,20.3,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2018-08-26,20.41,20.41,20.41,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2018-09-02,20.26,20.26,20.26,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2018-09-09,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2018-09-16,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-09-23,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-09-30,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-10-07,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2018-10-14,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2018-10-21,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2018-10-28,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2018-11-04,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2018-11-11,19.61,19.61,19.61,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-11-18,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2018-11-25,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-12-02,19.15,19.15,19.15,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2018-12-09,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2018-12-16,17.43,17.43,17.43,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2018-12-23,17.53,17.53,17.53,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2018-12-30,17.8,17.8,17.8,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-01-06,18.33,18.33,18.33,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2019-01-13,18.96,18.96,18.96,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-01-20,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2019-01-27,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2019-02-03,19.44,19.44,19.44,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-02-10,20.08,20.08,20.08,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-02-17,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-02-24,20.43,20.43,20.43,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2019-03-03,19.7,19.7,19.7,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-03-10,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2019-03-17,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-03-24,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-03-31,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2019-04-07,21.0,21.0,21.0,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2019-04-14,20.93,20.93,20.93,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2019-04-21,21.15,21.15,21.15,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-04-28,21.27,21.27,21.27,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2019-05-05,20.52,20.52,20.52,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2019-05-12,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-05-19,20.51,20.51,20.51,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-05-26,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2019-06-02,20.9,20.9,20.9,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-06-09,20.98,20.98,20.98,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-06-16,21.48,21.48,21.48,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-06-23,21.48,21.48,21.48,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-06-30,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2019-07-07,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-07-14,22.07,22.07,22.07,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2019-07-21,22.19,22.19,22.19,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2019-07-28,21.54,21.54,21.54,0.0,0.0,23.69,23.69,23.69,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2019-08-04,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-08-11,21.06,21.06,21.06,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2019-08-18,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-08-25,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2019-09-01,21.68,21.68,21.68,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2019-09-08,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2019-09-15,21.97,21.97,21.97,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-09-22,21.78,21.78,21.78,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2019-09-29,21.36,21.36,21.36,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-10-06,21.81,21.81,21.81,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-10-13,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-10-20,21.79,21.79,21.79,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2019-10-27,21.88,21.88,21.88,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-11-03,22.12,22.12,22.12,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2019-11-10,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2019-11-17,22.83,22.83,22.83,0.0,0.0,25.1,25.1,25.1,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-11-24,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2019-12-01,22.8,22.8,22.8,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-12-08,22.96,22.96,22.96,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-12-15,23.44,23.44,23.44,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2019-12-22,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-12-29,23.15,23.15,23.15,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.27,23.27,23.27,0.0,0.0
