Date,FlexShares Morningstar Emerging Markets Factors Ti_Open_average,FlexShares Morningstar Emerging Markets Factors Ti_Open_max,FlexShares Morningstar Emerging Markets Factors Ti_Open_min,FlexShares Morningstar Emerging Markets Factors Ti_Open_volatility,FlexShares Morningstar Emerging Markets Factors Ti_Open_change,FlexShares Morningstar Emerging Markets Factors Ti_High_average,FlexShares Morningstar Emerging Markets Factors Ti_High_max,FlexShares Morningstar Emerging Markets Factors Ti_High_min,FlexShares Morningstar Emerging Markets Factors Ti_High_volatility,FlexShares Morningstar Emerging Markets Factors Ti_High_change,FlexShares Morningstar Emerging Markets Factors Ti_Low_average,FlexShares Morningstar Emerging Markets Factors Ti_Low_max,FlexShares Morningstar Emerging Markets Factors Ti_Low_min,FlexShares Morningstar Emerging Markets Factors Ti_Low_volatility,FlexShares Morningstar Emerging Markets Factors Ti_Low_change,FlexShares Morningstar Emerging Markets Factors Ti_Close_average,FlexShares Morningstar Emerging Markets Factors Ti_Close_max,FlexShares Morningstar Emerging Markets Factors Ti_Close_min,FlexShares Morningstar Emerging Markets Factors Ti_Close_volatility,FlexShares Morningstar Emerging Markets Factors Ti_Close_change
2018-05-13,58.55,58.55,58.55,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2018-05-20,58.41,58.41,58.41,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2018-05-27,58.79,58.79,58.79,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2018-06-03,58.51,58.51,58.51,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2018-06-10,55.67,55.67,55.67,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2018-06-17,54.18,54.18,54.18,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2018-06-24,53.12,53.12,53.12,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.82,52.82,52.82,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-07-01,54.09,54.09,54.09,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.91,53.91,53.91,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2018-07-08,53.77,53.77,53.77,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2018-07-15,53.71,53.71,53.71,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2018-07-22,55.01,55.01,55.01,0.0,0.0,55.17,55.17,55.17,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2018-07-29,54.08,54.08,54.08,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2018-08-05,52.98,52.98,52.98,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-08-12,52.55,52.55,52.55,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2018-08-19,53.88,53.88,53.88,0.0,0.0,54.26,54.26,54.26,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2018-08-26,53.17,53.17,53.17,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2018-09-02,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2018-09-09,51.24,51.24,51.24,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2018-09-16,51.61,51.61,51.61,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2018-09-23,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-09-30,49.53,49.53,49.53,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2018-10-07,48.48,48.48,48.48,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2018-10-14,48.9,48.9,48.9,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-10-21,47.32,47.32,47.32,0.0,0.0,47.32,47.32,47.32,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-10-28,49.11,49.11,49.11,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2018-11-04,48.31,48.31,48.31,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-11-11,49.31,49.31,49.31,0.0,0.0,49.46,49.46,49.46,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-11-18,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2018-11-25,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2018-12-02,48.24,48.24,48.24,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.49,47.49,47.49,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2018-12-09,48.29,48.29,48.29,0.0,0.0,48.56,48.56,48.56,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-12-16,47.01,47.01,47.01,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-12-23,48.13,48.13,48.13,0.0,0.0,48.27,48.27,48.27,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2018-12-30,48.75,48.75,48.75,0.0,0.0,49.09,49.09,49.09,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2019-01-06,49.46,49.46,49.46,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-01-13,50.85,50.85,50.85,0.0,0.0,51.18,51.18,51.18,0.0,0.0,50.85,50.85,50.85,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-01-20,51.43,51.43,51.43,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2019-01-27,52.81,52.81,52.81,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.66,52.66,52.66,0.0,0.0,53.01,53.01,53.01,0.0,0.0
2019-02-03,52.17,52.17,52.17,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2019-02-10,52.5,52.5,52.5,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2019-02-17,54.35,54.35,54.35,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-02-24,53.41,53.41,53.41,0.0,0.0,53.49,53.49,53.49,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2019-03-03,52.93,52.93,52.93,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.01,53.01,53.01,0.0,0.0
2019-03-10,54.03,54.03,54.03,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2019-03-17,52.7,52.7,52.7,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.7,52.7,52.7,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-03-24,53.89,53.89,53.89,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2019-03-31,54.59,54.59,54.59,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-04-07,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-04-14,54.59,54.59,54.59,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2019-04-21,53.97,53.97,53.97,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-04-28,52.58,52.58,52.58,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2019-05-05,49.89,49.89,49.89,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-05-12,49.27,49.27,49.27,0.0,0.0,49.3,49.3,49.3,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2019-05-19,49.04,49.04,49.04,0.0,0.0,49.17,49.17,49.17,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2019-05-26,50.15,50.15,50.15,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-06-02,50.56,50.56,50.56,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-06-09,50.08,50.08,50.08,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-06-16,51.67,51.67,51.67,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-06-23,52.5,52.5,52.5,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2019-06-30,51.62,51.62,51.62,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-07-07,51.74,51.74,51.74,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-07-14,51.66,51.66,51.66,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2019-07-21,51.02,51.02,51.02,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.93,50.93,50.93,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-07-28,47.44,47.44,47.44,0.0,0.0,47.59,47.59,47.59,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2019-08-04,47.33,47.33,47.33,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-08-11,47.93,47.93,47.93,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-08-18,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2019-08-25,47.97,47.97,47.97,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2019-09-01,49.53,49.53,49.53,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2019-09-08,50.17,50.17,50.17,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-09-15,48.81,48.81,48.81,0.0,0.0,49.2,49.2,49.2,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-09-22,48.29,48.29,48.29,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2019-09-29,48.03,48.03,48.03,0.0,0.0,48.28,48.28,48.28,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2019-10-06,49.04,49.04,49.04,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2019-10-13,49.62,49.62,49.62,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-10-20,50.5,50.5,50.5,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-10-27,51.09,51.09,51.09,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2019-11-03,50.55,50.55,50.55,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2019-11-10,50.51,50.51,50.51,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-11-17,50.65,50.65,50.65,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-11-24,49.93,49.93,49.93,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-12-01,50.5,50.5,50.5,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-12-08,52.21,52.21,52.21,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2019-12-15,52.28,52.28,52.28,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2019-12-22,53.15,53.15,53.15,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-12-29,53.38,53.38,53.38,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.21,53.21,53.21,0.0,0.0
