Date,iShares MSCI UAE Capped_Open_average,iShares MSCI UAE Capped_Open_max,iShares MSCI UAE Capped_Open_min,iShares MSCI UAE Capped_Open_volatility,iShares MSCI UAE Capped_Open_change,iShares MSCI UAE Capped_High_average,iShares MSCI UAE Capped_High_max,iShares MSCI UAE Capped_High_min,iShares MSCI UAE Capped_High_volatility,iShares MSCI UAE Capped_High_change,iShares MSCI UAE Capped_Low_average,iShares MSCI UAE Capped_Low_max,iShares MSCI UAE Capped_Low_min,iShares MSCI UAE Capped_Low_volatility,iShares MSCI UAE Capped_Low_change,iShares MSCI UAE Capped_Close_average,iShares MSCI UAE Capped_Close_max,iShares MSCI UAE Capped_Close_min,iShares MSCI UAE Capped_Close_volatility,iShares MSCI UAE Capped_Close_change
2018-11-04,15.25,15.25,15.25,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2018-11-11,15.15,15.15,15.15,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2018-11-18,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2018-11-25,14.3,14.3,14.3,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2018-12-02,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2018-12-09,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2018-12-16,13.7,13.7,13.7,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2018-12-23,13.85,13.85,13.85,0.0,0.0,13.85,13.85,13.85,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2018-12-30,14.1,14.1,14.1,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2019-01-06,14.12,14.12,14.12,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2019-01-13,14.06,14.06,14.06,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2019-01-20,14.09,14.09,14.09,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2019-01-27,14.18,14.18,14.18,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.19,14.19,14.19,0.0,0.0
2019-02-03,14.09,14.09,14.09,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.13,14.13,14.13,0.0,0.0
2019-02-10,13.89,13.89,13.89,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2019-02-17,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2019-02-24,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-03-03,14.1,14.1,14.1,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2019-03-10,14.29,14.29,14.29,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.32,14.32,14.32,0.0,0.0
2019-03-17,14.59,14.59,14.59,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2019-03-24,14.67,14.67,14.67,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2019-03-31,14.83,14.83,14.83,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-04-07,14.86,14.86,14.86,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2019-04-14,15.39,15.39,15.39,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2019-04-21,15.57,15.57,15.57,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2019-04-28,15.44,15.44,15.44,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2019-05-05,14.41,14.41,14.41,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2019-05-12,13.76,13.76,13.76,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.75,13.75,13.75,0.0,0.0
2019-05-19,13.69,13.69,13.69,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2019-05-26,13.98,13.98,13.98,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.88,13.88,13.88,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2019-06-02,14.32,14.32,14.32,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2019-06-09,13.68,13.68,13.68,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.57,13.57,13.57,0.0,0.0
2019-06-16,13.45,13.45,13.45,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.45,13.45,13.45,0.0,0.0
2019-06-23,13.57,13.57,13.57,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.53,13.53,13.53,0.0,0.0
2019-06-30,13.63,13.63,13.63,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2019-07-07,13.5,13.5,13.5,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.38,13.38,13.38,0.0,0.0
2019-07-14,14.19,14.19,14.19,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2019-07-21,14.7,14.7,14.7,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2019-07-28,14.22,14.22,14.22,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2019-08-04,13.96,13.96,13.96,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.85,13.85,13.85,0.0,0.0,13.95,13.95,13.95,0.0,0.0
2019-08-11,13.77,13.77,13.77,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2019-08-18,13.66,13.66,13.66,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2019-08-25,13.99,13.99,13.99,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2019-09-01,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-09-08,14.26,14.26,14.26,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2019-09-15,14.01,14.01,14.01,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.94,13.94,13.94,0.0,0.0,13.95,13.95,13.95,0.0,0.0
2019-09-22,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2019-09-29,13.45,13.45,13.45,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.52,13.52,13.52,0.0,0.0
2019-10-06,14.09,14.09,14.09,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2019-10-13,14.18,14.18,14.18,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2019-10-20,14.21,14.21,14.21,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2019-10-27,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2019-11-03,13.82,13.82,13.82,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2019-11-10,13.82,13.82,13.82,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2019-11-17,13.69,13.69,13.69,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2019-11-24,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2019-12-01,13.71,13.71,13.71,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2019-12-08,13.63,13.63,13.63,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.71,13.71,13.71,0.0,0.0
2019-12-15,13.48,13.48,13.48,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2019-12-22,13.44,13.44,13.44,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.49,13.49,13.49,0.0,0.0
2019-12-29,13.43,13.43,13.43,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0
