Date,Vanguard Total World Stock_Open_average,Vanguard Total World Stock_Open_max,Vanguard Total World Stock_Open_min,Vanguard Total World Stock_Open_volatility,Vanguard Total World Stock_Open_change,Vanguard Total World Stock_High_average,Vanguard Total World Stock_High_max,Vanguard Total World Stock_High_min,Vanguard Total World Stock_High_volatility,Vanguard Total World Stock_High_change,Vanguard Total World Stock_Low_average,Vanguard Total World Stock_Low_max,Vanguard Total World Stock_Low_min,Vanguard Total World Stock_Low_volatility,Vanguard Total World Stock_Low_change,Vanguard Total World Stock_Close_average,Vanguard Total World Stock_Close_max,Vanguard Total World Stock_Close_min,Vanguard Total World Stock_Close_volatility,Vanguard Total World Stock_Close_change
2018-12-09,67.51,67.51,67.51,0.0,0.0,67.76,67.76,67.76,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2018-12-16,63.4,63.4,63.4,0.0,0.0,63.69,63.69,63.69,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2018-12-23,65.5,65.5,65.5,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2018-12-30,66.49,66.49,66.49,0.0,0.0,67.19,67.19,67.19,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2019-01-06,67.59,67.59,67.59,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.71,67.71,67.71,0.0,0.0
2019-01-13,69.41,69.41,69.41,0.0,0.0,69.84,69.84,69.84,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.69,69.69,69.69,0.0,0.0
2019-01-20,69.17,69.17,69.17,0.0,0.0,69.34,69.34,69.34,0.0,0.0,68.89,68.89,68.89,0.0,0.0,69.32,69.32,69.32,0.0,0.0
2019-01-27,70.64,70.64,70.64,0.0,0.0,71.08,71.08,71.08,0.0,0.0,70.47,70.47,70.47,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2019-02-03,70.57,70.57,70.57,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.29,70.29,70.29,0.0,0.0,70.44,70.44,70.44,0.0,0.0
2019-02-10,71.79,71.79,71.79,0.0,0.0,72.1,72.1,72.1,0.0,0.0,71.76,71.76,71.76,0.0,0.0,72.1,72.1,72.1,0.0,0.0
2019-02-17,73.18,73.18,73.18,0.0,0.0,73.32,73.32,73.32,0.0,0.0,72.91,72.91,72.91,0.0,0.0,72.93,72.93,72.93,0.0,0.0
2019-02-24,73.35,73.35,73.35,0.0,0.0,73.36,73.36,73.36,0.0,0.0,72.3,72.3,72.3,0.0,0.0,72.83,72.83,72.83,0.0,0.0
2019-03-03,71.77,71.77,71.77,0.0,0.0,72.51,72.51,72.51,0.0,0.0,71.75,71.75,71.75,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2019-03-10,73.7,73.7,73.7,0.0,0.0,73.94,73.94,73.94,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2019-03-17,72.37,72.37,72.37,0.0,0.0,72.65,72.65,72.65,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.42,72.42,72.42,0.0,0.0
2019-03-24,73.76,73.76,73.76,0.0,0.0,74.17,74.17,74.17,0.0,0.0,73.76,73.76,73.76,0.0,0.0,74.11,74.11,74.11,0.0,0.0
2019-03-31,74.76,74.76,74.76,0.0,0.0,74.91,74.91,74.91,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.9,74.9,74.9,0.0,0.0
2019-04-07,75.21,75.21,75.21,0.0,0.0,75.21,75.21,75.21,0.0,0.0,74.92,74.92,74.92,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2019-04-14,75.01,75.01,75.01,0.0,0.0,75.18,75.18,75.18,0.0,0.0,74.97,74.97,74.97,0.0,0.0,75.16,75.16,75.16,0.0,0.0
2019-04-21,75.58,75.58,75.58,0.0,0.0,75.77,75.77,75.77,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.64,75.64,75.64,0.0,0.0
2019-04-28,74.49,74.49,74.49,0.0,0.0,75.37,75.37,75.37,0.0,0.0,74.35,74.35,74.35,0.0,0.0,75.3,75.3,75.3,0.0,0.0
2019-05-05,72.57,72.57,72.57,0.0,0.0,72.7,72.7,72.7,0.0,0.0,71.89,71.89,71.89,0.0,0.0,72.11,72.11,72.11,0.0,0.0
2019-05-12,72.8,72.8,72.8,0.0,0.0,73.02,73.02,73.02,0.0,0.0,72.52,72.52,72.52,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2019-05-19,72.64,72.64,72.64,0.0,0.0,72.8,72.8,72.8,0.0,0.0,72.36,72.36,72.36,0.0,0.0,72.56,72.56,72.56,0.0,0.0
2019-05-26,71.34,71.34,71.34,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2019-06-02,74.22,74.22,74.22,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.16,74.16,74.16,0.0,0.0,74.16,74.16,74.16,0.0,0.0
2019-06-09,73.4,73.4,73.4,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.34,73.34,73.34,0.0,0.0,73.42,73.42,73.42,0.0,0.0
2019-06-16,75.16,75.16,75.16,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.04,75.04,75.04,0.0,0.0,75.1,75.1,75.1,0.0,0.0
2019-06-23,76.02,76.02,76.02,0.0,0.0,76.16,76.16,76.16,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.81,75.81,75.81,0.0,0.0
2019-06-30,75.72,75.72,75.72,0.0,0.0,75.84,75.84,75.84,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.75,75.75,75.75,0.0,0.0
2019-07-07,76.39,76.39,76.39,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.32,76.32,76.32,0.0,0.0
2019-07-14,75.8,75.8,75.8,0.0,0.0,75.9,75.9,75.9,0.0,0.0,75.66,75.66,75.66,0.0,0.0,75.79,75.79,75.79,0.0,0.0
2019-07-21,76.4,76.4,76.4,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.13,76.13,76.13,0.0,0.0,76.29,76.29,76.29,0.0,0.0
2019-07-28,72.76,72.76,72.76,0.0,0.0,72.77,72.77,72.77,0.0,0.0,71.31,71.31,71.31,0.0,0.0,71.81,71.81,71.81,0.0,0.0
2019-08-04,73.0,73.0,73.0,0.0,0.0,73.09,73.09,73.09,0.0,0.0,72.39,72.39,72.39,0.0,0.0,72.61,72.61,72.61,0.0,0.0
2019-08-11,73.42,73.42,73.42,0.0,0.0,73.43,73.43,73.43,0.0,0.0,73.18,73.18,73.18,0.0,0.0,73.25,73.25,73.25,0.0,0.0
2019-08-18,72.43,72.43,72.43,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.1,72.1,72.1,0.0,0.0,72.5,72.5,72.5,0.0,0.0
2019-08-25,73.84,73.84,73.84,0.0,0.0,73.87,73.87,73.87,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.58,73.58,73.58,0.0,0.0
2019-09-01,75.28,75.28,75.28,0.0,0.0,75.28,75.28,75.28,0.0,0.0,74.89,74.89,74.89,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2019-09-08,75.83,75.83,75.83,0.0,0.0,76.02,76.02,76.02,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.89,75.89,75.89,0.0,0.0
2019-09-15,75.59,75.59,75.59,0.0,0.0,75.88,75.88,75.88,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2019-09-22,74.61,74.61,74.61,0.0,0.0,74.98,74.98,74.98,0.0,0.0,74.61,74.61,74.61,0.0,0.0,74.82,74.82,74.82,0.0,0.0
2019-09-29,74.0,74.0,74.0,0.0,0.0,74.32,74.32,74.32,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2019-10-06,74.87,74.87,74.87,0.0,0.0,74.99,74.99,74.99,0.0,0.0,74.78,74.78,74.78,0.0,0.0,74.85,74.85,74.85,0.0,0.0
2019-10-13,75.99,75.99,75.99,0.0,0.0,76.1,76.1,76.1,0.0,0.0,75.91,75.91,75.91,0.0,0.0,76.1,76.1,76.1,0.0,0.0
2019-10-20,76.84,76.84,76.84,0.0,0.0,77.04,77.04,77.04,0.0,0.0,76.82,76.82,76.82,0.0,0.0,76.97,76.97,76.97,0.0,0.0
2019-10-27,78.19,78.19,78.19,0.0,0.0,78.25,78.25,78.25,0.0,0.0,77.97,77.97,77.97,0.0,0.0,78.04,78.04,78.04,0.0,0.0
2019-11-03,77.92,77.92,77.92,0.0,0.0,78.17,78.17,78.17,0.0,0.0,77.8,77.8,77.8,0.0,0.0,78.15,78.15,78.15,0.0,0.0
2019-11-10,78.59,78.59,78.59,0.0,0.0,78.72,78.72,78.72,0.0,0.0,78.37,78.37,78.37,0.0,0.0,78.67,78.67,78.67,0.0,0.0
2019-11-17,78.69,78.69,78.69,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.63,78.63,78.63,0.0,0.0,78.98,78.98,78.98,0.0,0.0
2019-11-24,78.9,78.9,78.9,0.0,0.0,78.93,78.93,78.93,0.0,0.0,78.17,78.17,78.17,0.0,0.0,78.32,78.32,78.32,0.0,0.0
2019-12-01,79.17,79.17,79.17,0.0,0.0,79.31,79.31,79.31,0.0,0.0,78.97,78.97,78.97,0.0,0.0,79.0,79.0,79.0,0.0,0.0
2019-12-08,80.78,80.78,80.78,0.0,0.0,80.95,80.95,80.95,0.0,0.0,80.68,80.68,80.68,0.0,0.0,80.82,80.82,80.82,0.0,0.0
2019-12-15,80.81,80.81,80.81,0.0,0.0,80.81,80.81,80.81,0.0,0.0,80.68,80.68,80.68,0.0,0.0,80.77,80.77,80.77,0.0,0.0
2019-12-22,81.31,81.31,81.31,0.0,0.0,81.36,81.36,81.36,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.73,80.73,80.73,0.0,0.0
2019-12-29,80.9,80.9,80.9,0.0,0.0,81.4,81.4,81.4,0.0,0.0,80.8,80.8,80.8,0.0,0.0,81.07,81.07,81.07,0.0,0.0
