Date,Invesco Shipping ETF_Open_average,Invesco Shipping ETF_Open_max,Invesco Shipping ETF_Open_min,Invesco Shipping ETF_Open_volatility,Invesco Shipping ETF_Open_change,Invesco Shipping ETF_High_average,Invesco Shipping ETF_High_max,Invesco Shipping ETF_High_min,Invesco Shipping ETF_High_volatility,Invesco Shipping ETF_High_change,Invesco Shipping ETF_Low_average,Invesco Shipping ETF_Low_max,Invesco Shipping ETF_Low_min,Invesco Shipping ETF_Low_volatility,Invesco Shipping ETF_Low_change,Invesco Shipping ETF_Close_average,Invesco Shipping ETF_Close_max,Invesco Shipping ETF_Close_min,Invesco Shipping ETF_Close_volatility,Invesco Shipping ETF_Close_change
2018-03-25,10.46,10.46,10.46,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2018-04-01,10.5,10.5,10.5,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2018-04-08,10.74,10.74,10.74,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2018-04-15,11.11,11.11,11.11,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2018-04-22,10.89,10.89,10.89,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2018-04-29,11.09,11.09,11.09,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.14,11.14,11.14,0.0,0.0
2018-05-06,11.49,11.49,11.49,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.42,11.42,11.42,0.0,0.0
2018-05-13,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2018-05-20,11.05,11.05,11.05,0.0,0.0,11.05,11.05,11.05,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2018-05-27,11.02,11.02,11.02,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2018-06-03,11.06,11.06,11.06,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2018-06-10,10.76,10.76,10.76,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2018-06-17,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2018-06-24,10.08,10.08,10.08,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.05,10.05,10.05,0.0,0.0
2018-07-01,10.15,10.15,10.15,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.13,10.13,10.13,0.0,0.0
2018-07-08,9.88,9.88,9.88,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.78,9.78,9.78,0.0,0.0
2018-07-15,9.86,9.86,9.86,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2018-07-22,10.04,10.04,10.04,0.0,0.0,10.04,10.04,10.04,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0
2018-07-29,9.88,9.88,9.88,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.83,9.83,9.83,0.0,0.0
2018-08-05,9.87,9.87,9.87,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2018-08-12,9.88,9.88,9.88,0.0,0.0,9.98,9.98,9.98,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2018-08-19,10.16,10.16,10.16,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.2,10.2,10.2,0.0,0.0
2018-08-26,10.22,10.22,10.22,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.18,10.18,10.18,0.0,0.0
2018-09-02,9.82,9.82,9.82,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.81,9.81,9.81,0.0,0.0
2018-09-09,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2018-09-16,10.3,10.3,10.3,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2018-09-23,10.27,10.27,10.27,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.32,10.32,10.32,0.0,0.0
2018-09-30,9.95,9.95,9.95,0.0,0.0,10.04,10.04,10.04,0.0,0.0,9.94,9.94,9.94,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2018-10-07,9.74,9.74,9.74,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.73,9.73,9.73,0.0,0.0,9.78,9.78,9.78,0.0,0.0
2018-10-14,9.55,9.55,9.55,0.0,0.0,9.57,9.57,9.57,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.53,9.53,9.53,0.0,0.0
2018-10-21,9.16,9.16,9.16,0.0,0.0,9.23,9.23,9.23,0.0,0.0,8.99,8.99,8.99,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2018-10-28,9.72,9.72,9.72,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2018-11-04,9.58,9.58,9.58,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.36,9.36,9.36,0.0,0.0
2018-11-11,9.37,9.37,9.37,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.31,9.31,9.31,0.0,0.0
2018-11-18,9.16,9.16,9.16,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2018-11-25,9.79,9.79,9.79,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.75,9.75,9.75,0.0,0.0
2018-12-02,9.04,9.04,9.04,0.0,0.0,9.04,9.04,9.04,0.0,0.0,8.88,8.88,8.88,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2018-12-09,8.91,8.91,8.91,0.0,0.0,8.92,8.92,8.92,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.74,8.74,8.74,0.0,0.0
2018-12-16,8.13,8.13,8.13,0.0,0.0,8.18,8.18,8.18,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.05,8.05,8.05,0.0,0.0
2018-12-23,8.36,8.36,8.36,0.0,0.0,8.36,8.36,8.36,0.0,0.0,8.2,8.2,8.2,0.0,0.0,8.22,8.22,8.22,0.0,0.0
2018-12-30,8.71,8.71,8.71,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.82,8.82,8.82,0.0,0.0
2019-01-06,8.83,8.83,8.83,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.81,8.81,8.81,0.0,0.0,8.82,8.82,8.82,0.0,0.0
2019-01-13,8.93,8.93,8.93,0.0,0.0,9.05,9.05,9.05,0.0,0.0,8.93,8.93,8.93,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2019-01-20,8.85,8.85,8.85,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.82,8.82,8.82,0.0,0.0
2019-01-27,8.86,8.86,8.86,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.89,8.89,8.89,0.0,0.0
2019-02-03,8.69,8.69,8.69,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.72,8.72,8.72,0.0,0.0
2019-02-10,9.09,9.09,9.09,0.0,0.0,9.13,9.13,9.13,0.0,0.0,9.07,9.07,9.07,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-02-17,9.21,9.21,9.21,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.26,9.26,9.26,0.0,0.0
2019-02-24,8.94,8.94,8.94,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.92,8.92,8.92,0.0,0.0,8.94,8.94,8.94,0.0,0.0
2019-03-03,8.54,8.54,8.54,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.61,8.61,8.61,0.0,0.0
2019-03-10,8.88,8.88,8.88,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.9,8.9,8.9,0.0,0.0
2019-03-17,8.7,8.7,8.7,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2019-03-24,8.92,8.92,8.92,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.9,8.9,8.9,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2019-03-31,9.27,9.27,9.27,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2019-04-07,9.59,9.59,9.59,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.57,9.57,9.57,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2019-04-14,9.67,9.67,9.67,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2019-04-21,9.58,9.58,9.58,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.68,9.68,9.68,0.0,0.0
2019-04-28,9.53,9.53,9.53,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.57,9.57,9.57,0.0,0.0
2019-05-05,9.05,9.05,9.05,0.0,0.0,9.11,9.11,9.11,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.99,8.99,8.99,0.0,0.0
2019-05-12,9.02,9.02,9.02,0.0,0.0,9.03,9.03,9.03,0.0,0.0,8.96,8.96,8.96,0.0,0.0,9.0,9.0,9.0,0.0,0.0
2019-05-19,8.68,8.68,8.68,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.68,8.68,8.68,0.0,0.0
2019-05-26,8.4,8.4,8.4,0.0,0.0,8.47,8.47,8.47,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.44,8.44,8.44,0.0,0.0
2019-06-02,8.62,8.62,8.62,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2019-06-09,8.53,8.53,8.53,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.59,8.59,8.59,0.0,0.0
2019-06-16,8.87,8.87,8.87,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.79,8.79,8.79,0.0,0.0
2019-06-23,9.17,9.17,9.17,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.13,9.13,9.13,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2019-06-30,9.14,9.14,9.14,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2019-07-07,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.13,9.13,9.13,0.0,0.0
2019-07-14,9.05,9.05,9.05,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.07,9.07,9.07,0.0,0.0
2019-07-21,9.14,9.14,9.14,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2019-07-28,8.41,8.41,8.41,0.0,0.0,8.42,8.42,8.42,0.0,0.0,8.14,8.14,8.14,0.0,0.0,8.16,8.16,8.16,0.0,0.0
2019-08-04,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.04,8.04,8.04,0.0,0.0,8.04,8.04,8.04,0.0,0.0
2019-08-11,8.24,8.24,8.24,0.0,0.0,8.34,8.34,8.34,0.0,0.0,8.24,8.24,8.24,0.0,0.0,8.34,8.34,8.34,0.0,0.0
2019-08-18,8.32,8.32,8.32,0.0,0.0,8.34,8.34,8.34,0.0,0.0,8.29,8.29,8.29,0.0,0.0,8.32,8.32,8.32,0.0,0.0
2019-08-25,8.45,8.45,8.45,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.43,8.43,8.43,0.0,0.0
2019-09-01,8.86,8.86,8.86,0.0,0.0,8.98,8.98,8.98,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.98,8.98,8.98,0.0,0.0
2019-09-08,9.32,9.32,9.32,0.0,0.0,9.38,9.38,9.38,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.3,9.3,9.3,0.0,0.0
2019-09-15,9.03,9.03,9.03,0.0,0.0,9.04,9.04,9.04,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2019-09-22,8.81,8.81,8.81,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.81,8.81,8.81,0.0,0.0
2019-09-29,8.88,8.88,8.88,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.94,8.94,8.94,0.0,0.0
2019-10-06,9.48,9.48,9.48,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.43,9.43,9.43,0.0,0.0,9.48,9.48,9.48,0.0,0.0
2019-10-13,9.5,9.5,9.5,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.6,9.6,9.6,0.0,0.0
2019-10-20,9.81,9.81,9.81,0.0,0.0,9.91,9.91,9.91,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2019-10-27,9.84,9.84,9.84,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2019-11-03,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2019-11-10,9.68,9.68,9.68,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.7,9.7,9.7,0.0,0.0
2019-11-17,9.67,9.67,9.67,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.67,9.67,9.67,0.0,0.0
2019-11-24,9.74,9.74,9.74,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.64,9.64,9.64,0.0,0.0
2019-12-01,9.93,9.93,9.93,0.0,0.0,10.01,10.01,10.01,0.0,0.0,9.93,9.93,9.93,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2019-12-08,10.13,10.13,10.13,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.2,10.2,10.2,0.0,0.0
2019-12-15,10.08,10.08,10.08,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2019-12-22,10.11,10.11,10.11,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.11,10.11,10.11,0.0,0.0
2019-12-29,10.15,10.15,10.15,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.14,10.14,10.14,0.0,0.0,10.16,10.16,10.16,0.0,0.0
