Date,iShares MSCI BRICEtf_Open_average,iShares MSCI BRICEtf_Open_max,iShares MSCI BRICEtf_Open_min,iShares MSCI BRICEtf_Open_volatility,iShares MSCI BRICEtf_Open_change,iShares MSCI BRICEtf_High_average,iShares MSCI BRICEtf_High_max,iShares MSCI BRICEtf_High_min,iShares MSCI BRICEtf_High_volatility,iShares MSCI BRICEtf_High_change,iShares MSCI BRICEtf_Low_average,iShares MSCI BRICEtf_Low_max,iShares MSCI BRICEtf_Low_min,iShares MSCI BRICEtf_Low_volatility,iShares MSCI BRICEtf_Low_change,iShares MSCI BRICEtf_Close_average,iShares MSCI BRICEtf_Close_max,iShares MSCI BRICEtf_Close_min,iShares MSCI BRICEtf_Close_volatility,iShares MSCI BRICEtf_Close_change
2018-03-25,45.7,45.7,45.7,0.0,0.0,46.43,46.43,46.43,0.0,0.0,45.48,45.48,45.48,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2018-04-01,45.56,45.56,45.56,0.0,0.0,45.84,45.84,45.84,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2018-04-08,45.84,45.84,45.84,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2018-04-15,45.24,45.24,45.24,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-04-22,45.14,45.14,45.14,0.0,0.0,45.29,45.29,45.29,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2018-04-29,44.04,44.04,44.04,0.0,0.0,44.91,44.91,44.91,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2018-05-06,46.2,46.2,46.2,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2018-05-13,44.94,44.94,44.94,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2018-05-20,44.78,44.78,44.78,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2018-05-27,44.7,44.7,44.7,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2018-06-03,44.92,44.92,44.92,0.0,0.0,45.27,45.27,45.27,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2018-06-10,44.22,44.22,44.22,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2018-06-17,43.27,43.27,43.27,0.0,0.0,43.31,43.31,43.31,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2018-06-24,41.88,41.88,41.88,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2018-07-01,41.54,41.54,41.54,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.54,41.54,41.54,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-07-08,42.52,42.52,42.52,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2018-07-15,42.19,42.19,42.19,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2018-07-22,43.32,43.32,43.32,0.0,0.0,43.35,43.35,43.35,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2018-07-29,41.93,41.93,41.93,0.0,0.0,42.29,42.29,42.29,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2018-08-05,41.58,41.58,41.58,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2018-08-12,39.71,39.71,39.71,0.0,0.0,40.58,40.58,40.58,0.0,0.0,39.64,39.64,39.64,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2018-08-19,40.88,40.88,40.88,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2018-08-26,40.59,40.59,40.59,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2018-09-02,39.22,39.22,39.22,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2018-09-09,39.68,39.68,39.68,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-09-16,40.71,40.71,40.71,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-09-23,40.39,40.39,40.39,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-09-30,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2018-10-07,38.42,38.42,38.42,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-10-14,38.0,38.0,38.0,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2018-10-21,36.88,36.88,36.88,0.0,0.0,37.46,37.46,37.46,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2018-10-28,39.97,39.97,39.97,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2018-11-04,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2018-11-11,39.36,39.36,39.36,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-11-18,38.64,38.64,38.64,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2018-11-25,39.91,39.91,39.91,0.0,0.0,40.31,40.31,40.31,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-12-02,39.51,39.51,39.51,0.0,0.0,39.84,39.84,39.84,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2018-12-09,38.98,38.98,38.98,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-12-16,37.39,37.39,37.39,0.0,0.0,37.57,37.57,37.57,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2018-12-23,37.64,37.64,37.64,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2018-12-30,37.7,37.7,37.7,0.0,0.0,38.51,38.51,38.51,0.0,0.0,37.7,37.7,37.7,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-01-06,39.28,39.28,39.28,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-01-13,40.26,40.26,40.26,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-01-20,40.65,40.65,40.65,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-01-27,41.68,41.68,41.68,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2019-02-03,41.17,41.17,41.17,0.0,0.0,41.33,41.33,41.33,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2019-02-10,41.42,41.42,41.42,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2019-02-17,42.07,42.07,42.07,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2019-02-24,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2019-03-03,41.11,41.11,41.11,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2019-03-10,43.04,43.04,43.04,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2019-03-17,42.85,42.85,42.85,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2019-03-24,43.02,43.02,43.02,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.89,42.89,42.89,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-03-31,44.09,44.09,44.09,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-04-07,44.27,44.27,44.27,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-04-14,43.97,43.97,43.97,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2019-04-21,43.46,43.46,43.46,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2019-04-28,43.76,43.76,43.76,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.76,43.76,43.76,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-05-05,41.53,41.53,41.53,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2019-05-12,40.44,40.44,40.44,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2019-05-19,39.91,39.91,39.91,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2019-05-26,40.05,40.05,40.05,0.0,0.0,40.35,40.35,40.35,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-06-02,40.54,40.54,40.54,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-06-09,40.87,40.87,40.87,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-06-16,42.24,42.24,42.24,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2019-06-23,42.52,42.52,42.52,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2019-06-30,42.79,42.79,42.79,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2019-07-07,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-07-14,42.89,42.89,42.89,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-07-21,42.77,42.77,42.77,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-07-28,40.69,40.69,40.69,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-08-04,39.95,39.95,39.95,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2019-08-11,39.43,39.43,39.43,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-08-18,39.65,39.65,39.65,0.0,0.0,39.98,39.98,39.98,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2019-08-25,40.05,40.05,40.05,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.87,39.87,39.87,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-09-01,41.07,41.07,41.07,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-09-08,41.97,41.97,41.97,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2019-09-15,41.49,41.49,41.49,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-09-22,40.86,40.86,40.86,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-09-29,40.37,40.37,40.37,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-10-06,41.2,41.2,41.2,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2019-10-13,41.56,41.56,41.56,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-10-20,41.89,41.89,41.89,0.0,0.0,42.26,42.26,42.26,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2019-10-27,42.85,42.85,42.85,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2019-11-03,43.37,43.37,43.37,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2019-11-10,42.27,42.27,42.27,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2019-11-17,42.42,42.42,42.42,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-11-24,42.49,42.49,42.49,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-12-01,43.03,43.03,43.03,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2019-12-08,44.25,44.25,44.25,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2019-12-15,44.89,44.89,44.89,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2019-12-22,45.5,45.5,45.5,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-12-29,45.77,45.77,45.77,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.8,45.8,45.8,0.0,0.0
